META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-24 14:35:13 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Gateshead; 10/3; 10/3; 17/5; 37/10; 7/2; 10/3; 17/5; 7/2; 3; 16/5; 33/10; 17/5; 17/5; 18/5; 7/2; 13/4; 7/2; 7/2
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-25 22:36:18 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 17/20; 8/11; 3/4; 7/10; 4/5; 3/4; 8/11; 10/13; 11/14; 7/10; 3/4; 4/5; 10/13; 4/5; 8/11
Draw; 14/5; 12/5; 13/5; 66/25; 12/5; 5/2; 45/17; 5/2; 12/5; 5/2; 5/2; 5/2; 45/17; 13/5; 51/20; 5/2; 13/5; 11/5
Gateshead; 10/3; 10/3; 17/5; 15/4; 10/3; 7/2; 17/5; 10/3; 16/5; 16/5; 7/2; 17/5; 17/5; 15/4; 10/3; 7/2; 7/2; 27/10
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-26 02:36:13 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 81/00; 8/11; 3/4; 7/10; 4/5; 3/4; 8/11; 10/13; 13/18; 11/14; 7/10; 3/4; 4/5; 10/13; 8/11; 4/5
Draw; 14/5; 12/5; 13/5; 67/25; 12/5; 5/2; 45/17; 5/2; 12/5; 5/2; 5/2; 11/4; 5/2; 45/17; 13/5; 51/20; 28/11; 13/5; 13/5
Gateshead; 10/3; 10/3; 17/5; 79/20; 10/3; 7/2; 17/5; 10/3; 3; 16/5; 7/2; 16/5; 17/5; 17/5; 15/4; 10/3; 39/11; 7/2; 7/2
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-26 10:36:19 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 81/00; 8/11; 3/4; 7/10; 4/5; 3/4; 4/5; 8/11; 14/19; 13/18; 11/14; 7/10; 3/4; 4/5; 10/13; 4/5; 4/5
Draw; 14/5; 12/5; 13/5; 67/25; 12/5; 5/2; 45/17; 12/5; 11/5; 12/5; 12/5; 28/11; 11/4; 5/2; 45/17; 13/5; 51/20; 28/11; 13/5; 13/5
Gateshead; 10/3; 10/3; 17/5; 79/20; 10/3; 7/2; 17/5; 7/2; 10/3; 7/2; 16/5; 39/11; 16/5; 17/5; 17/5; 15/4; 10/3; 18/5; 7/2; 7/2
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-26 14:36:23 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 8/11; 77/00; 8/11; 7/10; 3/4; 8/11; 7/10; 4/5; 4/5; 8/11; 5/7; 13/18; 11/14; 3/4; 3/4; 4/5; 5/7; 8/11; 8/11; 8/11
Draw; 14/5; 12/5; 5/2; 139/0; 12/5; 13/5; 27/11; 5/2; 12/5; 23/10; 12/5; 12/5; 28/11; 11/4; 28/11; 27/11; 13/5; 51/20; 13/5; 13/5; 5/2; 27/10
Gateshead; 7/2; 10/3; 4; 41/10; 10/3; 15/4; 57/17; 7/2; 7/2; 17/5; 7/2; 10/3; 15/4; 16/5; 17/5; 57/17; 18/5; 10/3; 15/4; 7/2; 7/2; 4
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-26 18:36:22 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 3/4; 8/11; 77/00; 8/11; 7/10; 3/4; 3/4; 8/11; 7/10; 4/5; 4/5; 8/11; 14/19; 13/18; 11/14; 3/4; 4/5; 4/5; 5/7; 8/11; 8/11; 8/11
Draw; 11/4; 12/5; 23/10; 5/2; 139/0; 12/5; 13/5; 27/11; 23/10; 5/2; 12/5; 23/10; 12/5; 12/5; 28/11; 11/4; 5/2; 27/11; 5/2; 51/20; 13/5; 13/5; 5/2; 27/10
Gateshead; 7/2; 10/3; 18/5; 4; 41/10; 10/3; 15/4; 57/17; 18/5; 7/2; 7/2; 17/5; 7/2; 10/3; 37/10; 16/5; 38/11; 57/17; 15/4; 10/3; 15/4; 7/2; 7/2; 4
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-26 22:36:21 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 3/4; 8/11; 77/00; 8/11; 8/11; 3/4; 3/4; 8/11; 7/10; 4/5; 4/5; 8/11; 5/7; 13/18; 11/14; 3/4; 4/5; 10/13; 8/11; 8/11; 8/11
Draw; 11/4; 12/5; 23/10; 5/2; 139/0; 12/5; 13/5; 27/11; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 28/11; 11/4; 5/2; 27/11; 5/2; 5/2; 13/5; 13/5; 27/10
Gateshead; 7/2; 10/3; 18/5; 4; 41/10; 18/5; 15/4; 57/17; 18/5; 18/5; 7/2; 17/5; 7/2; 10/3; 15/4; 16/5; 38/11; 57/17; 15/4; 7/2; 7/2; 7/2; 4
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-27 02:36:29 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 3/4; 8/11; 81/00; 8/11; 3/4; 3/4; 3/4; 8/11; 8/11; 3/4; 4/5; 8/11; 14/19; 13/18; 11/14; 3/4; 3/4; 3/4; 14/19; 8/11; 8/11; 4/5
Draw; 11/4; 12/5; 23/10; 5/2; 68/25; 12/5; 13/5; 27/11; 23/10; 5/2; 9/4; 47/20; 12/5; 12/5; 28/11; 11/4; 5/2; 27/11; 5/2; 51/20; 28/11; 13/5; 13/5; 13/5
Gateshead; 7/2; 10/3; 18/5; 4; 39/10; 18/5; 15/4; 57/17; 18/5; 7/2; 7/2; 18/5; 7/2; 10/3; 37/10; 16/5; 38/11; 57/17; 4; 15/4; 37/10; 7/2; 7/2; 7/2
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-27 10:36:35 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 3/4; 3/4; 8/11; 81/00; 8/13; 3/4; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; 8/11; 14/19; 13/18; 13/17; 3/4; 3/4; 3/4; 14/19; 8/11; 8/11; 4/5
Draw; 11/4; 5/2; 5/2; 5/2; 14/5; 13/5; 13/5; 27/11; 5/2; 5/2; 12/5; 49/20; 13/5; 12/5; 13/5; 27/10; 13/5; 27/11; 13/5; 13/5; 45/17; 13/5; 27/10; 27/10
Gateshead; 7/2; 7/2; 10/3; 4; 15/4; 4; 7/2; 57/17; 10/3; 18/5; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 38/11; 57/17; 18/5; 7/2; 39/11; 7/2; 7/2; 7/2
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-27 14:36:43 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 3/4; 3/4; 4/5; 4/5; 43/50; 8/11; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 5/6; 8/11; 10/13; 13/18; 4/5; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 4/5
Draw; 13/5; 5/2; 5/2; 11/4; 69/25; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 49/20; 5/2; 5/2; 13/5; 27/10; 13/5; 5/2; 27/10; 51/20; 13/5; 13/5; 13/5; 13/5
Gateshead; 10/3; 7/2; 16/5; 16/5; 7/2; 16/5; 10/3; 31/10; 16/5; 10/3; 3; 16/5; 16/5; 3; 33/10; 16/5; 16/5; 31/10; 33/10; 16/5; 33/10; 7/2; 7/2; 7/2
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-27 18:36:50 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 8/13; 3/4; 4/6; 7/10; 73/00; 4/6; 4/6; 7/10; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 11/17; 13/18; 5/7; 7/10; 4/6; 7/10; 4/6; 4/6; 4/6; 4/6
Draw; 14/5; 13/5; 13/5; 11/4; 73/25; 13/5; 11/4; 28/11; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 11/4; 27/10; 14/5; 28/11; 14/5; 11/4; 11/4; 14/5; 14/5; 14/5
Gateshead; 9/2; 10/3; 15/4; 19/5; 21/5; 18/5; 15/4; 18/5; 15/4; 19/5; 7/2; 37/10; 4; 7/2; 75/19; 16/5; 39/11; 18/5; 4; 15/4; 4; 7/2; 4; 
META; english/non-league/national-league/macclesfield-v-gateshead; 2018-03-27 22:36:39 GMT+2; 2018-03-27 19:45; Nothing; Xlenovo
Macclesfield; 20/21; 10/11; 20/23; 19/20; 9/10; 20/23; 28/29; 1; 1; 19/20; 1; 9/10; 10/11; 30/29; 20/21; 19/20; 9/10; ; 
Draw; 15/8; 13/8; 19/10; 7/4; 51/25; 17/10; 2; 17/10; 2; 7/4; 17/10; 9/5; 8/5; 9/5; 7/4; 18/11; 7/4; 37/20; 9/5
Gateshead; 4; 7/2; 18/5; 18/5; 21/5; 4; 16/5; 15/4; 4; 19/5; 100/0; 4; 50/13; 7/2; 57/17; 19/5; 4; 50/13; 
