META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-04 02:20:27 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 13/10; 3/2; ; ; 139/100; ; ; ; ; ; 13/10; ; ; ; ; 13/10; 5/4; ; ; ; ; 11/8; 13/10; 5/4; ; ; ; 
AFC Fylde; 15/8; 13/8; ; ; 2; ; ; ; ; ; 15/8; ; ; ; ; 7/4; 9/5; ; ; ; ; 9/5; 37/20; 9/5; ; ; ; 
Draw; 5/2; 23/10; ; ; 66/25; ; ; ; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; 5/2; 5/2; 12/5; ; ; ; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-05 10:27:40 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 13/10; 3/2; 13/10; ; 36/25; ; ; ; 5/4; 13/10; 13/10; ; ; ; ; 13/10; 5/4; 13/10; 24/19; 5/4; ; 11/8; 13/10; 5/4; ; ; ; 
AFC Fylde; 15/8; 13/8; 28/15; ; 193/100; ; ; ; 15/8; 15/8; 19/10; ; ; ; ; 7/4; 9/5; 24/13; 22/13; 15/8; ; 15/8; 37/20; 9/5; ; ; ; 
Draw; 5/2; 23/10; 9/4; ; 66/25; ; ; ; 27/11; 9/4; 23/10; ; ; ; ; 23/10; 12/5; 23/10; 5/2; 27/11; ; 12/5; 5/2; 12/5; ; ; ; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-05 14:21:33 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 3/2; 6/4; ; 161/100; ; ; ; 5/4; 6/4; 29/20; ; ; ; 6/4; 7/5; 7/5; 13/10; 25/18; 5/4; ; 31/20; 31/20; 7/5; ; ; ; 
AFC Fylde; 17/10; 13/8; 8/5; ; 177/100; ; ; ; 15/8; 8/5; 7/4; ; ; ; 17/10; 8/5; 28/17; 24/13; 23/15; 15/8; ; 13/8; 33/20; 28/17; ; ; ; 
Draw; 5/2; 23/10; 9/4; ; 64/25; ; ; ; 27/11; 9/4; 9/4; ; ; ; 23/10; 9/4; 23/10; 23/10; 5/2; 27/11; ; 5/2; 47/20; 23/10; ; ; ; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-05 22:21:29 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 161/100; ; 6/4; ; 5/4; 6/4; 29/20; ; ; ; 6/4; 7/5; 7/5; 13/10; 31/21; 5/4; ; 31/20; 31/20; 7/5; ; 23/20; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 177/100; ; 13/8; ; 15/8; 8/5; 17/10; ; ; ; 17/10; 8/5; 28/17; 24/13; 18/11; 15/8; ; 13/8; 33/20; 28/17; ; 13/10; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 64/25; ; 23/10; ; 27/11; 9/4; 23/10; ; ; ; 23/10; 9/4; 23/10; 23/10; 27/11; 27/11; ; 5/2; 47/20; 23/10; ; 9/5; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-06 02:21:21 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 161/100; ; 6/4; ; 11/8; 6/4; 6/4; ; ; ; 6/4; 7/5; 7/5; 13/10; 31/21; 11/8; ; 31/20; 31/20; 7/5; ; 7/5; 7/5; 
AFC Fylde; 17/10; 17/10; 8/5; 8/5; 177/100; ; 13/8; ; 28/17; 8/5; 13/8; ; ; ; 17/10; 8/5; 28/17; 24/13; 18/11; 28/17; ; 13/8; 33/20; 28/17; ; 8/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 64/25; ; 23/10; ; 12/5; 9/4; 23/10; ; ; ; 23/10; 9/4; 23/10; 23/10; 27/11; 12/5; ; 5/2; 47/20; 23/10; ; 23/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-06 10:21:22 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 161/100; ; 6/4; ; 11/8; 6/4; 6/4; ; ; ; 6/4; 7/5; 7/5; 13/10; 31/21; 11/8; ; 31/20; 31/20; 7/5; ; 5/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 177/100; ; 13/8; ; 28/17; 8/5; 13/8; ; ; ; 17/10; 6/4; 28/17; 24/13; 18/11; 28/17; ; 13/8; 33/20; 28/17; ; 11/8; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 64/25; ; 23/10; ; 12/5; 9/4; 23/10; ; ; ; 23/10; 23/10; 23/10; 23/10; 27/11; 12/5; ; 5/2; 47/20; 23/10; ; 21/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-06 14:21:27 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 161/100; ; 6/4; ; 11/8; 6/4; 6/4; ; ; ; 6/4; 7/5; 16/11; 13/10; 31/21; 11/8; ; 6/4; 31/20; 16/11; ; 5/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 177/100; ; 13/8; ; 28/17; 8/5; 13/8; ; ; ; 17/10; 6/4; 8/5; 24/13; 18/11; 28/17; ; 17/10; 33/20; 8/5; ; 11/8; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 64/25; ; 23/10; ; 12/5; 9/4; 23/10; ; ; ; 23/10; 23/10; 23/10; 23/10; 27/11; 12/5; ; 5/2; 47/20; 23/10; ; 21/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-06 18:21:39 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; ; 6/4; ; 11/8; 6/4; 6/4; ; ; 6/4; 6/4; 7/5; 16/11; 13/10; 31/21; 11/8; ; 6/4; 31/20; 16/11; ; 5/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; ; 13/8; ; 28/17; 8/5; 17/10; ; ; 8/5; 17/10; 8/5; 8/5; 24/13; 18/11; 28/17; ; 17/10; 33/20; 8/5; ; 11/8; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; ; 23/10; ; 12/5; 9/4; 9/4; ; ; 9/4; 23/10; 9/4; 23/10; 23/10; 27/11; 12/5; ; 5/2; 47/20; 23/10; ; 21/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-06 22:21:25 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; ; 6/4; ; 11/8; 6/4; 6/4; ; ; 6/4; 6/4; 7/5; 16/11; 13/10; 31/21; 11/8; ; 6/4; 31/20; 16/11; ; 5/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; ; 13/8; ; 28/17; 8/5; 17/10; ; ; 8/5; 17/10; 8/5; 8/5; 24/13; 18/11; 28/17; ; 17/10; 33/20; 8/5; ; 11/8; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; ; 23/10; ; 12/5; 9/4; 9/4; ; ; 9/4; 23/10; 9/4; 23/10; 23/10; 27/11; 12/5; ; 5/2; 47/20; 23/10; ; 21/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-07 02:21:17 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; ; 6/4; ; 11/8; 6/4; 6/4; ; ; 6/4; 6/4; 7/5; 16/11; 13/10; 31/21; 11/8; ; 6/4; 31/20; 16/11; ; 7/5; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; ; 13/8; ; 28/17; 8/5; 13/8; ; ; 8/5; 17/10; 6/4; 17/11; 24/13; 18/11; 28/17; ; 17/10; 33/20; 8/5; ; 8/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; ; 23/10; ; 12/5; 9/4; 23/10; ; ; 9/4; 23/10; 23/10; 23/10; 23/10; 27/11; 12/5; ; 5/2; 47/20; 23/10; ; 23/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-07 10:21:18 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; ; 6/4; ; 17/11; 6/4; 6/4; ; ; 6/4; 6/4; 7/5; 6/4; 13/10; 31/21; 17/11; ; 31/20; 31/20; 6/4; ; 5/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; ; 13/8; ; 13/8; 8/5; 13/8; ; ; 8/5; 17/10; 8/5; 8/5; 24/13; 18/11; 13/8; ; 13/8; 33/20; 8/5; ; 11/8; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; ; 23/10; ; 9/4; 9/4; 23/10; ; ; 9/4; 23/10; 9/4; 11/5; 23/10; 27/11; 9/4; ; 5/2; 47/20; 9/4; ; 19/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-07 14:21:29 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; ; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 16/11; 13/10; 31/21; 17/11; ; 31/20; 31/20; 16/11; ; 5/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; ; 8/5; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 6/4; 17/11; 24/13; 18/11; 13/8; ; 13/8; 33/20; 8/5; ; 11/8; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; ; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 23/10; 9/4; 23/10; 27/11; 9/4; ; 5/2; 47/20; 23/10; ; 19/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-07 18:21:30 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 6/4; 13/10; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 13/10; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 24/13; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 7/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 12/5; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 27/11; 9/4; ; 5/2; 47/20; 40/17; ; 19/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-07 22:21:25 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 6/4; 13/10; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 7/5; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 24/13; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 7/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 12/5; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 27/11; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-08 02:21:20 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 6/4; 13/10; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 7/5; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 24/13; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 7/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 27/11; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-08 10:21:23 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 8/5; 29/20; ; 6/4; 6/4; 7/5; 6/4; 13/10; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 7/5; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 24/13; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 7/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 27/11; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-08 14:21:34 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 8/5; 29/20; ; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 6/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 28/17; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 8/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 12/5; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 27/11; 9/4; ; 5/2; 47/20; 40/17; ; 2; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-08 18:21:35 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 6/4; 6/4; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 28/17; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 13/8; 13/8; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 5/2; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 21/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-08 22:21:44 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 83/50; 29/20; 6/4; ; 17/11; 6/4; 8/5; 29/20; ; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 6/4; 7/5; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 179/100; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 28/17; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 13/8; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 61/25; 9/4; 23/10; ; 9/4; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 5/2; 9/4; ; 5/2; 47/20; 40/17; ; 21/10; 19/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-09 02:21:35 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 6/4; 6/4; 
AFC Fylde; 17/10; 13/8; 8/5; 8/5; 7/4; 8/5; 13/8; ; 13/8; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; 28/17; 28/17; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 13/8; 13/8; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 5/2; 9/4; ; 5/2; 47/20; 40/17; ; 11/5; 21/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-09 10:21:41 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 6/4; 6/4; 
AFC Fylde; 17/10; 17/10; 13/8; 8/5; 7/4; 8/5; 13/8; ; 13/8; 13/8; 13/8; 8/5; ; 13/8; 17/10; 8/5; 28/17; 28/17; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 13/8; 13/8; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 23/10; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 5/2; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 21/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-09 14:22:16 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 29/20; 6/4; 6/4; 6/4; 13/8; 29/20; 6/4; ; 17/11; 6/4; 6/4; 29/20; ; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 17/11; ; 31/20; 31/20; 17/11; ; 6/4; 6/4; 
AFC Fylde; 17/10; 17/10; 13/8; 8/5; 7/4; 8/5; 13/8; ; 13/8; 13/8; 13/8; 8/5; ; 13/8; 17/10; 8/5; 28/17; 28/17; 18/11; 13/8; ; 13/8; 33/20; 28/17; ; 13/8; 13/8; 
Draw; 5/2; 5/2; 9/4; 23/10; 51/20; 9/4; 12/5; ; 9/4; 9/4; 23/10; 11/5; ; 9/4; 23/10; 9/4; 40/17; 23/10; 5/2; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 21/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-09 22:22:05 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
AFC Fylde; 17/10; 17/10; 17/11; 8/5; 41/25; 8/5; 13/8; ; 13/8; 31/20; 13/8; 31/20; ; 8/5; 8/5; 6/4; 17/11; 28/17; 11/7; 13/8; ; 13/8; 8/5; 8/5; ; 6/4; 6/4; 
Gateshead; 29/20; 6/4; 17/11; 6/4; 173/100; 29/20; 6/4; ; 17/11; 31/20; 6/4; 31/20; ; 6/4; 8/5; 6/4; 17/11; 16/11; 20/13; 17/11; ; 31/20; 8/5; 8/5; ; 8/5; 6/4; 
Draw; 5/2; 5/2; 9/4; 23/10; 64/25; 9/4; 12/5; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 40/17; 23/10; 5/2; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 21/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-10 02:21:22 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
AFC Fylde; 17/10; 13/8; 17/11; 13/8; 41/25; 8/5; 8/5; ; 13/8; 31/20; 8/5; 31/20; ; 8/5; 8/5; 6/4; 8/5; 28/17; 17/11; 13/8; ; 13/8; 8/5; 8/5; ; 6/4; 6/4; 
Gateshead; 6/4; 6/4; 17/11; 13/8; 173/100; 29/20; 8/5; ; 17/11; 31/20; 6/4; 31/20; ; 6/4; 8/5; 6/4; 8/5; 16/11; 17/11; 17/11; ; 31/20; 8/5; 8/5; ; 8/5; 27/20; 
Draw; 12/5; 5/2; 9/4; 23/10; 64/25; 9/4; 23/10; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; 23/10; 9/4; 23/10; 23/10; 5/2; 9/4; ; 5/2; 47/20; 40/17; ; 9/4; 9/5; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-10 10:21:39 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Gateshead; 6/4; 6/4; 17/11; 6/4; 83/50; 31/20; 6/4; ; 17/11; 31/20; 8/5; 6/4; ; 6/4; 8/5; 6/4; 17/11; 16/11; 19/12; 17/11; ; 31/20; 31/20; 17/11; ; 13/8; 6/4; 
AFC Fylde; 17/10; 13/8; 17/11; 8/5; 171/100; 6/4; 13/8; ; 13/8; 31/20; 6/4; 31/20; ; 31/20; 8/5; 6/4; 17/10; 28/17; 19/12; 13/8; ; 13/8; 13/8; 17/10; ; 8/5; 6/4; 
Draw; 12/5; 5/2; 23/10; 23/10; 64/25; 9/4; 12/5; ; 9/4; 23/10; 23/10; 21/10; ; 23/10; 23/10; 9/4; 11/5; 23/10; 12/5; 9/4; ; 5/2; 47/20; 9/4; ; 12/5; 21/10; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-10 14:23:38 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
AFC Fylde; 31/20; 6/4; 6/4; 8/5; 161/100; 29/20; 6/4; ; 13/8; 6/4; 6/4; 29/20; ; 6/4; 6/4; 6/4; 6/4; 28/17; 19/13; 13/8; ; 6/4; 31/20; 17/11; ; 6/4; 6/4; 
Gateshead; 13/8; 13/8; 8/5; 6/4; 89/50; 13/8; 13/8; ; 17/11; 8/5; 8/5; 8/5; ; 8/5; 13/8; 6/4; 28/17; 16/11; 22/13; 17/11; ; 17/10; 33/20; 28/17; ; 13/8; 17/10; 
Draw; 12/5; 5/2; 23/10; 23/10; 127/50; 11/5; 12/5; ; 9/4; 23/10; 23/10; 11/5; ; 23/10; 5/2; 9/4; 23/10; 23/10; 27/11; 9/4; ; 5/2; 47/20; 40/17; ; 23/10; 12/5; 
META; english/non-league/national-league/gateshead-v-afc-fylde; 2018-02-10 18:21:51 GMT+2; 2018-02-10 15:00; In Play; Xlenovo
AFC Fylde; 1/20; 1/16; 1/16; 1/40; ; ; ; ; 1/20; 1/14; 1/14; 1/40; ; ; 1/16; 1/20; 1/20; 1/41; 1/20; 1/16; ; ; ; 1/25; ; ; ; 
Draw; 11; 12; 12; 12; ; ; ; ; 21/2; 11; 10; 12; ; ; 8; 9; 37/4; 17/2; 9; 19/2; ; ; ; 19/2; ; ; ; 
Gateshead; 33; 40; 45; 22; ; ; ; ; 34; 40; 28; 50; ; ; 20; 25; 95/4; 33; 20; 29; ; ; ; 25; ; ; ; 
