META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-08 14:25:07 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; 4/9; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/50; 9/10
Draw; 3; 14/5; 29/10; 45/17; 29/10; 13/5; 14/5; 37/13; 3; 45/17; 3; 29/10; 1/3; 19/10
Hartlepool; 5; 5; 11/2; 11/2; 11/2; 5; 96/19; 5; 11/2; 6; 51/10; 4; 7/2; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-10 22:24:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; 4/9; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/50; 9/10
Draw; 3; 14/5; 29/10; 45/17; 29/10; 13/5; 14/5; 56/19; 3; 45/17; 3; 1/3; 19/10; 
Hartlepool; 5; 5; 11/2; 11/2; 11/2; 5; 63/13; 5; 11/2; 6; 49/10; 4; 7/2; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-11 02:23:01 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/50; 9/10
Draw; 14/5; 29/10; 45/17; 29/10; 13/5; 14/5; 37/13; 3; 45/17; 3; 29/10; 1/3; 19/10
Hartlepool; 5; 11/2; 11/2; 11/2; 5; 96/19; 5; 11/2; 6; 51/10; 4; 7/2; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-11 10:23:09 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/50; 9/10
Draw; 14/5; 29/10; 45/17; 29/10; 13/5; 14/5; 37/13; 3; 45/17; 3; 29/10; 1/3; 19/10
Hartlepool; 5; 11/2; 11/2; 11/2; 5; 96/19; 5; 11/2; 6; 51/10; 4; 7/2; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-11 14:23:26 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 8/13; 4/9; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/50; 4/7
Draw; 63/20; 14/5; 29/10; 45/17; 29/10; 13/5; 14/5; 11/4; 37/13; 3; 45/17; 3; 29/10; 1/3; 3
Hartlepool; 51/10; 5; 11/2; 11/2; 11/2; 5; 96/19; 5; 11/2; 6; 51/10; 4; 24/5; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-11 18:23:23 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 4/7; 3/5; 40/85; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 8/15; 8/15; 10/21; 6/11; 1/2; 11/20; 8/15; 1/50; 1/2; 4/7
Draw; 14/5; 16/5; 11/4; 29/10; 45/17; 14/5; 14/5; 5/2; 27/10; 13/5; 56/19; 3; 56/19; 45/17; 3; 56/19; 1/3; 5/2; 3
Hartlepool; 9/2; 26/5; 5; 11/2; 9/2; 5; 9/2; 9/2; 9/2; 49/10; 5; 75/19; 11/2; 5; 94/19; 4; 5; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-11 22:23:09 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 4/7; 11/20; 3/5; 40/85; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 8/15; 8/15; 10/21; 6/11; 1/2; 11/20; 8/15; 1/2; 1/2; 4/7
Draw; 14/5; 11/4; 16/5; 11/4; 29/10; 45/17; 14/5; 14/5; 5/2; 27/10; 13/5; 56/19; 3; 56/19; 45/17; 3; 56/19; 14/5; 5/2; 3
Hartlepool; 9/2; 9/2; 26/5; 5; 11/2; 9/2; 5; 9/2; 9/2; 9/2; 49/10; 5; 75/19; 11/2; 5; 94/19; 23/5; 4; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-12 02:22:55 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 4/7; 11/20; 3/5; 40/85; 8/15; 1/2; 4/7; 8/15; 8/15; 4/7; 8/15; 8/15; 10/21; 6/11; 1/2; 11/20; 8/15; 1/50; 4/7
Draw; 14/5; 11/4; 16/5; 11/4; 29/10; 45/17; 14/5; 14/5; 13/5; 27/10; 11/4; 56/19; 3; 56/19; 45/17; 3; 56/19; 1/3; 3
Hartlepool; 9/2; 9/2; 26/5; 5; 11/2; 9/2; 5; 9/2; 9/2; 9/2; 49/10; 5; 75/19; 11/2; 5; 94/19; 4; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-12 10:22:52 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 4/7; 11/20; 3/5; 40/85; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 8/15; 8/15; 10/21; 6/11; 1/2; 11/20; 8/15; 1/50; 1/2; 4/7
Draw; 14/5; 11/4; 16/5; 11/4; 29/10; 45/17; 14/5; 14/5; 13/5; 27/10; 11/4; 56/19; 3; 56/19; 45/17; 3; 56/19; 1/3; 5/2; 3
Hartlepool; 9/2; 9/2; 26/5; 5; 11/2; 9/2; 5; 9/2; 9/2; 9/2; 63/13; 5; 75/19; 11/2; 5; 49/10; 4; 5; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-12 14:23:14 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 3/5; 4/7; 11/20; 3/5; 40/85; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 8/15; 8/15; 10/21; 6/11; 1/2; 11/20; 8/15; 1/50; 1/2; 4/7
Draw; 29/10; 14/5; 11/4; 16/5; 11/4; 29/10; 45/17; 14/5; 14/5; 13/5; 27/10; 11/4; 56/19; 3; 56/19; 45/17; 3; 56/19; 1/3; 5/2; 3
Hartlepool; 19/4; 9/2; 9/2; 26/5; 5; 19/4; 11/2; 9/2; 5; 9/2; 9/2; 9/2; 49/10; 5; 75/19; 11/2; 5; 94/19; 4; 5; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-12 18:23:14 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 3/5; 4/7; 11/20; 3/5; 40/85; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 4/7; 8/15; 10/21; 4/7; 1/2; 11/20; 8/15; 2/5; 1/2; 4/7
Draw; 29/10; 14/5; 11/4; 16/5; 11/4; 29/10; 45/17; 14/5; 14/5; 13/5; 27/10; 14/5; 11/4; 3; 31/10; 45/17; 3; 56/19; 5/2; 5/2; 3
Hartlepool; 19/4; 9/2; 9/2; 26/5; 5; 19/4; 11/2; 9/2; 5; 9/2; 9/2; 19/4; 9/2; 49/10; 5; 21/5; 11/2; 5; 94/19; 7/2; 4
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-12 22:23:04 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 3/5; 4/7; 11/20; 3/5; 1/2; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 4/7; 8/15; 10/21; 4/7; 1/2; 11/20; 8/15; 8/15; 4/9; 1/2; 4/7
Draw; 29/10; 14/5; 11/4; 16/5; 29/10; 29/10; 45/17; 14/5; 29/10; 13/5; 27/10; 14/5; 11/4; 3; 31/10; 45/17; 3; 56/19; 14/5; 11/4; 5/2; 3
Hartlepool; 19/4; 9/2; 9/2; 26/5; 9/2; 19/4; 11/2; 9/2; 5; 9/2; 9/2; 19/4; 9/2; 49/10; 5; 21/5; 11/2; 5; 94/19; 9/2; 7/2; 4
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-13 02:22:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 3/5; 4/7; 11/20; 3/5; 1/2; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 3/5; 8/15; 10/21; 4/7; 1/2; 11/20; 8/15; 8/15; 4/9; 8/15; 
Draw; 29/10; 14/5; 11/4; 16/5; 29/10; 29/10; 45/17; 14/5; 29/10; 13/5; 27/10; 3; 11/4; 3; 31/10; 45/17; 3; 56/19; 14/5; 11/4; 27/10; 
Hartlepool; 19/4; 9/2; 9/2; 26/5; 9/2; 19/4; 11/2; 9/2; 5; 9/2; 9/2; 5; 9/2; 49/10; 5; 21/5; 11/2; 5; 94/19; 9/2; 7/2; 24/5
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-13 10:22:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 3/5; 4/7; 4/7; 61/100; 1/2; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 3/5; 8/15; 8/15; 10/21; 4/7; 1/2; 11/20; 8/15; 8/15; 4/9; 4/7; 
Draw; 14/5; 29/10; 14/5; 11/4; 31/10; 29/10; 29/10; 45/17; 14/5; 29/10; 13/5; 27/10; 3; 13/5; 37/13; 3; 31/10; 45/17; 3; 56/19; 14/5; 14/5; 3
Hartlepool; 11/2; 19/4; 9/2; 5; 26/5; 9/2; 5; 11/2; 9/2; 5; 9/2; 9/2; 5; 9/2; 49/10; 5; 21/5; 11/2; 5; 9/2; 7/2; 5; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-13 14:23:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 3/5; 4/7; 4/7; 61/100; 1/2; 8/15; 1/2; 4/7; 8/15; 11/20; 4/7; 3/5; 8/15; 10/21; 4/7; 1/2; 11/20; 8/15; 8/15; 4/9; 1/2; 4/7; 
Draw; 14/5; 29/10; 14/5; 11/4; 31/10; 29/10; 29/10; 45/17; 14/5; 29/10; 13/5; 27/10; 3; 13/5; 3; 31/10; 45/17; 3; 14/5; 14/5; 14/5; 5/2; 3
Hartlepool; 11/2; 19/4; 9/2; 5; 26/5; 9/2; 5; 11/2; 9/2; 5; 9/2; 9/2; 5; 9/2; 96/19; 5; 21/5; 11/2; 5; 51/10; 9/2; 7/2; 4
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-13 18:23:19 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; 3/5; 4/7; 4/7; 8/15; 1/2; 8/15; 1/2; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 10/21; 18/35; 1/2; 8/15; 18/35; 1/2; 2/5; 1/2; 8/15
Draw; 3; 29/10; 14/5; 11/4; 10/3; 29/10; 29/10; 45/17; 29/10; 29/10; 13/5; 14/5; 100/30; 11/4; 29/10; 3; 13/4; 45/17; 31/10; 29/10; 3; 14/5; 5/2; 3
Hartlepool; 6; 19/4; 9/2; 5; 9/2; 5; 11/2; 5; 11/2; 5; 11/2; 5; 91/17; 5; 47/10; 11/2; 5; 27/5; 5; 21/10; 4; 29/5; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-13 22:23:06 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; 8/15; 1/2; 4/7; 8/15; 40/85; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 10/21; 10/21; 18/35; 1/2; 1/2; 10/21; 1/2; 2/5; 1/2; 8/15
Draw; 3; 29/10; 11/4; 10/3; 3; 45/17; 29/10; 29/10; 13/5; 14/5; 100/30; 11/4; 58/19; 3; 13/4; 45/17; 16/5; 58/19; 3; 14/5; 5/2; 3; ; 
Hartlepool; 6; 11/2; 5; 6; 11/2; 11/2; 5; 11/2; 5; 11/2; 5; 61/11; 5; 47/10; 11/2; 11/2; 28/5; 11/2; 12/5; 4; 31/5; ; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-14 02:22:41 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; 8/15; 1/2; 4/7; 8/15; 40/85; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 10/21; 10/21; 18/35; 1/2; 1/2; 10/21; 1/2; 4/9; 8/15
Draw; 3; 29/10; 11/4; 10/3; 3; 45/17; 29/10; 29/10; 13/5; 14/5; 100/30; 11/4; 58/19; 3; 13/4; 45/17; 16/5; 58/19; 3; ; ; ; 
Hartlepool; 6; 11/2; 5; 6; 11/2; 11/2; 5; 11/2; 5; 11/2; 5; 61/11; 5; 47/10; 11/2; 11/2; 28/5; 11/2; 5/2; 31/5; ; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-14 10:22:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; 8/15; 1/2; 4/7; 8/15; 4/9; 1/2; 5/11; 1/2; 1/2; 4/9; 40/85; 8/15; 1/2; 7/15; 10/21; 10/21; 5/11; 1/2; 10/21; 1/2; 1/2; 4/9; 8/15
Draw; 3; 3; 11/4; 10/3; 3; 31/10; 3; 14/5; 29/10; 100/30; 14/5; 31/10; 3; 33/10; 31/10; 16/5; 31/10; 3; 27/10; 3; ; ; ; 
Hartlepool; 6; 11/2; 11/2; 5; 11/2; 11/2; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 5; 61/11; 5; 51/10; 21/4; 11/2; 28/5; 11/2; 23/5; 23/5; 31/5; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-14 14:23:44 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Sutton Utd; 9/20; 1/2; 4/9; 1/2; 23/50; 2/5; 4/9; 5/11; 4/9; 4/9; 2/5; 4/9; 1/2; 4/9; 7/18; 10/21; 4/9; 5/11; 4/9; 7/18; 2/5; 4/9; 2/5; 4/9
Draw; 3; 16/5; 3; 7/2; 31/10; 16/5; 31/10; 3; 3; 100/30; 14/5; 33/10; 3; 17/5; 31/10; 33/10; 33/10; 10/3; 3; 14/5; 7/2; ; ; 
Hartlepool; 13/2; 11/2; 13/2; 6; 37/5; 11/2; 13/2; 21/4; 13/2; 13/2; 6; 6; 11/2; 27/4; 5; 57/10; 21/4; 13/2; 7; 29/5; 28/5; 37/5; ; 
META; english/non-league/national-league/sutton-utd-v-hartlepool; 2018-04-14 18:22:58 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Sutton Utd; 1; 19/20; 11/10; 24/25; 6/7; 10/11; 21/20; 19/20; 19/20; 1; 4/5; 37/40; 5/6; 
Draw; 13/10; 11/8; 11/8; 23/20; 177/100; 17/11; 11/8; 11/8; 27/20; 11/8; 5/4; 8/5; 7/5; 8/5
Hartlepool; 13/2; 6; 13/2; 11/2; 47/10; 5; 13/2; 6; 5; 11/2; 23/4; 6; 29/5; 
