META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-09-30 22:22:06 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Ebbsfleet United; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; ; ; ; ; ; 11/10; ; ; 11/10; ; ; ; ; 11/10; 11/10; ; 4/7; ; 
Solihull Moors; 12/5; 12/5; 5/2; 12/5; 12/5; 21/10; 5/2; 23/10; 23/10; 5/2; 5/2; 47/20; ; 12/5; 5/2; 12/5; 21/10; 28/11; 14/5; 21/10; 23/10; 5/2; 5/2; 51/20; ; 5/2; 12/5; 
META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-10-02 18:22:51 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Ebbsfleet United; 19/20; 1; 1; 11/10; 1; 43/40; 1; 10/11; 21/20; 1; 20/21; 1; ; 20/21; 1; 19/20; 21/20; 19/20; 21/20; 1; 21/20; 1; 1; 1; ; 1; 20/21; 
Draw; 13/5; 13/5; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; ; 23/10; 5/2; 12/5; 23/10; 27/11; 66/25; 5/2; 12/5; 5/2; 13/5; 51/20; ; 12/5; 11/5; 
Solihull Moors; 13/5; 13/5; 5/2; 12/5; 5/2; 21/10; 5/2; 12/5; 23/10; 5/2; 12/5; 12/5; ; 12/5; 5/2; 5/2; 21/10; 13/5; 14/5; 28/13; 23/10; 13/5; 5/2; 53/20; ; 5/2; 12/5; 
META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-10-02 22:23:14 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Ebbsfleet United; 19/20; 1; 19/20; 21/20; 20/21; 43/40; 1; 10/11; 21/20; 19/20; 20/21; 1; ; 20/21; 1; 19/20; 21/20; 19/20; 51/50; 30/29; 21/20; 1; 1; 1; ; 20/21; 20/21; 
Draw; 13/5; 13/5; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; ; 23/10; 5/2; 12/5; 23/10; 27/11; 53/20; 13/5; 12/5; 5/2; 13/5; 51/20; ; 5/2; 9/4; 
Solihull Moors; 13/5; 13/5; 13/5; 9/4; 5/2; 21/10; 13/5; 12/5; 23/10; 13/5; 12/5; 12/5; ; 12/5; 5/2; 5/2; 21/10; 45/17; 29/10; 40/17; 23/10; 13/5; 5/2; 53/20; ; 13/5; 5/2; 
META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-10-03 02:22:57 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Ebbsfleet United; 19/20; 1; 19/20; 21/20; 1; 19/20; 1; 10/11; 1; 19/20; 20/21; 1; ; 20/21; 1; 19/20; 19/20; 19/20; 51/50; 30/29; 1; 1; 1; 1; ; 1; 10/11; 
Draw; 13/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 47/20; ; 23/10; 5/2; 12/5; 12/5; 27/11; 53/20; 13/5; 12/5; 5/2; 5/2; 51/20; ; 5/2; 23/10; 
Solihull Moors; 13/5; 13/5; 13/5; 9/4; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 12/5; 49/20; ; 23/10; 5/2; 5/2; 23/10; 27/10; 29/10; 40/17; 12/5; 13/5; 13/5; 53/20; ; 13/5; 23/10; 
META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-10-03 10:23:20 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Ebbsfleet United; 19/20; 1; 19/20; 19/20; 20/21; 19/20; 1; 10/11; 1; 19/20; 20/21; 19/20; ; 10/11; 1; 19/20; 19/20; 19/20; 101/100; 1; ; 1; 1; 1; ; 1; 20/21; 
Draw; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 11/5; 47/20; ; 23/10; 12/5; 12/5; 12/5; 27/11; 66/25; 28/11; ; 5/2; 5/2; 51/20; ; 5/2; 12/5; 
Solihull Moors; 13/5; 13/5; 13/5; 11/4; 13/5; 23/10; 13/5; 5/2; 45/17; 13/5; 5/2; 13/5; ; 23/10; 13/5; 5/2; 23/10; 11/4; 59/20; 27/11; ; 13/5; 13/5; 53/20; ; 14/5; 27/10; 
META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-10-03 14:23:30 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Ebbsfleet United; 10/11; 1; 19/20; 19/20; 19/20; 19/20; 20/21; 10/11; 9/10; 19/20; 10/11; 19/20; ; 10/11; 1; 19/20; 19/20; 10/11; 99/100; 1; 9/10; 1; 19/20; 1; ; 10/11; 10/11; 
Draw; 13/5; 5/2; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 40/17; 12/5; 9/4; 47/20; ; 23/10; 12/5; 12/5; 12/5; 27/11; 133/50; 28/11; 40/17; 5/2; 13/5; 51/20; ; 5/2; 5/2; 
Solihull Moors; 14/5; 13/5; 13/5; 11/4; 13/5; 23/10; 11/4; 5/2; 14/5; 13/5; 13/5; 13/5; ; 23/10; 13/5; 13/5; 23/10; 14/5; 3; 27/11; 14/5; 13/5; 11/4; 11/4; ; 14/5; 14/5; 
META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-10-03 18:23:13 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Ebbsfleet United; 4/5; 17/20; 5/6; 10/11; 17/20; 7/8; 20/23; 4/5; 4/5; 5/6; 4/5; 17/20; ; 9/10; 5/6; 5/6; 13/15; 5/6; 89/100; 7/8; 4/5; 5/6; 5/6; 9/10; ; 5/6; 5/6; 
Draw; 11/4; 11/4; 5/2; 13/5; 5/2; 12/5; 13/5; 5/2; 40/17; 5/2; 12/5; 5/2; ; ; 5/2; 5/2; 12/5; 28/11; 139/50; 27/10; 40/17; 13/5; 11/4; 27/10; ; 13/5; 13/5; 
Solihull Moors; 16/5; 3; 14/5; 14/5; 29/10; 13/5; 3; 11/4; 31/10; 14/5; 14/5; 14/5; ; ; 16/5; 14/5; 13/5; 58/19; 33/10; 11/4; 31/10; 3; 3; 3; ; 3; 3; 
META; english/non-league/national-league/solihull-moors-v-ebbsfleet-united; 2017-10-03 22:23:11 GMT+3; 2017-10-03 19:45; In Play; Xlenovo
Ebbsfleet United; 1/20; 1/16; 19/20; ; 10/11; 3/10; ; 1/20; 1/20; 19/20; ; 21/20; ; ; 1/16; 1/25; 1/20; 5/6; ; ; ; ; 1/18; 1/16; ; ; ; 
Draw; 11; 12; 11/5; ; 12/5; 17/2; ; 9; 21/2; 21/10; ; 2; ; ; 8; 10; 8; 5/2; ; ; ; ; 19/2; 10; ; ; ; 
Solihull Moors; 33; 40; 14/5; ; 3; 33; ; 33; 30; 29/10; ; 29/10; ; ; 20; 28; 20; 29/10; ; ; ; ; 25; 40; ; ; ; 
