META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-04 18:24:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-06 02:24:15 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 6/5; 11/10; 11/10; 6/5; 13/11; 23/20; 21/20; 11/10; 15/13; 15/13; 13/11; 23/20; 6/5; 15/13; 5/6
Hartlepool; 11/5; 11/5; 23/10; 21/10; 28/13; 9/4; 23/10; 11/5; 21/10; 21/10; 28/13; 12/5; 21/10; 21/10; 17/10
Draw; 12/5; 23/10; 21/10; 9/4; 9/4; 9/4; 21/10; 11/5; 9/4; 23/10; 9/4; 23/10; 12/5; 9/4; 7/4
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-06 10:24:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Gateshead; 6/5; 11/10; 11/10; 6/5; 13/11; 6/5; 23/20; 11/10; 15/13; 15/13; 13/11; 6/5; 6/5; 15/13; 5/6
Maidenhead Utd; 9/4; 21/10; 11/5; 11/5; 28/13; 11/5; 21/10; 21/10; 28/13; 11/5; 28/13; 23/10; 9/4; 28/13; 2
Draw; 23/10; 12/5; 21/10; 9/4; 9/4; 9/4; 21/10; 11/5; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 21/10
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-06 14:24:13 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Gateshead; 6/5; 11/10; 5/4; 11/10; 11/10; 13/11; 6/5; 23/20; 11/10; 15/13; 15/13; 13/11; 6/5; 15/13; 5/6
Maidenhead Utd; 9/4; 21/10; 119/0; 11/5; 11/5; 28/13; 11/5; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; 28/13; 2
Draw; 23/10; 12/5; 5/2; 21/10; 9/4; 9/4; 9/4; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 21/10
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-06 18:24:21 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Gateshead; 6/5; 6/5; 11/10; 13/10; 11/10; 6/5; 13/11; 6/5; 23/20; 11/10; 15/13; 15/13; 13/11; 23/20; 6/5; 15/13; 5/6
Maidenhead Utd; 9/4; 9/4; 21/10; 47/20; 11/5; 11/5; 28/13; 11/5; 21/10; 21/10; 28/13; 11/5; 28/13; 23/10; 9/4; 28/13; 2
Draw; 23/10; 23/10; 12/5; 121/0; 21/10; 9/4; 9/4; 9/4; 21/10; 11/5; 9/4; 11/5; 9/4; 12/5; 9/4; 9/4; 21/10
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-07 10:55:37 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 6/5; 23/20; 11/10; 32/25; 11/10; 11/10; 13/11; 23/20; 23/20; 23/20; 11/10; 15/13; 15/13; 13/11; 23/20; 6/5; 15/13; 5/6
Hartlepool; 11/5; 9/4; 11/5; 23/10; 21/10; 21/10; 28/13; 11/5; 2; 11/5; 21/10; 28/13; 21/10; 28/13; 23/10; 21/10; 28/13; 7/4
Draw; 12/5; 12/5; 23/10; 63/25; 11/5; 23/10; 9/4; 23/10; 9/4; 43/20; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; 7/4
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-07 14:23:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 11/10; 23/20; 11/10; 6/5; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 11/10; 15/13; 15/13; 13/11; 23/20; 11/10; 15/13; 5/6
Draw; 12/5; 12/5; 23/10; 5/2; 21/10; 23/10; 9/4; 11/5; 21/10; 43/20; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; 9/5
Hartlepool; 12/5; 23/10; 11/5; 5/2; 23/10; 9/4; 28/13; 23/10; 11/5; 9/4; 21/10; 28/13; 21/10; 28/13; 23/10; 23/10; 28/13; 21/10
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-07 18:23:32 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 11/10; 23/20; 11/10; 6/5; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 11/10; 11/10; 15/13; 13/11; 23/20; 11/10; 15/13; 20/21; 23/20
Draw; 12/5; 12/5; 23/10; 5/2; 21/10; 23/10; 9/4; 11/5; 21/10; 43/20; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 9/5; 12/5
Hartlepool; 12/5; 23/10; 11/5; 5/2; 23/10; 9/4; 28/13; 23/10; 11/5; 9/4; 23/10; 11/5; 23/10; 21/10; 28/13; 12/5; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-07 22:22:59 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 11/10; 23/20; 11/10; 6/5; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 11/10; 11/10; 15/13; 13/11; 23/20; 11/10; 15/13; 20/21; 23/20
Draw; 12/5; 12/5; 23/10; 5/2; 21/10; 23/10; 9/4; 11/5; 21/10; 43/20; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 9/5; 12/5
Hartlepool; 12/5; 23/10; 11/5; 5/2; 23/10; 9/4; 28/13; 23/10; 11/5; 9/4; 23/10; 11/5; 23/10; 21/10; 28/13; 12/5; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-08 02:22:50 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 11/10; 23/20; 11/10; 6/5; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 11/10; 11/10; 15/13; 13/11; 23/20; 11/10; 15/13; 20/21; 23/20
Draw; 12/5; 12/5; 23/10; 5/2; 21/10; 23/10; 9/4; 11/5; 21/10; 43/20; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 9/5; 12/5
Hartlepool; 12/5; 23/10; 11/5; 5/2; 23/10; 9/4; 28/13; 23/10; 11/5; 9/4; 23/10; 11/5; 23/10; 21/10; 28/13; 12/5; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-08 10:22:49 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 11/10; 23/20; 11/10; 6/5; 21/20; 11/10; 13/11; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 15/13; 13/11; 11/10; 11/10; 15/13; 10/11; 23/20
Draw; 12/5; 12/5; 23/10; 5/2; 11/5; 23/10; 9/4; 11/5; 9/4; 43/20; 23/10; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5; 40/17; 19/10; 12/5
Hartlepool; 12/5; 23/10; 11/5; 5/2; 23/10; 9/4; 28/13; 12/5; 21/10; 9/4; 23/10; 11/5; 23/10; 21/10; 28/13; 12/5; 23/10; 23/10; 21/10; 12/5
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-08 14:23:11 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 23/20; 21/20; 11/10; 57/50; 21/20; 11/10; 13/11; 21/20; 11/10; 11/10; 21/20; 23/20; 21/20; 11/10; 15/13; 13/11; 21/20; 11/10; 11/10; 10/11; 10/9
Draw; 12/5; 12/5; 11/5; 23/10; 63/25; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; 40/17; 23/10; 9/4; 12/5; 12/5; 40/17; 19/10; 12/5
Hartlepool; 5/2; 23/10; 12/5; 11/5; 66/25; 23/10; 23/10; 28/13; 12/5; 12/5; 21/10; 49/20; 23/10; 9/4; 40/17; 21/10; 28/13; 13/5; 12/5; 40/17; 21/10; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-08 18:23:09 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 23/20; 21/20; 11/10; 57/50; 21/20; 11/10; 13/11; 21/20; 11/10; 21/20; 21/20; 23/20; 21/20; 11/10; 21/20; 13/12; 13/11; 21/20; 21/20; 10/11; 10/9
Draw; 12/5; 12/5; 11/5; 23/10; 63/25; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 11/5; 40/17; 9/4; 27/11; 9/4; 21/10; 12/5; ; 
Hartlepool; 5/2; 23/10; 5/2; 11/5; 66/25; 23/10; 23/10; 28/13; 5/2; 12/5; 12/5; 49/20; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 13/5; 49/20; 9/4; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-08 22:22:49 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 23/20; 21/20; 11/10; 57/50; 21/20; 11/10; 13/11; 21/20; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 13/12; 13/11; 21/20; 21/20; 10/11; 10/9
Draw; 12/5; 12/5; 11/5; 23/10; 63/25; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 40/17; 9/4; 27/11; 9/4; 21/10; 12/5; ; 
Hartlepool; 5/2; 23/10; 5/2; 11/5; 66/25; 23/10; 23/10; 28/13; 5/2; 12/5; 12/5; 49/20; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 13/5; 49/20; 9/4; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-09 02:22:58 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 23/20; 21/20; 11/10; 57/50; 21/20; 11/10; 13/11; 21/20; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 13/12; 13/11; 21/20; 21/20; 1; 10/9
Draw; 12/5; 12/5; 11/5; 23/10; 63/25; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 40/17; 9/4; 27/11; 9/4; 11/5; 12/5; ; 
Hartlepool; 5/2; 23/10; 5/2; 11/5; 66/25; 23/10; 23/10; 28/13; 5/2; 12/5; 12/5; 49/20; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 13/5; 49/20; 21/10; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-09 10:22:51 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 23/20; 21/20; 11/10; 57/50; 21/20; 11/10; 13/11; 21/20; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 13/12; 13/11; 21/20; 21/20; 1; 10/9
Draw; 12/5; 12/5; 11/5; 23/10; 63/25; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 40/17; 9/4; 27/11; 9/4; 11/5; 12/5; ; 
Hartlepool; 5/2; 23/10; 5/2; 11/5; 66/25; 23/10; 12/5; 28/13; 5/2; 12/5; 12/5; 49/20; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 13/5; 49/20; 11/5; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-09 14:23:15 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 23/20; 11/10; 11/10; 29/25; 21/20; 11/10; 13/11; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 13/12; 13/11; 11/10; 21/20; 11/10; 1; 10/9
Draw; 12/5; 12/5; 21/10; 12/5; 5/2; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 43/20; 12/5; 11/5; 40/17; 9/4; 27/11; 9/4; 40/17; 11/5; 12/5; ; 
Hartlepool; 5/2; 23/10; 5/2; 12/5; 131/0; 23/10; 23/10; 28/13; 5/2; 12/5; 12/5; 49/20; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 5/2; 49/20; 40/17; 9/4; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-09 18:23:26 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 11/10; 11/10; 11/10; 117/00; 1; 11/10; 13/11; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/9; 13/11; 11/10; 21/20; 11/10; 1; 10/9; 
Draw; 12/5; 23/10; 21/10; 12/5; 49/20; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 21/10; 12/5; 11/5; 40/17; 9/4; 27/11; 9/4; 23/10; 47/20; 40/17; 21/10; 2; 23/10
Hartlepool; 5/2; 13/5; 5/2; 12/5; 66/25; 5/2; 12/5; 28/13; 5/2; 12/5; 12/5; 5/2; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 13/5; 5/2; 40/17; 9/4; 21/10; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-09 22:23:16 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 11/10; 11/10; 11/10; 117/00; 21/20; 11/10; 13/11; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/9; 13/11; 11/10; 21/20; 11/10; 1; 10/9; 
Draw; 12/5; 23/10; 21/10; 12/5; 49/20; 9/4; 23/10; 9/4; 11/5; 9/4; 11/5; 21/10; 12/5; 11/5; 40/17; 9/4; 27/11; 9/4; 23/10; 47/20; 40/17; 21/10; 2; 12/5
Hartlepool; 5/2; 13/5; 5/2; 12/5; 66/25; 23/10; 12/5; 28/13; 5/2; 12/5; 23/10; 5/2; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 13/5; 5/2; 40/17; 9/4; 21/10; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-10 02:22:41 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 11/10; 11/10; 11/10; 117/100; 21/20; 11/10; 13/11; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/9; 13/11; 11/10; 21/20; 11/10; 1; 10/9; 
Draw; 12/5; 23/10; 21/10; 12/5; 49/20; 9/4; 23/10; 9/4; 11/5; 9/4; 11/5; 21/10; 12/5; 11/5; 40/17; 9/4; 27/11; 9/4; 23/10; 47/20; 40/17; 11/5; 2; 12/5
Hartlepool; 5/2; 13/5; 5/2; 12/5; 66/25; 23/10; 12/5; 28/13; 5/2; 12/5; 23/10; 5/2; 23/10; 23/10; 40/17; 12/5; 23/10; 28/13; 13/5; 5/2; 40/17; 9/4; 21/10; 5/2
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-10 10:22:54 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 21/20; 11/10; 11/10; 11/10; 111/100; 1; 11/10; 24/23; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 10/9; 24/23; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20
Draw; 12/5; 23/10; 21/10; 12/5; 127/50; 9/4; 23/10; 23/10; 11/5; 9/4; 21/10; 21/10; 23/10; 11/5; 40/17; 9/4; 27/11; 23/10; 23/10; 9/4; 40/17; 11/5; 21/10; 12/5
Hartlepool; 5/2; 13/5; 5/2; 12/5; 68/25; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 40/17; 12/5; 23/10; 12/5; 13/5; 51/20; 40/17; 13/5; 12/5; 13/5
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-10 14:23:28 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 4/5; 8/11; 5/6; 3/4; 83/00; 8/11; 4/5; 13/18; 5/6; 4/5; 3/4; 5/6; 4/5; 8/11; 11/10; 4/5; 11/13; 13/18; 5/6; 10/13; 11/10; 4/5; 5/6; 5/6
Draw; 5/2; 5/2; 11/5; 5/2; 13/5; 12/5; 5/2; 37/13; 11/5; 12/5; 21/10; 11/5; 12/5; 9/4; 40/17; 23/10; 27/11; 37/13; 12/5; 47/20; 40/17; 23/10; 12/5; 12/5
Hartlepool; 7/2; 4; 17/5; 4; 79/20; 18/5; 7/2; 31/10; 17/5; 7/2; 15/4; 17/5; 7/2; 7/2; 40/17; 10/3; 41/13; 31/10; 18/5; 15/4; 40/17; 7/2; 7/2; 4
META; english/non-league/national-league/hartlepool-v-boreham-wood; 2018-03-10 18:23:21 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Boreham Wood; 7/4; 13/8; 27/20; 17/10; 11/8; 5/4; 29/20; 11/8; 13/8; 13/10; 16/11
Draw; 21/20; 10/11; 5/4; 1; 36/25; 5/4; 23/20; 9/4; 21/20; 5/4; 15/13
Hartlepool; 4; 7/2; 18/5; 17/5; 73/20; 15/4; 15/4; 7/2; 4; 7/2; 50/13
