META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-23 14:25:32 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 8/11; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; 2/5; ; 
Draw; 11/4; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; 11/4; ; ; 13/10; ; 
AFC Fylde; 7/2; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; 7/2; ; ; 17/10; ; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-23 18:24:43 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 8/11; ; ; 7/10; 79/ 100; ; 7/10; ; ; ; ; ; ; ; ; 7/10; ; ; ; ; ; ; ; 8/11; ; ; 2/5; ; 
Tranmere; 4/6; 7/10; 4/6; 8/11; 8/11; 8/13; 4/6; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 9/13; 7/10; 7/11; 11/17; ; 4/6; 4/6; 9/13; ; 8/15; 4/7; 
Draw; 11/4; 13/5; 13/5; 14/5; 72/25; 27/10; 11/4; ; 45/17; 13/5; 11/4; 13/5; ; 13/5; 14/5; 13/5; 5/2; 27/10; 5/2; 37/13; 45/17; ; 14/5; 11/4; 11/4; ; 12/5; 5/2; 
AFC Fylde; 4; 18/5; 19/5; 7/2; 43/10; 18/5; 15/4; ; 15/4; 19/5; 19/5; 7/2; ; 37/10; 7/2; 7/2; 13/4; 62/17; 13/4; 57/17; 15/4; ; 4; 4; 37/10; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-24 18:24:08 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 7/10; 4/6; 8/11; 8/11; 8/13; 4/6; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 9/13; 7/10; 11/17; 11/17; ; 4/6; 4/6; 9/13; ; 8/15; 4/7; 
Draw; 11/4; 13/5; 13/5; 14/5; 72/25; 27/10; 11/4; ; 45/17; 13/5; 11/4; 13/5; ; 13/5; 14/5; 13/5; 5/2; 27/10; 5/2; 37/13; 45/17; ; 14/5; 11/4; 11/4; ; 11/4; 13/5; 
AFC Fylde; 4; 18/5; 19/5; 7/2; 43/10; 18/5; 15/4; ; 15/4; 19/5; 19/5; 7/2; ; 15/4; 7/2; 7/2; 13/4; 62/17; 13/4; 19/5; 15/4; ; 4; 4; 37/10; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-24 22:24:10 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 8/11; 8/13; 4/6; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 9/13; 7/10; 11/17; 11/17; ; 4/6; 4/6; 9/13; ; 8/15; 4/7; 
Draw; 11/4; 13/5; 13/5; 14/5; 72/25; 27/10; 11/4; ; 45/17; 13/5; 11/4; 13/5; ; 13/5; 14/5; 13/5; 5/2; 27/10; 5/2; 37/13; 45/17; ; 14/5; 11/4; 11/4; ; 11/4; 13/5; 
AFC Fylde; 4; 19/5; 19/5; 7/2; 43/10; 18/5; 15/4; ; 15/4; 19/5; 19/5; 7/2; ; 15/4; 7/2; 7/2; 13/4; 62/17; 13/4; 19/5; 15/4; ; 4; 4; 37/10; ; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-25 02:24:13 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 71/ 100; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 9/13; 7/10; 11/17; 11/17; ; 4/6; 4/6; 9/13; ; 4/7; 4/7; 
Draw; 11/4; 13/5; 27/10; 14/5; 74/25; 27/10; 11/4; ; 45/17; 27/10; 11/4; 13/5; ; 13/5; 14/5; 13/5; 5/2; 11/4; 5/2; 37/13; 45/17; ; 14/5; 11/4; 11/4; ; 14/5; 13/5; 
AFC Fylde; 4; 19/5; 18/5; 7/2; 43/10; 18/5; 15/4; ; 15/4; 18/5; 19/5; 7/2; ; 15/4; 7/2; 7/2; 13/4; 62/17; 13/4; 19/5; 15/4; ; 4; 4; 37/10; ; 3; 3; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-25 10:24:14 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 18/25; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 9/13; 7/10; 11/17; 11/17; ; 4/6; 4/6; 9/13; ; 4/6; 8/13; 
Draw; 11/4; 13/5; 27/10; 14/5; 61/20; 27/10; 14/5; ; 45/17; 27/10; 11/4; 5/2; ; 13/5; 14/5; 13/5; 5/2; 11/4; 5/2; 37/13; 45/17; ; 14/5; 11/4; 11/4; ; 14/5; 13/5; 
AFC Fylde; 4; 19/5; 15/4; 7/2; 41/10; 18/5; 15/4; ; 15/4; 15/4; 18/5; 7/2; ; 37/10; 7/2; 7/2; 13/4; 62/17; 13/4; 19/5; 15/4; ; 4; 4; 37/10; ; 7/2; 7/2; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-25 14:24:17 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 18/25; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 4/6; 7/10; 11/17; 11/17; ; 4/6; 4/6; 4/6; ; 4/6; 8/13; 
Draw; 11/4; 11/4; 27/10; 14/5; 61/20; 27/10; 14/5; ; 45/17; 27/10; 11/4; 5/2; ; 13/5; 14/5; 13/5; 5/2; 14/5; 5/2; 37/13; 45/17; ; 14/5; 11/4; 37/13; ; 14/5; 13/5; 
AFC Fylde; 4; 18/5; 15/4; 7/2; 41/10; 18/5; 15/4; ; 15/4; 15/4; 18/5; 7/2; ; 37/10; 7/2; 7/2; 13/4; 19/5; 13/4; 19/5; 15/4; ; 4; 4; 19/5; ; 7/2; 7/2; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-25 18:24:12 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 71/ 100; 8/13; 4/6; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 11/17; 7/10; 4/6; 11/17; ; 4/6; 4/6; 4/6; ; 4/6; 8/13; 
Draw; 11/4; 11/4; 27/10; 14/5; 31/10; 27/10; 14/5; ; 45/17; 27/10; 11/4; 5/2; ; 13/5; 14/5; 13/5; 5/2; 37/13; 5/2; 37/13; 45/17; ; 14/5; 11/4; 37/13; ; 27/10; 27/10; 
AFC Fylde; 4; 18/5; 15/4; 7/2; 41/10; 18/5; 15/4; ; 15/4; 15/4; 18/5; 7/2; ; 37/10; 7/2; 7/2; 13/4; 19/5; 13/4; 37/10; 15/4; ; 4; 4; 19/5; ; 7/2; 7/2; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-25 22:24:17 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 71/ 100; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 4/6; 7/10; 4/6; 11/17; ; 4/6; 4/6; 4/6; ; ; 4/6; 
Draw; 11/4; 11/4; 27/10; 14/5; 31/10; 27/10; 14/5; ; 45/17; 27/10; 11/4; 5/2; ; 13/5; 14/5; 13/5; 5/2; 14/5; 5/2; 37/13; 45/17; ; 14/5; 11/4; 37/13; ; 13/5; 13/5; 
AFC Fylde; 4; 18/5; 15/4; 7/2; 41/10; 18/5; 15/4; ; 15/4; 15/4; 18/5; 7/2; ; 37/10; 7/2; 7/2; 13/4; 19/5; 13/4; 37/10; 15/4; ; 4; 4; 50/13; ; ; 7/2; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-26 02:24:17 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 18/25; 8/13; 4/6; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 7/10; 4/6; 7/10; 11/17; 7/10; 4/6; 11/17; ; 4/6; 4/6; 4/6; ; ; 4/6; 
Draw; 11/4; 11/4; 27/10; 14/5; 61/20; 27/10; 14/5; ; 45/17; 27/10; 11/4; 12/5; ; 13/5; 14/5; 13/5; 5/2; 14/5; 5/2; 37/13; 45/17; ; 14/5; 11/4; 37/13; ; 13/5; 13/5; 
AFC Fylde; 4; 18/5; 15/4; 7/2; 41/10; 18/5; 15/4; ; 15/4; 15/4; 19/5; 15/4; ; 37/10; 7/2; 7/2; 13/4; 19/5; 13/4; 37/10; 15/4; ; 4; 4; 50/13; ; ; 7/2; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-26 10:24:34 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 4/6; 4/6; 8/11; 18/25; 8/13; 4/6; ; 4/6; 4/6; 4/6; 8/13; ; 13/20; 7/10; 8/13; 7/10; 11/17; 7/10; 11/17; 4/6; ; 13/20; 4/6; 4/6; ; ; 4/6; 
Draw; 11/4; 11/4; 11/4; 14/5; 31/10; 11/4; 14/5; ; 27/10; 11/4; 11/4; 5/2; ; 13/5; 14/5; 13/5; 5/2; 37/13; 5/2; 56/19; 27/10; ; 29/10; 57/20; 29/10; ; 14/5; 14/5; 
AFC Fylde; 4; 19/5; 15/4; 7/2; 4; 15/4; 15/4; ; 18/5; 15/4; 19/5; 15/4; ; 15/4; 7/2; 15/4; 13/4; 15/4; 13/4; 37/10; 18/5; ; 4; 15/4; 19/5; ; 7/2; 7/2; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-26 14:26:22 GMT+2; 2017-12-26 15:00; Nothing; Xlenovo
Tranmere; 4/6; 8/13; 4/6; 13/20; 69/ 100; 8/13; 13/20; ; 3/5; 4/6; 4/6; 8/13; ; 13/20; 7/10; 8/13; 11/17; 8/13; 11/17; 11/17; 3/5; ; 13/20; 13/20; 8/13; ; 4/6; 4/6; 
Draw; 11/4; 14/5; 11/4; 11/4; 63/20; 11/4; 29/10; ; 29/10; 11/4; 14/5; 13/5; ; 13/5; 14/5; 13/5; 13/5; 29/10; 13/5; 56/19; 29/10; ; 29/10; 57/20; 29/10; ; 14/5; 14/5; 
AFC Fylde; 4; 4; 15/4; 18/5; 21/5; 15/4; 4; ; 19/5; 15/4; 19/5; 7/2; ; 15/4; 7/2; 15/4; 17/5; 75/19; 17/5; 37/10; 19/5; ; 4; 4; 4; ; 21/5; 21/5; 
META; english/non-league/national-league/tranmere-v-afc-fylde; 2017-12-26 18:24:12 GMT+2; 2017-12-26 15:00; In Play; Xlenovo
Tranmere; 1/33; 1/ 1000; 1/25; 13/20; 1/25; 8/13; 1/33; 1/50; 1/41; 1/40; 1/500; 1/50; ; ; 1/100; 1/33; 1/100; ; 1/100; 1/100; ; ; 1/33; ; 1/100; ; ; ; 
Draw; 16; 66; 18; 11/4; 31/2; 11/4; 16; 16; 16; 22; 66; 16; ; ; 12; 14; 9; ; 17/2; 13; ; ; 10; ; 12; ; ; ; 
AFC Fylde; 66; 250; 80; 18/5; 40; 15/4; 66; 100; 70; 100; 250; 66; ; ; 28; 66; 50; ; 66; 25; ; ; 55; ; 133/4; ; ; ; 
