META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-03 02:22:30 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 19/20; 1; ; ; 19/20; ; 1; ; 1; ; 1; 20/21; ; 1; ; ; 19/20; 1; 107/100; 1; 1; 1; 1; 19/20; 1; ; 8/11; 20/21; 
Draw; ; 9/4; ; ; 2; ; 11/5; ; 9/4; ; 21/10; 2; ; 41/20; 21/10; 21/10; 2; 9/4; 47/20; 28/13; 9/4; 9/4; 9/4; 11/5; 9/4; ; 21/10; 2; 
Wrexham; 3; 3; ; ; 11/4; ; 11/4; ; 45/17; ; 29/10; 11/4; ; 11/4; 3; 11/4; 11/4; 45/17; 31/10; 5/2; 45/17; 3; 3; 3; 45/17; ; 21/10; 11/5; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-05 10:22:57 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 19/20; 1; ; ; 19/20; ; 1; ; 1; ; 1; 20/21; ; 1; ; ; 19/20; 1; 111/100; 1; 1; 1; 1; 19/20; 19/20; ; 20/21; 20/21; 
Draw; ; 9/4; ; ; 2; ; 11/5; ; 9/4; ; 21/10; 2; ; 41/20; 21/10; 21/10; 2; 9/4; 58/25; 28/13; 9/4; 9/4; 9/4; 11/5; 11/5; ; 21/10; 2; 
Wrexham; 3; 3; ; ; 11/4; ; 11/4; ; 45/17; ; 29/10; 11/4; ; 14/5; 3; 11/4; 11/4; 45/17; 149/50; 5/2; 45/17; 3; 3; 3; 14/5; ; 14/5; 11/5; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-05 14:23:05 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 1; ; ; 19/20; ; 21/20; ; 1; 11/10; 21/20; 1; ; 11/10; 21/20; 1; 19/20; 1; 29/25; 21/20; 1; 21/20; 21/20; 1; 21/20; ; 1; 1; 
Draw; 9/4; 9/4; ; ; 2; ; 21/10; ; 9/4; 2; 21/10; 21/10; ; 41/20; 11/5; 21/10; 2; 28/13; 23/10; 28/13; 9/4; 11/5; 9/4; 11/5; 11/5; ; 21/10; 2; 
Wrexham; 11/4; 3; ; ; 11/4; ; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 11/4; 13/5; 71/25; 40/17; 45/17; 14/5; 14/5; 14/5; 13/5; ; 11/4; 21/10; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-05 18:22:57 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 1; 11/10; 21/20; 1; ; 11/10; 21/20; 1; 19/20; 1; 119/100; 21/20; 1; 21/20; 21/20; 1; 21/20; ; 1; 1; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 9/4; 2; 21/10; 21/10; ; 41/20; 11/5; 2; 2; 28/13; 23/10; 28/13; 9/4; 11/5; 9/4; 11/5; 11/5; ; 21/10; 2; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 40/17; 45/17; 14/5; 14/5; 14/5; 13/5; ; 11/4; 21/10; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-05 22:23:02 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 1; 11/10; 21/20; 1; ; 11/10; 21/20; 1; 19/20; 1; 119/100; 21/20; 1; 21/20; 21/20; 1; 21/20; ; 21/20; 1; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 9/4; 2; 21/10; 21/10; ; 41/20; 11/5; 2; 2; 28/13; 23/10; 28/13; 9/4; 11/5; 9/4; 11/5; 11/5; ; 21/10; 2; 
Wrexham; 11/4; 14/5; ; ; 11/4; ; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 40/17; 45/17; 14/5; 14/5; 14/5; 13/5; ; 11/4; 21/10; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-06 02:22:35 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 1; 11/10; 21/20; 1; ; 11/10; 21/20; ; 19/20; 1; 29/25; 21/20; 1; 21/20; 21/20; 1; 21/20; ; 21/20; 1; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 9/4; 2; 21/10; 21/10; ; 41/20; 11/5; ; 2; 28/13; 23/10; 28/13; 9/4; 11/5; 9/4; 11/5; 11/5; ; 21/10; 2; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; ; 11/4; 13/5; 71/25; 40/17; 45/17; 14/5; 14/5; 14/5; 13/5; ; 11/4; 21/10; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-06 10:22:42 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 1; 11/10; 21/20; 1; ; 11/10; 21/20; ; 19/20; 1; 29/25; 21/20; 1; 21/20; 21/20; 1; 21/20; ; 21/20; ; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 9/4; 2; 21/10; 21/10; ; 41/20; 11/5; ; 2; 28/13; 23/10; 28/13; 9/4; 11/5; 9/4; 11/5; 11/5; ; 21/10; ; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; ; 11/4; 13/5; 71/25; 40/17; 45/17; 14/5; 14/5; 14/5; 13/5; ; 11/4; ; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-06 14:22:54 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 21/20; ; 11/10; 21/20; ; 19/20; 1; 29/25; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 21/20; ; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 28/13; 2; 21/10; 2; ; 41/20; 11/5; ; 2; 28/13; 23/10; 28/13; 28/13; 11/5; 9/4; 11/5; 28/13; ; 21/10; ; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 28/11; 13/5; 13/5; 5/2; ; 13/5; 11/4; ; 11/4; 13/5; 71/25; 40/17; 28/11; 14/5; 14/5; 14/5; 13/5; ; 11/4; ; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-06 18:23:05 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 21/20; ; 11/10; 21/20; ; 19/20; 21/20; 59/50; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 21/20; ; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 28/13; 2; 21/10; 2; ; 41/20; 11/5; ; 2; 11/5; 23/10; 28/13; 28/13; 11/5; 9/4; 11/5; 11/5; ; 21/10; ; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 28/11; 13/5; 13/5; 5/2; ; 13/5; 11/4; ; 11/4; 45/17; 139/50; 40/17; 28/11; 14/5; 14/5; 14/5; 45/17; ; 11/4; ; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-06 22:23:13 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 21/20; ; 11/10; 21/20; ; 19/20; 21/20; 59/50; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 21/20; ; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 28/13; 2; 21/10; 2; ; 41/20; 11/5; ; 2; 11/5; 23/10; 28/13; 28/13; 11/5; 9/4; 11/5; 11/5; ; 21/10; ; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 28/11; 13/5; 13/5; 5/2; ; 13/5; 11/4; ; 11/4; 45/17; 139/50; 40/17; 28/11; 14/5; 14/5; 14/5; 45/17; ; 11/4; ; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-07 02:22:42 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 21/20; ; 11/10; 21/20; ; 19/20; 21/20; 119/100; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 21/20; ; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 28/13; 2; 21/10; 2; ; 41/20; 11/5; ; 2; 11/5; 23/10; 28/13; 28/13; 11/5; 9/4; 11/5; 11/5; ; 21/10; ; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 28/11; 13/5; 13/5; 5/2; ; 13/5; 11/4; ; 11/4; 45/17; 11/4; 40/17; 28/11; 14/5; 14/5; 14/5; 45/17; ; 11/4; ; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-07 10:22:49 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 21/20; ; 11/10; 21/20; ; 19/20; 21/20; 59/50; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 21/20; ; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 21/10; 2; 21/10; 2; ; 41/20; 11/5; ; 2; 11/5; 23/10; 28/13; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; ; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 45/17; 13/5; 13/5; 5/2; ; 13/5; 11/4; ; 11/4; 45/17; 139/50; 40/17; 45/17; 14/5; 14/5; 14/5; 45/17; ; 11/4; ; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-07 14:23:19 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 21/20; ; 11/10; 21/20; ; 19/20; 21/20; 59/50; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 21/20; 1; 
Draw; 9/4; 11/5; ; ; 2; ; 21/10; ; 21/10; 2; 21/10; 2; ; 41/20; 11/5; ; 2; 11/5; 23/10; 28/13; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 2; 
Wrexham; 11/4; 11/4; ; ; 11/4; ; 13/5; ; 45/17; 13/5; 13/5; 5/2; ; 13/5; 11/4; ; 11/4; 45/17; 139/50; 40/17; 45/17; 14/5; 14/5; 14/5; 45/17; ; 11/4; 21/10; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-07 18:22:51 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 1; ; 11/10; 21/20; 21/20; 19/20; 21/20; 119/100; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 11/10; 21/20; 
Draw; 9/4; 11/5; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; 21/10; 2; 28/13; 57/25; 28/13; 21/10; 11/5; 11/5; 11/5; 11/5; ; 21/10; 19/10; 
Wrexham; 11/4; 11/4; 5/2; ; 11/4; ; 13/5; ; 45/17; 5/2; 13/5; 5/2; ; 13/5; 11/4; 5/2; 11/4; 45/17; 139/50; 40/17; 45/17; 14/5; 29/10; 14/5; 27/10; ; 11/4; 5/2; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-07 22:22:45 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 21/20; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 1; ; 11/10; 21/20; 21/20; 19/20; 21/20; 119/100; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 11/10; 21/20; 
Draw; 9/4; 11/5; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; 21/10; 2; 28/13; 57/25; 28/13; 21/10; 11/5; 11/5; 11/5; 11/5; ; 21/10; 19/10; 
Wrexham; 11/4; 11/4; 5/2; ; 11/4; ; 13/5; ; 45/17; 5/2; 13/5; 5/2; ; 13/5; 11/4; 5/2; 11/4; 45/17; 139/50; 40/17; 45/17; 14/5; 29/10; 14/5; 27/10; ; 11/4; 5/2; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-08 02:21:35 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 11/10; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 1; ; 11/10; 21/20; 1; 19/20; 21/20; 119/100; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 10/9; 21/20; 
Draw; 9/4; 21/10; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; 2; 2; 28/13; 57/25; 28/13; 21/10; 11/5; 11/5; 11/5; 11/5; ; 21/10; 19/10; 
Wrexham; 11/4; 29/10; 5/2; ; 11/4; ; 13/5; ; 45/17; 5/2; 13/5; 5/2; ; 13/5; 11/4; 13/5; 11/4; 45/17; 139/50; 40/17; 45/17; 14/5; 29/10; 14/5; 27/10; ; 11/4; 5/2; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-08 10:21:36 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 11/10; ; ; 19/20; ; 21/20; ; 21/20; 11/10; 11/10; 1; ; 11/10; 21/20; 1; 19/20; 21/20; 121/100; 21/20; 21/20; 21/20; 21/20; 1; 21/20; ; 10/9; 21/20; 
Draw; 9/4; 21/10; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; 2; 2; 28/13; 57/25; 28/13; 21/10; 11/5; 11/5; 11/5; 11/5; ; 21/10; 19/10; 
Wrexham; 11/4; 29/10; 5/2; ; 11/4; ; 13/5; ; 45/17; 5/2; 13/5; 5/2; ; 13/5; 11/4; 13/5; 11/4; 45/17; 137/50; 40/17; 45/17; 14/5; 29/10; 14/5; 45/17; ; 11/4; 5/2; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-08 14:21:50 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 11/10; ; 6/5; 19/20; ; 11/10; ; 21/20; 11/10; 11/10; 1; ; 11/10; 21/20; 21/20; 19/20; 21/20; 29/25; 21/20; 21/20; 21/20; 21/20; 1; 11/10; ; 10/9; 21/20; 
Draw; 9/4; 21/10; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; ; 2; 28/13; 23/10; 28/13; 21/10; 11/5; 11/5; 11/5; 28/13; ; 21/10; 19/10; 
Wrexham; 11/4; 29/10; 5/2; 12/5; 11/4; ; 13/5; ; 45/17; 5/2; 13/5; 5/2; ; 13/5; 11/4; 5/2; 11/4; 45/17; 57/20; 40/17; 45/17; 14/5; 29/10; 14/5; 45/17; ; 11/4; 5/2; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-08 18:21:46 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 11/10; 21/20; 6/5; 19/20; ; 11/10; ; 21/20; 21/20; 11/10; 1; ; 11/10; 21/20; 21/20; 19/20; 21/20; 117/100; 13/12; 21/20; 21/20; 21/20; 1; 11/10; ; 10/9; 21/20; 
Draw; 9/4; 21/10; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; ; 2; 28/13; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; ; 21/10; 19/10; 
Wrexham; 11/4; 29/10; 13/5; 12/5; 11/4; ; 13/5; ; 45/17; 13/5; 13/5; 5/2; ; 13/5; 11/4; 5/2; 11/4; 45/17; 141/50; 14/5; 45/17; 14/5; 29/10; 14/5; 45/17; ; 11/4; 13/5; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-08 22:21:59 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 11/10; 21/20; 6/5; 19/20; ; 11/10; ; 21/20; 21/20; 11/10; 1; ; 11/10; 21/20; 21/20; 19/20; 21/20; 29/25; 13/12; 21/20; 21/20; 21/20; 1; 11/10; ; 10/9; 21/20; 
Draw; 9/4; 21/10; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; ; 2; 28/13; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; ; 21/10; 19/10; 
Wrexham; 11/4; 29/10; 13/5; 12/5; 11/4; ; 13/5; ; 45/17; 13/5; 13/5; 5/2; ; 13/5; 11/4; 5/2; 11/4; 45/17; 57/20; 14/5; 45/17; 14/5; 29/10; 14/5; 45/17; ; 11/4; 5/2; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-09 02:21:46 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 11/10; 21/20; 6/5; 19/20; ; 11/10; ; 21/20; 21/20; 11/10; 1; ; 11/10; 21/20; 21/20; 19/20; 21/20; 117/100; 13/12; 21/20; 21/20; 21/20; 1; 11/10; ; 10/9; 10/9; 
Draw; 9/4; 21/10; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; ; 2; 28/13; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; ; 21/10; 19/10; 
Wrexham; 11/4; 29/10; 13/5; 12/5; 11/4; ; 13/5; ; 45/17; 13/5; 13/5; 5/2; ; 13/5; 11/4; 5/2; 11/4; 13/5; 141/50; 14/5; 45/17; 14/5; 29/10; 14/5; 45/17; ; 13/5; 5/2; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-09 10:22:06 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 21/20; 11/10; 21/20; 6/5; 19/20; ; 11/10; ; 21/20; 21/20; 11/10; 1; ; 11/10; 21/20; 21/20; 19/20; 21/20; 117/100; 15/14; 21/20; 21/20; 21/20; 1; 21/20; ; 10/9; 10/9; 
Draw; 9/4; 21/10; 21/10; ; 2; ; 21/10; ; 21/10; 21/10; 21/10; 21/10; ; 2; 11/5; ; 2; 28/13; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 28/13; ; 21/10; 2; 
Wrexham; 11/4; 14/5; 13/5; 12/5; 11/4; ; 13/5; ; 45/17; 13/5; 13/5; 5/2; ; 13/5; 11/4; 5/2; 11/4; 45/17; 141/50; 45/17; 45/17; 14/5; 14/5; 14/5; 27/10; ; 11/4; 11/4; 
META; english/non-league/national-league/macclesfield-v-wrexham; 2017-12-09 14:23:23 GMT+2; 2017-12-09 12:30; Nothing; Xlenovo
Macclesfield; 11/10; 23/20; 15/13; 23/20; 19/20; ; 11/10; ; 21/20; 11/10; 11/10; 11/10; ; 11/10; 23/20; 11/10; 19/20; 11/10; 123/100; 19/17; 21/20; 11/10; 11/10; 1; 11/10; ; 10/9; 23/20; 
Draw; 11/5; 21/10; 2; 21/10; 2; ; 21/10; ; 21/10; 2; 21/10; 19/10; ; 2; 21/10; 2; 2; 21/10; 111/50; 9/4; 21/10; 85/40; 85/40; 11/5; 21/10; ; 2; 21/10; 
Wrexham; 13/5; 13/5; 5/2; 12/5; 11/4; ; 13/5; ; 45/17; 5/2; 13/5; 12/5; ; 5/2; 5/2; 12/5; 11/4; 13/5; 137/50; 27/11; 45/17; 13/5; 27/10; 14/5; 13/5; ; 14/5; 14/5; 
