META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-04 22:23:32 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-06 14:23:19 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-06 18:23:30 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-06 22:23:38 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-07 02:23:07 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-07 10:23:14 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-07 14:23:44 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-07 18:23:17 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-07 22:23:10 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-08 02:22:00 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-08 10:22:00 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-08 14:22:15 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; 
Leyton Orient; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-08 18:22:10 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton Utd; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; 
Leyton Orient; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-08 22:22:25 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton Utd; 11/10; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Leyton Orient; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-09 02:22:11 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton Utd; 11/10; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Leyton Orient; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-09 10:22:31 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton Utd; 6/5; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Leyton Orient; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Draw; 12/5; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-09 14:23:48 GMT+2; 2017-12-09 15:00; Nothing; Xlenovo
Sutton Utd; 6/5; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Leyton Orient; 11/5; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Draw; 12/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
META; english/non-league/national-league/leyton-orient-v-sutton-utd; 2017-12-09 18:22:11 GMT+2; 2017-12-09 15:00; In Play; Xlenovo
Leyton Orient; 1/20; ; ; ; ; ; 1/14; 1/33; 1/14; ; 1/12; 1/18; ; 1/12; 3/50; ; ; 1/16; ; ; ; ; 1/20; 1/20; 1/16; ; ; ; 
Draw; 11; ; ; ; ; ; 8; 10; 17/2; ; 17/2; 9; ; 8; 7; ; ; 33/4; ; ; ; ; 19/2; 10; 17/2; ; ; ; 
Sutton Utd; 40; ; ; ; ; ; 33; 45; 30; ; 33; 33; ; 22; 32; ; ; 24; ; ; ; ; 30; 50; 97/4; ; ; ; 
