META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-17 02:23:45 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Wrexham; 9/2; 4; 9/2; ; 9/2; 4; 19/4; ; 41/10; ; ; 9/2; 19/4; ; ; 9/2; 17/4; ; 17/4; 47/10; ; 41/10; ; 9/2; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-18 22:24:18 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 8/13; 11/20; ; 8/15; 8/15; 4/7; ; 4/7; ; ; 11/20; 11/20; ; ; 4/7; 8/15; ; 5/9; 16/25; ; 4/7; ; 4/7; ; ; 2/5; ; 
Draw; 3; 14/5; 14/5; ; 3; 14/5; 3; ; 37/13; ; ; 13/5; 3; ; ; 14/5; 14/5; ; 29/10; 63/20; ; 37/13; ; 3; ; ; 23/10; ; 
Wrexham; 9/2; 4; 9/2; ; 9/2; 4; 19/4; ; 41/10; ; ; 9/2; 19/4; ; ; 9/2; 17/4; ; 17/4; 47/10; ; 41/10; ; 9/2; ; ; 5/2; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-19 02:24:15 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 8/13; 11/20; ; 4/7; 8/15; 4/7; ; 4/7; ; ; 11/20; 11/20; ; ; 4/7; 8/15; ; 5/9; 16/25; ; 4/7; ; 4/7; ; ; 2/5; ; 
Draw; 3; 14/5; 14/5; ; 29/10; 14/5; 3; ; 37/13; ; ; 13/5; 3; ; ; 14/5; 14/5; ; 29/10; 63/20; ; 37/13; ; 3; ; ; 13/5; ; 
Wrexham; 9/2; 4; 9/2; ; 9/2; 4; 19/4; ; 41/10; ; ; 9/2; 19/4; ; ; 9/2; 17/4; ; 43/10; 47/10; ; 41/10; ; 9/2; ; ; 13/5; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-19 10:24:24 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 8/13; 11/20; ; 8/15; 8/15; 4/7; ; 4/7; ; ; 11/20; 11/20; ; ; 4/7; 8/15; ; 5/9; 16/25; ; 4/7; ; 4/7; ; ; 2/5; ; 
Draw; 3; 14/5; 14/5; ; 3; 14/5; 3; ; 37/13; ; ; 13/5; 3; ; ; 14/5; 14/5; ; 56/19; 63/20; ; 37/13; ; 3; ; ; 13/5; ; 
Wrexham; 9/2; 4; 9/2; ; 9/2; 4; 19/4; ; 41/10; ; ; 9/2; 19/4; ; ; 9/2; 17/4; ; 43/10; 47/10; ; 41/10; ; 9/2; ; ; 5/2; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-19 14:24:26 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 8/13; 4/7; ; 4/7; 8/15; 3/5; ; 4/7; ; ; 11/20; 11/20; ; ; 4/7; 8/15; ; 5/9; 33/50; ; 4/7; ; 4/7; ; ; 2/5; ; 
Draw; 3; 29/10; 11/4; ; 29/10; 14/5; 3; ; 37/13; ; ; 13/5; 3; ; ; 14/5; 14/5; ; 56/19; 63/20; ; 37/13; ; 3; ; ; 13/5; ; 
Wrexham; 9/2; 17/4; 9/2; ; 9/2; 4; 22/5; ; 41/10; ; ; 9/2; 19/4; ; ; 9/2; 17/4; ; 43/10; 9/2; ; 41/10; ; 9/2; ; ; 5/2; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-19 18:24:32 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; ; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 8/13; 4/7; 4/7; 4/7; ; 4/7; ; 4/7; 4/7; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; ; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 11/4; 74/25; 14/5; 37/13; 14/5; ; 57/20; ; 12/5; 5/2; 
Wrexham; 5; 5; 19/4; 5; 9/2; 15/4; 5; ; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 63/13; 11/2; 75/19; 41/10; 19/4; ; 19/4; ; 23/5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-19 22:24:26 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; ; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; ; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 11/4; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 11/4; 5/2; 
Wrexham; 5; 5; 19/4; 5; 9/2; 15/4; 5; ; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 94/19; 57/10; 75/19; 41/10; 19/4; ; 19/4; ; 5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-20 02:24:25 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; ; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; ; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 11/4; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 12/5; 5/2; 
Wrexham; 5; 5; 19/4; 5; 9/2; 15/4; 5; ; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 94/19; 57/10; 75/19; 41/10; 19/4; ; 19/4; ; 23/5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-20 10:24:31 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; ; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; ; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 11/4; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 12/5; 5/2; 
Wrexham; 5; 5; 19/4; 5; 9/2; 15/4; 5; ; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 94/19; 57/10; 75/19; 41/10; 19/4; ; 19/4; ; 23/5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-20 14:24:30 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; ; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; ; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 11/4; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 12/5; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; ; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 94/19; 57/10; 75/19; 41/10; 19/4; ; 19/4; ; 23/5; 21/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-20 18:24:35 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; ; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; ; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 11/4; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 12/5; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; ; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 94/19; 57/10; 75/19; 41/10; 19/4; ; 19/4; ; 23/5; 21/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-20 22:25:16 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; ; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; ; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 14/5; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 11/4; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; ; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 96/19; 57/10; 75/19; 41/10; 19/4; ; 19/4; ; 5; 21/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-21 02:25:00 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 4/7; ; ; 3/5; 4/7; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; ; 11/4; 27/10; 13/5; ; 14/5; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 11/4; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; 9/2; 41/10; 5; 5; 4; ; ; 9/2; 9/2; 15/4; ; 96/19; 57/10; 75/19; 41/10; 19/4; ; 19/4; ; 5; 21/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-21 10:25:14 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 4/7; 1/2; 4/7; 4/7; 4/7; 11/20; ; ; 3/5; 8/15; 3/5; ; 8/15; 3/5; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 29/10; 11/4; 37/13; 13/5; 13/5; 5/2; ; ; 11/4; 27/10; 13/5; ; 37/13; 149/50; 14/5; 37/13; 14/5; ; 57/20; ; 11/4; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; 9/2; 41/10; 5; 5; 9/2; ; ; 9/2; 5; 15/4; ; 51/10; 57/10; 75/19; 41/10; 5; ; 5; ; 5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-21 14:25:23 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 4/7; 3/5; ; 8/15; 63/100; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 14/5; 61/20; 14/5; 37/13; 14/5; ; 57/20; ; 11/4; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; 9/2; 41/10; 5; 5; 9/2; ; 9/2; 9/2; 9/2; 15/4; ; 96/19; 51/10; 75/19; 41/10; 5; ; 5; ; 5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-21 18:25:12 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 8/15; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 8/15; 3/5; ; 8/15; 31/50; 4/7; 4/7; 4/7; ; 4/7; ; 8/15; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 14/5; 3; 14/5; 37/13; 14/5; ; 57/20; ; 11/4; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 5; 15/4; 5; 9/2; 41/10; 5; 5; 9/2; ; 9/2; 9/2; 5; 15/4; ; 96/19; 53/10; 75/19; 41/10; 5; ; 5; ; 5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-21 22:25:34 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 8/15; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 8/15; 3/5; ; 8/15; 31/50; 4/7; 4/7; 4/7; 8/15; 4/7; ; 4/7; 8/15; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 14/5; 3; 14/5; 37/13; 14/5; 11/4; 57/20; ; 11/4; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 5; 15/4; 5; 9/2; 41/10; 5; 5; 9/2; ; 9/2; 9/2; 5; 15/4; ; 96/19; 53/10; 75/19; 41/10; 5; 5; 5; ; 26/5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-22 02:25:17 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 6/10; 4/7; 8/15; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 4/7; 3/5; ; 5/9; 63/100; 4/7; 4/7; 4/7; 8/15; 4/7; ; 4/7; 4/7; 
Draw; 3; 11/4; 13/5; 5/2; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 37/13; 61/20; 14/5; 37/13; 14/5; 11/4; 57/20; ; 13/5; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 5; 15/4; 5; 9/2; 41/10; 19/4; 19/4; 9/2; ; 9/2; 9/2; 9/2; 15/4; ; 49/10; 51/10; 75/19; 41/10; 5; 5; 5; ; 23/5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-22 10:25:20 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 8/13; 6/10; 4/7; 8/15; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 4/7; 3/5; ; 5/9; 63/100; 4/7; 4/7; 4/7; 8/15; 4/7; ; 4/7; 4/7; 
Draw; 3; 14/5; 13/5; 5/2; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 37/13; 61/20; 14/5; 37/13; 14/5; 11/4; 57/20; ; 14/5; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 5; 15/4; 5; 9/2; 41/10; 19/4; 19/4; 9/2; ; 9/2; 9/2; 9/2; 15/4; ; 49/10; 51/10; 75/19; 41/10; 5; 5; 5; ; 23/5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-22 14:27:12 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 8/13; 6/10; 4/7; 4/7; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 4/7; 3/5; ; 5/9; 4/6; 4/7; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 
Draw; 3; 14/5; 13/5; 5/2; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 37/13; 31/10; 14/5; 37/13; 14/5; 11/4; 57/20; ; 14/5; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; 9/2; 41/10; 19/4; 19/4; 9/2; ; 9/2; 9/2; 9/2; 15/4; ; 63/13; 9/2; 75/19; 41/10; 5; 9/2; 5; ; 23/5; 23/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-22 18:25:51 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 8/15; 8/13; 6/10; 8/13; 4/7; 8/13; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 4/7; 3/5; ; 5/9; 13/20; 8/13; 4/7; 4/7; 4/7; 4/7; ; 4/7; 4/7; 
Draw; 3; 14/5; 13/5; 13/5; 11/4; 13/5; 14/5; 11/4; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 14/5; 3; 14/5; 37/13; 14/5; 14/5; 57/20; ; 14/5; 5/2; 
Wrexham; 5; 19/4; 19/4; 5; 9/2; 15/4; 5; 9/2; 41/10; 24/5; 24/5; 9/2; ; 9/2; 9/2; 9/2; 15/4; ; 49/10; 49/10; 4; 41/10; 5; 5; 5; ; 23/5; 23/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-22 22:25:54 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 3/5; 8/13; 8/13; 4/7; 8/13; 8/13; 1/2; 4/7; 3/5; 6/10; 4/7; ; 8/15; 13/20; 4/7; 3/5; ; 10/17; 13/20; 8/13; 4/7; 4/7; 3/5; 8/13; ; 4/7; 4/7; 
Draw; 3; 11/4; 5/2; 13/5; 11/4; 13/5; 11/4; 11/4; 37/13; 5/2; 5/2; 12/5; ; 11/4; 13/5; 27/10; 13/5; ; 14/5; 3; 14/5; 37/13; 14/5; 11/4; 57/20; ; 11/4; 5/2; 
Wrexham; 19/4; 19/4; 9/2; 5; 9/2; 15/4; 19/4; 9/2; 41/10; 9/2; 9/2; 9/2; ; 9/2; 17/4; 9/2; 15/4; ; 23/5; 49/10; 4; 41/10; 19/4; 9/2; 19/4; ; 9/2; 23/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-23 02:25:21 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 3/5; 8/13; 8/13; 3/5; 8/13; 8/13; 1/2; 4/7; 3/5; 6/10; 4/7; ; 8/15; 13/20; 4/7; 3/5; ; 10/17; 17/25; 8/13; 4/7; 4/7; 3/5; 8/13; ; 8/13; 4/7; 
Draw; 3; 11/4; 5/2; 13/5; 13/5; 13/5; 11/4; 11/4; 37/13; 5/2; 5/2; 12/5; ; 11/4; 13/5; 13/5; 13/5; ; 14/5; 61/20; 14/5; 37/13; 14/5; 11/4; 57/20; ; 11/4; 5/2; 
Wrexham; 19/4; 19/4; 9/2; 5; 9/2; 15/4; 19/4; 9/2; 41/10; 9/2; 9/2; 9/2; ; 9/2; 17/4; 9/2; 15/4; ; 23/5; 9/2; 4; 41/10; 19/4; 9/2; 19/4; ; 24/5; 23/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-23 10:25:20 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 8/13; 6/10; 8/13; 4/7; 8/13; 4/7; 8/15; 4/7; 4/7; 4/7; 11/20; ; 8/15; 3/5; 4/7; 3/5; ; 8/15; 31/50; 5/9; 4/7; 4/7; 4/7; 3/5; ; 4/7; 4/7; 
Draw; 3; 14/5; 13/5; 13/5; 11/4; 13/5; 29/10; 13/5; 37/13; 13/5; 13/5; 13/5; ; 11/4; 11/4; 27/10; 13/5; ; 37/13; 3; 56/19; 37/13; 14/5; 14/5; 57/20; ; 14/5; 11/4; 
Wrexham; 19/4; 19/4; 19/4; 5; 9/2; 15/4; 5; 9/2; 41/10; 24/5; 24/5; 9/2; ; 9/2; 9/2; 9/2; 15/4; ; 94/19; 53/10; 23/5; 41/10; 19/4; 5; 5; ; 24/5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-23 14:27:25 GMT+3; 2017-09-23 15:00; Nothing; Xlenovo
Tranmere; 4/7; 8/13; 6/10; 8/13; 3/5; 8/13; 3/5; 8/15; 4/7; 11/18; 6/10; 8/15; ; 8/15; 8/13; 4/7; 3/5; ; 8/15; 63/100; 11/18; 4/7; 8/13; 8/13; 4/7; ; 4/6; 4/7; 
Draw; 3; 14/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 37/13; 5/2; 12/5; 5/2; ; 11/4; 13/5; 13/5; 13/5; ; 29/10; 3; 37/13; 37/13; 11/4; 13/5; 57/20; ; 5/2; 11/4; 
Wrexham; 19/4; 19/4; 19/4; 5; 9/2; 15/4; 19/4; 9/2; 41/10; 9/2; 5; 5; ; 9/2; 19/4; 9/2; 15/4; ; 94/19; 26/5; 21/5; 41/10; 9/2; 5; 11/2; ; 5; 24/5; 
META; english/non-league/national-league/tranmere-v-wrexham; 2017-09-23 18:26:07 GMT+3; 2017-09-23 15:00; In Play; Xlenovo
Draw; 8/5; 13/8; ; ; ; ; 7/5; 6/4; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 7/4; ; 5/2; ; 
Tranmere; 4/6; 8/13; ; ; ; ; 8/11; 3; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; 29/10; ; 4/6; ; 
Wrexham; ; 10; ; ; ; ; 21/2; 11/10; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; 5/4; ; 23/5; ; 
