META; english/non-league/national-league/bromley-v-guiseley; 2018-03-04 18:23:51 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 3; 14/5; 29/10; 29/10; 29/10; 11/4; 14/5; 37/13; 29/10; 29/10; 29/10; 3; 29/10; 11/4
Guiseley; 4; 4; 19/5; 21/5; 15/4; 4; 50/13; 15/4; 19/5; 4; 50/13; 7/2; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-05 18:24:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 4/7; 1/2; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 3/5; 3/5; 4/7; 8/13; 10/17; 4/9
Draw; 3; 16/5; 3; 29/10; 29/10; 29/10; 11/4; 14/5; 37/13; 29/10; 29/10; 16/5; 3; 29/10; 11/4
Guiseley; 4; 7/2; 4; 19/5; 21/5; 15/4; 15/4; 50/13; 15/4; 19/5; 4; 50/13; 7/2; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-05 22:24:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 4/7; 1/2; 4/7; 3/5; 4/7; 4/7; 4/7; 4/7; 3/5; 3/5; 4/7; 8/13; 10/17; 4/9
Draw; 3; 16/5; 3; 29/10; 29/10; 14/5; 3; 37/13; 29/10; 29/10; 16/5; 3; 29/10; 11/4; 
Guiseley; 4; 7/2; 4; 19/5; 21/5; 7/2; 15/4; 50/13; 15/4; 19/5; 4; 50/13; 7/2; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-06 02:24:02 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 4/7; 1/2; 4/7; 3/5; 4/7; 4/7; 4/7; 4/7; 3/5; 3/5; 4/7; 8/13; 10/17; 4/9
Draw; 3; 16/5; 3; 29/10; 29/10; 14/5; 3; 37/13; 29/10; 29/10; 16/5; 3; 29/10; 11/4; 
Guiseley; 4; 7/2; 4; 19/5; 21/5; 7/2; 15/4; 50/13; 15/4; 19/5; 4; 50/13; 7/2; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-06 10:23:52 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
AFC Fylde; 23/20; 11/10; 21/20; 11/10; 11/10; 23/20; 11/10; 11/10; 21/20; 11/10; 11/10; 23/20; 23/20; 11/10; 1/100
Aldershot; 23/10; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 1/8
Draw; 12/5; 12/5; 23/10; 23/10; 40/17; 23/10; 21/10; 9/4; 23/10; 23/10; 40/17; 12/5; 12/5; 23/10; 1/8
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-06 14:24:00 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
AFC Fylde; 23/20; 11/10; 6/5; 21/20; 11/10; 11/10; 23/20; 21/20; 11/10; 21/20; 11/10; 11/10; 23/20; 11/10; 1/100
Aldershot; 23/10; 21/10; 12/5; 11/5; 11/5; 9/4; 9/4; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 1/8
Draw; 12/5; 12/5; 13/5; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; 23/10; 40/17; 12/5; 23/10; 1/8
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-06 18:24:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
AFC Fylde; 23/20; 23/20; 11/10; 63/50; 21/20; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 1/100
Aldershot; 23/10; 9/4; 21/10; 117/0; 11/5; 11/5; 9/4; 9/4; 21/10; 21/10; 11/5; 11/5; 9/4; 23/10; 9/4; 9/4; 2/15
Draw; 12/5; 12/5; 12/5; 63/25; 23/10; 23/10; 40/17; 23/10; 11/5; 9/4; 40/17; 23/10; 40/17; 12/5; 12/5; 40/17; 2/15
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-07 10:55:24 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 8/13; 4/7; 17/25; 4/7; 4/7; 3/5; 8/13; 8/13; 6/10; 13/20; 8/13; 8/13; 3/5; 3/5; 13/20; 8/13; 8/13; 4/9
Draw; 3; 27/10; 16/5; 16/5; 14/5; 3; 29/10; 27/10; 14/5; 14/5; 27/10; 14/5; 29/10; 29/10; 29/10; 29/10; 59/20; 29/10; 11/4; 
Guiseley; 4; 19/5; 7/2; 21/5; 15/4; 15/4; 19/5; 19/5; 4; 7/2; 19/5; 15/4; 62/17; 15/4; 19/5; 4; 37/10; 2/9; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-07 14:22:57 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 8/13; 4/7; 67/00; 4/7; 4/7; 3/5; 8/13; 8/13; 8/13; 8/13; 8/13; 10/17; 3/5; 3/5; 8/13; 13/20; 11/18; 4/9
Draw; 3; 11/4; 16/5; 31/10; 14/5; 29/10; 29/10; 11/4; 14/5; 5/2; 27/10; 11/4; 37/13; 29/10; 29/10; 3; 57/20; 29/10; 11/4; 
Guiseley; 4; 17/4; 4; 7/2; 9/2; 15/4; 4; 19/5; 4; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 77/19; 7/2; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-07 18:23:19 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 13/20; 11/20; 4/7; 3/5; 6/10; 3/5; 4/7; 8/13; 8/13; 8/13; 10/17; 3/5; 7/12; 3/5; 8/13; 3/5; 10/17; 1/2; 4/7
Draw; 3; 14/5; 16/5; 31/10; 29/10; 3; 29/10; 14/5; 29/10; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 56/19; 29/10; 3; 59/20; 56/19; 11/4; 3; 
Guiseley; 4; 17/4; 4; 7/2; 47/10; 4; 17/4; 19/5; 4; 15/4; 4; 15/4; 17/4; 15/4; 62/17; 19/5; 17/4; 17/4; 17/4; 7/2; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-07 22:22:46 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 13/20; 11/20; 4/7; 3/5; 6/10; 3/5; 4/7; 8/13; 8/13; 8/13; 10/17; 3/5; 7/12; 3/5; 8/13; 3/5; 10/17; 4/9; 4/7
Draw; 3; 14/5; 16/5; 31/10; 29/10; 3; 29/10; 14/5; 29/10; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 56/19; 29/10; 3; 59/20; 56/19; 11/4; 3; 
Guiseley; 4; 17/4; 4; 7/2; 47/10; 4; 17/4; 19/5; 4; 15/4; 4; 15/4; 17/4; 15/4; 62/17; 19/5; 17/4; 17/4; 43/10; 7/2; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-08 02:22:37 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 13/20; 11/20; 4/7; 3/5; 6/10; 3/5; 4/7; 8/13; 8/13; 4/7; 10/17; 3/5; 7/12; 3/5; 8/13; 3/5; 10/17; 4/9; 4/7
Draw; 3; 14/5; 16/5; 31/10; 29/10; 3; 29/10; 14/5; 14/5; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 56/19; 29/10; 3; 59/20; 56/19; 11/4; 3; 
Guiseley; 4; 17/4; 4; 7/2; 47/10; 4; 17/4; 19/5; 4; 21/5; 15/4; 4; 4; 17/4; 15/4; 62/17; 19/5; 17/4; 17/4; 17/4; 7/2; 24/5; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-08 10:22:36 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 13/20; 11/20; 4/7; 4/7; 6/10; 3/5; 4/7; 8/13; 8/13; 8/13; 4/7; 3/5; 7/12; 4/7; 8/13; 3/5; 10/17; 1/2; 4/7
Draw; 3; 14/5; 16/5; 31/10; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 56/19; 56/19; 3; 59/20; 3; 5/2; 3; 
Guiseley; 4; 17/4; 4; 7/2; 47/10; 4; 17/4; 4; 4; 15/4; 4; 15/4; 43/10; 15/4; 62/17; 4; 17/4; 17/4; 74/17; 10/3; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-08 14:22:57 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 13/20; 11/20; 4/7; 4/7; 6/10; 3/5; 4/7; 8/13; 8/13; 4/7; 10/17; 3/5; 7/12; 4/7; 8/13; 3/5; 10/17; 1/2; 4/7; 1/14
Draw; 3; 14/5; 16/5; 31/10; 29/10; 3; 56/19; 14/5; 14/5; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 56/19; 56/19; 3; 59/20; 56/19; 5/2; 13/5; 1/14; 
Guiseley; 4; 17/4; 4; 7/2; 47/10; 4; 17/4; 4; 21/5; 15/4; 4; 4; 17/4; 15/4; 62/17; 4; 17/4; 17/4; 43/10; 10/3; 10/3; 1/14; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-08 18:22:55 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 31/50; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 8/13; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 8/13; 3/5; 4/7; 4/7; 4/7
Draw; 3; 14/5; 16/5; 16/5; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 27/10; 3; 14/5; 56/19; 29/10; 31/10; 56/19; 3; 59/20; 5/2; 13/5; 3; 
Guiseley; 4; 17/4; 4; 7/2; 49/10; 4; 17/4; 4; 21/5; 15/4; 4; 15/4; 17/4; 15/4; 37/10; 4; 17/4; 17/4; 4; 21/5; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-08 22:22:35 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 31/50; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 8/13; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 8/13; 3/5; 4/7; 4/7; 4/7
Draw; 3; 14/5; 16/5; 16/5; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 27/10; 3; 14/5; 56/19; 29/10; 31/10; 56/19; 3; 59/20; 13/5; 13/5; 3; 
Guiseley; 4; 17/4; 4; 7/2; 49/10; 4; 17/4; 4; 21/5; 15/4; 4; 15/4; 17/4; 15/4; 37/10; 4; 17/4; 17/4; 4; 10/3; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-09 02:22:44 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 31/50; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 8/13; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 8/13; 3/5; 4/7; 4/7; 4/7
Draw; 3; 14/5; 16/5; 16/5; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 27/10; 3; 14/5; 56/19; 29/10; 31/10; 56/19; 3; 59/20; 14/5; 13/5; 3; 
Guiseley; 4; 17/4; 4; 7/2; 49/10; 4; 17/4; 4; 21/5; 15/4; 4; 15/4; 17/4; 15/4; 37/10; 4; 17/4; 17/4; 4; 21/5; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-09 10:22:38 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 4/7; 31/50; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 8/13; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 8/13; 3/5; 4/7; 4/7; 4/7
Draw; 3; 14/5; 16/5; 16/5; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 27/10; 3; 14/5; 56/19; 29/10; 31/10; 56/19; 3; 59/20; 11/4; 13/5; 3; 
Guiseley; 4; 17/4; 4; 7/2; 49/10; 4; 17/4; 4; 21/5; 15/4; 4; 15/4; 17/4; 15/4; 37/10; 4; 17/4; 17/4; 4; 21/5; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-09 14:23:01 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 8/13; 8/13; 6/10; 8/13; 31/50; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 8/13; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 8/13; 3/5; 10/17; 8/15; 4/7; 4/7
Draw; 3; 14/5; 14/5; 16/5; 29/10; 29/10; 56/19; 14/5; 29/10; 11/4; 27/10; 3; 11/4; 56/19; 29/10; 31/10; 56/19; 3; 59/20; 56/19; 27/10; 13/5; 3; 
Guiseley; 4; 17/4; 4; 9/2; 49/10; 4; 17/4; 4; 21/5; 15/4; 4; 4; 17/4; 15/4; 37/10; 4; 17/4; 17/4; 43/10; 4; 21/5; 24/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-09 18:23:12 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 11/20; 3/5; 8/13; 8/13; 16/25; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 6/10; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 4/7; 3/5; 10/17; 4/7; 4/7; 4/7
Draw; 16/5; 3; 11/4; 14/5; 31/10; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 31/10; 56/19; 31/10; 59/20; 56/19; 11/4; 27/10; 3
Guiseley; 9/2; 9/2; 4; 9/2; 24/5; 4; 9/2; 4; 21/5; 15/4; 4; 4; 17/4; 15/4; 37/10; 4; 9/2; 17/4; 43/10; 4; 21/5; 26/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-09 22:23:02 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 11/20; 3/5; 8/13; 8/13; 16/25; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 6/10; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 4/7; 3/5; 10/17; 4/7; 4/7; 4/7
Draw; 16/5; 3; 11/4; 14/5; 31/10; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 31/10; 56/19; 31/10; 59/20; 56/19; 14/5; 27/10; 3
Guiseley; 9/2; 9/2; 4; 9/2; 24/5; 4; 9/2; 4; 21/5; 15/4; 4; 4; 17/4; 15/4; 37/10; 4; 9/2; 17/4; 43/10; 9/2; 21/5; 26/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-10 02:22:28 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 11/20; 3/5; 8/13; 8/13; 16/25; 11/20; 4/7; 4/7; 6/10; 4/7; 4/7; 6/10; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 4/7; 3/5; 10/17; 4/7; 4/7; 4/7
Draw; 16/5; 3; 11/4; 14/5; 31/10; 29/10; 3; 56/19; 14/5; 29/10; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 31/10; 56/19; 31/10; 59/20; 56/19; 14/5; 27/10; 3
Guiseley; 9/2; 9/2; 4; 9/2; 24/5; 4; 9/2; 4; 21/5; 15/4; 4; 4; 17/4; 15/4; 37/10; 4; 9/2; 17/4; 43/10; 4; 21/5; 26/5; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-10 10:22:41 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 11/20; 3/5; 6/10; 8/13; 16/25; 8/15; 4/7; 4/7; 6/10; 4/7; 4/7; 6/10; 8/13; 4/7; 10/17; 3/5; 5/8; 4/7; 4/7; 3/5; 10/17; 4/7; 4/7; 4/7
Draw; 16/5; 3; 14/5; 14/5; 31/10; 29/10; 3; 37/13; 14/5; 29/10; 11/4; 11/4; 3; 14/5; 56/19; 29/10; 31/10; 37/13; 31/10; 59/20; 56/19; 3; 27/10; 3
Guiseley; 9/2; 9/2; 21/5; 9/2; 24/5; 4; 9/2; 21/5; 21/5; 21/5; 15/4; 4; 4; 17/4; 15/4; 37/10; 21/5; 9/2; 17/4; 43/10; 9/2; 21/5; 26/5; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-10 14:23:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 2/5; 4/9; 4/9; 4/9; 47/00; 40/85; 4/9; 3/7; 4/9; 4/9; 2/5; 4/9; 9/20; 2/5; 10/17; 5/11; 3/7; 3/7; 4/9; 9/20; 10/17; 4/9; 4/9; 4/9
Draw; 7/2; 10/3; 16/5; 17/5; 37/10; 3; 7/2; 31/10; 16/5; 16/5; 3; 31/10; 100/0; 3; 56/19; 13/4; 39/11; 31/10; 17/5; 10/3; 56/19; 7/2; 7/2; 7/2
Guiseley; 7; 6; 33/5; 5; 6; 6; 11/2; 11/2; 6; 17/4; 5; 11/2; 6; 11/2; 43/10; 31/5; 29/5; 33/5; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2018-03-10 18:23:12 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bromley; 20/21; 1; 8/11; 19/20; 3/4; 8/11; 7/8; 3/4; 1; 10/11; 3/4; 4/5; 20/21; 5/6; 6/7
Draw; 6/5; 11/10; 6/4; 13/10; 52/25; 15/8; 11/8; 6/4; 11/8; 13/10; 6/4; 7/5; 6/5; 31/20; 16/11
Guiseley; 9; 9; 28/5; 9/2; 23/4; 17/2; 13/2; 8; 13/2; 15/2; 8; 15/2; 6; ; 
