Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-07 04:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-07 08:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-07 12:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-07 16:15:34 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-07 20:15:37 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-08 00:15:38 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-08 04:16:17 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-08 08:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-08 12:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; 3; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 29/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-08 16:15:34 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; 3; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 29/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-08 20:15:41 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; ; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; ; 3; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; ; 29/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-09 00:15:38 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; ; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; ; 17/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; ; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; ; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; ; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; ; 6; 33/5; 47/10; 6; ; 29/5; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-09 04:15:39 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; ; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; ; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 29/10; 14/5; ; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; ; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; ; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; ; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-09 08:15:37 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-09 12:15:47 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 8/15; ; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 13/4; ; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 13/2; ; 6; ; 29/5; 28/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-09 16:15:41 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 3; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 28/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-09 20:15:41 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; ; 4/9; 1/2
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; ; 13/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; ; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-10 00:15:37 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 3; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 25/4; 6; 11/2; 6; 25/4; 33/5; 47/10; 6; ; 29/5; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-10 04:15:38 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; ; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 3; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; ; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 25/4; 6; 11/2; 6; 25/4; 33/5; 47/10; 6; ; ; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-10 08:15:37 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 3; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 25/4; 6; 11/2; 6; 25/4; 33/5; 47/10; 6; ; 11/2; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-10 12:15:34 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 1/2
Draw; 11/4; 3; 3; 3; 3; 3; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 25/4; 6; 11/2; 6; 25/4; 33/5; 47/10; 6; ; 29/5; 26/5; 13/2
META; champions-league/porto-v-fc-copenhagen; 2016-09-10 16:15:39 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 18/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 8/15
Draw; 11/4; 3; 3; 3; 3; 3; 3; 3; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 5; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 25/4; 6; 11/2; 6; 113/19; 33/5; 47/10; 11/2; ; 29/5; 26/5; 6
META; champions-league/porto-v-fc-copenhagen; 2016-09-10 20:15:46 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 18/35; 11/21; 10/21; 1/2; 18/35; 11/21; 6/11; 1/2; ; 1/2; 1/2; 8/15
Draw; 11/4; 3; 3; 3; 3; 3; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 5; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 113/19; 6; 11/2; 6; 113/19; 33/5; 47/10; 11/2; ; 29/5; 26/5; 6
META; champions-league/porto-v-fc-copenhagen; 2016-09-11 00:15:40 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 1/2; 11/21; 10/21; 1/2; 1/2; 11/21; 6/11; 1/2; ; 1/2; 1/2; 8/15
Draw; 11/4; 3; 3; 3; 3; 3; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 26/5; 31/5
META; champions-league/porto-v-fc-copenhagen; 2016-09-11 04:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 1/2; 11/21; 10/21; 1/2; 1/2; 11/21; 6/11; 1/2; ; 1/2; 1/2; 8/15
Draw; 11/4; 3; 3; 3; 3; 3; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 26/5; 31/5
META; champions-league/porto-v-fc-copenhagen; 2016-09-11 08:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 1/2; 11/21; 10/21; 1/2; 1/2; 11/21; 6/11; 1/2; ; 1/2; 1/2; 8/15
Draw; 11/4; 3; 3; 3; 3; 3; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 26/5; 31/5
META; champions-league/porto-v-fc-copenhagen; 2016-09-11 12:15:38 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 1/2; 11/21; 10/21; 1/2; 1/2; 11/21; 6/11; 1/2; ; 1/2; 1/2; 8/15
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 37/13; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; 26/5; 31/5
META; champions-league/porto-v-fc-copenhagen; 2016-09-11 16:15:43 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 1/2; 11/21; 10/21; 1/2; 1/2; 11/21; 6/11; 1/2; ; 1/2; 4/9; 8/15
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 10/3; 31/10; 14/5; ; 3; 13/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 28/5; 6; ; 11/2; 26/5; 31/5
META; champions-league/porto-v-fc-copenhagen; 2016-09-11 20:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 1/2; 11/21; 10/21; 1/2; 1/2; 8/15; 6/11; 1/2; ; 1/2; 4/9; 8/15
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 16/5; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 31/10; 16/5; 16/5; 3; 31/10; 57/17; 31/10; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 6; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 32/5; 28/5; 6; ; 28/5; 27/5; 31/5
META; champions-league/porto-v-fc-copenhagen; 2016-09-12 00:15:30 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 18/35; 11/21; 10/21; 1/2; 18/35; 6/11; 6/11; 1/2; ; 1/2; 4/9; 8/15
Draw; 11/4; 3; 3; 3; 3; 16/5; 3; 16/5; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 41/13; 16/5; 16/5; 3; 41/13; 33/10; 31/10; 14/5; ; 3; 14/5; 3
FC Copenhagen; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 6; 11/2; 6; 11/2; 11/2; 5; 6; 6; 23/4; ; 25/4; 6; 11/2; 6; 25/4; 6; 28/5; 6; ; 6; 27/5; 31/5
META; champions-league/porto-v-fc-copenhagen; 2016-09-12 04:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 18/35; 11/21; 10/21; 1/2; 18/35; 6/11; 6/11; 1/2; ; 1/2; 1/2; 8/15
Draw; 16/5; 3; 3; 3; 3; 16/5; 3; 16/5; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 41/13; 16/5; 16/5; 3; 41/13; 33/10; 31/10; 3; ; 3; 3; 3
