META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-16 08:15:19 GMT+3; 2016-07-19 19:45; e70300-dr003
Draw; ; 13/5; 11/4; ; 11/4; ; ; ; 11/4; ; ; 5/2; ; ; ; ; 11/4; ; ; ; ; 35/12; ; ; 9/4; ; 
Mladost Podgorica; ; 9/2; 9/2; ; 9/2; ; ; ; 17/4; ; ; 7/2; ; ; ; ; 9/2; ; ; ; ; 23/5; ; ; 3; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-17 12:15:25 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; ; 8/13; 8/13; ; 8/13; ; 8/13; ; 8/13; ; ; 8/13; ; ; ; ; 8/13; ; ; ; 11/18; 11/17; ; ; 2/5; ; 
Draw; ; 11/4; 11/4; ; 11/4; ; 11/4; ; 11/4; ; ; 5/2; ; ; ; ; 14/5; ; ; ; 28/11; 35/12; ; ; 9/4; ; 
Mladost Podgorica; ; 4; 9/2; ; 9/2; ; 9/2; ; 17/4; ; ; 7/2; ; ; ; ; 9/2; ; ; ; 41/10; 23/5; ; ; 3; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-17 16:15:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; ; 8/13; 8/13; ; 8/13; ; 8/13; 4/7; 8/13; ; 13/20; 8/13; ; ; 13/20; 13/20; 8/13; ; 8/13; ; 11/18; 13/19; 8/13; ; ; ; 
Draw; ; 14/5; 3; ; 3; ; 3; 11/4; 3; ; 3; 5/2; ; ; 10/3; 3; 3; ; 11/4; ; 13/5; 119/40; 3; ; ; ; 
Mladost Podgorica; ; 4; 4; ; 4; ; 4; 4; 19/5; ; 15/4; 7/2; ; ; 18/5; 18/5; 4; ; 17/4; ; 41/10; 41/10; 13/4; ; ; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-17 20:15:26 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 8/15; 4/7; 4/7; 4/7; 12/25; 8/15; 8/15; 8/15; ; 11/20; 4/7; ; ; 8/15; 8/15; 4/7; ; 4/7; ; 5/9; 13/19; 11/21; ; ; ; 
Draw; 3; 3; 3; 14/5; 3; 14/5; 16/5; 3; 3; ; 16/5; 3; ; ; 16/5; 16/5; 3; ; 29/10; ; 14/5; 119/40; 17/5; ; ; ; 
Mladost Podgorica; 5; 9/2; 9/2; 5; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 19/4; ; ; 24/5; 9/2; 5; ; 19/4; ; 41/10; 41/10; 9/2; ; ; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 00:15:23 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 8/15; 4/7; 11/20; 4/7; 12/25; 8/15; 8/15; 8/15; ; 11/20; 4/7; ; ; 8/15; 8/15; 4/7; ; 4/7; ; 5/9; 10/17; 11/21; ; 8/15; ; 
Draw; 3; 3; 3; 16/5; 3; 14/5; 16/5; 3; 3; ; 16/5; 3; ; ; 16/5; 16/5; 3; ; 29/10; ; 37/13; 41/13; 17/5; ; 14/5; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 19/4; ; ; 24/5; 9/2; 5; ; 19/4; ; 17/4; 24/5; 9/2; ; 22/5; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 03:45:23 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 8/15; 4/7; 11/20; 4/7; 12/25; 8/15; 8/15; 8/15; ; 11/20; 4/7; ; ; 8/15; 8/15; 4/7; ; 4/7; ; 5/9; 10/17; 11/21; ; ; ; 
Draw; 3; 3; 3; 16/5; 3; 14/5; 16/5; 3; 3; ; 16/5; 3; ; ; 16/5; 16/5; 3; ; 29/10; ; 37/13; 41/13; 17/5; ; ; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 19/4; ; ; 24/5; 9/2; 5; ; 19/4; ; 17/4; 24/5; 9/2; ; ; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 04:15:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 8/15; 4/7; 11/20; 4/7; 12/25; 8/15; 8/15; 8/15; ; 11/20; 4/7; ; ; 8/15; 8/15; 4/7; ; 4/7; ; 5/9; 10/17; 11/21; ; 8/15; ; 
Draw; 3; 3; 3; 16/5; 3; 14/5; 16/5; 3; 3; ; 16/5; 3; ; ; 16/5; 16/5; 3; ; 29/10; ; 37/13; 41/13; 17/5; ; 7/2; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 19/4; ; ; 24/5; 9/2; 5; ; 19/4; ; 17/4; 24/5; 9/2; ; 22/5; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 05:45:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 8/15; 11/20; 8/15; 12/25; 8/15; 8/15; 8/15; ; 11/20; 8/15; ; ; 8/15; 8/15; 4/7; ; 6/11; ; 5/9; 10/17; 11/21; ; ; ; 
Draw; 3; 16/5; 16/5; 16/5; 16/5; 14/5; 16/5; 3; 3; ; 16/5; 16/5; ; ; 16/5; 16/5; 3; ; 3; ; 37/13; 41/13; 17/5; ; ; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 9/2; ; ; 24/5; 9/2; 9/2; ; 19/4; ; 17/4; 24/5; 9/2; ; ; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 06:22:59 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 8/15; 11/20; 8/15; 12/25; 8/15; 8/15; 8/15; ; 11/20; 8/15; ; ; 8/15; 8/15; 4/7; ; 6/11; ; 5/9; 10/17; 11/21; ; 1/2; ; 
Draw; 3; 16/5; 16/5; 16/5; 16/5; 14/5; 16/5; 3; 3; ; 16/5; 16/5; ; ; 16/5; 16/5; 3; ; 3; ; 37/13; 41/13; 17/5; ; 7/2; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 9/2; ; ; 24/5; 9/2; 9/2; ; 19/4; ; 43/10; 24/5; 9/2; ; 22/5; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 07:45:23 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 4/7; 11/20; 4/7; 12/25; 8/15; 8/15; 8/15; ; 11/20; 4/7; ; ; 8/15; 8/15; 4/7; ; 6/11; ; 5/9; 10/17; 11/21; ; ; ; 
Draw; 3; 16/5; 3; 16/5; 3; 14/5; 16/5; 3; 3; ; 16/5; 3; ; ; 16/5; 16/5; 3; ; 3; ; 37/13; 41/13; 17/5; ; ; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 19/4; ; ; 24/5; 9/2; 5; ; 19/4; ; 43/10; 24/5; 9/2; ; ; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 08:15:21 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 8/15; 4/7; 11/20; 4/7; 12/25; 8/15; 8/15; 8/15; ; 11/20; 8/15; ; ; 8/15; 8/15; 4/7; ; 6/11; ; 5/9; 10/17; 11/21; ; ; ; 
Draw; 3; 16/5; 3; 16/5; 3; 14/5; 16/5; 3; 3; ; 16/5; 16/5; ; ; 16/5; 16/5; 3; ; 3; ; 37/13; 41/13; 17/5; ; ; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 9/2; ; ; 24/5; 9/2; 9/2; ; 19/4; ; 43/10; 24/5; 9/2; ; ; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 09:45:22 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 8/15; 4/7; 11/20; 4/7; 4/9; 1/2; 8/15; 8/15; ; 11/20; 8/15; ; ; 8/15; 8/15; 4/7; ; 6/11; ; 8/15; 10/17; 11/21; ; 1/2; ; 
Draw; 3; 16/5; 3; 16/5; 3; 3; 16/5; 3; 3; ; 16/5; 16/5; ; ; 16/5; 16/5; 3; ; 3; ; 29/10; 41/13; 17/5; ; 7/2; ; 
Mladost Podgorica; 5; 9/2; 9/2; 9/2; 9/2; 17/4; 5; 9/2; 9/2; ; 19/4; 9/2; ; ; 5; 9/2; 9/2; ; 19/4; ; 74/17; 24/5; 9/2; ; 23/5; ; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 11:45:22 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 8/15; 1/2; 8/15; 4/9; 1/2; 4/9; 8/15; ; 8/15; 8/15; ; 1/2; 8/15; 1/2; 8/15; ; 6/11; ; 8/15; 10/17; 11/21; ; ; 2/5; 
Draw; 3; 3; 3; 3; 3; 3; 16/5; 16/5; 3; ; 16/5; 3; ; 3; 16/5; 33/10; 3; ; 3; ; 3; 41/13; 17/5; ; ; 14/5; 
Mladost Podgorica; 5; 5; 5; 6; 5; 17/4; 5; 9/2; 19/4; ; 5; 11/2; ; 9/2; 5; 19/4; 5; ; 19/4; ; 49/11; 24/5; 9/2; ; ; 4; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 12:26:38 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 8/15; 1/2; 1/2; 1/2; 4/9; 1/2; 4/9; 8/15; ; 1/2; 1/2; ; 1/2; 8/15; 1/2; 1/2; ; 6/11; ; 5/11; 10/17; 11/21; ; ; 4/9; 
Draw; 3; 3; 16/5; 10/3; 16/5; 3; 16/5; 16/5; 3; ; 10/3; 16/5; ; 3; 16/5; 33/10; 10/3; ; 3; ; 16/5; 41/13; 17/5; ; ; 3; 
Mladost Podgorica; 5; 9/2; 5; 5; 5; 17/4; 5; 9/2; 19/4; ; 5; 5; ; 9/2; 5; 19/4; 5; ; 19/4; ; 94/19; 24/5; 9/2; ; ; 5; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 13:45:22 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 8/15; 1/2; 17/40; 4/9; 4/9; 8/15; 7/15; 1/2; 1/2; ; 4/9; 4/9; 9/20; 1/2; 7/15; 1/2; 4/9; 7/15; 10/17; 11/21; ; ; 4/9; 
Draw; 3; 3; 10/3; 10/3; 10/3; 3; 7/2; 16/5; 3; 17/5; 10/3; 16/5; ; 16/5; 15/4; 7/2; 10/3; 17/5; 31/10; 10/3; 13/4; 41/13; 17/5; ; ; 3; 
Mladost Podgorica; 11/2; 11/2; 5; 9/2; 5; 19/4; 11/2; 9/2; 19/4; 11/2; 5; 5; ; 5; 11/2; 21/4; 11/2; 11/2; 21/4; 11/2; 19/4; 24/5; 9/2; ; ; 23/5; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 15:45:28 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 4/9; 4/9; 4/9; 17/40; 9/20; 4/9; 1/2; 7/15; 1/2; 1/2; ; 21/50; 4/9; 9/20; 1/2; 7/15; 1/2; 4/9; 3/7; 6/11; 11/21; ; ; 4/9; 
Draw; 3; 16/5; 10/3; 7/2; 10/3; 3; 17/5; 10/3; 10/3; 17/5; 10/3; 16/5; ; 16/5; 18/5; 7/2; 10/3; 17/5; 31/10; 10/3; 17/5; 16/5; 17/5; ; ; 3; 
Mladost Podgorica; 11/2; 5; 11/2; 11/2; 11/2; 19/4; 11/2; 5; 5; 11/2; 5; 5; ; 21/4; 11/2; 21/4; 11/2; 11/2; 21/4; 11/2; 67/13; 53/10; 9/2; ; ; 24/5; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 16:15:22 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 4/9; 4/9; 4/9; 17/40; 9/20; 4/9; 1/2; 7/15; 1/2; 1/2; ; 21/50; 4/9; 9/20; 1/2; 7/15; 1/2; 4/9; 3/7; 8/15; 11/21; ; ; 4/9; 
Draw; 3; 16/5; 10/3; 7/2; 10/3; 3; 17/5; 10/3; 10/3; 17/5; 10/3; 16/5; ; 16/5; 18/5; 7/2; 10/3; 17/5; 31/10; 10/3; 57/17; 17/5; 17/5; ; ; 3; 
Mladost Podgorica; 11/2; 5; 11/2; 11/2; 11/2; 19/4; 11/2; 5; 5; 11/2; 5; 5; ; 21/4; 11/2; 21/4; 11/2; 11/2; 21/4; 11/2; 67/13; 26/5; 9/2; ; ; 24/5; 
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 17:45:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 1/2; 1/2; 17/40; 1/2; 4/9; 1/2; 7/15; 1/2; 1/2; ; 9/20; 1/2; 9/20; 1/2; 7/15; 1/2; 4/9; 3/7; 18/35; 11/21; ; ; 4/9; 1/2
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 33/10; 10/3; 10/3; 7/2; 10/3; 10/3; ; 16/5; 17/5; 7/2; 10/3; 7/2; 31/10; 7/2; 57/17; 7/2; 18/5; ; ; 3; 7/2
Mladost Podgorica; 11/2; 5; 5; 5; 5; 19/4; 5; 5; 5; 91/17; 5; 19/4; ; 19/4; 11/2; 21/4; 11/2; 91/17; 21/4; 26/5; 67/13; 27/5; 5; ; ; 24/5; 27/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 18:24:40 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 4/9; 1/2; 4/9; 17/40; 9/20; 4/9; 1/2; 7/15; 1/2; 1/2; ; 9/20; 1/2; 9/20; 4/9; 7/15; 1/2; 4/9; 5/12; 18/35; 11/21; ; ; 4/9; 1/2
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 17/5; 10/3; 10/3; 7/2; 10/3; 10/3; ; 16/5; 10/3; 7/2; 7/2; 7/2; 31/10; 7/2; 57/17; 7/2; 18/5; ; ; 3; 7/2
Mladost Podgorica; 11/2; 5; 11/2; 5; 11/2; 19/4; 11/2; 5; 5; 91/17; 5; 19/4; ; 19/4; 11/2; 21/4; 11/2; 91/17; 21/4; 26/5; 53/10; 27/5; 5; ; ; 5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 19:45:25 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 4/9; 4/9; 1/2; 4/9; 17/40; 9/20; 4/9; 1/2; 7/15; 1/2; 4/9; ; 9/20; 4/9; 9/20; 4/9; 7/15; 1/2; 4/9; 5/12; 18/35; 11/21; ; ; 4/9; 1/2
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 17/5; 10/3; 10/3; 7/2; 10/3; 10/3; ; 16/5; 16/5; 7/2; 7/2; 7/2; 31/10; 7/2; 57/17; 7/2; 18/5; ; ; 3; 7/2
Mladost Podgorica; 11/2; 11/2; 11/2; 5; 11/2; 19/4; 11/2; 5; 5; 91/17; 5; 11/2; ; 19/4; 5; 21/4; 11/2; 91/17; 21/4; 26/5; 53/10; 27/5; 5; ; ; 5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 20:15:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 4/9; 4/9; 1/2; 4/9; 17/40; 9/20; 4/9; 1/2; 7/15; 1/2; 4/9; ; 9/20; 4/9; 9/20; 4/9; 7/15; 1/2; 4/9; 3/7; 18/35; 11/21; ; ; 4/9; 8/15
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 17/5; 10/3; 10/3; 7/2; 10/3; 10/3; ; 16/5; 16/5; 7/2; 7/2; 7/2; 31/10; 7/2; 57/17; 7/2; 18/5; ; ; 3; 7/2
Mladost Podgorica; 11/2; 11/2; 11/2; 5; 11/2; 19/4; 11/2; 5; 5; 91/17; 5; 11/2; ; 19/4; 5; 21/4; 11/2; 91/17; 21/4; 26/5; 21/4; 27/5; 5; ; ; 5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 21:45:22 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 4/9; 4/9; 1/2; 4/9; 17/40; 9/20; 4/9; 1/2; 7/15; 1/2; 4/9; ; 9/20; 4/9; 9/20; 4/9; 7/15; 1/2; 4/9; 3/7; 18/35; 11/21; ; ; 4/9; 8/15
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 17/5; 10/3; 10/3; 7/2; 10/3; 10/3; ; 16/5; 16/5; 7/2; 7/2; 7/2; 31/10; 7/2; 57/17; 7/2; 18/5; ; ; 3; 7/2
Mladost Podgorica; 11/2; 11/2; 11/2; 5; 11/2; 19/4; 11/2; 5; 5; 91/17; 5; 11/2; ; 19/4; 5; 21/4; 11/2; 91/17; 21/4; 26/5; 21/4; 27/5; 5; ; ; 5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-18 23:45:35 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 4/9; 1/2; 4/9; 17/40; 9/20; 4/9; 1/2; 7/15; 1/2; 1/2; ; 9/20; 4/9; 9/20; 1/2; 7/15; 1/2; 4/9; 3/7; 17/35; 8/15; ; ; 4/9; 8/15
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 17/5; 10/3; 10/3; 7/2; 10/3; 16/5; ; 16/5; 16/5; 7/2; 10/3; 7/2; 31/10; 7/2; 57/17; 39/11; 38/11; ; ; 3; 10/3
Mladost Podgorica; 11/2; 5; 11/2; 5; 11/2; 19/4; 11/2; 5; 5; 91/17; 5; 5; ; 19/4; 5; 21/4; 11/2; 91/17; 21/4; 26/5; 21/4; 28/5; 5; ; ; 5; 24/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 00:15:26 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 11/21; 8/15; 1/2; ; 9/20; 4/9; 9/20; 1/2; 11/21; 1/2; 1/2; 10/21; 17/35; 8/15; ; ; 1/2; 8/15
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 33/10; 10/3; 10/3; 16/5; 16/5; 16/5; ; 16/5; 16/5; 7/2; 10/3; 16/5; 31/10; 3; 16/5; 39/11; 38/11; ; ; 3; 10/3
Mladost Podgorica; 11/2; 5; 5; 5; 5; 460/100; 21/4; 5; 5; 5; 5; 5; ; 19/4; 5; 21/4; 11/2; 5; 21/4; 5; 24/5; 28/5; 5; ; ; 21/5; 24/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 00:35:48 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 11/21; 8/15; 1/2; ; 9/20; 4/9; 9/20; 1/2; 11/21; 1/2; 1/2; 10/21; 17/35; 8/15; ; ; 1/2; 4/7
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 33/10; 10/3; 10/3; 16/5; 16/5; 16/5; ; 16/5; 16/5; 7/2; 10/3; 16/5; 31/10; 3; 16/5; 39/11; 38/11; ; ; 3; 10/3
Mladost Podgorica; 11/2; 5; 5; 5; 5; 460/100; 21/4; 5; 5; 5; 5; 5; ; 19/4; 5; 21/4; 11/2; 5; 21/4; 5; 24/5; 28/5; 5; ; ; 21/5; 24/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 03:45:21 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 11/21; 8/15; 1/2; ; 9/20; 4/9; 9/20; 1/2; 11/21; 1/2; 1/2; 17/35; 17/35; 8/15; ; ; 1/2; 4/7
Draw; 3; 16/5; 16/5; 10/3; 16/5; 3; 33/10; 10/3; 10/3; 16/5; 16/5; 16/5; ; 16/5; 16/5; 7/2; 10/3; 16/5; 31/10; 3; 41/13; 39/11; 38/11; ; ; 3; 10/3
Mladost Podgorica; 11/2; 5; 5; 5; 5; 460/100; 21/4; 5; 5; 5; 5; 5; ; 19/4; 5; 21/4; 11/2; 5; 21/4; 5; 19/4; 28/5; 5; ; ; 9/2; 24/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 04:15:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 11/21; 8/15; 1/2; ; 9/20; 4/9; 9/20; 1/2; 11/21; 1/2; 1/2; 10/21; 17/35; 8/15; ; ; 1/2; 4/7
Draw; 3; 16/5; 10/3; 10/3; 10/3; 3; 33/10; 10/3; 10/3; 16/5; 16/5; 16/5; ; 16/5; 16/5; 7/2; 10/3; 16/5; 31/10; 3; 16/5; 39/11; 38/11; ; ; 3; 10/3
Mladost Podgorica; 11/2; 5; 5; 5; 5; 460/100; 21/4; 5; 5; 5; 5; 5; ; 19/4; 5; 21/4; 11/2; 5; 21/4; 5; 63/13; 28/5; 5; ; ; 9/2; 5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 05:45:26 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 11/20; 1/2; 4/9; 1/2; 4/9; 1/2; 11/21; 8/15; 1/2; ; 12/25; 1/2; 1/2; 1/2; 11/21; 1/2; 1/2; 17/35; 17/35; 8/15; ; ; 1/2; 4/7
Draw; 3; 3; 16/5; 16/5; 16/5; 14/5; 16/5; 10/3; 10/3; 16/5; 16/5; 16/5; ; 3; 3; 16/5; 10/3; 16/5; 31/10; 3; 31/10; 39/11; 38/11; ; ; 3; 10/3
Mladost Podgorica; 11/2; 5; 5; 9/2; 5; 17/4; 5; 5; 5; 5; 19/4; 5; ; 19/4; 5; 5; 5; 5; 21/4; 5; 24/5; 28/5; 5; ; ; 9/2; 5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 06:24:02 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; 1/2; 1/2; 8/15; 1/2; 4/9; 8/15; 4/9; 8/15; 11/21; 11/20; 1/2; ; 1/2; 8/15; 1/2; 1/2; 11/21; 1/2; 1/2; 17/35; ; 8/15; ; ; 1/2; 8/15
Draw; 3; 3; 16/5; 16/5; 16/5; 14/5; 16/5; 10/3; 3; 16/5; 16/5; 16/5; ; 3; 29/10; 16/5; 10/3; 16/5; 31/10; 3; 31/10; ; 38/11; ; ; 3; 10/3
