META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-20 20:15:13 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; ; ; ; 1/2; 1/2; ; ; ; ; 1/2; ; 11/20; 8/15; ; 6/11; 10/21; ; ; 6/11; 17/35; ; ; ; ; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-21 08:15:23 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 6/11; 10/21; 8/15; ; 11/21; 17/35; 6/11; ; ; ; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 33/10; 3; 10/3; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 3; 10/3; 3; ; 18/5; 33/10; 3; ; ; ; ; 
Celtic; 21/4; ; 5; 5; 6; 5; 19/4; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 11/2; 5; 11/2; ; 59/10; 23/5; 11/2; ; ; ; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-21 12:15:28 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 4/9; 8/15; 9/20; 1/2; 8/15; 1/2; 1/2; ; 12/25; ; 11/20; 8/15; ; 6/11; 10/21; 8/15; ; 11/21; 17/35; 6/11; ; ; ; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 17/5; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 3; 10/3; 3; ; 18/5; 33/10; 3; ; ; ; ; 
Celtic; 21/4; ; 11/2; 9/2; 6; 5; 21/4; 9/2; 5; 11/2; 24/5; ; 11/2; ; 19/4; 11/2; ; 11/2; 5; 11/2; ; 59/10; 23/5; 11/2; ; ; ; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-21 16:15:28 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 4/9; 8/15; 9/20; 1/2; 8/15; 1/2; 1/2; ; 12/25; ; 11/20; 8/15; ; 6/11; 10/21; 8/15; ; 11/21; 17/35; 6/11; ; ; 4/11; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 17/5; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 3; 10/3; 3; ; 18/5; 33/10; 3; ; ; 12/5; ; 
Celtic; 21/4; ; 11/2; 9/2; 6; 5; 21/4; 9/2; 5; 11/2; 24/5; ; 11/2; ; 19/4; 11/2; ; 11/2; 5; 11/2; ; 59/10; 23/5; 11/2; ; ; 2/11; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-21 20:15:26 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 4/9; 8/15; 9/20; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; ; ; 6/11; 10/21; 8/15; ; 11/21; 17/35; 6/11; ; ; 4/11; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 17/5; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; ; ; 3; 10/3; 3; ; 18/5; 33/10; 3; ; ; 27/10; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 21/4; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; ; ; 11/2; 5; 11/2; ; 59/10; 23/5; 11/2; ; ; 2/11; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-22 00:15:25 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 4/9; 8/15; 9/20; 1/2; 8/15; 1/2; 1/2; ; 12/25; ; 11/20; ; ; 1/2; 10/21; 1/2; ; 11/21; 17/35; 1/2; ; ; 2/5; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 17/5; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; ; ; 33/10; 10/3; 3; ; 18/5; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 21/4; 9/2; 5; 5; 24/5; ; 11/2; ; 19/4; ; ; 28/5; 5; 28/5; ; 59/10; 23/5; 28/5; ; ; 10/3; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-22 04:15:27 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 4/9; 8/15; 9/20; 1/2; 8/15; 1/2; 1/2; ; 12/25; ; 11/20; ; ; 1/2; 10/21; 1/2; ; 11/21; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 17/5; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; ; ; 33/10; 10/3; 3; ; 18/5; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 21/4; 9/2; 5; 5; 24/5; ; 11/2; ; 19/4; ; ; 28/5; 5; 28/5; ; 59/10; 23/5; 28/5; ; ; 10/3; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-22 08:15:25 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 4/9; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 12/25; ; 11/20; ; ; 1/2; 10/21; 1/2; ; 11/21; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; ; ; 33/10; 10/3; 3; ; 18/5; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 5; 9/2; 5; 5; 24/5; ; 11/2; ; 19/4; ; ; 28/5; 5; 28/5; ; 59/10; 23/5; 28/5; ; ; 10/3; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-22 12:15:31 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 4/9; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; ; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 1/2; ; 
Draw; 16/5; ; 10/3; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; ; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 5; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; ; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-22 16:15:30 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 1/2; ; 
Draw; 16/5; ; 10/3; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 5; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-22 20:15:26 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 1/2; ; 
Draw; 16/5; ; 10/3; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 5; 5; 6; 5; 19/4; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-23 00:15:26 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; ; 1/2; ; ; 1/2; ; 
Draw; 16/5; ; 10/3; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; ; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 5; 5; 6; 5; 19/4; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; ; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-23 04:15:25 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 5; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-23 08:15:27 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 5; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-23 12:15:26 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 5; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-23 16:15:26 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 11/2; 5; 6; 5; 5; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-23 20:15:30 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; ; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 33/10; 3; 7/2; 10/3; 3; ; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 21/4; ; 5; 5; 6; 5; 19/4; 9/2; 5; 5; 24/5; ; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-24 00:15:27 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 1/2; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 16/5; 16/5; 10/3; 10/3; 33/10; 3; 7/2; 10/3; 3; 3; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 62/17; 33/10; 33/10; ; ; 3; ; 
Celtic; 11/2; ; 5; 5; 6; 5; 19/4; 9/2; 5; 5; 24/5; 4; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-24 04:15:28 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 16/5; 16/5; 10/3; 10/3; 33/10; 3; 7/2; 10/3; 3; 3; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 3; ; 
Celtic; 11/2; ; 5; 5; 6; 5; 19/4; 9/2; 5; 5; 24/5; 4; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-24 08:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 1/2; ; 11/20; 8/15; ; 1/2; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 16/5; 16/5; 10/3; 10/3; 33/10; 3; 7/2; 10/3; 3; 3; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 3; ; 
Celtic; 11/2; ; 5; 5; 6; 5; 19/4; 9/2; 5; 5; 24/5; 4; 21/4; ; 19/4; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-24 12:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 8/15; 8/15; 9/20; 1/2; 8/15; 1/2; 1/2; 1/2; 12/25; ; 8/15; 8/15; ; 1/2; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 10/3; 16/5; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 16/5; 3; 10/3; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 3; ; 
Celtic; 11/2; ; 11/2; 5; 6; 11/2; 21/4; 9/2; 5; 5; 5; 4; 11/2; ; 5; 11/2; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-24 16:15:28 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 1/2; 1/2; 8/15; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; ; ; 1/2; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 17/5; 16/5; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 3; 7/2; ; 10/3; ; ; 33/10; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 10/3; ; 
Celtic; 11/2; ; 11/2; 5; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 4; 11/2; ; 5; ; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-24 20:15:28 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 40/85; 4/9; 8/15; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 1/2; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; ; 17/5; 10/3; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 33/10; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 10/3; ; 
Celtic; 11/2; ; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-25 00:15:30 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 4/9; 40/85; 4/9; 8/15; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; 18/5; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 10/3; ; 
Celtic; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-25 04:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 4/9; 40/85; 4/9; 8/15; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; 18/5; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 10/3; ; 
Celtic; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-25 08:15:30 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 8/15; 1/2; 9/20; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 1/2; ; 17/35; 17/35; 1/2; ; ; 4/9; ; 
Draw; 16/5; 18/5; 17/5; 10/3; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 3; ; 15/4; 33/10; 33/10; ; ; 7/2; ; 
Celtic; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 21/4; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-25 12:15:30 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 8/15; 1/2; 9/20; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 17/35; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 18/5; 17/5; 10/3; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 21/4; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-25 16:15:34 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 8/15; 1/2; 9/20; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 17/35; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 18/5; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 21/4; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-25 20:15:30 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 8/15; 1/2; 9/20; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 17/35; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 18/5; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 11/2; 11/2; 11/2; 6; 11/2; 21/4; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-26 00:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 40/85; 4/9; 8/15; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 17/35; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-26 04:15:28 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 40/85; 4/9; 8/15; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 17/35; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
