META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-20 20:15:13 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; ; ; ; 1/2; 1/2; ; ; ; ; 1/2; ; 11/20; 8/15; ; 6/11; 10/21; ; ; 6/11; 17/35; ; ; ; ; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 11/2; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 11/2; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 06:27:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; ; 10/21; 1/2; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 10/3; 10/3; 10/3; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 38/11; 17/5; 10/3; ; 62/17; 33/10; 38/11; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 11/2; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 11/2; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 07:45:48 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; ; 10/21; 1/2; 4/9; ; 18/35; 8/15; 10/21; ; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 38/11; 17/5; 10/3; ; 62/17; 13/4; 38/11; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 5; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 11/2; 28/5; ; 6; 51/10; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 08:15:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; ; 10/21; 1/2; 4/9; ; 18/35; 8/15; 10/21; ; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 38/11; 17/5; 10/3; ; 62/17; 13/4; 38/11; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 5; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 11/2; 28/5; ; 6; 51/10; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 09:45:50 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; ; 10/21; 1/2; 4/9; ; 18/35; 8/15; 10/21; ; ; 1/2; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 38/11; 17/5; 10/3; ; 62/17; 13/4; 38/11; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 5; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 11/2; 28/5; ; 6; 51/10; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 11:45:48 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 11/20; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; ; 8/15; 1/2; 8/15; ; 6/11; 6/11; 8/15; ; ; 1/2; ; 
Draw; 10/3; 10/3; 17/5; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 17/5; 17/5; 10/3; ; 7/2; 13/4; 17/5; ; ; 3; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 5; 6; 5; 21/4; 11/2; 5; 11/2; ; 23/4; 11/2; 28/5; ; 11/2; 19/4; 23/4; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 12:15:34 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 11/20; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; ; 8/15; 1/2; 8/15; ; 6/11; 8/15; 8/15; ; ; 1/2; ; 
Draw; 10/3; 10/3; 17/5; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 17/5; 17/5; 10/3; ; 7/2; 13/4; 17/5; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 5; 6; 5; 21/4; 11/2; 5; 11/2; ; 23/4; 11/2; 28/5; ; 11/2; 49/10; 23/4; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 12:43:56 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 11/20; 8/15; 8/15; 8/15; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 8/15; ; 8/15; 1/2; 8/15; ; 6/11; 8/15; 8/15; ; ; 8/15; ; 
Draw; 10/3; 10/3; 17/5; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 3; 10/3; 29/10; 10/3; 10/3; ; 17/5; 17/5; 10/3; ; 7/2; 13/4; 17/5; ; ; 3; ; 
Celtic; 6; 19/4; 11/2; 5; 11/2; 11/2; 19/4; 6; 5; 5; 6; 6; 21/4; 11/2; 5; 11/2; ; 23/4; 11/2; 28/5; ; 11/2; 49/10; 23/4; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 13:45:50 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 11/20; 8/15; 8/15; 8/15; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 11/20; 11/20; 8/15; ; 8/15; 1/2; 8/15; ; 6/11; 8/15; 8/15; ; ; 8/15; ; 
Draw; 10/3; 10/3; 17/5; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 3; 7/2; 3; 10/3; 10/3; 7/2; 10/3; ; 17/5; 17/5; 10/3; ; 7/2; 13/4; 17/5; ; ; 3; ; 
Celtic; 6; 19/4; 11/2; 5; 11/2; 11/2; 19/4; 6; 5; 5; 11/2; 6; 11/2; 11/2; 5; 11/2; ; 23/4; 11/2; 28/5; ; 11/2; 49/10; 23/4; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 15:45:49 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 11/20; 8/15; 8/15; 8/15; 11/20; 9/20; 8/15; 1/2; 1/2; 8/15; 1/2; 11/20; 11/20; 8/15; ; 8/15; 1/2; 8/15; ; 8/15; 8/15; 8/15; ; ; 1/2; ; 
Draw; 10/3; 10/3; 17/5; 16/5; 7/2; 10/3; 7/2; 7/2; 10/3; 16/5; 7/2; 3; 10/3; 10/3; 7/2; 10/3; ; 17/5; 17/5; 10/3; ; 38/11; 17/5; 17/5; ; ; 3; ; 
Celtic; 6; 19/4; 11/2; 9/2; 11/2; 11/2; 21/4; 11/2; 5; 5; 11/2; 6; 11/2; 6; 5; 11/2; ; 23/4; 11/2; 28/5; ; 29/5; 5; 23/4; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 16:15:37 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 11/20; 8/15; 8/15; 8/15; 11/20; 9/20; 8/15; 1/2; 1/2; 8/15; 1/2; 11/20; 11/20; 8/15; ; 8/15; 1/2; 8/15; ; 8/15; 8/15; 8/15; ; ; 8/15; ; 
Draw; 10/3; 10/3; 17/5; 16/5; 7/2; 10/3; 7/2; 7/2; 10/3; 16/5; 7/2; 3; 10/3; 10/3; 7/2; 10/3; ; 17/5; 17/5; 10/3; ; 38/11; 17/5; 17/5; ; ; 3; ; 
Celtic; 6; 19/4; 11/2; 9/2; 11/2; 11/2; 21/4; 11/2; 5; 5; 11/2; 6; 11/2; 6; 5; 11/2; ; 23/4; 11/2; 28/5; ; 29/5; 5; 23/4; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 17:45:49 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 9/20; 8/15; 8/15; 1/2; 8/15; 1/2; 1/2; 11/20; 8/15; ; 8/15; 1/2; 8/15; ; 18/35; 18/35; 8/15; ; ; 1/2; ; 
Draw; 10/3; 10/3; 17/5; 10/3; 7/2; 10/3; 18/5; 7/2; 10/3; 10/3; 10/3; 3; 7/2; 7/2; 7/2; 10/3; ; 17/5; 17/5; 10/3; ; 18/5; 38/11; 17/5; ; ; 10/3; ; 
Celtic; 6; 19/4; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 6; 6; 11/2; 6; 5; 11/2; ; 23/4; 11/2; 28/5; ; 61/10; 27/5; 23/4; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 18:30:43 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 9/20; 9/20; 1/2; 8/15; 1/2; 1/2; 12/25; 1/2; 1/2; 1/2; ; 7/15; 1/2; 4/9; ; 18/35; 17/35; 7/15; ; ; 4/9; ; 
Draw; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 15/4; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 15/4; 7/2; ; 39/11; 17/5; 7/2; ; 18/5; 18/5; 39/11; ; ; 10/3; ; 
Celtic; 13/2; 5; 6; 11/2; 13/2; 11/2; 13/2; 11/2; 11/2; 11/2; 13/2; 6; 6; 6; 11/2; 6; ; 7; 11/2; 7; ; 61/10; 11/2; 7; ; ; 31/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 19:45:53 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 1/2; 4/9; 9/20; 9/20; 4/9; 1/2; 4/9; 1/2; 4/9; 1/2; 1/2; 4/9; ; 10/21; 5/11; 4/9; ; 10/21; 6/13; 10/21; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 7/2; 7/2; 37/10; 19/5; 7/2; 7/2; 10/3; 15/4; 10/3; 7/2; 7/2; 15/4; 7/2; ; 62/17; 7/2; 7/2; ; 15/4; 62/17; 62/17; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 13/2; 13/2; 13/2; 13/2; 11/2; 6; 6; 7; 6; 13/2; 6; 11/2; 13/2; ; 13/2; 25/4; 13/2; ; 33/5; 61/10; 13/2; ; ; 33/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 20:15:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 1/2; 4/9; 9/20; 1/2; 4/9; 1/2; 4/9; 1/2; 4/9; 4/9; 1/2; 4/9; ; 10/21; 5/11; 4/9; ; 10/21; 6/13; 10/21; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 7/2; 7/2; 37/10; 19/5; 16/5; 7/2; 10/3; 15/4; 10/3; 7/2; 18/5; 15/4; 7/2; ; 62/17; 7/2; 7/2; ; 15/4; 62/17; 62/17; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 13/2; 13/2; 13/2; 13/2; 11/2; 6; 6; 7; 6; 13/2; 7; 11/2; 13/2; ; 13/2; 25/4; 13/2; ; 33/5; 61/10; 13/2; ; ; 33/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 21:46:02 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 1/2; 4/9; 9/20; 1/2; 4/9; 1/2; 4/9; 1/2; 4/9; 4/9; 1/2; 4/9; ; 10/21; 5/11; ; ; 10/21; 6/13; 10/21; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 7/2; 7/2; 37/10; 19/5; 16/5; 7/2; 10/3; 15/4; 10/3; 7/2; 18/5; 15/4; 7/2; ; 62/17; 7/2; ; ; 15/4; 62/17; 62/17; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 13/2; 13/2; 13/2; 13/2; 6; 6; 6; 13/2; 6; 13/2; 7; 11/2; 13/2; ; 13/2; 25/4; ; ; 33/5; 61/10; 13/2; ; ; 34/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 23:45:47 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 1/2; 4/9; 4/9; 4/9; 1/2; 4/9; 4/9; 1/2; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 37/10; 15/4; 19/5; 37/10; 19/5; 16/5; 7/2; 7/2; 15/4; 18/5; 7/2; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 6; 6; 7; 13/2; 13/2; 6; 6; 13/2; 7; 11/2; 13/2; 7; 11/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 7; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 00:15:35 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 1/2; 4/9; 4/9; 4/9; 1/2; 4/9; 4/9; 1/2; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 15/4; 19/5; 37/10; 19/5; 16/5; 7/2; 7/2; 15/4; 18/5; 7/2; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 6; 6; 13/2; 7; 11/2; 13/2; 7; 11/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 36/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 00:52:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 1/2; 21/50; 4/9; 1/2; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 15/4; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 15/4; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 7; 11/2; 13/2; 7; 11/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 36/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 01:45:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 1/2; 21/50; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 15/4; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 7; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 37/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 03:45:42 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 1/2; 4/9; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 7/2; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 37/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 04:15:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 37/10; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 15/4; 7/2; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 7; 13/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 37/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 05:45:39 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 1/2; 4/9; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 7/2; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 7; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 06:30:22 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 1/2; 4/9; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 7/2; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 7; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 07:45:35 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 1/2; 21/50; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 37/10; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 15/4; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 34/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 08:15:37 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 1/2; 4/9; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 7/2; 37/10; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 7/2; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 7; 6; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 7; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 34/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 09:45:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 1/2; 21/50; 4/9; 4/9; 4/9; ; 5/11; 5/11; 4/9; ; 10/21; 6/13; 5/11; ; ; 4/9; ; 
Draw; 15/4; 18/5; 37/10; 7/2; 19/5; 37/10; 19/5; 7/2; 7/2; 7/2; 15/4; 18/5; 15/4; 18/5; 15/4; 7/2; ; 15/4; 7/2; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 15/2; 11/2; 13/2; 6; 7; 13/2; 13/2; 13/2; 6; 13/2; 7; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 25/4; 7; ; 33/5; 61/10; 7; ; ; 33/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 11:45:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 40/85; 4/9; 4/9; 4/9; 9/20; 1/2; 4/9; 10/21; 4/9; 1/2; 9/20; 4/9; 4/9; 5/11; ; 10/21; 7/15; 4/9; ; 17/35; ; 10/21; ; ; 4/9; ; 
Draw; 15/4; 10/3; 18/5; 15/4; 19/5; 37/10; 19/5; 3; 7/2; 7/2; 15/4; 18/5; 15/4; 18/5; 15/4; 18/5; ; 15/4; 18/5; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 15/2; 5; 6; 6; 7; 13/2; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 7; 13/2; 13/2; ; 25/4; 13/2; 31/5; ; 61/10; ; 25/4; ; ; 33/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 12:15:37 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 4/9; 9/20; 1/2; 4/9; 10/21; 4/9; 1/2; 9/20; 4/9; 4/9; 5/11; ; 10/21; 7/15; 4/9; ; 17/35; 10/21; 10/21; ; ; 4/9; ; 
Draw; 15/4; 7/2; 18/5; 15/4; 19/5; 37/10; 19/5; 3; 7/2; 7/2; 15/4; 18/5; 7/2; 18/5; 15/4; 18/5; ; 15/4; 18/5; 7/2; ; 15/4; 62/17; 15/4; ; ; 7/2; ; 
Celtic; 15/2; 11/2; 6; 13/2; 7; 13/2; 6; 13/2; 6; 13/2; 13/2; 11/2; 13/2; 7; 13/2; 13/2; ; 25/4; 13/2; 31/5; ; 61/10; 11/2; 25/4; ; ; 33/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 12:52:28 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 4/9; 1/2; 1/2; 4/9; 4/9; 9/20; 1/2; 4/9; 10/21; 1/2; 1/2; 12/25; 4/9; 4/9; 5/11; ; 10/21; 7/15; 4/9; ; 1/2; 1/2; 10/21; ; ; 4/9; ; 
Draw; 7/2; 7/2; 18/5; 7/2; 19/5; 18/5; 19/5; 3; 7/2; 7/2; 7/2; 18/5; 7/2; 18/5; 15/4; 18/5; ; 15/4; 18/5; 7/2; ; 37/10; 7/2; 15/4; ; ; 10/3; ; 
Celtic; 13/2; 11/2; 6; 6; 7; 13/2; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 7; 13/2; 13/2; ; 25/4; 13/2; 31/5; ; 6; 28/5; 25/4; ; ; 32/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 13:45:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 4/9; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 4/9; 10/21; 1/2; 1/2; 12/25; 1/2; 1/2; 5/11; ; 17/35; 7/15; 4/9; ; 1/2; 1/2; 17/35; ; ; 4/9; ; 
Draw; 7/2; 7/2; 18/5; 7/2; 7/2; 18/5; 18/5; 3; 7/2; 7/2; 7/2; 18/5; 7/2; 7/2; 7/2; 18/5; ; 62/17; 18/5; 7/2; ; 37/10; 7/2; 62/17; ; ; 10/3; ; 
Celtic; 13/2; 11/2; 6; 6; 13/2; 13/2; 6; 13/2; 6; 13/2; 13/2; 11/2; 6; 13/2; 6; 13/2; ; 25/4; 13/2; 31/5; ; 6; 28/5; 25/4; ; ; 32/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-11-01 15:45:42 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 1/2; 8/15; 8/15; 1/2; 12/25; 8/15; 8/15; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; ; 17/35; 7/15; 4/9; ; 8/15; 1/2; 17/35; ; ; 1/2; ; 
