META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-20 20:15:35 GMT+3; 2016-07-26 19:45; e70300-dr003
Draw; ; 12/5; 5/2; 5/2; 5/2; ; 5/2; ; 5/2; 27/11; ; ; ; 49/20; ; ; 5/2; 27/11; 5/2; 12/5; 9/4; 11/4; ; ; ; ; 
Crvena Zvezda; ; 9/2; 9/2; 4; 9/2; ; 9/2; ; 17/4; 9/2; ; ; ; 17/4; ; ; 9/2; 9/2; 4; 9/2; 21/5; 49/10; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-22 20:15:11 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; ; 4/6; 4/6; 8/11; 4/6; ; ; ; 4/6; 7/10; ; ; ; 4/6; ; ; 4/6; 7/10; 7/10; 4/6; 8/13; 7/10; ; ; ; ; 
Draw; ; 12/5; 5/2; 5/2; 5/2; ; ; ; 5/2; 27/11; ; ; ; 49/20; ; ; 5/2; 27/11; 5/2; 12/5; 23/10; 11/4; ; ; ; ; 
Crvena Zvezda; ; 9/2; 9/2; 4; 9/2; ; ; ; 17/4; 9/2; ; ; ; 17/4; ; ; 9/2; 9/2; 4; 9/2; 54/13; 49/10; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-23 00:15:06 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; ; 4/6; 4/6; 8/11; 4/6; ; ; ; 4/6; 7/10; ; ; ; 4/6; ; ; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; ; ; ; ; 
Draw; ; 12/5; 5/2; 5/2; 5/2; ; ; ; 5/2; 27/11; ; ; ; 49/20; ; ; 5/2; 27/11; 5/2; 12/5; 23/10; 25/9; ; ; ; ; 
Crvena Zvezda; ; 9/2; 9/2; 4; 9/2; ; ; ; 17/4; 9/2; ; ; ; 17/4; ; ; 9/2; 9/2; 4; 9/2; 54/13; 26/5; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-23 04:15:10 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; ; 4/6; 4/6; 8/11; 4/6; ; ; ; 4/6; 7/10; ; ; ; 4/6; ; ; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; ; ; ; ; 
Draw; ; 12/5; 5/2; 5/2; 5/2; ; ; ; 5/2; 27/11; ; ; ; 49/20; ; ; 5/2; 27/11; 5/2; 12/5; 23/10; 25/9; ; ; ; ; 
Crvena Zvezda; ; 9/2; 9/2; 4; 9/2; ; ; ; 17/4; 9/2; ; ; ; 17/4; ; ; 9/2; 9/2; 4; 9/2; 54/13; 26/5; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-23 08:15:04 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; ; 4/6; 4/6; 8/11; 4/6; ; ; ; 4/6; 7/10; ; ; ; 4/6; ; ; 4/6; 7/10; 7/10; 4/6; 11/17; 4/6; ; ; ; ; 
Draw; ; 12/5; 5/2; 5/2; 5/2; ; ; ; 5/2; 27/11; ; ; ; 49/20; ; ; 5/2; 27/11; 5/2; 12/5; 23/10; 25/9; ; ; ; ; 
Crvena Zvezda; ; 9/2; 9/2; 4; 9/2; ; ; ; 17/4; 9/2; ; ; ; 17/4; ; ; 9/2; 9/2; 4; 9/2; 41/10; 26/5; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-23 12:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; ; 4/6; 4/6; 8/11; 4/6; ; ; ; 4/6; 7/10; ; ; ; 4/6; ; ; 4/6; 7/10; 7/10; 4/6; 11/17; 4/6; ; ; ; ; 
Draw; ; 12/5; 5/2; 5/2; 5/2; ; ; ; 5/2; 27/11; ; ; ; 49/20; ; ; 5/2; 27/11; 5/2; 12/5; 23/10; 25/9; ; ; ; ; 
Crvena Zvezda; ; 9/2; 9/2; 4; 9/2; ; ; ; 17/4; 9/2; ; ; ; 17/4; ; ; 9/2; 9/2; 4; 9/2; 41/10; 26/5; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-23 16:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/6; 4/6; 4/6; 8/11; 4/6; ; 13/20; ; 4/6; 7/10; ; ; ; 4/6; ; ; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; ; ; 4/9; ; 
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; ; 5/2; ; 5/2; 27/11; ; ; ; 49/20; ; ; 5/2; 27/11; 5/2; 12/5; 23/10; 25/9; ; ; 17/10; ; 
Crvena Zvezda; 9/2; 9/2; 9/2; 4; 9/2; ; 9/2; ; 17/4; 9/2; ; ; ; 9/2; ; ; 9/2; 9/2; 4; 9/2; 54/13; 26/5; ; ; 1/4; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-23 20:15:11 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/6; 8/13; 4/6; 7/10; 4/6; ; 4/6; 4/6; 4/6; 7/10; ; ; ; 4/6; ; 7/10; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; ; ; 4/9; ; 
Draw; 5/2; 5/2; 5/2; 12/5; 5/2; ; 5/2; 12/5; 5/2; 27/11; ; ; ; 49/20; ; 12/5; 13/5; 27/11; 5/2; 12/5; 23/10; 25/9; ; ; 21/10; ; 
Crvena Zvezda; 9/2; 9/2; 9/2; 9/2; 9/2; ; 9/2; 4; 17/4; 9/2; ; ; ; 9/2; ; 17/4; 9/2; 9/2; 4; 9/2; 54/13; 26/5; ; ; 10/11; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-24 00:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/6; 4/6; 4/6; 7/10; 4/6; ; 4/6; 4/6; 4/6; 7/10; ; 8/13; ; 4/6; ; 7/10; 4/6; 7/10; 7/10; 4/6; 11/17; 4/6; ; ; ; ; 
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; ; 5/2; 12/5; 5/2; 27/11; ; 23/10; ; 49/20; ; 12/5; 13/5; 27/11; 5/2; 12/5; 40/17; 25/9; ; ; ; ; 
Crvena Zvezda; 9/2; 9/2; 9/2; 9/2; 9/2; ; 9/2; 4; 9/2; 9/2; ; 17/4; ; 9/2; ; 17/4; 9/2; 9/2; 4; 9/2; 17/4; 26/5; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-24 04:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/6; 4/6; 4/6; 7/10; 4/6; ; 4/6; 4/6; 4/6; 7/10; ; 8/13; ; 4/6; ; 7/10; 4/6; 7/10; 7/10; 4/6; 11/17; 4/6; ; ; ; ; 
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; ; 5/2; 12/5; 5/2; 27/11; ; 23/10; ; 49/20; ; 12/5; 13/5; 27/11; 5/2; 12/5; 40/17; 25/9; ; ; ; ; 
Crvena Zvezda; 9/2; 9/2; 9/2; 9/2; 9/2; ; 9/2; 4; 9/2; 9/2; ; 17/4; ; 9/2; ; 17/4; 9/2; 9/2; 4; 9/2; 17/4; 26/5; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-24 08:15:10 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/6; 4/6; 4/6; 7/10; 4/6; ; 4/6; 4/6; 4/6; 7/10; ; 8/13; ; 4/6; ; 7/10; 4/6; 7/10; 7/10; 4/6; 11/17; 4/6; ; ; ; ; 
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; ; 5/2; 12/5; 5/2; 27/11; ; 23/10; ; 49/20; ; 12/5; 13/5; 27/11; 5/2; 12/5; 40/17; 25/9; ; ; ; ; 
Crvena Zvezda; 9/2; 9/2; 9/2; 9/2; 9/2; ; 9/2; 4; 9/2; 9/2; ; 17/4; ; 9/2; ; 17/4; 9/2; 9/2; 4; 9/2; 17/4; 26/5; ; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-24 12:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/6; 4/6; 4/6; 7/10; 4/6; ; 4/6; 4/6; 4/6; 7/10; ; 8/13; ; 4/6; ; 7/10; 4/6; 7/10; 7/10; 4/6; 11/17; 4/6; ; ; ; ; 
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; ; 5/2; 12/5; 5/2; 27/11; ; 23/10; ; 49/20; ; 12/5; 13/5; 27/11; 5/2; 12/5; 12/5; 25/9; ; ; ; ; 
Crvena Zvezda; 9/2; 9/2; 9/2; 9/2; 9/2; ; 9/2; 4; 9/2; 9/2; ; 17/4; ; 9/2; ; 17/4; 9/2; 9/2; 4; 9/2; 21/5; 26/5; ; ; 1/20; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-24 16:15:10 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 8/13; 4/6; 4/6; 4/6; 4/6; ; 13/20; 4/6; 4/6; 7/10; ; 8/13; ; 4/6; ; 4/6; 4/6; 7/10; 7/10; 4/6; 8/13; 4/6; 5/8; ; ; ; 
Draw; 13/5; 12/5; 5/2; 11/4; 5/2; ; 5/2; 12/5; 5/2; 27/11; ; 12/5; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 40/17; 25/9; 27/10; ; ; ; 
Crvena Zvezda; 5; 9/2; 9/2; 4; 9/2; ; 9/2; 4; 9/2; 9/2; ; 9/2; ; 9/2; ; 17/4; 9/2; 9/2; 4; 9/2; 74/17; 26/5; 43/10; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-24 20:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 4/5; 8/11; 4/5; 8/11; ; 4/5; 8/11; 4/5; 7/10; 4/5; 3/4; 8/13; 4/5; ; 4/5; 8/11; 7/10; 4/5; 4/6; 9/13; 13/18; 10/13; ; 5/6; ; 
Draw; 12/5; 9/4; 12/5; 23/10; 12/5; ; 12/5; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 47/20; ; 9/4; 5/2; 27/11; 12/5; 12/5; 40/17; 27/10; 28/11; ; 11/5; ; 
Crvena Zvezda; 4; 15/4; 19/5; 15/4; 19/5; ; 7/2; 7/2; 7/2; 9/2; 7/2; 15/4; 4; 7/2; ; 15/4; 4; 9/2; 18/5; 9/2; 15/4; 24/5; 38/11; ; 3; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 00:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 4/5; 20/23; 4/5; ; 17/20; 8/11; 5/6; 11/13; 17/20; 5/6; 8/13; 5/6; ; 4/5; 5/6; 11/13; 4/5; 5/6; 5/6; 5/6; 11/13; ; ; 5/6; 
Draw; 23/10; 9/4; 12/5; 12/5; 12/5; ; 23/10; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 5/2; 13/5; 27/11; ; 9/5; 11/5; 
Crvena Zvezda; 7/2; 7/2; 7/2; 7/2; 7/2; ; 10/3; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 7/2; 15/4; 18/5; 7/2; 17/5; 75/19; 41/13; ; ; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 01:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 5/6; 20/23; 5/6; ; 5/6; 8/11; 5/6; 11/13; 17/20; 5/6; 8/13; 5/6; ; 4/5; 5/6; 11/13; 4/5; 5/6; ; 9/10; 11/13; ; 5/6; 4/5; 
Draw; 23/10; 9/4; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; ; 13/5; 27/11; ; 2; 11/5; 
Crvena Zvezda; 7/2; 7/2; 10/3; 7/2; 10/3; ; 17/5; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 7/2; 15/4; 18/5; 7/2; ; 7/2; 41/13; ; 10/3; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 03:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 5/6; 20/23; 5/6; ; 5/6; 8/11; 5/6; 11/13; 17/20; 5/6; 8/13; 5/6; ; 4/5; 5/6; 11/13; 4/5; 5/6; 13/15; 9/10; 11/13; ; 5/6; 4/5; 
Draw; 23/10; 11/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 13/5; 27/11; ; 2; 11/5; 
Crvena Zvezda; 7/2; 7/2; 10/3; 7/2; 10/3; ; 17/5; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 7/2; 15/4; 18/5; 7/2; 17/5; 7/2; 41/13; ; 10/3; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 04:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 5/6; 20/23; 5/6; ; 5/6; 8/11; 5/6; 11/13; 17/20; 5/6; 8/13; 5/6; ; 4/5; 5/6; 11/13; 4/5; 5/6; 13/15; 9/10; 11/13; ; ; 4/5; 
Draw; 23/10; 9/4; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 13/5; 27/11; ; ; 11/5; 
Crvena Zvezda; 7/2; 7/2; 10/3; 7/2; 10/3; ; 17/5; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 7/2; 15/4; 18/5; 7/2; 17/5; 7/2; 41/13; ; ; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 05:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 4/5; 20/23; 4/5; ; 5/6; 8/11; 5/6; 11/13; 17/20; 4/5; 8/13; 5/6; ; 4/5; 4/5; 11/13; 4/5; 5/6; 5/6; 9/10; 11/13; ; 5/6; 4/5; 
Draw; 23/10; 9/4; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 13/5; 27/11; ; 2; 11/5; 
Crvena Zvezda; 7/2; 7/2; 7/2; 7/2; 7/2; ; 17/5; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 4; 15/4; 18/5; 7/2; 38/11; 7/2; 41/13; ; 10/3; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 06:23:02 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 4/5; 20/23; 4/5; ; 5/6; 8/11; 5/6; 11/13; 17/20; 4/5; 8/13; 5/6; ; 4/5; 4/5; 11/13; 4/5; 5/6; 5/6; ; 11/13; ; ; 4/5; 
Draw; 23/10; 9/4; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; ; 27/11; ; ; 11/5; 
Crvena Zvezda; 7/2; 7/2; 7/2; 7/2; 7/2; ; 17/5; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 4; 15/4; 18/5; 7/2; 38/11; ; 41/13; ; ; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 07:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 4/5; 20/23; 4/5; ; 5/6; 8/11; 5/6; 11/13; 17/20; 4/5; 8/13; 5/6; ; 4/5; 4/5; 11/13; 4/5; 5/6; 5/6; 9/10; 11/13; ; ; 4/5; 
Draw; 23/10; 9/4; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 13/5; 27/11; ; ; 11/5; 
Crvena Zvezda; 7/2; 7/2; 7/2; 7/2; 7/2; ; 17/5; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 4; 15/4; 18/5; 7/2; 38/11; 7/2; 41/13; ; ; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 08:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 5/6; 4/5; 20/23; 4/5; ; 5/6; 8/11; 5/6; 11/13; 17/20; 4/5; 8/13; 5/6; ; 4/5; 4/5; 11/13; 4/5; 5/6; 5/6; 9/10; 11/13; ; ; 4/5; 
Draw; 23/10; 9/4; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 23/10; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 13/5; 27/11; ; ; 11/5; 
Crvena Zvezda; 7/2; 7/2; 7/2; 7/2; 7/2; ; 17/5; 7/2; 7/2; 15/4; 10/3; 7/2; 4; 10/3; ; 15/4; 4; 15/4; 18/5; 7/2; 38/11; 7/2; 41/13; ; ; 12/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 09:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 17/20; 4/5; 5/6; 20/23; 5/6; ; 4/5; 8/11; 5/6; 11/13; 5/6; 4/5; 17/20; 5/6; ; 4/5; 5/6; 11/13; 4/5; 5/6; 5/6; 9/10; 11/13; ; ; ; 
Draw; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 11/5; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 27/11; 13/5; 27/11; ; ; ; 
Crvena Zvezda; 7/2; 7/2; 10/3; 7/2; 10/3; ; 7/2; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 10/3; ; 15/4; 7/2; 15/4; 18/5; 7/2; 38/11; 7/2; 41/13; ; ; ; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 11:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 4/5; 4/5; 5/6; 4/5; ; 3/4; 8/11; 5/6; 11/13; 5/6; 4/5; 17/20; 5/6; ; 4/5; 5/6; 11/13; 4/5; 5/6; 5/6; 13/15; 7/9; ; 5/6; 4/5; 
Draw; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 11/5; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 27/11; 13/5; 5/2; ; 2; 23/10; 
Crvena Zvezda; 4; 7/2; 7/2; 15/4; 7/2; ; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 10/3; ; 15/4; 7/2; 15/4; 18/5; 7/2; 38/11; 37/10; 7/2; ; 3; 13/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 12:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 4/5; 4/5; 5/6; 4/5; ; 3/4; 8/11; 5/6; 11/13; 4/5; 4/5; 17/20; 5/6; ; 4/5; 4/5; 11/13; 4/5; 5/6; 5/6; 13/15; 4/5; ; ; 4/5; 
Draw; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 11/5; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 27/11; 13/5; 12/5; ; 21/10; 9/4; 
