META; champions-league/fk-rostov-v-anderlecht; 2016-07-19 20:15:57 GMT+3; 2016-07-26 19:45; e70300-dr003
Draw; ; 21/10; 21/10; ; 21/10; ; ; ; ; 28/13; ; ; ; ; ; ; 11/5; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-21 08:15:04 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 7/5; 7/5; ; 7/5; ; ; ; ; 7/5; ; ; ; ; ; ; 7/5; 7/5; ; 7/5; 13/10; 27/17; ; ; ; ; 
Anderlecht; ; 19/10; 2; ; 2; ; ; ; ; 21/10; ; ; ; ; ; ; 2; 21/10; ; 21/10; 37/19; 83/41; ; ; ; ; 
Draw; ; 21/10; 21/10; ; 21/10; ; ; ; ; 28/13; ; ; ; ; ; ; 11/5; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-21 12:15:08 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 7/5; 7/5; ; 7/5; ; ; ; ; 7/5; ; ; ; ; ; ; 7/5; 7/5; ; 7/5; 13/10; 27/17; ; ; ; ; 
Anderlecht; ; 19/10; 2; ; 2; ; ; ; ; 21/10; ; ; ; ; ; ; 2; 21/10; ; 21/10; 37/19; 83/41; ; ; ; ; 
Draw; ; 21/10; 21/10; ; 21/10; ; ; ; ; 28/13; ; ; ; ; ; ; 11/5; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-21 16:15:12 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 7/5; 7/5; ; 7/5; ; ; ; ; 7/5; ; ; ; ; ; ; 7/5; 7/5; ; 7/5; 13/10; 27/17; ; ; ; ; 
Anderlecht; ; 2; 2; ; 2; ; ; ; ; 21/10; ; ; ; ; ; ; 2; 21/10; ; 21/10; 37/19; 83/41; ; ; ; ; 
Draw; ; 2; 21/10; ; 21/10; ; ; ; ; 28/13; ; ; ; ; ; ; 11/5; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-21 20:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 7/5; 11/8; 13/10; 11/8; ; 13/10; ; 7/5; 13/10; ; ; ; 11/8; ; ; 11/8; 13/10; ; 13/10; 6/5; 27/17; ; ; ; ; 
Anderlecht; ; 2; 21/10; 21/10; 21/10; ; 11/5; ; 2; 9/4; ; ; ; 2; ; ; 11/5; 9/4; ; 9/4; 21/10; 83/41; ; ; ; ; 
Draw; ; 2; 21/10; 23/10; 21/10; ; 85/40; ; 85/40; 28/13; ; ; ; 21/10; ; ; 2; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-22 00:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 7/5; 11/8; 13/10; 11/8; ; 13/10; ; 7/5; 13/10; ; ; ; 11/8; ; ; 11/8; 13/10; ; 13/10; 6/5; 27/17; ; ; ; ; 
Anderlecht; ; 2; 21/10; 21/10; 21/10; ; 11/5; ; 2; 9/4; ; ; ; 2; ; ; 11/5; 9/4; ; 9/4; 21/10; 83/41; ; ; ; ; 
Draw; ; 2; 21/10; 23/10; 21/10; ; 85/40; ; 85/40; 28/13; ; ; ; 21/10; ; ; 2; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-22 04:15:19 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 7/5; 11/8; 13/10; 11/8; ; ; ; 7/5; 13/10; ; ; ; 11/8; ; ; 11/8; 13/10; ; 13/10; 6/5; 27/17; ; ; ; ; 
Anderlecht; ; 2; 21/10; 21/10; 21/10; ; ; ; 2; 9/4; ; ; ; 2; ; ; 11/5; 9/4; ; 9/4; 21/10; 83/41; ; ; ; ; 
Draw; ; 2; 21/10; 23/10; 21/10; ; ; ; 85/40; 28/13; ; ; ; 21/10; ; ; 2; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-22 08:15:18 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 13/10; 13/10; 13/10; ; ; ; 13/10; 13/10; ; ; ; 5/4; ; ; 13/10; 13/10; ; 13/10; 6/5; 27/17; ; ; ; ; 
Anderlecht; ; 21/10; 11/5; 21/10; 11/5; ; ; ; 9/4; 9/4; ; ; ; 11/5; ; ; 9/4; 9/4; ; 9/4; 21/10; 83/41; ; ; ; ; 
Draw; ; 2; 21/10; 23/10; 21/10; ; ; ; 85/40; 28/13; ; ; ; 21/10; ; ; 11/5; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-22 12:15:19 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 13/10; 13/10; 13/10; ; 13/10; ; 13/10; 13/10; ; ; 6/5; 13/10; ; ; 13/10; 13/10; ; 13/10; 6/5; 27/17; ; ; ; ; 
Anderlecht; ; 2; 21/10; 21/10; 21/10; ; 11/5; ; 9/4; 9/4; ; ; 9/5; 2; ; ; 11/5; 9/4; ; 9/4; 21/10; 83/41; ; ; ; ; 
Draw; ; 21/10; 11/5; 23/10; 11/5; ; 85/40; ; 85/40; 28/13; ; ; 11/5; 9/4; ; ; 9/4; 28/13; ; 21/10; 2; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-22 16:15:15 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 11/8; 13/10; 11/8; ; 13/10; ; 13/10; 13/10; ; ; 6/5; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 6/5; 27/17; ; ; ; ; 
Anderlecht; ; 2; 2; 21/10; 2; ; 21/10; ; 2; 9/4; ; ; 9/5; 2; ; ; 2; 9/4; 2; 9/4; 39/19; 83/41; ; ; ; ; 
Draw; ; 21/10; 11/5; 23/10; 11/5; ; 11/5; ; 9/4; 28/13; ; ; 11/5; 9/4; ; ; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-22 20:15:23 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 11/8; 13/10; 11/8; ; 13/10; ; 13/10; 13/10; ; ; 6/5; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 6/5; 27/17; ; ; ; ; 
Anderlecht; ; 2; 2; 21/10; 2; ; 21/10; ; 2; 9/4; ; ; 9/5; 2; ; ; 2; 9/4; 2; 9/4; 39/19; 83/41; ; ; ; ; 
Draw; ; 21/10; 11/5; 23/10; 11/5; ; 11/5; ; 9/4; 28/13; ; ; 11/5; 9/4; ; ; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-23 00:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 13/10; 13/10; 13/10; ; 13/10; ; 13/10; 13/10; ; ; 6/5; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 6/5; 20/13; ; ; ; ; 
Anderlecht; ; 2; 2; 21/10; 2; ; 21/10; ; 2; 9/4; ; ; 9/5; 2; ; ; 2; 9/4; 2; 9/4; 39/19; 21/10; ; ; ; ; 
Draw; ; 85/40; 9/4; 23/10; 9/4; ; 11/5; ; 9/4; 28/13; ; ; 11/5; 9/4; ; ; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-23 04:15:19 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 13/10; 13/10; 13/10; ; 13/10; ; 13/10; 13/10; ; ; 6/5; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 6/5; 20/13; ; ; ; ; 
Anderlecht; ; 2; 2; 21/10; 2; ; 21/10; ; 2; 9/4; ; ; 9/5; 2; ; ; 2; 9/4; 2; 9/4; 39/19; 21/10; ; ; ; ; 
Draw; ; 85/40; 9/4; 23/10; 9/4; ; 11/5; ; 9/4; 28/13; ; ; 11/5; 9/4; ; ; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-23 08:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 11/8; 13/10; 11/8; ; 13/10; ; 13/10; 13/10; ; ; 6/5; 13/10; ; ; 11/8; 13/10; 23/17; 13/10; 6/5; 20/13; ; ; ; ; 
Anderlecht; ; 2; 2; 21/10; 2; ; 21/10; ; 2; 9/4; ; ; 9/5; 2; ; ; 2; 9/4; 2; 9/4; 2; 21/10; ; ; ; ; 
Draw; ; 85/40; 11/5; 23/10; 11/5; ; 11/5; ; 9/4; 28/13; ; ; 11/5; 9/4; ; ; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-23 12:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; ; 11/8; 13/10; 13/10; 13/10; ; 13/10; ; 13/10; 13/10; ; ; 6/5; 13/10; ; ; 13/10; 13/10; 23/17; 13/10; 6/5; 20/13; ; ; ; ; 
Anderlecht; ; 2; 2; 21/10; 2; ; 21/10; ; 2; 9/4; ; ; 9/5; 2; ; ; 11/5; 9/4; 2; 9/4; 2; 21/10; ; ; ; ; 
Draw; ; 85/40; 9/4; 23/10; 9/4; ; 9/4; ; 9/4; 28/13; ; ; 11/5; 9/4; ; ; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-23 16:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; ; 13/10; 13/10; ; 6/5; 6/5; 5/4; ; ; 13/10; 13/10; 23/17; 13/10; 6/5; 20/13; ; ; 10/9; ; 
Anderlecht; 9/4; 21/10; 21/10; 11/5; 21/10; ; 85/40; ; 2; 9/4; ; 11/5; 9/5; 21/10; ; ; 11/5; 9/4; 2; 9/4; 39/19; 21/10; ; ; 1/4; ; 
Draw; 11/5; 21/10; 11/5; 11/5; 11/5; ; 11/5; ; 9/4; 28/13; ; 2; 11/5; 11/5; ; ; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; 7/4; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-23 20:15:23 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 6/4; 29/20; 7/5; 7/5; 7/5; ; 29/20; 11/8; 13/10; 16/11; ; 7/5; 6/5; 29/20; ; 8/5; 16/11; 16/11; 23/17; 7/5; 13/10; 20/13; ; ; 7/5; ; 
Anderlecht; 17/10; 15/8; 15/8; 21/10; 15/8; ; 19/10; 7/4; 2; 2; ; 19/10; 9/5; 9/5; ; 7/4; 15/8; 2; 2; 2; 24/13; 21/10; ; ; 7/4; ; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 85/40; 23/10; 9/4; 28/13; ; 11/5; 11/5; 9/4; ; 21/10; 9/4; 28/13; 11/5; 21/10; 39/19; 38/17; ; ; 21/10; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-24 00:15:17 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 6/4; 6/4; 6/4; 31/20; 6/4; ; 6/4; 11/8; 7/5; 17/11; ; 6/4; 6/5; 29/20; ; 8/5; 6/4; 17/11; 6/4; 6/4; 7/5; 20/13; ; ; ; ; 
Anderlecht; 17/10; 9/5; 9/5; 9/5; 9/5; ; 15/8; 7/4; 9/5; 9/5; ; 9/5; 9/5; 9/5; ; 7/4; 15/8; 9/5; 9/5; 9/5; 17/10; 21/10; ; ; ; ; 
Draw; 11/5; 21/10; 9/4; 11/5; 9/4; ; 21/10; 23/10; 23/10; 11/5; ; 11/5; 11/5; 9/4; ; 21/10; 9/4; 11/5; 11/5; 11/5; 28/13; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-24 04:15:18 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 6/4; 6/4; 6/4; 31/20; 6/4; ; 31/20; 11/8; 7/5; 17/11; ; 6/4; 6/5; 29/20; ; 8/5; 6/4; 17/11; 6/4; 6/4; 7/5; 20/13; ; ; ; ; 
Anderlecht; 17/10; 9/5; 9/5; 9/5; 9/5; ; 9/5; 7/4; 9/5; 9/5; ; 9/5; 9/5; 9/5; ; 7/4; 15/8; 9/5; 9/5; 9/5; 17/10; 21/10; ; ; ; ; 
Draw; 11/5; 21/10; 9/4; 11/5; 9/4; ; 21/10; 23/10; 23/10; 11/5; ; 11/5; 11/5; 9/4; ; 21/10; 9/4; 11/5; 11/5; 11/5; 28/13; 38/17; ; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-24 08:15:19 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 6/4; 6/4; 6/4; 31/20; 6/4; ; 31/20; 11/8; 7/5; 17/11; ; 6/4; 6/5; 29/20; ; 8/5; 6/4; 17/11; 6/4; 6/4; 7/5; 20/13; ; ; 6/4; ; 
Anderlecht; 17/10; 9/5; 9/5; 9/5; 9/5; ; 9/5; 7/4; 9/5; 9/5; ; 9/5; 9/5; 9/5; ; 7/4; 15/8; 9/5; 9/5; 9/5; 17/10; 21/10; ; ; 7/4; ; 
Draw; 11/5; 21/10; 11/5; 11/5; 11/5; ; 21/10; 23/10; 23/10; 11/5; ; 11/5; 11/5; 9/4; ; 21/10; 9/4; 11/5; 11/5; 11/5; 28/13; 38/17; ; ; 2; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-24 12:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 6/4; 6/4; 6/4; 17/10; 6/4; ; 31/20; 11/8; 7/5; 17/11; ; 6/4; 6/5; 29/20; ; 8/5; 6/4; 17/11; 6/4; 6/4; 7/5; 20/13; ; ; 7/4; ; 
Anderlecht; 17/10; 7/4; 9/5; 7/4; 9/5; ; 9/5; 7/4; 9/5; 9/5; ; 9/5; 9/5; 9/5; ; 7/4; 15/8; 9/5; 9/5; 9/5; 17/10; 21/10; ; ; 17/10; ; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 21/10; 23/10; 23/10; 11/5; ; 11/5; 11/5; 9/4; ; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 38/17; ; ; 2; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-24 16:15:21 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 29/20; 7/5; 6/4; 7/5; ; 29/20; 7/5; 7/5; 17/11; 6/4; 7/5; 6/5; 7/5; ; 7/5; 16/11; 17/11; 6/4; 6/4; 23/17; 19/12; 7/5; ; ; ; 
Anderlecht; 19/10; 15/8; 15/8; 19/10; 15/8; ; 19/10; 7/4; 2; 9/5; 19/10; 19/10; 9/5; 39/20; ; 15/8; 15/8; 9/5; 9/5; 9/5; 7/4; 47/23; 24/13; ; ; ; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 85/40; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 21/10; ; 9/4; 9/4; 11/5; 11/5; 11/5; 28/13; 38/17; 23/10; ; ; ; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-24 20:15:14 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 7/5; 7/5; 6/4; 7/5; ; 29/20; 13/10; 7/5; 23/17; 7/5; 29/20; 6/5; 7/5; ; 7/5; 7/5; 23/17; 6/4; 27/20; 13/10; 19/12; 7/5; ; 7/5; 6/5; 
Anderlecht; 19/10; 19/10; 15/8; 19/10; 15/8; ; 19/10; 15/8; 2; 2; 2; 2; 9/5; 39/20; ; 15/8; 2; 2; 9/5; 2; 19/10; 47/23; 24/13; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 85/40; 21/10; 85/40; 23/10; 21/10; 21/10; 11/5; 21/10; ; 9/4; 9/4; 23/10; 11/5; 23/10; 28/13; 38/17; 23/10; ; 11/5; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 00:15:13 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 7/5; 7/5; 6/4; 7/5; ; 29/20; 11/8; 7/5; 23/17; 7/5; 29/20; 6/5; 11/8; ; 27/20; 7/5; 23/17; 6/4; 27/20; 23/17; 19/12; 7/5; ; 7/5; 6/5; 
Anderlecht; 19/10; 19/10; 15/8; 19/10; 15/8; ; 19/10; 7/4; 2; 2; 2; 2; 9/5; 2; ; 2; 2; 2; 9/5; 2; 2; 47/23; 24/13; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 85/40; 23/10; 85/40; 23/10; 21/10; 21/10; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 38/17; 23/10; ; 21/10; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 01:45:15 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 11/8; 11/8; 6/4; 11/8; ; 7/5; 11/8; 7/5; 23/17; 11/8; 27/20; 6/5; 11/8; ; 27/20; 11/8; 23/17; 6/4; 27/20; ; 6/4; 7/5; ; 7/5; 6/5; 
Anderlecht; 19/10; 2; 2; 19/10; 2; ; 19/10; 7/4; 2; 2; 21/10; 2; 9/5; 2; ; 2; 2; 2; 9/5; 2; ; 21/10; 24/13; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 9/4; 23/10; 85/40; 23/10; 21/10; 11/5; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; ; 23/10; 23/10; ; 21/10; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 03:45:15 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 7/5; 11/8; 6/4; 11/8; ; 7/5; 11/8; 7/5; 23/17; 7/5; 7/5; 6/5; 11/8; ; 27/20; 7/5; 23/17; 7/5; 27/20; 23/17; 6/4; 7/5; ; 7/5; 6/5; 
Anderlecht; 19/10; 19/10; 2; 19/10; 2; ; 19/10; 7/4; 2; 2; 21/10; 19/10; 9/5; 2; ; 2; 2; 2; 37/19; 2; 39/19; 21/10; 24/13; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 11/5; 23/10; 85/40; 23/10; 21/10; 11/5; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 23/10; 23/10; ; 21/10; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 04:15:13 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 7/5; 11/8; 6/4; 11/8; ; 7/5; 11/8; 7/5; 23/17; 7/5; 7/5; 6/5; 11/8; ; 27/20; 11/8; 23/17; 7/5; 27/20; 23/17; 6/4; 7/5; ; ; 6/5; 
Anderlecht; 21/10; 19/10; 2; 19/10; 2; ; 19/10; 7/4; 2; 2; 21/10; 19/10; 9/5; 2; ; 2; 2; 2; 37/19; 2; 39/19; 21/10; 24/13; ; ; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 11/5; 23/10; 85/40; 23/10; 21/10; 11/5; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 23/10; 23/10; ; ; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 05:45:16 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 7/5; 11/8; 6/4; 11/8; ; 7/5; 13/10; 7/5; 23/17; 7/5; 11/8; 6/5; 11/8; ; 27/20; 11/8; 23/17; 7/5; 27/20; 23/17; 6/4; 7/5; ; 7/5; 6/5; 
Anderlecht; 21/10; 19/10; 2; 19/10; 2; ; 19/10; 15/8; 2; 2; 21/10; 2; 9/5; 2; ; 2; 2; 2; 37/19; 2; 39/19; 21/10; 24/13; ; 2; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 11/5; 21/10; 85/40; 23/10; 21/10; 21/10; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; ; 21/10; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 06:23:11 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 7/5; 11/8; 6/4; 11/8; ; 7/5; 11/8; 7/5; 23/17; 7/5; 11/8; 6/5; 11/8; ; 27/20; 11/8; 23/17; 7/5; 27/20; 23/17; ; 7/5; ; ; 6/5; 
Anderlecht; 21/10; 19/10; 2; 19/10; 2; ; 19/10; 7/4; 2; 2; 21/10; 2; 9/5; 2; ; 2; 2; 2; 37/19; 2; 39/19; ; 24/13; ; ; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 11/5; 23/10; 85/40; 23/10; 21/10; 21/10; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; ; 23/10; ; ; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 07:45:15 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 11/8; 11/8; 6/4; 11/8; ; 7/5; 13/10; 7/5; 23/17; 7/5; 11/8; 6/5; 11/8; ; 27/20; 11/8; 23/17; 7/5; 27/20; 23/17; 6/4; 7/5; ; ; 6/5; 
Anderlecht; 21/10; 2; 2; 19/10; 2; ; 19/10; 15/8; 2; 2; 21/10; 2; 9/5; 2; ; 2; 2; 2; 37/19; 2; 39/19; 21/10; 24/13; ; ; 19/10; 
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; ; 11/5; 21/10; 85/40; 23/10; 21/10; 21/10; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; ; ; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 08:15:13 GMT+3; 2016-07-26 19:30; e70300-dr003
FK Rostov; 13/10; 13/10; 11/8; 11/8; 11/8; ; 7/5; 13/10; 7/5; 23/17; 7/5; 27/20; 6/5; 27/20; ; 27/20; 11/8; 23/17; 7/5; 27/20; 23/17; 6/4; 13/10; ; ; 6/5; 
Anderlecht; 21/10; 21/10; 2; 2; 2; ; 19/10; 15/8; 2; 2; 21/10; 2; 9/5; 21/10; ; 2; 2; 2; 37/19; 2; 39/19; 21/10; 2; ; ; 19/10; 
Draw; 11/5; 21/10; 11/5; 9/4; 11/5; ; 11/5; 21/10; 85/40; 23/10; 21/10; 11/5; 11/5; 21/10; ; 11/5; 9/4; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; ; ; 15/8; 
META; champions-league/fk-rostov-v-anderlecht; 2016-07-25 09:45:15 GMT+3; 2016-07-26 19:30; e70300-dr003
