META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-24 12:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; ; 2/9; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; 1/5; 2/13; 1/5; ; ; ; ; ; ; ; ; 
Draw; ; ; 11/2; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 11/2; 5; 11/2; ; ; ; ; ; ; ; ; 
Lincoln Red Imps FC; ; ; 11; ; ; ; 16; ; ; ; ; ; ; ; ; ; 12; 41/4; 11; ; ; ; ; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-24 16:15:00 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 2/9; ; 2/9; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 2/13; 1/5; 1/5; 1/5; 2/13; ; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-25 04:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 2/9; ; 2/9; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; ; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; ; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 11; ; 11; ; 16; ; 11; 11; ; ; 11; ; ; ; 12; 10; 11; 11; 11; 10; ; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-25 08:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 2/9; ; 2/9; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; ; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; ; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 11; ; 11; ; 16; ; 11; 11; ; ; 11; ; ; ; 12; 10; 11; 11; 11; 10; ; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-25 12:15:08 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 2/11; 2/9; ; 2/9; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; ; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; ; ; ; ; ; 
Lincoln Red Imps FC; ; 14; 11; ; 11; ; 16; ; 11; 11; ; ; 11; ; ; ; 12; 10; 11; 11; 11; 10; ; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-25 16:15:07 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 1/5; ; 1/5; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; 3/13; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; 28/5; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 12; ; 12; ; 16; ; 11; 11; ; ; 11; ; ; ; 14; 10; 11; 11; 11; 10; 12; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-25 20:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 1/5; ; 1/5; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; 3/13; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; 28/5; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 12; ; 12; ; 16; ; 11; 11; ; ; 11; ; ; ; 14; 41/4; 11; 11; 11; 41/4; 12; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-26 00:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 1/5; ; 1/5; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; 3/13; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; 28/5; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 12; ; 12; ; 16; ; 11; 11; ; ; 11; ; ; ; 14; 41/4; 11; 11; 11; 41/4; 12; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-26 04:15:02 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 1/5; ; 1/5; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; 3/13; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; 28/5; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 12; ; 12; ; 16; ; 11; 11; ; ; 11; ; ; ; 14; 41/4; 11; 11; 11; 41/4; 12; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-26 08:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 1/5; ; 1/5; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; 3/13; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; ; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; 28/5; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 12; ; 12; ; 16; ; 11; 11; ; ; 11; ; ; ; 14; 41/4; 11; 11; 11; 41/4; 12; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-26 12:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 1/5; ; 1/5; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; 1/5; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; 3/13; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; 5; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; 28/5; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 12; ; 12; ; 16; ; 11; 11; ; ; 11; ; ; 12; 14; 41/4; 11; 11; 11; 41/4; 12; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-26 16:15:07 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 1/5; ; 1/5; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; 1/5; 1/5; 3/19; 1/5; 1/5; 1/5; 3/19; 3/13; ; ; ; ; 
Draw; ; 5; 11/2; ; 11/2; ; 11/2; ; 11/2; 11/2; ; ; 5; ; ; 5; 11/2; 49/10; 11/2; 11/2; 11/2; 49/10; 28/5; ; ; ; ; 
Lincoln Red Imps FC; ; 12; 12; ; 12; ; 16; ; 11; 11; ; ; 11; ; ; 12; 14; 41/4; 11; 11; 11; 41/4; 12; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-26 20:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/5; 1/5; 2/9; ; 2/9; ; 1/4; ; 1/5; 1/5; 1/4; 2/9; 1/6; ; ; 1/5; 2/9; 3/19; 1/5; 1/5; 1/5; 3/19; 5/19; ; ; ; ; 
Draw; 5; 9/2; 5; ; 5; ; 9/2; ; 5; 11/2; 4; 4; 5; ; ; 5; 5; 24/5; 11/2; 23/4; 11/2; 24/5; 26/5; ; ; ; ; 
Lincoln Red Imps FC; 10; 14; 12; ; 12; ; 16; ; 11; 11; 16; 16; 11; ; ; 12; 12; 41/4; 11; 10; 11; 41/4; 21/2; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 00:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 2/9; 1/4; 2/7; ; 2/7; ; 3/10; ; 3/10; 1/5; 3/10; 3/10; 1/6; ; ; 1/5; 1/4; 3/16; 1/5; 5/19; 1/5; 3/16; 4/13; ; ; 2/11; ; 
Draw; 9/2; 9/2; 4; ; 4; ; 17/4; ; 19/5; 5; 4; 7/2; 5; ; ; 5; 9/2; 74/17; 5; 9/2; 5; 74/17; 21/5; ; ; 14/5; ; 
Lincoln Red Imps FC; 10; 10; 10; ; 10; ; 11; ; 9; 13; 11; 9; 11; ; ; 12; 11; 37/4; 13; 19/2; 13; 37/4; 21/2; ; ; 10/3; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 04:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 4/11; 3/10; 1/3; ; 1/3; ; 1/3; ; 1/3; 5/18; 7/20; 3/10; 1/6; ; 1/3; 1/5; 1/3; 1/4; 5/18; 5/19; 1/4; 1/4; 4/13; ; ; 3/10; ; 
Draw; 7/2; 7/2; 19/5; ; 19/5; ; 4; ; 19/5; 4; 7/2; 17/5; 5; ; 4; 5; 4; 39/10; 4; 9/2; 4; 39/10; 21/5; ; ; 7/2; ; 
Lincoln Red Imps FC; 6; 10; 17/2; ; 17/2; ; 10; ; 17/2; 10; 9; 9; 11; ; 8; 12; 9; 15/2; 10; 19/2; 10; 15/2; 21/2; ; ; 37/5; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 05:45:08 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 4/11; 3/10; 1/3; ; 1/3; ; 1/3; ; 1/3; 5/18; 7/20; 3/10; 1/6; ; 1/3; 1/5; 1/3; 5/19; 5/18; 5/19; 1/4; 5/19; 4/13; ; ; ; ; 
Draw; 7/2; 7/2; 19/5; ; 19/5; ; 4; ; 19/5; 4; 7/2; 17/5; 5; ; 4; 5; 4; 19/5; 4; 9/2; 4; 19/5; 21/5; ; ; ; ; 
Lincoln Red Imps FC; 6; 10; 17/2; ; 17/2; ; 10; ; 17/2; 10; 9; 9; 11; ; 8; 12; 9; 29/4; 10; 19/2; 10; 29/4; 21/2; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 06:17:20 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 4/11; 3/10; 1/3; ; 1/3; ; 1/3; ; 1/3; 5/18; 7/20; 3/10; 1/6; ; 1/3; 1/5; 1/3; 5/19; 5/18; 5/19; 1/4; 3/11; 4/13; ; ; 3/10; ; 
Draw; 7/2; 7/2; 19/5; ; 19/5; ; 4; ; 19/5; 4; 7/2; 17/5; 5; ; 4; 5; 4; 19/5; 4; 9/2; 4; 15/4; 21/5; ; ; 7/2; ; 
Lincoln Red Imps FC; 6; 10; 17/2; ; 17/2; ; 10; ; 17/2; 10; 9; 9; 11; ; 8; 12; 9; 29/4; 10; 19/2; 10; 7; 21/2; ; ; 37/5; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 07:45:05 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 4/11; 1/3; 1/3; ; 1/3; ; 1/3; ; 1/3; 5/18; 3/10; 2/7; 1/6; ; 3/10; 1/5; 1/3; 1/4; 5/18; 5/19; 1/4; 1/4; 4/13; ; ; ; ; 
Draw; 7/2; 7/2; 19/5; ; 19/5; ; 4; ; 7/2; 4; 15/4; 7/2; 5; ; 9/2; 5; 4; 39/10; 4; 9/2; 4; 39/10; 21/5; ; ; ; ; 
Lincoln Red Imps FC; 6; 9; 17/2; ; 17/2; ; 10; ; 8; 10; 10; 10; 11; ; 17/2; 12; 17/2; 15/2; 10; 19/2; 10; 15/2; 21/2; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 08:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 2/7; 3/10; ; 3/10; ; 3/10; ; 3/10; 5/18; 3/10; 2/7; 1/6; ; 3/10; 1/5; 3/10; 3/13; 5/18; 5/18; 1/4; 3/13; 4/13; ; ; 3/10; ; 
Draw; 15/4; 15/4; 4; ; 4; ; 17/4; ; 19/5; 4; 15/4; 18/5; 5; ; 9/2; 5; 4; 77/19; 4; 9/2; 4; 77/19; 21/5; ; ; 4; ; 
Lincoln Red Imps FC; 13/2; 10; 9; ; 9; ; 11; ; 9; 10; 11; 11; 11; ; 9; 12; 10; 31/4; 10; 33/4; 10; 31/4; 21/2; ; ; 41/5; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 09:45:06 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 2/7; 1/4; 2/7; ; 2/7; 1/4; 1/4; ; 3/10; 5/18; 3/10; 2/7; 2/7; ; 2/7; 1/5; 2/7; 2/9; 5/18; 5/18; 1/4; 2/9; 4/13; ; ; 2/7; ; 
Draw; 4; 15/4; 4; ; 4; 19/5; 19/4; ; 4; 4; 4; 18/5; 18/5; ; 9/2; 5; 4; 15/4; 4; 9/2; 4; 15/4; 21/5; ; ; 4; ; 
Lincoln Red Imps FC; 15/2; 12; 10; ; 10; 11; 14; ; 11; 10; 12; 11; 10; ; 10; 12; 11; 19/2; 10; 33/4; 10; 19/2; 21/2; ; ; 9; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 11:45:08 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 2/7; 3/10; 1/3; 2/7; 1/3; 2/7; 3/10; ; 1/3; 5/18; 4/11; 1/3; 7/20; ; 1/3; 1/4; 1/3; 3/11; 5/18; 5/18; 1/4; 3/11; 4/13; ; ; ; 1/4; 
Draw; 4; 7/2; 19/5; 7/2; 19/5; 18/5; 4; ; 7/2; 4; 7/2; 7/2; 16/5; ; 7/2; 9/2; 4; 7/2; 4; 9/2; 4; 7/2; 21/5; ; ; ; 7/2; 
Lincoln Red Imps FC; 15/2; 10; 9; 17/2; 9; 17/2; 11; ; 17/2; 10; 9; 9; 8; ; 13/2; 10; 9; 15/2; 10; 33/4; 10; 15/2; 21/2; ; ; ; 28/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 12:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/4; 2/7; 3/10; 2/7; 3/10; 4/15; 3/10; ; 1/3; 5/18; 1/3; 1/3; 7/20; ; 2/7; 1/4; 3/10; 5/19; 5/18; 5/18; 1/4; 5/19; 4/13; ; ; 4/11; 1/4; 
Draw; 4; 15/4; 4; 7/2; 4; 37/10; 4; ; 7/2; 4; 15/4; 7/2; 16/5; ; 19/5; 9/2; 4; 18/5; 4; 9/2; 4; 18/5; 21/5; ; ; 7/2; 7/2; 
Lincoln Red Imps FC; 10; 10; 9; 17/2; 9; 10; 11; ; 17/2; 10; 10; 9; 8; ; 15/2; 10; 10; 8; 10; 33/4; 10; 8; 21/2; ; ; 34/5; 6; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 12:23:58 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/4; 2/7; 3/10; 2/7; 3/10; 4/15; 3/10; ; 1/3; 5/18; 1/3; 2/7; 7/20; ; 2/7; 1/4; 3/10; 5/19; 5/18; 5/18; 1/4; 5/19; 4/13; ; ; ; 1/4; 
Draw; 4; 15/4; 4; 7/2; 4; 37/10; 4; ; 7/2; 4; 15/4; 15/4; 16/5; ; 15/4; 9/2; 4; 18/5; 4; 9/2; 4; 18/5; 21/5; ; ; ; 7/2; 
Lincoln Red Imps FC; 10; 10; 9; 17/2; 9; 10; 11; ; 17/2; 10; 10; 10; 8; ; 15/2; 10; 10; 8; 10; 33/4; 10; 8; 21/2; ; ; ; 6; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 13:45:10 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/4; 2/7; 3/10; 2/7; 3/10; ; 3/10; ; 3/10; 5/18; 3/10; 2/7; 7/20; 1/4; 1/4; 30/100; 3/10; 4/17; 5/18; 5/18; 1/4; 4/17; 4/13; ; ; ; 1/4; 
Draw; 4; 7/2; 4; 7/2; 4; ; 17/4; ; 19/5; 4; 15/4; 15/4; 16/5; 7/2; 19/5; 4; 4; 37/10; 4; 9/2; 4; 37/10; 21/5; ; ; ; 7/2; 
Lincoln Red Imps FC; 10; 11; 10; 17/2; 10; ; 12; ; 10; 10; 10; 10; 8; 11; 8; 11; 10; 33/4; 10; 33/4; 10; 33/4; 21/2; ; ; ; 31/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 15:45:13 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/4; 2/7; 3/10; 1/4; 3/10; 2/9; 3/10; ; 3/10; 5/18; 3/10; 2/7; 7/20; 1/4; 1/4; 30/100; 3/10; 3/13; 5/18; 5/18; 1/4; 3/13; 4/13; ; ; 4/11; 1/4; 
Draw; 4; 7/2; 4; 7/2; 4; 7/2; 17/4; ; 19/5; 4; 15/4; 15/4; 16/5; 7/2; 19/5; 15/4; 4; 15/4; 4; 9/2; 4; 15/4; 21/5; ; ; 7/2; 7/2; 
Lincoln Red Imps FC; 10; 11; 10; 9; 10; 10; 12; ; 10; 10; 11; 10; 8; 11; 8; 10; 10; 35/4; 10; 33/4; 10; 35/4; 21/2; ; ; 9; 31/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 16:15:05 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 2/7; 3/10; 1/3; 3/10; 1/3; 5/18; 1/3; ; 3/10; 5/18; 4/11; 2/7; 7/20; 3/10; 1/3; 1/3; 3/10; 3/11; 5/18; 3/10; 1/4; 3/11; 6/19; ; ; 4/11; 2/7; 
Draw; 15/4; 7/2; 19/5; 16/5; 19/5; 33/10; 4; ; 19/5; 4; 7/2; 15/4; 16/5; 10/3; 17/5; 7/2; 4; 7/2; 4; 4; 4; 7/2; 41/10; ; ; 7/2; 10/3; 
Lincoln Red Imps FC; 17/2; 10; 9; 9; 9; 17/2; 10; ; 10; 10; 9; 10; 8; 9; 13/2; 9; 10; 15/2; 10; 35/4; 10; 15/2; 21/2; ; ; 17/2; 28/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 17:45:10 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 2/7; 1/3; 4/11; 1/3; 4/11; 2/7; 4/11; ; 1/3; 5/18; 2/5; 1/3; 7/20; 1/3; 7/20; 1/3; 4/11; 2/7; 5/18; 3/10; 1/4; 2/7; 10/29; ; ; 4/11; 1/3; 
Draw; 15/4; 10/3; 18/5; 16/5; 18/5; 16/5; 15/4; ; 7/2; 4; 10/3; 7/2; 16/5; 16/5; 10/3; 7/2; 7/2; 17/5; 4; 4; 4; 17/5; 19/5; ; ; 7/2; 3; 
Lincoln Red Imps FC; 17/2; 9; 17/2; 15/2; 17/2; 8; 19/2; ; 8; 10; 8; 17/2; 8; 8; 6; 9; 9; 7; 10; 35/4; 10; 7; 21/2; ; ; 33/5; 36/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 18:18:06 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 2/7; 1/3; 4/11; 1/3; 4/11; 2/7; 4/11; ; 1/3; 5/18; 2/5; 1/3; 7/20; 1/3; 7/20; 1/3; 4/11; 2/7; 5/18; 3/10; 1/4; 2/7; 10/29; ; ; 4/11; 1/3; 
Draw; 15/4; 10/3; 18/5; 16/5; 18/5; 16/5; 15/4; ; 7/2; 4; 10/3; 7/2; 16/5; 16/5; 10/3; 7/2; 7/2; 17/5; 4; 4; 4; 17/5; 19/5; ; ; 7/2; 3; 
Lincoln Red Imps FC; 17/2; 9; 17/2; 15/2; 17/2; 8; 19/2; ; 8; 10; 8; 8; 8; 8; 6; 9; 17/2; 7; 10; 35/4; 10; 7; 21/2; ; ; 7; 7; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 19:45:06 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 4/11; 1/3; 4/11; 3/10; 4/11; ; 1/3; 5/18; 2/5; 1/3; 2/5; 1/3; 7/20; 1/3; 4/11; 3/10; 5/18; 3/10; 1/4; 3/10; 4/11; ; ; 2/5; 1/3; 
Draw; 7/2; 16/5; 18/5; 16/5; 18/5; 3; 15/4; ; 7/2; 4; 10/3; 7/2; 3; 16/5; 10/3; 7/2; 7/2; 38/11; 4; 4; 4; 38/11; 62/17; ; ; 7/2; 3; 
Lincoln Red Imps FC; 7; 9; 8; 15/2; 8; 8; 19/2; ; 8; 10; 8; 8; 7; 8; 6; 9; 17/2; 29/4; 10; 35/4; 10; 29/4; 10; ; ; 11/2; 36/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 20:15:07 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 4/11; 1/3; 4/11; 3/10; 4/11; ; 2/5; 5/18; 2/5; 1/3; 2/5; 1/3; 7/20; 1/3; 4/11; 3/10; 5/18; 3/10; 1/4; 3/10; 4/11; ; ; 4/11; 1/3; 
Draw; 7/2; 16/5; 18/5; 16/5; 18/5; 3; 15/4; ; 7/2; 4; 10/3; 7/2; 3; 16/5; 10/3; 7/2; 7/2; 38/11; 4; 4; 4; 38/11; 62/17; ; ; 7/2; 3; 
Lincoln Red Imps FC; 7; 9; 8; 15/2; 8; 8; 19/2; ; 15/2; 10; 8; 8; 7; 8; 6; 9; 17/2; 29/4; 10; 35/4; 10; 29/4; 10; ; ; 17/2; 36/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 21:45:04 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 4/11; 1/3; 4/11; 2/7; 4/11; ; 1/3; 5/18; 4/11; 1/3; 2/5; 3/10; 7/20; 1/3; 4/11; 3/11; 5/18; 3/10; 1/4; 3/11; 4/11; ; ; 4/11; 3/10; 
Draw; 7/2; 10/3; 18/5; 16/5; 18/5; 16/5; 15/4; ; 7/2; 4; 7/2; 7/2; 3; 10/3; 10/3; 7/2; 7/2; 62/17; 4; 4; 4; 62/17; 62/17; ; ; 7/2; 7/2; 
Lincoln Red Imps FC; 7; 9; 17/2; 7; 17/2; 8; 19/2; ; 8; 10; 9; 17/2; 7; 17/2; 6; 9; 17/2; 8; 10; 35/4; 10; 8; 10; ; ; 39/5; 27/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-27 23:45:09 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 1/3; 1/3; 1/3; 2/7; 4/11; ; 1/3; 5/18; 7/20; 1/3; 2/5; 3/10; 1/3; 1/3; 1/3; 3/11; 5/18; 3/10; 1/4; 3/11; 10/29; ; ; ; 3/10; 
Draw; 7/2; 7/2; 19/5; 16/5; 19/5; 33/10; 15/4; ; 7/2; 4; 15/4; 7/2; 3; 10/3; 18/5; 7/2; 4; 37/10; 4; 4; 4; 37/10; 39/10; ; ; ; 7/2; 
Lincoln Red Imps FC; 7; 9; 17/2; 15/2; 17/2; 8; 19/2; ; 17/2; 10; 9; 17/2; 7; 9; 6; 9; 17/2; 33/4; 10; 35/4; 10; 33/4; 10; ; ; 38/5; 27/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 00:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 2/7; 3/10; 2/7; 3/10; 2/9; 2/7; ; 3/10; 5/18; 2/7; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 2/9; 5/18; 3/10; 1/4; 2/9; 1/3; ; ; 1/3; 1/4; 
