META; champions-league/napoli-v-real-madrid; 2017-02-16 00:15:20 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; ; ; ; ; ; ; 13/10; ; ; 5/4; ; ; ; ; ; 11/8; 5/4; 15/13; ; 5/4; ; ; ; ; ; 10/9; ; 
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; 27/20; 6/4; 7/5; 11/8; 23/17; 13/10; ; 23/17; 11/8; 24/17; ; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 7/4; 17/10; 9/5; 7/4; 19/10; 15/8; 9/5; 9/5; 19/10; ; 9/5; 199/100; 19/11; ; 9/5; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 12/5; 5/2; 11/4; 28/11; 5/2; ; 28/11; 57/20; 27/10; ; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-18 16:15:23 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; 27/20; 6/4; 7/5; 11/8; 23/17; 13/10; ; 23/17; 11/8; 24/17; ; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 7/4; 17/10; 9/5; 7/4; 19/10; 15/8; 9/5; 9/5; 19/10; ; 9/5; 199/100; 19/11; ; 9/5; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 12/5; 5/2; 11/4; 28/11; 5/2; ; 28/11; 57/20; 27/10; ; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-18 20:15:32 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; 11/8; 6/4; 7/5; 11/8; 23/17; 13/10; ; 23/17; 11/8; 24/17; ; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; 17/10; 19/10; 15/8; 9/5; 9/5; 19/10; ; 9/5; 199/100; 19/11; ; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 12/5; 5/2; 11/4; 28/11; 5/2; ; 28/11; 57/20; 27/10; ; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-19 00:15:21 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; ; 6/4; 7/5; 11/8; 23/17; 13/10; ; 23/17; 11/8; 24/17; ; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 9/5; 19/10; ; 9/5; 199/100; 19/11; ; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; ; 28/11; 57/20; 27/10; ; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-19 04:15:21 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; ; 6/4; 7/5; 11/8; 23/17; 13/10; ; 23/17; 71/50; 24/17; ; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 9/5; 19/10; ; 9/5; 39/20; 19/11; ; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; ; 28/11; 14/5; 27/10; ; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-19 08:15:30 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; ; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 71/50; 24/17; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 9/5; 19/10; 9/5; 9/5; 39/20; 19/11; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-19 12:15:28 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; ; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 71/50; 24/17; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 9/5; 19/10; 9/5; 9/5; 39/20; 19/11; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-19 16:15:32 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 7/5; 13/10; 7/5; ; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 71/50; ; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 9/5; 19/10; 9/5; 9/5; 39/20; ; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; ; 28/11; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-19 20:15:25 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 7/5; 13/10; 7/5; ; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 71/50; 16/11; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 9/5; 19/10; 9/5; 9/5; 39/20; 7/4; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-20 00:15:24 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 7/5; 13/10; 7/5; ; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 71/50; 16/11; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 24/13; 39/20; 7/4; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 13/5; 5/2; 5/2; 27/11; 14/5; 27/10; 28/11; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-20 04:15:23 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 13/10; 5/4; 13/10; 7/5; 13/10; 7/5; ; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 7/5; 71/50; 16/11; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 9/5; 15/8; 15/8; 13/8; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 7/4; 39/20; 7/4; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 12/5; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-20 08:15:27 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; ; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 7/5; 71/50; 16/11; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 7/4; 39/20; 7/4; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 11/4; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 23/10; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-20 12:15:26 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 7/5; 147/100; 16/11; 7/5; 11/8; ; 7/5; ; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 7/4; ; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 14/5; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 23/10; ; 
META; champions-league/napoli-v-real-madrid; 2017-02-20 16:15:33 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 7/5; 147/100; 16/11; 7/5; 11/8; ; 7/5; 7/5; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 7/4; 9/5; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 14/5; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 23/10; 11/5; 
META; champions-league/napoli-v-real-madrid; 2017-02-20 20:15:25 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; 13/10; 7/5; 7/5; 147/100; 16/11; 7/5; 11/8; ; 7/5; 7/5; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 7/4; 9/5; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 14/5; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 13/5; 11/5; 
META; champions-league/napoli-v-real-madrid; 2017-02-21 00:15:26 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 11/8; ; 7/5; 7/5; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 9/5; 9/5; 
Draw; 11/4; 14/5; 27/10; 11/4; ; 11/4; 14/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 5/2; 14/5; 28/11; 5/2; 5/2; 28/11; 14/5; 27/10; 28/11; 5/2; ; 9/4; 11/5; 
META; champions-league/napoli-v-real-madrid; 2017-02-21 04:15:26 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 11/8; 13/10; 11/8; 13/10; ; 27/20; 7/5; 5/4; 13/10; 7/5; 13/10; 7/5; 7/5; 6/4; 7/5; 11/8; 23/17; 13/10; 7/5; 23/17; 147/100; 16/11; 7/5; 11/8; ; 7/5; 7/5; 
Napoli; 7/4; 7/4; 9/5; 7/4; ; 17/10; 17/10; 15/8; 15/8; 17/10; 17/10; 9/5; ; 19/10; 15/8; 9/5; 7/4; 19/10; 9/5; 7/4; 47/25; 7/4; 24/13; 7/4; ; 9/5; 9/5; 
