META; champions-league/salzburg-v-fk-liepaja; 2016-07-09 16:15:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-09 20:15:37 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 00:15:26 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 04:15:20 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 08:15:19 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; 1/14; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; 7/2; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; 7/2; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 12:15:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/12; 1/12; ; ; ; ; 1/12; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 9; 9; ; ; ; ; 22/5; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 22; 20; ; ; ; ; 21/5; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 16:15:32 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/16; ; 1/16; 1/16; ; ; ; 1/12; ; 1/16; ; 1/16; 1/20; ; 1/14; 1/12; 1/12; 1/12; ; ; ; ; 1/12; ; 
Salzburg; 1/14; 1/14; 1/14; 1/14; 1/14; 1/16; ; ; ; 1/12; ; 1/12; ; 1/16; 1/20; 1/10; 1/12; 1/12; 1/12; 1/12; ; ; ; ; 1/10; ; 
Draw; 8; 8; 9; 9; 9; 15/2; ; ; ; 9; ; 8; ; 15/2; 14; 15/2; 9; 9; 9; 9; ; ; ; ; 11/2; ; 
FK Liepaja; 20; 28; 22; 33; 22; 16; ; ; ; 20; ; 28; ; 22; 55; 22; 25; 20; 22; 20; ; ; ; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 07:45:22 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/12; 1/14; 1/16; ; ; ; 1/12; ; 1/12; ; 1/16; 1/20; 1/10; 1/12; 1/12; 1/12; 1/12; ; ; ; ; ; ; 
Draw; 8; 8; 9; 9; 9; 15/2; ; ; ; 9; ; 8; ; 15/2; 14; 15/2; 9; 9; 9; 9; ; ; ; ; ; ; 
FK Liepaja; 20; 28; 22; 28; 22; 16; ; ; ; 20; ; 28; ; 22; 55; 22; 25; 20; 22; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 08:15:20 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/12; 1/14; 1/12; 1/16; ; ; ; 1/12; ; 1/12; ; 1/16; 1/20; 1/10; 1/12; 1/12; 1/12; 1/12; ; ; ; ; ; ; 
Draw; 8; 8; 8; 10; 8; 15/2; ; ; ; 9; ; 8; ; 15/2; 14; 15/2; 9; 9; 9; 9; ; ; ; ; ; ; 
FK Liepaja; 20; 25; 25; 28; 25; 16; ; ; ; 20; ; 28; ; 22; 55; 22; 25; 20; 22; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 09:45:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/14; 1/14; 1/16; ; ; ; 1/12; ; 1/12; ; 1/16; 1/20; 1/10; 1/12; 1/12; 1/12; 1/12; ; ; ; ; ; ; 
Draw; 8; 8; 9; 10; 9; 15/2; ; ; ; 9; ; 8; ; 15/2; 14; 15/2; 9; 9; 9; 9; ; ; ; ; ; ; 
FK Liepaja; 20; 25; 25; 28; 25; 16; ; ; ; 20; ; 28; ; 22; 55; 22; 25; 20; 22; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 11:45:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/14; 1/14; 1/16; ; ; ; 1/12; ; 1/12; ; 1/16; 1/20; 1/10; 1/12; 1/12; 1/12; 1/12; ; ; ; ; 1/10; ; 
Draw; 8; 8; 9; 10; 9; 15/2; ; ; ; 9; ; 8; ; 15/2; 14; 15/2; 9; 9; 9; 9; ; ; ; ; 11/2; ; 
FK Liepaja; 20; 25; 25; 28; 25; 16; ; ; ; 20; ; 28; ; 22; 50; 22; 25; 20; 22; 20; ; ; ; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 12:09:00 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/14; 1/14; 1/16; ; ; ; 1/12; ; 1/12; ; 1/16; 1/20; 1/10; 1/12; 1/12; 1/12; 1/12; ; ; ; ; ; ; 
Draw; 8; 8; 9; 10; 9; 15/2; ; ; ; 9; ; 8; ; 15/2; 14; 15/2; 9; 9; 9; 9; ; ; ; ; ; ; 
FK Liepaja; 20; 25; 25; 28; 25; 16; ; ; ; 20; ; 28; ; 22; 50; 22; 25; 20; 22; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 13:45:20 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/12; 1/14; 1/16; ; ; ; 1/12; ; 1/12; ; 1/16; 1/20; 1/10; 1/12; 1/12; 1/12; 1/12; ; ; ; ; 1/12; ; 
Draw; 8; 8; 17/2; 9; 17/2; 15/2; ; ; ; 9; ; 8; ; 15/2; 14; 15/2; 9; 9; 9; 9; ; ; ; ; 9; ; 
FK Liepaja; 20; 25; 25; 28; 25; 16; ; ; ; 20; ; 28; ; 22; 45; 22; 25; 20; 22; 20; ; ; ; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 15:45:18 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/12; 1/14; 1/18; ; ; ; 1/12; ; 1/12; ; 1/12; 1/20; 1/12; 1/12; 1/12; 1/11; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 8; 17/2; 9; 17/2; 13/2; ; ; ; 9; ; 8; ; 13/2; 14; 8; 9; 9; 17/2; 9; ; ; 15/2; ; ; ; 
FK Liepaja; 20; 25; 25; 28; 25; 20; ; ; ; 20; ; 28; ; 22; 45; 28; 25; 20; 20; 20; ; ; 15; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 16:15:20 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/11; 1/14; ; ; ; ; 1/12; ; 1/12; ; 1/12; 1/14; 1/12; 1/12; 1/12; 1/11; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 17/2; 8; 9; ; ; ; ; 9; ; 8; ; 13/2; 10; 8; 9; 9; 17/2; 9; ; ; 15/2; ; ; ; 
FK Liepaja; 20; 28; 25; 28; 25; ; ; ; ; 20; ; 28; ; 22; 40; 28; 28; 20; 20; 20; ; ; 15; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 17:45:18 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/11; 1/14; 1/18; ; ; ; 1/12; ; 1/12; ; 1/12; 1/12; 1/12; 1/12; 1/12; 1/12; 1/12; ; ; 1/16; ; 1/12; ; 
Draw; 8; 8; 17/2; 17/2; 17/2; 13/2; ; ; ; 9; ; 8; ; 13/2; 9; 8; 9; 9; 9; 9; ; ; 15/2; ; 9; ; 
FK Liepaja; 20; 25; 22; 25; 22; 20; ; ; ; 20; ; 28; ; 22; 35; 28; 25; 20; 20; 20; ; ; 15; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 18:20:52 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/10; 1/14; 1/18; ; ; ; 1/12; ; 1/12; ; 1/12; 1/12; 1/12; 1/12; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 8; 17/2; 15/2; 17/2; 13/2; ; ; ; 9; ; 8; ; 13/2; 9; 8; 9; 9; 9; 9; ; ; 15/2; ; ; ; 
FK Liepaja; 20; 25; 22; 25; 22; 20; ; ; ; 20; ; 25; ; 22; 35; 28; 25; 20; 20; 20; ; ; 15; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 19:45:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/12; 1/14; ; ; ; 1/12; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/12; 1/12; 1/12; 1/12; ; ; 1/19; ; 1/12; ; 
Draw; 8; 17/2; 9; 9; 9; ; ; ; 17/2; 9; ; 17/2; ; 7; 10; 9; 9; 9; 9; 9; ; ; 79/10; ; 54/5; ; 
FK Liepaja; 20; 28; 25; 28; 25; ; ; ; 25; 20; ; 25; ; 22; 40; 33; 28; 20; 20; 20; ; ; 16; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 20:15:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/12; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/12; 1/12; 1/12; 1/12; ; ; 1/19; ; 1/12; ; 
Draw; 8; 17/2; 9; 9; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 9; 9; 9; 9; ; ; 79/10; ; 62/5; ; 
FK Liepaja; 20; 25; 22; 28; 22; ; ; ; 28; 20; ; 28; ; 22; 40; 33; 28; 20; 20; 20; ; ; 16; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 21:45:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/12; 1/12; 1/12; 1/12; ; ; 1/19; ; 1/12; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 9; 9; 9; 9; ; ; 79/10; ; 62/5; ; 
FK Liepaja; 20; 25; 25; 20; 25; ; ; ; 28; 20; ; 25; ; 22; 45; 33; 28; 20; 20; 20; ; ; 16; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-11 23:45:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; 1/12; ; 
Draw; 8; 17/2; 9; 13/2; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; 57/5; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 45; 33; 28; 20; 20; 20; ; ; 27/2; ; 29; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 00:15:18 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; ; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 45; 33; 28; 20; 20; 20; ; ; 27/2; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 00:26:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; ; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 45; 33; 28; 20; 20; 20; ; ; 27/2; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 01:45:25 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; 1/12; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; 57/5; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 45; 33; 28; 20; 20; 20; ; ; 27/2; ; 35; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 03:45:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; ; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 45; 33; 28; 20; 20; 20; ; ; 27/2; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 04:15:17 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; 1/12; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; 57/5; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 45; 33; 28; 20; 20; 20; ; ; 27/2; ; 35; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 05:45:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/16; 1/12; ; 1/16; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; ; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 40; 33; 28; 20; 20; 20; ; ; 27/2; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 06:19:27 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/16; 1/16; 1/16; ; ; ; 1/16; 1/12; ; 1/16; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 79/10; ; ; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 40; 33; 28; 20; 20; 20; ; ; 27/2; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 07:45:25 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/16; 1/12; ; 1/16; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/25; ; 1/12; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 43/5; ; 62/5; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 22; 40; 33; 28; 20; 20; 20; ; ; 18; ; 35; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 08:15:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/14; 1/12; 1/12; 1/12; ; ; 1/25; ; 1/12; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 10; 9; 10; 9; 9; 9; ; ; 43/5; ; 62/5; ; 
FK Liepaja; 20; 28; 25; 18; 25; ; ; ; 28; 20; ; 28; ; 22; 40; 33; 28; 20; 20; 20; ; ; 17; ; 35; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 09:45:19 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/16; 1/14; ; ; ; 1/12; 1/12; ; 1/14; ; 1/14; 1/14; 1/16; 1/12; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 17/2; 9; ; 17/2; ; 7; 10; 9; 9; 9; 9; 9; ; ; 39/5; ; ; ; 
FK Liepaja; 20; 25; 22; 18; 22; ; ; ; 25; 20; ; 25; ; 22; 35; 33; 28; 20; 20; 20; ; ; 71/5; ; ; ; 
