META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-24 16:15:03 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 1/2; 1/2; ; 1/2; ; 8/15; ; ; 1/2; ; ; ; ; ; ; 1/2; 4/9; 1/2; 1/2; 1/2; 4/9; ; ; ; ; ; 
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 40/17; 13/5; 11/4; 13/5; 40/17; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 22/5; ; ; 9/2; ; ; ; ; ; ; 9/2; 50/11; 9/2; 9/2; 9/2; 50/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 15:45:18 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 11/4; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 49/11; 9/2; 9/2; 9/2; 49/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 16:15:09 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 11/4; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 49/11; 9/2; 9/2; 9/2; 49/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 17:45:14 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 11/4; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 49/11; 9/2; 9/2; 9/2; 49/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 18:18:11 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 11/4; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 49/11; 9/2; 9/2; 9/2; 49/11; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 19:45:10 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 11/4; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 20:15:14 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 11/4; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 21:45:12 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 11/4; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-27 23:45:14 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 7/10; ; ; 7/11; ; ; ; ; ; ; 4/6; 5/9; 7/11; 8/13; 4/7; 5/9; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 27/11; 13/5; 11/4; 13/5; 27/11; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; ; ; ; ; 9/2; 23/5; 9/2; 9/2; 9/2; 23/5; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 00:15:10 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 13/20; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 27/11; 13/5; 11/4; 13/5; 27/11; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 5; ; ; 9/2; ; ; ; ; ; ; 9/2; 79/17; 9/2; 9/2; 9/2; 79/17; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 00:25:04 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 8/13; 4/6; ; 4/6; ; 13/20; ; ; 7/11; ; ; ; ; ; ; 4/6; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 27/11; 13/5; 11/4; 13/5; 5/2; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 9/2; ; 9/2; ; 5; ; ; 9/2; ; ; ; ; ; ; 9/2; 79/17; 9/2; 9/2; 9/2; 19/4; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 01:45:12 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 4/7; 8/13; ; 8/13; ; 8/13; ; ; 7/11; ; ; ; ; ; ; 8/13; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 5/2; 13/5; 11/4; 13/5; 5/2; ; ; ; ; ; 
FC Santa Coloma; ; 5; 5; ; 5; ; 11/2; ; ; 9/2; ; ; ; ; ; ; 5; 19/4; 9/2; 9/2; 9/2; 19/4; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 03:45:06 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 4/7; 8/13; ; 8/13; ; 8/13; ; ; 7/11; ; ; ; ; ; ; 8/13; 8/15; 7/11; 8/13; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; ; ; ; ; ; 
FC Santa Coloma; ; 5; 5; ; 5; ; 11/2; ; ; 9/2; ; ; ; ; ; ; 5; 63/13; 9/2; 19/4; 9/2; 63/13; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 04:15:11 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 6/10; 8/13; ; 8/13; ; 8/13; ; ; 7/11; ; ; ; ; ; ; 8/13; 5/9; 7/11; 8/13; 4/7; 5/9; ; ; ; ; ; 
Draw; ; 5/2; 13/5; ; 13/5; ; 27/10; ; ; 13/5; ; ; ; ; ; ; 13/5; 27/11; 13/5; 13/5; 13/5; 27/11; ; ; ; ; ; 
FC Santa Coloma; ; 5; 5; ; 5; ; 11/2; ; ; 9/2; ; ; ; ; ; ; 5; 23/5; 9/2; 19/4; 9/2; 23/5; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 05:45:09 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 6/10; 8/13; ; 8/13; ; 8/13; ; ; 7/11; ; ; ; ; ; ; 8/13; 5/9; 7/11; 11/17; 4/7; 5/9; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 27/10; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 5/2; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 5; ; 5; ; 11/2; ; ; 9/2; ; ; ; ; ; ; 5; 23/5; 9/2; 19/4; 9/2; 23/5; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 06:17:39 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 6/10; 8/13; ; 8/13; ; 8/13; ; ; 7/11; ; ; ; ; ; ; 8/13; 5/9; 7/11; 11/17; 4/7; 5/9; ; ; ; ; ; 
Draw; ; 13/5; 13/5; ; 13/5; ; 27/10; ; ; 13/5; ; ; ; ; ; ; 13/5; 12/5; 13/5; 5/2; 13/5; 12/5; ; ; ; ; ; 
FC Santa Coloma; ; 9/2; 5; ; 5; ; 11/2; ; ; 9/2; ; ; ; ; ; ; 5; 23/5; 9/2; 19/4; 9/2; 23/5; ; ; ; ; ; 
META; champions-league/fc-santa-coloma-v-alashkert; 2016-06-28 07:45:09 GMT+3; 2016-06-28 19:00; e70300-dr003
Alashkert; ; 6/10; 8/13; ; 8/13; ; 8/13; ; ; 7/11; ; ; ; ; ; ; 8/13; 4/7; 7/11; 11/17; 4/7; 4/7; ; ; ; ; ; 
