META; champions-league/fk-liepaja-v-salzburg; 2016-07-16 00:15:01 GMT+3; 2016-07-19 17:00; e70300-dr003
Draw; ; 10/3; 7/2; ; 7/2; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
FK Liepaja; ; 13/2; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-16 20:15:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 4/11; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 7/2; 18/5; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 5/2; ; 
FK Liepaja; ; 13/2; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 9/10; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-17 00:15:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/5; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; 
Draw; ; 10/3; 18/5; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 
FK Liepaja; ; 13/2; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-17 04:15:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/5; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; 
Draw; ; 10/3; 18/5; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; 
FK Liepaja; ; 13/2; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 9/2; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-17 08:15:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 4/11; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 7/2; 18/5; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 3; ; 
FK Liepaja; ; 13/2; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 9/2; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-17 12:15:09 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 4/11; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 7/2; 18/5; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 3; ; 
FK Liepaja; ; 13/2; 13/2; ; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; 9/2; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-17 16:15:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 4/11; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; 2/5; 2/5; 2/5; ; 2/5; ; ; ; 7/19; ; ; ; 
Draw; ; 7/2; 19/5; ; 19/5; ; ; ; 19/5; ; ; ; ; ; 19/5; 15/4; 7/2; ; 7/2; ; ; ; 15/4; ; ; ; 
FK Liepaja; ; 13/2; 6; ; 6; ; ; ; 11/2; ; ; ; ; ; 13/2; 23/4; 13/2; ; 13/2; ; ; ; 26/5; ; 6; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-17 20:15:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 1/3; 4/11; 4/11; 4/11; 1/3; ; ; 1/3; ; ; ; ; ; 4/11; 7/20; 4/11; ; 2/5; ; ; ; 7/19; ; 4/11; ; 
Draw; ; 15/4; 4; 4; 4; 18/5; ; ; 4; ; ; ; ; ; 4; 17/4; 4; ; 7/2; ; ; ; 4; ; ; ; 
FK Liepaja; ; 7; 13/2; 13/2; 13/2; 11/2; ; ; 13/2; ; ; ; ; ; 15/2; 6; 7; ; 13/2; ; ; ; 59/10; ; 26/5; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 00:15:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 1/3; 1/3; 3/10; 1/3; 5/19; ; ; 1/3; ; ; ; ; ; 3/10; 30/100; 1/3; ; 4/11; ; ; ; 1/3; ; ; ; 
Draw; ; 15/4; 4; 4; 4; 19/5; ; ; 4; ; ; ; ; ; 9/2; 17/4; 4; ; 18/5; ; ; ; 21/5; ; 4; ; 
FK Liepaja; ; 8; 15/2; 9; 15/2; 7; ; ; 13/2; ; ; ; ; ; 9; 8; 15/2; ; 29/4; ; ; ; 34/5; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 03:45:06 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 5/19; ; ; 3/10; ; ; ; ; ; 2/7; 30/100; 2/7; ; 1/3; ; ; ; 1/3; ; ; ; 
Draw; ; 4; 9/2; 4; 9/2; 19/5; ; ; 9/2; ; ; ; ; ; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; ; ; 
FK Liepaja; ; 17/2; 17/2; 10; 17/2; 7; ; ; 8; ; ; ; ; ; 10; 8; 9; ; 33/4; ; ; ; 34/5; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 04:15:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 5/19; ; ; 3/10; ; ; ; ; ; 2/7; 30/100; 2/7; ; 1/3; ; ; ; 1/3; ; 1/3; ; 
Draw; ; 4; 9/2; 4; 9/2; 19/5; ; ; 9/2; ; ; ; ; ; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; 21/5; ; 
FK Liepaja; ; 17/2; 17/2; 10; 17/2; 7; ; ; 8; ; ; ; ; ; 10; 8; 9; ; 33/4; ; ; ; 34/5; ; 33/5; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 05:45:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 5/19; ; ; 3/10; ; ; ; ; ; 1/4; 30/100; 2/7; ; 1/3; ; ; ; 4/13; ; ; ; 
Draw; ; 4; 9/2; 4; 9/2; 19/5; ; ; 9/2; ; ; ; ; ; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; ; ; 
FK Liepaja; ; 9; 9; 10; 9; 7; ; ; 17/2; ; ; ; ; ; 11; 8; 9; ; 33/4; ; ; ; 15/2; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 06:22:43 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 5/19; ; ; 3/10; ; ; ; ; ; 1/4; 30/100; 2/7; ; 1/3; ; ; ; 4/13; ; 1/3; ; 
Draw; ; 4; 9/2; 4; 9/2; 19/5; ; ; 9/2; ; ; ; ; ; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; 21/5; ; 
FK Liepaja; ; 9; 9; 10; 9; 7; ; ; 17/2; ; ; ; ; ; 11; 8; 9; ; 33/4; ; ; ; 15/2; ; 34/5; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 07:45:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 5/19; ; ; 3/10; ; ; ; ; ; 1/4; 30/100; 2/7; ; 1/3; ; ; ; 4/13; ; 1/3; ; 
Draw; ; 4; 9/2; 4; 9/2; 19/5; ; ; 9/2; ; ; ; ; ; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; 21/5; ; 
FK Liepaja; ; 9; 9; 10; 9; 7; ; ; 17/2; ; ; ; ; ; 11; 8; 9; ; 33/4; ; ; ; 15/2; ; 34/5; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 08:15:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 1/4; ; ; 3/10; ; ; ; ; ; 1/4; 30/100; 2/7; ; 1/3; ; ; ; 4/13; ; ; ; 
Draw; ; 4; 9/2; 4; 9/2; 4; ; ; 9/2; ; ; ; ; ; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; ; ; 
FK Liepaja; ; 9; 9; 10; 9; 15/2; ; ; 17/2; ; ; ; ; ; 11; 8; 9; ; 33/4; ; ; ; 15/2; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 09:45:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 1/4; ; ; 3/10; ; ; ; ; ; 1/4; 30/100; 2/7; ; 1/3; ; ; ; 4/13; ; 1/3; ; 
Draw; ; 4; 9/2; 4; 9/2; 4; ; ; 9/2; ; ; ; ; ; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; 4; ; 
FK Liepaja; ; 9; 9; 10; 9; 15/2; ; ; 17/2; ; ; ; ; ; 12; 8; 9; ; 33/4; ; ; ; 15/2; ; 34/5; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 11:45:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 1/4; ; ; 3/10; ; ; ; ; 1/4; 1/4; 30/100; 2/7; ; 1/3; ; ; ; 4/13; ; ; ; 
Draw; ; 4; 9/2; 4; 9/2; 4; ; ; 9/2; ; ; ; ; 17/4; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; ; ; 
FK Liepaja; ; 9; 9; 10; 9; 15/2; ; ; 17/2; ; ; ; ; 17/2; 12; 8; 9; ; 33/4; ; ; ; 15/2; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 12:26:21 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 1/4; 2/7; 2/9; ; ; 3/10; ; ; ; ; 1/4; 1/4; 30/100; 2/7; ; 1/3; ; ; ; 4/13; ; ; ; 
Draw; ; 4; 9/2; 9/2; 9/2; 4; ; ; 9/2; ; ; ; ; 17/4; 9/2; 17/4; 9/2; ; 15/4; ; ; ; 21/5; ; ; ; 
FK Liepaja; ; 9; 9; 10; 9; 15/2; ; ; 17/2; ; ; ; ; 17/2; 12; 8; 9; ; 33/4; ; ; ; 15/2; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 13:45:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 1/4; ; ; ; 1/4; 1/4; 30/100; 2/7; 1/4; 3/10; 1/4; ; ; 4/13; ; ; ; 
Draw; ; 4; 9/2; 9/2; 9/2; 4; ; ; 9/2; 19/4; ; ; ; 17/4; 9/2; 17/4; 9/2; 19/4; 4; 23/5; ; ; 21/5; ; ; ; 
FK Liepaja; ; 9; 9; 9; 9; 15/2; ; ; 17/2; 10; ; ; ; 17/2; 12; 8; 9; 10; 17/2; 10; ; ; 15/2; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 15:45:09 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 1/4; ; ; ; 1/4; 2/7; 30/100; 2/7; 1/4; 3/10; 1/4; ; ; 4/13; ; ; ; 
Draw; ; 4; 9/2; 9/2; 9/2; 4; ; ; 9/2; 19/4; ; ; ; 17/4; 24/5; 17/4; 9/2; 19/4; 4; 23/5; ; ; 21/5; ; ; ; 
FK Liepaja; ; 9; 17/2; 9; 17/2; 15/2; ; ; 17/2; 10; ; ; ; 17/2; 17/2; 8; 9; 10; 17/2; 10; ; ; 15/2; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 16:15:04 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 1/4; ; ; ; 1/4; 2/7; 30/100; 2/7; 1/4; 3/10; 1/4; ; ; 4/13; ; ; ; 
Draw; ; 4; 9/2; 9/2; 9/2; 4; ; ; 9/2; 19/4; ; ; ; 17/4; 24/5; 17/4; 9/2; 19/4; 4; 23/5; ; ; 21/5; ; ; ; 
FK Liepaja; ; 9; 17/2; 9; 17/2; 15/2; ; ; 17/2; 10; ; ; ; 17/2; 17/2; 8; 9; 10; 17/2; 10; ; ; 15/2; ; ; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 17:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 2/7
Draw; ; 4; 9/2; 9/2; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 4; 24/5; 17/4; 9/2; 9/2; 4; 9/2; ; ; 47/10; ; ; ; 23/5
FK Liepaja; ; 9; 17/2; 9; 17/2; 15/2; ; ; 17/2; 19/2; ; ; ; 9; 10; 8; 9; 19/2; 17/2; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 18:24:21 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 2/7
Draw; ; 4; 9/2; 9/2; 9/2; 4; ; ; 19/4; 9/2; ; ; ; 4; 24/5; 17/4; 9/2; 9/2; 4; 9/2; ; ; 47/10; ; ; ; 23/5
FK Liepaja; ; 9; 17/2; 9; 17/2; 15/2; ; ; 9; 19/2; ; ; ; 9; 10; 8; 9; 19/2; 17/2; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 19:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; ; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 2/7
Draw; ; 4; 9/2; 9/2; 9/2; 4; ; ; 19/4; 9/2; ; ; ; 4; 9/2; 17/4; 9/2; 9/2; 4; 9/2; ; ; 47/10; ; ; ; 23/5
FK Liepaja; ; 9; 17/2; 9; 17/2; 15/2; ; ; 9; 19/2; ; ; ; 9; 9; 8; 9; 19/2; 17/2; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 20:15:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 3/10
Draw; 9/2; 4; 9/2; 9/2; 9/2; 4; ; ; 19/4; 9/2; ; ; ; 4; 9/2; 17/4; 9/2; 9/2; 4; 9/2; ; ; 47/10; ; ; ; 23/5
FK Liepaja; 11; 9; 17/2; 9; 17/2; 15/2; ; ; 9; 19/2; ; ; ; 9; 9; 8; 9; 19/2; 17/2; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 21:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 1/4; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 3/10
Draw; 9/2; 9/2; 9/2; 9/2; 9/2; 4; ; ; 19/4; 9/2; ; ; ; 4; 9/2; 17/4; 9/2; 9/2; 4; 9/2; ; ; 47/10; ; ; ; 23/5
FK Liepaja; 11; 9; 9; 9; 9; 15/2; ; ; 9; 19/2; ; ; ; 9; 9; 8; 9; 19/2; 17/2; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-18 23:45:13 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 1/4; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 2/7; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 9/2; 4; ; ; 19/4; 9/2; ; ; ; 17/4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 79/17; ; ; ; 23/5
FK Liepaja; 11; 10; 17/2; 9; 17/2; 15/2; ; ; 9; 19/2; ; ; ; 17/2; 17/2; 8; 9; 19/2; 17/2; 19/2; ; ; 93/10; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 00:15:09 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 1/4; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 2/7; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 17/4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 79/17; ; ; ; 23/5
FK Liepaja; 11; 9; 17/2; 9; 17/2; 15/2; ; ; 17/2; 19/2; ; ; ; 17/2; 17/2; 8; 9; 19/2; 17/2; 19/2; ; ; 93/10; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 00:35:24 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 2/7; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 2/7; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 1/3
Draw; 9/2; 4; 9/2; 9/2; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 17/4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 79/17; ; ; ; 23/5
FK Liepaja; 11; 9; 17/2; 9; 17/2; 15/2; ; ; 17/2; 19/2; ; ; ; 17/2; 17/2; 8; 9; 19/2; 17/2; 19/2; ; ; 93/10; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 01:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 1/4; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 4/13; ; ; ; 1/3
Draw; 9/2; 9/2; 9/2; 4; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 17/4; 9/2; 17/4; 9/2; 9/2; 4; 9/2; ; ; 41/10; ; ; ; 23/5
FK Liepaja; 11; 9; 9; 10; 9; 15/2; ; ; 17/2; 19/2; ; ; ; 17/2; 17/2; 8; 9; 19/2; 17/2; 19/2; ; ; 93/10; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 03:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 1/4; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 4/13; ; ; ; 1/3
Draw; 9/2; 9/2; 9/2; 4; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 17/4; 9/2; 17/4; 9/2; 9/2; 4; 9/2; ; ; 9/2; ; ; ; 23/5
FK Liepaja; 11; 9; 9; 10; 9; 15/2; ; ; 17/2; 19/2; ; ; ; 17/2; 9; 8; 9; 19/2; 17/2; 19/2; ; ; 93/10; ; ; ; 52/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 04:15:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 2/7; 2/7; 1/4; 2/7; 1/4; ; ; 3/10; 5/18; ; ; ; 2/7; 3/10; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 4/13; ; ; ; 1/3
Draw; 17/4; 4; 9/2; 9/2; 9/2; 19/5; ; ; 9/2; 9/2; ; ; ; 15/4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 9/2; ; ; ; 23/5
FK Liepaja; 9; 9; 17/2; 10; 17/2; 15/2; ; ; 17/2; 19/2; ; ; ; 8; 15/2; 8; 9; 19/2; 17/2; 19/2; ; ; 93/10; ; ; ; 52/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 05:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 2/7; 2/7; 1/4; 2/7; 1/4; ; ; 3/10; 5/18; ; ; ; 1/4; 2/7; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 4/13; ; ; ; 1/3
Draw; 17/4; 4; 9/2; 9/2; 9/2; 4; ; ; 17/4; 9/2; ; ; ; 17/4; 9/2; 17/4; 9/2; 9/2; 4; 9/2; ; ; 9/2; ; ; ; 23/5
FK Liepaja; 9; 9; 17/2; 10; 17/2; 15/2; ; ; 15/2; 19/2; ; ; ; 8; 15/2; 8; 9; 19/2; 17/2; 19/2; ; ; 93/10; ; ; ; 52/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 06:23:45 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 2/7; 2/7; 1/4; 2/7; 1/4; ; ; 3/10; 5/18; ; ; ; 1/4; 3/10; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 1/3
Draw; 17/4; 4; 9/2; 9/2; 9/2; 19/5; ; ; 9/2; 9/2; ; ; ; 4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 19/4; ; ; ; 23/5
FK Liepaja; 9; 9; 17/2; 10; 17/2; 15/2; ; ; 17/2; 19/2; ; ; ; 17/2; 15/2; 8; 9; 19/2; 17/2; 19/2; ; ; 89/10; ; ; ; 52/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 07:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 2/7; 2/7; 1/4; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 2/7; 2/7; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 1/3
Draw; 17/4; 4; 9/2; 9/2; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 19/4; ; ; ; 23/5
FK Liepaja; 9; 9; 17/2; 10; 17/2; 15/2; ; ; 8; 19/2; ; ; ; 15/2; 8; 8; 9; 19/2; 17/2; 19/2; ; ; 89/10; ; ; ; 52/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 08:15:08 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 2/7; 2/7; 1/4; 2/7; 1/4; ; ; 3/10; 5/18; ; ; ; 2/7; 3/10; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 3/10; ; ; ; 1/3
Draw; 17/4; 4; 9/2; 9/2; 9/2; 19/5; ; ; 17/4; 9/2; ; ; ; 15/4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 19/4; ; ; ; 23/5
FK Liepaja; 9; 9; 17/2; 10; 17/2; 7; ; ; 15/2; 19/2; ; ; ; 8; 15/2; 8; 9; 19/2; 17/2; 19/2; ; ; 89/10; ; ; ; 52/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 09:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 2/7; 2/7; 3/10; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 2/7; 2/7; 30/100; 2/7; 5/18; 3/10; 1/4; ; ; 4/13; ; ; ; 1/3
Draw; 17/4; 4; 9/2; 4; 9/2; 19/5; ; ; 9/2; 9/2; ; ; ; 4; 4; 17/4; 9/2; 9/2; 4; 9/2; ; ; 19/4; ; ; ; 23/5
FK Liepaja; 9; 9; 17/2; 9; 17/2; 15/2; ; ; 8; 19/2; ; ; ; 15/2; 17/2; 8; 9; 19/2; 17/2; 19/2; ; ; 83/10; ; ; ; 47/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 11:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 1/4; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 30/100; 2/7; 5/18; 5/18; 1/4; ; ; 2/7; ; ; ; 1/3
