META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-17 08:15:14 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 6/5; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; 9/4; ; ; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; 12/5; ; 5/2; ; ; ; ; 
APOEL Nicosia; ; 85/40; ; ; 11/5; ; ; ; ; 11/5; ; ; ; ; ; ; ; 11/5; ; 11/5; ; 5/2; ; ; ; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-17 12:15:17 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 5/4; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 6/5; ; ; 10/9; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-18 00:15:01 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 13/10; ; 13/10; 6/5; ; 5/4; ; 13/10; 5/4; ; ; ; 6/5; 5/4; ; ; 5/4; 13/10; 5/4; 5/4; 23/17; ; ; 23/20; ; 
APOEL Nicosia; ; 2; ; 11/5; 11/5; ; 21/10; ; 2; 11/5; ; ; ; 39/20; 2; ; ; 11/5; 2; 11/5; 2; 24/11; ; ; 15/8; ; 
Draw; ; 11/5; ; 9/4; 23/10; ; 23/10; ; 23/10; 12/5; ; ; ; 9/4; 11/5; ; ; 12/5; 23/10; 12/5; 40/17; 5/2; ; ; 2; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-18 04:15:06 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 13/10; ; 6/5; 6/5; ; 5/4; ; 13/10; 13/10; ; ; ; 6/5; 5/4; ; ; 13/10; 13/10; 13/10; 13/10; 23/17; ; ; 7/5; ; 
APOEL Nicosia; ; 2; ; 19/10; 11/5; ; 2; ; 2; 21/10; ; ; ; 39/20; 2; ; ; 21/10; 2; 21/10; 19/10; 24/11; ; ; 23/20; ; 
Draw; ; 11/5; ; 21/10; 23/10; ; 12/5; ; 23/10; 12/5; ; ; ; 9/4; 11/5; ; ; 12/5; 23/10; 12/5; 40/17; 5/2; ; ; 2; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-18 08:15:05 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 11/8; ; 6/5; 6/5; ; ; ; 13/10; 13/10; ; ; ; 6/5; 5/4; ; ; 13/10; 13/10; 13/10; 13/10; 23/17; ; ; ; ; 
APOEL Nicosia; ; 2; ; 19/10; 11/5; ; ; ; 2; 21/10; ; ; ; 39/20; 2; ; ; 21/10; 2; 21/10; 19/10; 24/11; ; ; ; ; 
Draw; ; 85/40; ; 21/10; 23/10; ; ; ; 23/10; 12/5; ; ; ; 9/4; 11/5; ; ; 12/5; 23/10; 12/5; 40/17; 5/2; ; ; ; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-18 12:19:47 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 11/8; ; 13/10; 6/4; ; 13/10; ; 13/10; 13/10; ; ; ; 6/5; 5/4; ; ; 13/10; 23/17; 13/10; 13/10; 23/17; ; ; 7/5; ; 
APOEL Nicosia; ; 19/10; ; 15/8; 13/8; ; 19/10; ; 2; 21/10; ; ; ; 39/20; 2; ; ; 21/10; 19/10; 21/10; 19/10; 24/11; ; ; 7/4; ; 
Draw; ; 11/5; ; 2; 23/10; ; 12/5; ; 23/10; 12/5; ; ; ; 9/4; 11/5; ; ; 12/5; 23/10; 12/5; 40/17; 5/2; ; ; 2; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-18 16:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 6/4; ; 6/4; 6/4; 8/5; 13/8; ; 8/5; 17/12; 13/8; ; ; 6/4; 8/5; 13/8; ; 17/12; 7/5; 7/5; 17/11; 23/17; ; ; ; ; 
APOEL Nicosia; 9/5; 9/5; ; 8/5; 13/8; 17/10; 7/4; ; 9/5; 24/13; 7/4; ; ; 17/10; 17/10; 9/5; ; 24/13; 9/5; 9/5; 28/17; 24/11; ; ; ; ; 
Draw; 9/4; 21/10; ; 2; 23/10; 43/20; 21/10; ; 85/40; 5/2; 21/10; ; ; 2; 11/5; 11/5; ; 5/2; 23/10; 5/2; 9/4; 5/2; ; ; ; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-18 20:15:15 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 6/4; ; 6/4; 6/4; 8/5; 13/8; 6/4; 8/5; 17/12; 13/8; ; ; 6/4; 13/8; 13/8; ; 17/12; 7/5; 7/5; 8/5; 17/11; ; ; 8/5; ; 13/8
APOEL Nicosia; 9/5; 7/4; ; 8/5; 13/8; 17/10; 7/4; 13/8; 9/5; 24/13; 7/4; ; ; 17/10; 7/4; 9/5; ; 24/13; 9/5; 9/5; 28/17; 15/8; ; ; 9/5; ; 15/8
Draw; 9/4; 21/10; ; 2; 23/10; 43/20; 21/10; 21/10; 85/40; 5/2; 21/10; ; ; 2; 21/10; 11/5; ; 5/2; 23/10; 5/2; 11/5; 5/2; ; ; 21/10; ; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-19 00:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 6/4; ; 6/4; 6/4; 8/5; 13/8; 6/4; 8/5; 17/12; 13/8; ; ; 6/4; 13/8; 13/8; ; 17/12; 16/11; 7/5; 8/5; 17/11; 8/5; ; 13/8; ; 13/8
APOEL Nicosia; 9/5; 7/4; ; 8/5; 13/8; 17/10; 7/4; 13/8; 9/5; 24/13; 7/4; ; ; 17/10; 7/4; 9/5; ; 24/13; 9/5; 9/5; 28/17; 15/8; 17/10; ; 9/5; ; 15/8
Draw; 9/4; 21/10; ; 2; 23/10; 43/20; 21/10; 21/10; 85/40; 5/2; 21/10; ; ; 2; 21/10; 11/5; ; 5/2; 23/10; 5/2; 11/5; 5/2; 23/10; ; 21/10; ; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-19 04:15:14 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 6/4; ; 6/4; 6/4; 8/5; 13/8; 6/4; 8/5; 17/12; 13/8; ; ; 6/4; 13/8; 13/8; ; 17/12; 16/11; 7/5; ; 17/11; 8/5; ; 13/8; ; 17/10
APOEL Nicosia; 9/5; 7/4; ; 8/5; 13/8; 17/10; 7/4; 13/8; 9/5; 24/13; 7/4; ; ; 17/10; 7/4; 9/5; ; 24/13; 9/5; 9/5; ; 15/8; 17/10; ; 9/5; ; 9/5
Draw; 9/4; 21/10; ; 2; 23/10; 43/20; 21/10; 21/10; 85/40; 5/2; 21/10; ; ; 2; 21/10; 11/5; ; 5/2; 23/10; 5/2; ; 5/2; 23/10; ; 21/10; ; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-19 08:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 6/4; ; 6/4; 6/4; 8/5; 13/8; 6/4; 8/5; 17/12; 13/8; ; ; 6/4; 13/8; 13/8; ; 17/12; 16/11; 7/5; ; 17/11; 8/5; ; 13/8; ; 17/10
APOEL Nicosia; 9/5; 7/4; ; 8/5; 13/8; 17/10; 7/4; 13/8; 9/5; 24/13; 7/4; ; ; 17/10; 7/4; 9/5; ; 24/13; 9/5; 9/5; ; 15/8; 17/10; ; 9/5; ; 9/5
Draw; 9/4; 21/10; ; 2; 23/10; 43/20; 21/10; 21/10; 85/40; 5/2; 21/10; ; ; 2; 21/10; 11/5; ; 5/2; 23/10; 5/2; ; 5/2; 23/10; ; 21/10; ; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-19 12:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 6/4; ; 13/8; 6/4; 8/5; 13/8; 6/4; 8/5; ; 13/8; ; ; 6/4; 13/8; 13/8; ; 32/21; 16/11; ; ; 17/11; 8/5; ; 13/8; ; 17/10
APOEL Nicosia; 9/5; 7/4; ; 17/10; 13/8; 17/10; 7/4; 13/8; 9/5; ; 7/4; ; ; 17/10; 7/4; 9/5; ; 24/13; 9/5; ; ; 15/8; 17/10; ; 9/5; ; 9/5
Draw; 9/4; 21/10; ; 21/10; 23/10; 43/20; 21/10; 21/10; 85/40; ; 21/10; ; ; 2; 21/10; 11/5; ; 23/10; 23/10; ; ; 5/2; 23/10; ; 21/10; ; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-19 20:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; ; 13/8; 6/4; 8/5; 13/8; 6/4; 8/5; 32/21; 13/8; ; ; 6/4; 13/8; 13/8; ; 32/21; 16/11; 6/4; 28/17; 17/11; 8/5; ; 13/8; ; 17/10
APOEL Nicosia; 9/5; 7/4; ; 17/10; 13/8; 17/10; 7/4; 13/8; 9/5; 24/13; 7/4; ; ; 17/10; 7/4; 9/5; ; 24/13; 9/5; 9/5; 28/17; 15/8; 17/10; ; 7/4; ; 9/5
Draw; 9/4; 2; ; 21/10; 23/10; 43/20; 21/10; 21/10; 85/40; 23/10; 21/10; ; ; 2; 21/10; 11/5; ; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; ; 21/10; ; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-20 00:15:16 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; ; 13/8; 6/4; 8/5; 13/8; 6/4; 13/8; 32/21; 13/8; ; ; 31/20; 13/8; 13/8; ; 32/21; 16/11; 6/4; 17/10; 17/11; 8/5; ; 13/8; ; 7/4
APOEL Nicosia; 9/5; 7/4; ; 17/10; 13/8; 17/10; 7/4; 13/8; 7/4; 24/13; 17/10; ; ; 33/20; 7/4; 9/5; ; 24/13; 9/5; 9/5; 8/5; 15/8; 17/10; ; 7/4; ; 7/4
Draw; 9/4; 2; ; 21/10; 23/10; 43/20; 21/10; 21/10; 85/40; 23/10; 21/10; ; ; 2; 21/10; 11/5; ; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; ; 21/10; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-20 04:15:15 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; ; 13/8; 6/4; 8/5; 13/8; 6/4; 13/8; 32/21; 17/10; ; ; 31/20; 17/10; 13/8; ; 32/21; 17/11; 6/4; 17/10; 17/11; 8/5; ; 17/10; ; 7/4
APOEL Nicosia; 9/5; 7/4; ; 17/10; 13/8; 17/10; 17/10; 13/8; 7/4; 24/13; 17/10; ; ; 33/20; 17/10; 9/5; ; 24/13; 17/10; 9/5; 8/5; 15/8; 17/10; ; 13/8; ; 7/4
Draw; 9/4; 2; ; 21/10; 23/10; 43/20; 21/10; 21/10; 85/40; 23/10; 21/10; ; ; 2; 2; 11/5; ; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; ; 11/5; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-20 08:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; ; 13/8; 6/4; 8/5; 13/8; 6/4; 13/8; ; 17/10; ; ; 31/20; 17/10; 13/8; ; 32/21; 17/11; 6/4; 17/10; 17/11; 8/5; ; 17/10; ; 7/4
APOEL Nicosia; 9/5; 7/4; ; 17/10; 13/8; 17/10; 17/10; 13/8; 7/4; ; 17/10; ; ; 33/20; 17/10; 9/5; ; 24/13; 17/10; 9/5; 8/5; 15/8; 17/10; ; 13/8; ; 7/4
Draw; 9/4; 2; ; 21/10; 23/10; 43/20; 21/10; 21/10; 85/40; ; 21/10; ; ; 2; 2; 11/5; ; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; ; 11/5; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-20 12:15:14 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; ; 13/8; 6/4; 8/5; 13/8; 6/4; 13/8; 32/21; 17/10; ; ; 31/20; 17/10; 13/8; ; 32/21; 17/11; 6/4; 17/10; 17/11; 8/5; ; 17/10; ; 7/4
APOEL Nicosia; 9/5; 17/10; ; 17/10; 13/8; 17/10; 17/10; 13/8; 7/4; 24/13; 17/10; ; ; 33/20; 17/10; 9/5; ; 24/13; 17/10; 9/5; 8/5; 15/8; 17/10; ; 13/8; ; 7/4
Draw; 9/4; 2; ; 21/10; 23/10; 43/20; 21/10; 21/10; 85/40; 23/10; 21/10; ; ; 2; 2; 11/5; ; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; ; 11/5; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-20 16:15:15 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; 33/20; 13/8; 6/4; 33/20; 13/8; 6/4; 13/8; 32/21; 17/10; ; 7/4; 31/20; 17/10; 13/8; ; 32/21; 17/11; 6/4; 17/10; 11/7; 8/5; ; 17/10; ; 7/4
APOEL Nicosia; 9/5; 13/8; 17/10; 17/10; 13/8; 5/3; 17/10; 13/8; 7/4; 24/13; 17/10; ; 7/4; 33/20; 17/10; 9/5; ; 24/13; 17/10; 9/5; 8/5; 19/10; 17/10; ; 13/8; ; 7/4
Draw; 9/4; 21/10; 39/20; 21/10; 23/10; 43/20; 21/10; 21/10; 85/40; 23/10; 21/10; ; 2; 2; 2; 11/5; ; 23/10; 23/10; 23/10; 11/5; 29/12; 23/10; ; 21/10; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-20 20:15:17 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; 33/20; 17/10; 13/8; 33/20; 17/10; 6/4; 13/8; 32/21; 17/10; ; 7/4; 31/20; 17/10; 13/8; ; 32/21; 17/11; 6/4; 17/10; 8/5; 8/5; ; 17/10; ; 9/5
APOEL Nicosia; 9/5; 17/10; 33/20; 17/10; 9/5; 5/3; 13/8; 13/8; 7/4; 24/13; 13/8; ; 7/4; 33/20; 17/10; 9/5; ; 24/13; 17/10; 9/5; 8/5; 24/13; 17/10; ; 7/4; ; 7/4
Draw; 9/4; 2; 39/20; 2; 9/4; 43/20; 21/10; 21/10; 85/40; 23/10; 21/10; ; 2; 2; 2; 11/5; ; 23/10; 23/10; 23/10; 11/5; 27/11; 23/10; ; 21/10; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-21 00:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; 33/20; 17/10; 13/8; 33/20; 17/10; 6/4; 13/8; 7/4; 17/10; 6/4; 7/4; 31/20; 17/10; 13/8; ; 7/4; 17/11; 7/4; 17/10; 8/5; 8/5; ; 17/10; ; 9/5
APOEL Nicosia; 9/5; 17/10; 33/20; 17/10; 9/5; 5/3; 13/8; 13/8; 7/4; 28/17; 13/8; 6/4; 7/4; 33/20; 17/10; 9/5; ; 28/17; 17/10; 13/8; 17/11; 24/13; 17/10; ; 7/4; ; 7/4
Draw; 9/4; 2; 39/20; 2; 9/4; 43/20; 21/10; 21/10; 85/40; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 27/11; 23/10; ; 21/10; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-21 04:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; 33/20; 17/10; 13/8; 33/20; 17/10; 6/4; 13/8; 7/4; 17/10; 6/4; 7/4; 31/20; 17/10; 17/10; ; 7/4; 17/11; 7/4; 7/4; 8/5; 8/5; ; 7/4; ; 9/5
APOEL Nicosia; 9/5; 17/10; 33/20; 17/10; 9/5; 5/3; 13/8; 13/8; 7/4; 28/17; 13/8; 6/4; 7/4; 33/20; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/11; 24/13; 17/10; ; 17/10; ; 7/4
Draw; 9/4; 2; 39/20; 2; 9/4; 43/20; 21/10; 21/10; 85/40; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 27/11; 23/10; ; 21/10; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-21 08:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; 33/20; 17/10; 13/8; 17/10; 17/10; 6/4; 13/8; 7/4; 17/10; 6/4; 7/4; 31/20; 17/10; 17/10; ; 7/4; 17/11; 7/4; 7/4; 8/5; 28/17; ; 7/4; ; 9/5
APOEL Nicosia; 9/5; 13/8; 33/20; 17/10; 9/5; 13/8; 13/8; 13/8; 7/4; 28/17; 13/8; 6/4; 7/4; 33/20; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/11; 24/13; 28/17; ; 17/10; ; 7/4
Draw; 9/4; 21/10; 39/20; 2; 9/4; 43/20; 21/10; 21/10; 85/40; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 27/11; 23/10; ; 21/10; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-21 12:15:16 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 13/8; 33/20; 17/10; 13/8; 17/10; 17/10; 6/4; 13/8; 7/4; 17/10; 6/4; 7/4; 31/20; 17/10; 17/10; ; 7/4; 17/11; 7/4; 7/4; 8/5; 28/17; ; 9/5; ; 9/5
APOEL Nicosia; 9/5; 13/8; 33/20; 13/8; 9/5; 13/8; 13/8; 13/8; 7/4; 28/17; 13/8; 6/4; 7/4; 33/20; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/11; 24/13; 28/17; ; 13/8; ; 7/4
Draw; 9/4; 21/10; 39/20; 21/10; 9/4; 43/20; 21/10; 21/10; 85/40; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 27/11; 23/10; ; 21/10; ; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-21 16:15:15 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 17/10; 33/20; 17/10; 13/8; 17/10; 17/10; 6/4; 13/8; 7/4; 17/10; 6/4; 7/4; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 7/4; 28/17; 28/17; ; 9/5; 17/10; 9/5
APOEL Nicosia; 9/5; 13/8; 33/20; 13/8; 9/5; 13/8; 13/8; 13/8; 13/8; 28/17; 13/8; 6/4; 7/4; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/11; 25/14; 28/17; ; 13/8; 13/8; 7/4
Draw; 9/4; 2; 39/20; 21/10; 9/4; 43/20; 21/10; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 27/11; 23/10; ; 21/10; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-21 20:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 17/10; 33/20; 17/10; 13/8; 17/10; 17/10; 17/10; 13/8; 7/4; 17/10; 6/4; 7/4; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 7/4; 28/17; 28/17; ; ; 17/10; 9/5
APOEL Nicosia; 9/5; 13/8; 33/20; 13/8; 9/5; 13/8; 13/8; 8/5; 13/8; 28/17; 13/8; 6/4; 7/4; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 17/11; 25/14; 28/17; ; ; 13/8; 7/4
Draw; 9/4; 2; 39/20; 21/10; 9/4; 43/20; 21/10; 2; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 27/11; 23/10; ; ; 2; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-22 00:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 17/10; 33/20; 7/4; 13/8; 5/3; 9/5; 17/10; 13/8; 7/4; 7/4; 6/4; 7/4; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 7/4; 32/19; 28/17; ; 9/5; 7/4; 9/5
APOEL Nicosia; 9/5; 13/8; 33/20; 17/10; 9/5; 13/8; 17/10; 8/5; 13/8; 28/17; 17/10; 6/4; 7/4; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 24/13; 28/17; ; 13/8; 13/8; 7/4
Draw; 9/4; 2; 39/20; 2; 9/4; 43/20; 11/5; 2; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 44/19; 23/10; ; 21/10; 2; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-22 04:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 17/10; 33/20; 7/4; 13/8; 5/3; 9/5; 17/10; 13/8; 7/4; 7/4; 6/4; 7/4; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; 32/19; 28/17; ; 7/4; 13/8; 9/5
APOEL Nicosia; 9/5; 13/8; 33/20; 17/10; 9/5; 13/8; 17/10; 8/5; 13/8; 28/17; 17/10; 6/4; 7/4; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 24/13; 28/17; ; 13/8; 13/8; 7/4
Draw; 9/4; 2; 39/20; 2; 9/4; 43/20; 11/5; 2; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 28/13; 44/19; 23/10; ; 21/10; 2; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-22 08:15:12 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 17/10; 9/5; 33/20; 17/10; 8/5; 13/8; 28/17; 17/10; 6/4; 7/4; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; ; 28/17; ; 13/8; 13/8; 7/4
FC Copenhagen; 9/5; 17/10; 17/10; 7/4; 13/8; 17/10; 9/5; 17/10; 13/8; 7/4; 7/4; 6/4; 7/4; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; ; 28/17; ; 7/4; 13/8; 9/5
Draw; 9/4; 2; 39/20; 2; 9/4; 41/20; 11/5; 2; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 28/13; ; 23/10; ; 21/10; 2; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-22 12:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
APOEL Nicosia; 7/4; 13/8; 13/8; 17/10; 7/4; 33/20; 17/10; 8/5; 13/8; 28/17; 13/8; 6/4; 7/4; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; ; 28/17; ; 13/8; 13/8; 7/4
FC Copenhagen; 9/5; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 7/4; 7/4; 6/4; 7/4; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; ; 17/10; ; 9/5; 13/8; 9/5
Draw; 9/4; 2; 39/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 28/13; ; 11/5; ; 21/10; 2; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-22 16:15:14 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 9/5; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 6/4; 13/8; 7/4; 7/4; 7/4; 9/5; 13/8; 17/10; 17/10; ; 7/4; 17/11; 7/4; 9/5; 32/19; 17/10; ; 7/4; 13/8; 9/5
APOEL Nicosia; 7/4; 13/8; 13/8; 17/10; 7/4; 33/20; 7/4; 13/8; 13/8; 28/17; 13/8; 13/8; 17/10; 8/5; 17/10; 17/10; ; 28/17; 17/10; 13/8; 8/5; 24/13; 28/17; ; 17/10; 13/8; 7/4
Draw; 9/4; 2; 39/20; 21/10; 11/5; 41/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 2; 2; 2; 11/5; ; 9/4; 9/4; 9/4; 11/5; 44/19; 11/5; ; 21/10; 2; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-22 20:15:13 GMT+3; 2016-08-24 19:45; e70300-dr003
