META; champions-league/partizani-v-salzburg; 2016-07-21 20:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 4/7; 4/7; 8/13; 4/7; ; ; ; 8/15; 3/5; ; ; ; 11/20; ; ; 4/7; 3/5; ; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 13/5; 11/4; 14/5; 11/4; ; ; ; 14/5; 3; ; ; ; 29/10; ; ; 14/5; 3; ; 3; 14/5; ; ; ; ; ; 
Partizani; ; 5; 5; 5; 5; ; ; ; 9/2; 9/2; ; ; ; 9/2; ; ; 5; 9/2; ; 9/2; 21/5; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-22 12:15:13 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 4/7; 4/7; 4/7; 4/7; ; ; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; ; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 11/4; 3; 14/5; 3; ; ; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 3; 3; ; 3; 14/5; ; ; ; ; ; 
Partizani; ; 9/2; 9/2; 5; 9/2; ; ; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 9/2; 9/2; ; 9/2; 21/5; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-22 16:15:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 8/15; 4/7; 4/7; 4/7; ; ; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; ; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 14/5; 3; 14/5; 3; ; ; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 3; 3; ; 3; 11/4; ; ; ; ; ; 
Partizani; ; 5; 9/2; 5; 9/2; ; ; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 5; 9/2; ; 9/2; 54/13; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-22 20:15:15 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 8/15; 4/7; 4/7; 4/7; ; 11/20; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 14/5; 3; 14/5; 3; ; 3; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 3; 3; 29/10; 3; 11/4; ; ; ; ; ; 
Partizani; ; 5; 9/2; 5; 9/2; ; 19/4; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 5; 9/2; 19/4; 9/2; 21/5; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-23 00:15:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 4/7; 4/7; 4/7; 4/7; ; 11/20; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 11/4; 3; 14/5; 3; ; 3; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 3; 3; 29/10; 3; 11/4; ; ; ; ; ; 
Partizani; ; 9/2; 9/2; 5; 9/2; ; 19/4; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 5; 9/2; 19/4; 9/2; 21/5; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-23 04:15:12 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 4/7; 4/7; 4/7; 4/7; ; ; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 11/4; 11/4; 14/5; 11/4; ; ; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 14/5; 3; 29/10; 3; 11/4; ; ; ; ; ; 
Partizani; ; 9/2; 5; 5; 5; ; ; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 5; 9/2; 19/4; 9/2; 21/5; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-23 08:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 4/7; 4/7; 4/7; 4/7; ; ; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 11/4; 11/4; 14/5; 11/4; ; ; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 3; 3; 29/10; 3; 11/4; ; ; ; ; ; 
Partizani; ; 9/2; 5; 5; 5; ; ; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 5; 9/2; 19/4; 9/2; 21/5; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-23 12:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; ; 4/7; 4/7; 4/7; 4/7; ; 11/20; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; ; 11/4; 3; 14/5; 3; ; 29/10; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 3; 3; 29/10; 3; 11/4; ; ; ; ; ; 
Partizani; ; 9/2; 9/2; 5; 9/2; ; 5; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 5; 9/2; 19/4; 9/2; 21/5; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-23 16:15:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 4/7; 4/7; 4/7; 4/7; ; 11/20; ; 4/7; 3/5; ; ; 8/15; 4/7; ; ; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; 2/5; ; 
Draw; 31/10; 13/5; 3; 14/5; 3; ; 3; ; 14/5; 3; ; ; 13/5; 29/10; ; ; 3; 3; 29/10; 3; 11/4; ; ; ; 19/10; ; 
Partizani; 9/2; 5; 9/2; 5; 9/2; ; 19/4; ; 9/2; 9/2; ; ; 4; 9/2; ; ; 5; 9/2; 19/4; 9/2; 21/5; ; ; ; 1/5; ; 
META; champions-league/partizani-v-salzburg; 2016-07-23 20:15:14 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 4/7; 4/7; 4/7; 4/7; ; 3/5; 8/15; 4/7; 3/5; ; ; 8/15; 4/7; ; 8/15; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; 4/9; ; 
Draw; 31/10; 13/5; 3; 14/5; 3; ; 13/5; 11/4; 14/5; 3; ; ; 13/5; 29/10; ; 3; 3; 3; 29/10; 3; 11/4; ; ; ; 23/10; ; 
Partizani; 9/2; 5; 9/2; 5; 9/2; ; 5; 4; 9/2; 9/2; ; ; 4; 9/2; ; 5; 9/2; 9/2; 19/4; 9/2; 21/5; ; ; ; 5/6; ; 
META; champions-league/partizani-v-salzburg; 2016-07-24 00:15:11 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 4/7; 4/7; 4/7; 4/7; ; 3/5; 8/15; 4/7; 3/5; ; ; 8/15; 4/7; ; 8/15; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; 31/10; 13/5; 3; 14/5; 3; ; 13/5; 11/4; 14/5; 3; ; ; 13/5; 29/10; ; 3; 3; 3; 29/10; 3; 14/5; ; ; ; ; ; 
Partizani; 9/2; 5; 9/2; 5; 9/2; ; 5; 4; 9/2; 9/2; ; ; 4; 9/2; ; 5; 9/2; 9/2; 19/4; 9/2; 74/17; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-24 04:15:12 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 4/7; 4/7; 4/7; 4/7; ; 3/5; 8/15; 4/7; 3/5; ; ; 8/15; 4/7; ; 8/15; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; 31/10; 13/5; 3; 14/5; 3; ; 13/5; 11/4; 14/5; 3; ; ; 13/5; 29/10; ; 3; 3; 3; 29/10; 3; 14/5; ; ; ; ; ; 
Partizani; 9/2; 5; 9/2; 5; 9/2; ; 5; 4; 9/2; 9/2; ; ; 4; 9/2; ; 5; 9/2; 9/2; 19/4; 9/2; 74/17; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-24 08:15:13 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 8/15; 4/7; 4/7; 4/7; ; 4/7; 8/15; 4/7; 3/5; ; ; 8/15; 4/7; ; 8/15; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; ; ; 
Draw; 31/10; 11/4; 3; 14/5; 3; ; 27/10; 11/4; 14/5; 3; ; ; 13/5; 29/10; ; 3; 3; 3; 29/10; 3; 14/5; ; ; ; ; ; 
Partizani; 9/2; 5; 9/2; 5; 9/2; ; 5; 4; 9/2; 9/2; ; ; 4; 9/2; ; 5; 5; 9/2; 19/4; 9/2; 74/17; ; ; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-24 12:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 8/15; 4/7; 4/7; 4/7; ; 3/5; 8/15; 4/7; 3/5; ; ; 8/15; 4/7; ; 8/15; 4/7; 3/5; 4/7; 4/7; 8/15; ; ; ; 4/7; ; 
Draw; 31/10; 11/4; 3; 14/5; 3; ; 13/5; 11/4; 14/5; 3; ; ; 13/5; 29/10; ; 3; 3; 3; 29/10; 3; 14/5; ; ; ; 3; ; 
Partizani; 9/2; 5; 9/2; 5; 9/2; ; 5; 4; 9/2; 9/2; ; ; 4; 9/2; ; 5; 5; 9/2; 19/4; 9/2; 43/10; ; ; ; 3; ; 
META; champions-league/partizani-v-salzburg; 2016-07-24 16:15:14 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 4/7; 3/5; 8/13; 3/5; ; 4/7; 8/15; 4/7; 3/5; 8/13; ; 8/15; 3/5; ; 8/13; 4/7; 3/5; 4/7; 4/7; 8/15; ; 3/5; ; ; ; 
Draw; 3; 13/5; 11/4; 13/5; 11/4; ; 27/10; 11/4; 14/5; 3; 13/5; ; 13/5; 11/4; ; 14/5; 14/5; 3; 29/10; 3; 14/5; ; 14/5; ; ; ; 
Partizani; 19/4; 5; 9/2; 5; 9/2; ; 5; 4; 19/4; 9/2; 19/4; ; 4; 9/2; ; 17/4; 5; 9/2; 19/4; 9/2; 74/17; ; 22/5; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-24 20:15:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/7; 4/7; 4/7; 8/13; 4/7; ; 4/7; 8/15; 4/7; 3/5; 3/5; ; 8/15; 4/7; ; 4/7; 4/7; 3/5; 3/5; 4/7; 8/15; ; 7/12; ; 4/9; 4/9; 
Draw; 3; 13/5; 11/4; 5/2; 11/4; ; 11/4; 11/4; 14/5; 3; 14/5; ; 13/5; 11/4; ; 14/5; 14/5; 3; 29/10; 3; 11/4; ; 14/5; ; 3; 5/2; 
Partizani; 19/4; 5; 5; 11/2; 5; ; 5; 9/2; 19/4; 9/2; 5; ; 4; 19/4; ; 19/4; 5; 9/2; 17/4; 9/2; 49/11; ; 47/10; ; 24/5; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 00:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 8/15; 8/15; ; 1/2; 1/2; 8/15; 6/11; 8/15; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 3/5; 8/15; 8/15; ; 8/15; ; 1/2; 4/9; 
Draw; 10/3; 14/5; 3; 3; 3; ; 3; 11/4; 3; 31/10; 14/5; ; 13/5; 29/10; ; 3; 3; 31/10; 29/10; 3; 3; ; 14/5; ; 3; 13/5; 
Partizani; 5; 11/2; 5; 5; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 17/4; 24/5; 5; ; 21/4; ; 9/2; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 01:45:09 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 8/15; 8/15; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 4/7; 8/15; ; ; 8/15; ; 1/2; 4/9; 
Draw; 10/3; 11/4; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 13/5; 29/10; ; 3; 3; 31/10; 3; 3; ; ; 14/5; ; 3; 13/5; 
Partizani; 5; 11/2; 5; 5; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 9/2; 24/5; ; ; 21/4; ; 9/2; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 03:45:09 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 1/2; 8/15; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 4/7; 8/15; 8/15; ; 1/2; ; 8/15; 4/9; 
Draw; 10/3; 11/4; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 13/5; 29/10; ; 3; 3; 31/10; 3; 3; 3; ; 29/10; ; 3; 13/5; 
Partizani; 5; 11/2; 5; 11/2; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 9/2; 24/5; 5; ; 57/10; ; 9/2; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 04:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 1/2; 8/15; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 4/7; 8/15; 8/15; ; 1/2; ; ; 4/9; 
Draw; 10/3; 11/4; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 13/5; 29/10; ; 3; 3; 31/10; 3; 3; 3; ; 29/10; ; ; 13/5; 
Partizani; 5; 11/2; 5; 11/2; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 9/2; 24/5; 5; ; 57/10; ; ; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 05:45:09 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 1/2; 8/15; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 4/7; 8/15; 8/15; ; 1/2; ; 8/15; 4/9; 
Draw; 10/3; 11/4; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 13/5; 29/10; ; 3; 3; 31/10; 3; 3; 3; ; 29/10; ; 3; 13/5; 
Partizani; 5; 11/2; 5; 11/2; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 9/2; 24/5; 96/19; ; 57/10; ; 9/2; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 06:23:04 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 1/2; 8/15; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 4/7; 8/15; 8/15; ; 1/2; ; ; 4/9; 
Draw; 10/3; 11/4; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 13/5; 29/10; ; 3; 3; 31/10; 3; 3; 3; ; 29/10; ; ; 13/5; 
Partizani; 5; 11/2; 5; 11/2; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 9/2; 24/5; 96/19; ; 57/10; ; ; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 07:45:09 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 1/2; 8/15; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 4/7; 8/15; 8/15; ; 1/2; ; ; 4/9; 
Draw; 10/3; 11/4; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 13/5; 29/10; ; 3; 3; 31/10; 3; 3; 3; ; 29/10; ; ; 13/5; 
Partizani; 5; 11/2; 5; 11/2; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 9/2; 24/5; 96/19; ; 57/10; ; ; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 08:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 8/15; 1/2; 8/15; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; 6/11; 4/7; 8/15; 8/15; ; 1/2; ; ; 4/9; 
Draw; 10/3; 11/4; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 13/5; 29/10; ; 3; 3; 31/10; 3; 3; 3; ; 29/10; ; ; 13/5; 
Partizani; 5; 11/2; 5; 11/2; 5; ; 6; 5; 11/2; 49/10; 11/2; ; 4; 11/2; ; 5; 11/2; 49/10; 9/2; 24/5; 96/19; ; 57/10; ; ; 9/2; 
META; champions-league/partizani-v-salzburg; 2016-07-25 09:45:09 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 1/2; 1/2; 1/2; 1/2; 1/2; ; 1/2; 1/2; 8/15; 6/11; 1/2; ; 1/2; 1/2; ; 8/15; 8/15; 6/11; 1/2; 8/15; 8/15; ; 1/2; ; ; ; 
Draw; 10/3; 14/5; 3; 3; 3; ; 3; 11/4; 3; 31/10; 3; ; 11/4; 29/10; ; 3; 3; 31/10; 16/5; 3; 3; ; 29/10; ; ; ; 
Partizani; 5; 11/2; 11/2; 11/2; 11/2; ; 6; 5; 11/2; 49/10; 11/2; ; 11/2; 11/2; ; 5; 11/2; 49/10; 5; 24/5; 96/19; ; 57/10; ; ; ; 
META; champions-league/partizani-v-salzburg; 2016-07-25 11:45:10 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 1/2; 1/2; 1/2; 1/2; ; 4/9; 4/9; 1/2; 5/11; 10/21; ; 1/2; 8/15; ; 8/15; 1/2; 5/11; 1/2; 4/9; 17/35; ; 1/2; ; 1/2; 4/9; 
Draw; 7/2; 14/5; 3; 3; 3; ; 31/10; 3; 3; 7/2; 3; ; 11/4; 3; ; 3; 3; 7/2; 16/5; 7/2; 16/5; ; 29/10; ; 3; 11/4; 
Partizani; 11/2; 6; 6; 11/2; 6; ; 13/2; 11/2; 11/2; 6; 6; ; 11/2; 6; ; 5; 6; 6; 5; 6; 61/11; ; 57/10; ; 5; 23/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 12:15:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 1/2; 1/2; 1/2; 1/2; ; 4/9; 4/9; 1/2; 5/11; 1/2; 8/15; 1/2; 8/15; ; 8/15; 1/2; 5/11; 1/2; 4/9; 17/35; ; 1/2; ; ; 4/9; 
Draw; 7/2; 14/5; 3; 3; 3; ; 31/10; 3; 3; 7/2; 3; 13/5; 11/4; 3; ; 3; 10/3; 7/2; 16/5; 7/2; 16/5; ; 29/10; ; ; 11/4; 
Partizani; 11/2; 11/2; 11/2; 11/2; 11/2; ; 13/2; 11/2; 11/2; 6; 6; 4; 11/2; 6; ; 5; 11/2; 6; 5; 6; 61/11; ; 57/10; ; ; 23/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 12:34:09 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 1/2; 1/2; 1/2; 1/2; ; 4/9; 4/9; 1/2; 5/11; 10/21; 8/15; 1/2; 8/15; ; 8/15; 1/2; 5/11; 1/2; 4/9; 17/35; ; 1/2; ; 1/2; 2/5; 
Draw; 7/2; 14/5; 3; 3; 3; ; 31/10; 3; 3; 7/2; 3; 13/5; 11/4; 3; ; 3; 10/3; 7/2; 16/5; 7/2; 16/5; ; 29/10; ; 3; 11/4; 
Partizani; 11/2; 11/2; 11/2; 11/2; 11/2; ; 13/2; 11/2; 11/2; 6; 6; 4; 11/2; 6; ; 5; 11/2; 6; 5; 6; 61/11; ; 57/10; ; 26/5; 23/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 13:45:10 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 1/2; 1/2; 1/2; 1/2; ; 4/9; 4/9; 1/2; 5/11; 10/21; 1/2; 1/2; 8/15; ; 9/20; 1/2; 5/11; 1/2; 4/9; 17/35; ; 1/2; ; 8/15; 4/9; 
Draw; 7/2; 3; 3; 14/5; 3; ; 31/10; 3; 3; 7/2; 3; 3; 11/4; 3; ; 16/5; 3; 7/2; 16/5; 7/2; 16/5; ; 29/10; ; 3; 11/4; 
Partizani; 11/2; 11/2; 11/2; 6; 11/2; ; 13/2; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; ; 6; 6; 6; 5; 6; 61/11; ; 57/10; ; 5; 23/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 15:45:13 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 1/2; 1/2; 1/2; 1/2; ; 9/20; 4/9; 1/2; 7/15; 10/21; 1/2; 1/2; 1/2; ; 9/20; 1/2; 7/15; 1/2; 4/9; 3/7; ; 1/2; ; ; 1/2; 
Draw; 7/2; 14/5; 3; 14/5; 3; ; 31/10; 3; 3; 13/4; 3; 3; 11/4; 16/5; ; 16/5; 3; 13/4; 16/5; 3; 33/10; ; 41/13; ; ; 3; 
Partizani; 11/2; 6; 6; 6; 6; ; 13/2; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; ; 6; 6; 6; 5; 6; 13/2; ; 28/5; ; ; 32/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 16:15:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 10/21; 1/2; 1/2; 12/25; ; 9/20; 4/9; 7/15; 1/2; 4/9; 3/7; ; 10/21; ; 4/9; 4/9; 
Draw; 7/2; 3; 16/5; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 3; 3; 11/4; 16/5; ; 16/5; 10/3; 13/4; 16/5; 3; 33/10; ; 16/5; ; 3; 3; 
Partizani; 11/2; 6; 6; 13/2; 6; ; 13/2; 6; 6; 6; 13/2; 11/2; 11/2; 13/2; ; 6; 13/2; 6; 5; 6; 13/2; ; 59/10; ; 11/2; 6; 
META; champions-league/partizani-v-salzburg; 2016-07-25 17:45:09 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 1/2; 1/2; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 10/21; 1/2; 1/2; 12/25; ; 9/20; 1/2; 7/15; 1/2; 4/9; 3/7; ; 10/21; ; ; 4/9; 
Draw; 7/2; 14/5; 3; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 3; 3; 11/4; 16/5; ; 16/5; 3; 13/4; 16/5; 3; 33/10; ; 16/5; ; ; 14/5; 
Partizani; 11/2; 6; 6; 7; 6; ; 13/2; 6; 6; 6; 13/2; 13/2; 11/2; 13/2; ; 6; 13/2; 6; 5; 6; 13/2; ; 59/10; ; ; 28/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 18:24:42 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 1/2; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 10/21; 1/2; 1/2; 12/25; ; 9/20; 4/9; 7/15; 1/2; 4/9; 3/7; ; 10/21; ; ; 4/9; 
Draw; 7/2; 14/5; 16/5; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 3; 3; 11/4; 16/5; ; 16/5; 10/3; 13/4; 16/5; 3; 33/10; ; 16/5; ; ; 14/5; 
Partizani; 11/2; 6; 6; 7; 6; ; 13/2; 6; 6; 6; 13/2; 13/2; 11/2; 13/2; ; 6; 13/2; 6; 5; 6; 13/2; ; 59/10; ; ; 28/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 19:45:11 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 10/21; 1/2; 1/2; 12/25; ; 9/20; 4/9; 7/15; 1/2; 4/9; 3/7; ; 10/21; ; 4/9; 4/9; 
Draw; 7/2; 14/5; 16/5; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 3; 3; 11/4; 16/5; ; 16/5; 10/3; 13/4; 16/5; 3; 33/10; ; 16/5; ; 3; 14/5; 
Partizani; 11/2; 13/2; 6; 7; 6; ; 13/2; 6; 6; 6; 13/2; 13/2; 11/2; 13/2; ; 6; 6; 6; 5; 6; 13/2; ; 59/10; ; 33/5; 28/5; 
META; champions-league/partizani-v-salzburg; 2016-07-25 20:15:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Salzburg; 4/9; 4/9; 4/9; 4/9; 4/9; ; 4/9; 2/5; 4/9; 7/15; 10/21; 1/2; 1/2; 12/25; ; 9/20; 4/9; 7/15; 1/2; 4/9; 3/7; ; 10/21; ; ; 4/9; 
Draw; 7/2; 14/5; 16/5; 3; 16/5; ; 31/10; 16/5; 3; 13/4; 3; 3; 11/4; 16/5; ; 16/5; 10/3; 13/4; 16/5; 3; 33/10; ; 16/5; ; ; 3; 
