META; english/championship/fulham-v-huddersfield; 2016-10-23 04:19:40 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; ; 13/10; ; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; 
Huddersfield; ; 19/10; ; ; 7/4; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; ; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
META; english/championship/fulham-v-huddersfield; 2016-10-23 08:20:56 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; ; 13/10; ; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; 
Huddersfield; ; 19/10; ; ; 7/4; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; ; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
META; english/championship/fulham-v-huddersfield; 2016-10-23 12:20:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 13/10; 13/10; ; ; 6/4; ; 7/5; ; ; 13/10; ; 5/4; 11/8; ; ; ; ; ; ; ; ; ; ; 16/11; ; ; ; ; 
Fulham; 11/8; 13/10; 13/10; 5/4; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 9/7; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 23/10; 21/10; 43/20; 11/5; 23/10; 9/4; 23/10; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; 23/10; 9/4; ; 9/4; 9/4; 
Draw; 23/10; 23/10; 47/20; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 17:45:47 GMT+3; 2016-10-29 15:00; In Play; e70300-dr003
Fulham; 6/5; ; ; ; ; ; 6/5; ; ; ; ; ; 1/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Huddersfield; 13/5; ; ; ; ; ; ; ; ; ; ; ; 45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 18:31:23 GMT+3; 2016-10-29 15:00; In Play; e70300-dr003
Fulham; ; 1/50000; ; 1/500; 1/150; ; ; ; ; 1/150; ; 6/5; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 300; ; 40; 40; ; ; 500; ; 40; ; 9/4; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 47; 
Huddersfield; ; 500; ; 100; 125; ; ; 500; ; 125; ; 23/10; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; 198; 
