META; english/championship/nottingham-forest-v-burton; 2016-07-01 12:16:26 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 13/15; 9/10; 4/5; 9/10; 13/15; 13/15; ; ; 1/100; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-02 08:16:40 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-02 12:17:48 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-02 16:18:11 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-02 20:21:40 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-03 00:18:12 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-03 04:17:20 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-03 08:18:24 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-03 12:17:38 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-03 16:20:57 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 5/6; ; 5/6; 9/10; 4/5; 9/10; ; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; ; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 3; ; 58/19; 14/5; 17/5; 14/5; ; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-03 20:19:13 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 4/5; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 18/5; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-04 00:18:27 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 4/5; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 18/5; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-04 04:18:09 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 5/6; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 4/5; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 7/2; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 18/5; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-04 08:18:19 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 4/5; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 4/5; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 18/5; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 18/5; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-04 12:18:33 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 4/5; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 4/5; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 18/5; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 18/5; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-04 16:19:00 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 4/5; 5/6; ; 5/6; ; 4/5; 4/5; 4/5; ; 9/10; ; 8/11; 8/11; 4/5; 4/5; 4/5; ; 5/6; 9/10; 4/5; 9/10; 5/6; 13/15; ; ; 1/100; ; 
Draw; 5/2; 5/2; ; 5/2; ; 5/2; 13/5; 12/5; ; 5/2; ; 12/5; 13/5; 49/20; 13/5; 13/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; 11/5; ; 
Burton; 7/2; 3; ; 16/5; ; 10/3; 18/5; 29/10; ; 14/5; ; 3; 16/5; 16/5; 10/3; 18/5; ; 58/19; 14/5; 17/5; 14/5; 58/19; 19/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-04 20:19:37 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 20/21; ; 4/5; 21/20; 4/5; ; 19/20; ; 8/11; 8/11; 19/20; 21/20; 1; ; 19/20; 19/20; 19/20; 20/21; 19/20; 1; ; ; 1/100; ; 
Draw; 23/10; 5/2; ; 23/10; ; 5/2; 12/5; 12/5; ; 12/5; ; 12/5; 13/5; 23/10; 12/5; 23/10; ; 23/10; 12/5; 11/5; 12/5; 23/10; 5/2; ; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 14/5; 29/10; ; 29/10; ; 3; 16/5; 11/4; 27/10; 3; ; 11/4; 29/10; 29/10; 14/5; 11/4; 13/4; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-05 00:18:30 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 20/21; ; 4/5; 21/20; 4/5; ; 19/20; ; 8/11; 8/11; 19/20; 21/20; 1; ; 19/20; 19/20; 19/20; 20/21; 19/20; 1; ; ; 1/100; ; 
Draw; 23/10; 5/2; ; 23/10; ; 5/2; 12/5; 12/5; ; 12/5; ; 12/5; 13/5; 23/10; 12/5; 5/2; ; 40/17; 12/5; 11/5; 12/5; 40/17; 5/2; ; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 14/5; 29/10; ; 29/10; ; 3; 16/5; 14/5; 27/10; 11/4; ; 11/4; 29/10; 29/10; 14/5; 11/4; 13/4; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-05 04:18:39 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 20/21; ; 4/5; 21/20; 4/5; ; 1; ; 8/11; 8/11; 19/20; 21/20; 1; ; 19/20; 1; 19/20; 1; 19/20; 1; ; ; 1/100; ; 
Draw; 23/10; 5/2; ; 23/10; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 13/5; 23/10; 12/5; 5/2; ; 40/17; 40/17; 11/5; 23/10; 40/17; 5/2; ; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 14/5; 29/10; ; 14/5; ; 3; 16/5; 11/4; 27/10; 11/4; ; 11/4; 14/5; 29/10; 14/5; 11/4; 13/4; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-05 08:18:41 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 20/21; ; 4/5; 21/20; 4/5; ; 1; ; 8/11; 8/11; 19/20; 21/20; 1; ; 19/20; 1; 19/20; 1; 19/20; 1; ; ; 1/100; ; 
Draw; 23/10; 5/2; ; 23/10; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 13/5; 23/10; 12/5; 5/2; ; 23/10; 40/17; 11/5; 23/10; 23/10; 5/2; ; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 14/5; 29/10; ; 14/5; ; 3; 16/5; 11/4; 27/10; 11/4; ; 11/4; 14/5; 29/10; 14/5; 11/4; 13/4; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-05 12:19:27 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 21/20; 4/5; ; 1; ; 8/11; 11/10; 19/20; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; ; ; 1/100; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 23/10; 12/5; 5/2; ; 23/10; 40/17; 11/5; 23/10; 23/10; 5/2; ; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 14/5; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 45/17; 14/5; 29/10; 14/5; 45/17; 16/5; ; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-05 16:19:20 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 19/20; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/100; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 23/10; 12/5; 5/2; ; 23/10; 40/17; 11/5; 23/10; 23/10; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 45/17; 14/5; 29/10; 14/5; 45/17; 16/5; 12/5; ; 1/100; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-05 20:20:54 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 19/20; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 23/10; 12/5; 5/2; ; 23/10; 40/17; 11/5; 23/10; 23/10; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 45/17; 14/5; 29/10; 14/5; 45/17; 16/5; 12/5; ; 19/10; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-06 00:18:42 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 19/20; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 23/10; 12/5; 5/2; ; 23/10; 40/17; 11/5; 23/10; 23/10; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 45/17; 14/5; 29/10; 14/5; 45/17; 16/5; 12/5; ; 6/4; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-06 04:18:34 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 19/20; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 23/10; 12/5; 5/2; ; 23/10; 40/17; 11/5; 23/10; 23/10; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 45/17; 14/5; 29/10; 14/5; 45/17; 16/5; 12/5; ; 6/4; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-06 08:18:37 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 1; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 9/4; 12/5; 5/2; ; 9/4; 40/17; 11/5; 23/10; 9/4; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 27/10; 14/5; 29/10; 14/5; 27/10; 16/5; 12/5; ; 6/4; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-06 12:19:23 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 1; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 9/4; 12/5; 5/2; ; 9/4; 40/17; 11/5; 23/10; 9/4; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 27/10; 14/5; 29/10; 14/5; 27/10; 16/5; 12/5; ; 6/4; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-06 16:20:15 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 1; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 9/4; 12/5; 5/2; ; 9/4; 40/17; 11/5; 23/10; 9/4; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 27/10; 14/5; 29/10; 14/5; 27/10; 16/5; 12/5; ; 6/4; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-06 20:20:05 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 4/5; ; 1; ; 8/11; 11/10; 1; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 9/4; 12/5; 5/2; ; 9/4; 40/17; 11/5; 23/10; 9/4; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 29/10; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 27/10; 14/5; 29/10; 14/5; 27/10; 16/5; 12/5; ; 6/4; ; 
META; english/championship/nottingham-forest-v-burton; 2016-07-07 00:18:50 GMT+3; 2016-08-06 15:00; e70300-dr003
Nottingham Forest; 1; 5/6; ; 1; ; 4/5; 1; 10/11; ; 1; ; 8/11; 11/10; 1; 21/20; 1; ; 1; 1; 19/20; 1; 1; 42/41; 1; ; 1/4; ; 
Draw; 23/10; 5/2; ; 11/5; ; 5/2; 12/5; 12/5; ; 40/17; ; 12/5; 9/4; 9/4; 12/5; 5/2; ; 9/4; 40/17; 11/5; 23/10; 9/4; 5/2; 9/4; ; 11/5; ; 
Burton; 14/5; 3; ; 3; ; 10/3; 29/10; 5/2; ; 14/5; ; 3; 13/5; 11/4; 27/10; 11/4; ; 27/10; 14/5; 29/10; 14/5; 27/10; 16/5; 12/5; ; 6/4; ; 
