META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-03 12:22:57 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gimnastic; ; ; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-03 16:25:16 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; ; 1; ; 1; 21/20; 1; 21/20; ; ; ; 1; 21/20; 21/20; 21/20; ; 21/20; ; 1; ; ; ; 1; 10/9; 42/41; ; ; ; 1; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 85/40; ; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 21/10; 21/10; 
Gimnastic; 16/5; 3; 29/10; 3; 10/3; 14/5; 33/10; ; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 14/5; 14/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-04 12:26:36 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; ; 10/11; 19/20; 1; 1; 21/20; 1; ; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 20/21; 20/21; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 85/40; ; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 21/10; 21/10; 
Gimnastic; 16/5; 3; 29/10; 3; 10/3; 14/5; 33/10; ; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 14/5; 14/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-04 16:27:34 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; ; 10/11; 19/20; 1; 1; 21/20; 1; ; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 20/21; 20/21; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 85/40; ; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 21/10; 21/10; 
Gimnastic; 16/5; 3; 29/10; 3; 10/3; 14/5; 33/10; ; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 14/5; 14/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-04 20:27:41 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; ; 10/11; 19/20; 1; 1; 21/20; 1; ; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 20/21; 20/21; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 85/40; ; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 21/10; 2; 
Gimnastic; 16/5; 3; 3; 3; 10/3; 14/5; 33/10; ; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 14/5; 12/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-05 00:25:54 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; ; 10/11; 19/20; 1; 1; 21/20; 1; ; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 20/21; 20/21; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 85/40; ; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 21/10; 2; 
Gimnastic; 16/5; 3; 3; 3; 10/3; 14/5; 33/10; ; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 14/5; 14/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-05 04:25:20 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; ; 10/11; 19/20; 1; 1; 21/20; 1; ; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 20/21; ; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 85/40; ; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 
Gimnastic; 16/5; 3; 29/10; 3; 10/3; 14/5; 33/10; ; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 14/5; 14/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-05 08:25:15 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; 10/11; 10/11; 19/20; 1; 1; 21/20; 1; ; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 20/21; ; 
Draw; 21/10; 21/10; 41/20; 2; 21/10; 41/20; 11/5; 2; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; ; 
Gimnastic; 16/5; 3; 29/10; 3; 10/3; 14/5; 16/5; 11/4; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 14/5; ; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-05 12:27:24 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 19/20; 1; 10/11; 10/11; 19/20; 1; 1; 21/20; 1; ; 21/20; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 20/21; 20/21; 
Draw; 21/10; 21/10; 41/20; 2; 21/10; 41/20; 11/5; 2; 2; 11/5; 21/10; 2; 2; 21/10; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 21/10; 
Gimnastic; 16/5; 3; 29/10; 3; 10/3; 14/5; 16/5; 11/4; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 3; 3; 31/10; 16/5; 3; 3; 31/10; 31/10; 28/11; ; ; 3; 14/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-05 16:26:15 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; 10/11; 10/11; 19/20; 20/21; 1; 21/20; 19/20; ; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 10/9; 42/41; ; ; 20/21; 20/21; 
Draw; 21/10; 21/10; 41/20; 2; 11/5; 41/20; 11/5; 2; 2; 11/5; 21/10; 2; 2; 11/5; ; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 21/10; 
Gimnastic; 16/5; 3; 29/10; 3; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 16/5; 3; 13/4; 16/5; 3; 3; 13/4; 31/10; 28/11; ; ; 14/5; 14/5; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-05 20:26:13 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; 10/11; 10/11; 19/20; 20/21; 1; 21/20; 19/20; ; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 10/9; 42/41; ; ; 20/21; 20/21; 1
Draw; 21/10; 21/10; 41/20; 2; 11/5; 41/20; 11/5; 2; 2; 11/5; 21/10; 2; 2; 11/5; ; 2; 2; 28/13; 11/5; 37/19; 11/5; 28/13; 11/5; 21/10; ; ; 2; 21/10; 9/4
Gimnastic; 16/5; 3; 29/10; 3; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 16/5; 29/10; 14/5; 16/5; ; 16/5; 3; 33/10; 16/5; 3; 3; 33/10; 31/10; 28/11; ; ; 14/5; 14/5; 7/2
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-06 00:24:43 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; 10/11; 10/11; 19/20; 20/21; 1; 21/20; 19/20; 1; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 10/9; 42/41; ; ; 20/21; 20/21; 1
Draw; 21/10; 21/10; 41/20; 2; 11/5; 41/20; 11/5; 2; 2; 11/5; 21/10; 2; 2; 11/5; 11/5; 2; 2; 28/13; 11/5; 37/19; 11/5; 28/13; 11/5; 21/10; ; ; 2; 21/10; 9/4
Gimnastic; 16/5; 3; 3; 3; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 10/3; 29/10; 14/5; 16/5; 27/10; 16/5; 3; 33/10; 16/5; 3; 3; 33/10; 31/10; 28/11; ; ; 14/5; 14/5; 7/2
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-06 04:24:32 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; 10/11; 10/11; 19/20; 20/21; 1; 21/20; 19/20; 1; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 1; 42/41; ; ; 20/21; 20/21; 1
Draw; 21/10; 21/10; 41/20; 2; 11/5; 41/20; 11/5; 2; 2; 11/5; 21/10; 2; 2; 11/5; 11/5; 2; 2; 28/13; 11/5; 37/19; 11/5; 28/13; 43/19; 21/10; ; ; 2; 21/10; 9/4
Gimnastic; 16/5; 3; 29/10; 3; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 10/3; 29/10; 14/5; 16/5; 27/10; 16/5; 3; 33/10; 16/5; 3; 3; 33/10; 39/11; 28/11; ; ; 14/5; 12/5; 7/2
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-06 08:24:22 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 19/20; 1; 1; 1; 10/11; 1; 10/11; 10/11; 19/20; 20/21; 1; 21/20; 19/20; 1; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 1; 42/41; ; ; 20/21; ; 1
Draw; 21/10; 21/10; 41/20; 2; 11/5; 41/20; 11/5; 2; 2; 11/5; 21/10; 2; 2; 11/5; 11/5; 2; 2; 28/13; 11/5; 37/19; 11/5; 28/13; 43/19; 21/10; ; ; 21/10; ; 9/4
Gimnastic; 16/5; 3; 29/10; 3; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 10/3; 29/10; 14/5; 16/5; 27/10; 16/5; 3; 33/10; 16/5; 3; 3; 33/10; 39/11; 28/11; ; ; 14/5; ; 7/2
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-06 12:25:05 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 1; 21/20; 19/20; 21/20; 10/11; 10/11; 19/20; 21/20; 21/20; 21/20; 1; 1; 1; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 1; 20/21; 11/10
Draw; 21/10; 21/10; 41/20; 2; 21/10; 41/20; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 21/10; 11/5
Gimnastic; 16/5; 14/5; 29/10; 3; 3; 14/5; 31/10; 11/4; 14/5; 16/5; 3; 11/4; 14/5; 16/5; 13/5; 16/5; 3; 58/19; 16/5; 3; 3; 58/19; 31/10; 28/11; ; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-06 16:25:37 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 42/41; ; ; 1; 21/20; 11/10
Draw; 21/10; 21/10; 2; 21/10; 21/10; 2; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 11/5
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 11/4; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; 3; 5/2; 16/5; 3; 3; 16/5; 3; 3; 3; 31/10; 28/11; ; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-06 20:26:28 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; ; 21/20; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 42/41; ; ; 1; 1; 11/10
Draw; 21/10; 21/10; 2; 21/10; 21/10; 41/20; 85/40; 2; 2; 11/5; 2; 2; 2; ; 11/5; 2; 2; 28/13; 11/5; 37/19; 11/5; 28/13; 11/5; 21/10; ; ; 2; 2; 11/5
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 11/4; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; ; 5/2; 16/5; 3; 37/13; 16/5; 3; 3; 37/13; 31/10; 28/11; ; ; 14/5; 9/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-07 00:24:54 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; ; 21/20; 1; 1; 1; 19/20; 19/20; 20/21; 1; 10/9; 42/41; ; ; 1; 21/20; 10/9
Draw; 21/10; 21/10; 2; 21/10; 21/10; 2; 85/40; 2; 2; 11/5; 2; 2; 2; ; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 11/5
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 11/4; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; ; 5/2; 16/5; 3; 3; 16/5; 3; 3; 3; 31/10; 28/11; ; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-07 04:25:03 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 42/41; ; ; 1; 21/20; 10/9
Draw; 21/10; 21/10; 2; 21/10; 21/10; 2; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 11/5
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 11/4; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; 3; 5/2; 16/5; 3; 56/19; 16/5; 3; 3; 56/19; 31/10; 28/11; ; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-07 08:24:34 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 1; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 21/20; ; ; 1; 20/21; 10/9
Draw; 21/10; 21/10; 2; 21/10; 21/10; 41/20; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 19/10; 11/5
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 27/10; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; 3; 5/2; 16/5; 3; 56/19; 16/5; 3; 3; 56/19; 31/10; 27/11; ; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-07 12:26:58 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 1; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 21/20; ; ; 1; 21/20; 10/9
Draw; 21/10; 21/10; 2; 21/10; 21/10; 41/20; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 11/5
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 27/10; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; 3; 5/2; 16/5; 3; 56/19; 16/5; 3; 3; 56/19; 31/10; 27/11; ; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-07 16:25:56 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 1; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 21/20; ; ; 1; 21/20; 
Draw; 21/10; 21/10; 2; 21/10; 21/10; 41/20; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 27/10; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; 3; 5/2; 16/5; 3; 56/19; 16/5; 3; 3; 56/19; 31/10; 27/11; ; ; 14/5; 11/4; 
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-07 20:28:22 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 1; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; ; 11/10; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 21/20; ; ; 10/9; 21/20; 10/9
Draw; 21/10; 21/10; 2; 21/10; 21/10; 41/20; 85/40; 2; 2; 11/5; 2; 2; 2; ; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 21/10
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 27/10; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; ; 13/5; 16/5; 3; 56/19; 16/5; 3; 3; 56/19; 31/10; 27/11; ; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-08 00:25:34 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 21/20; 21/20; 1; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 1; ; 19/20; 19/20; 20/21; 21/20; 10/9; 21/20; ; ; 21/20; 21/20; 10/9
Draw; 21/10; 21/10; 41/20; 21/10; 21/10; 41/20; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; ; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 21/10
Gimnastic; 16/5; 14/5; 11/4; 11/4; 3; 27/10; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; 3; 13/5; 16/5; 3; ; 16/5; 3; 3; 56/19; 31/10; 27/11; ; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-08 04:25:52 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 1; 21/20; 1; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; ; 11/10; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 15/14; ; ; 11/10; 21/20; 10/9
Draw; 21/10; 21/10; 41/20; 21/10; 21/10; 41/20; 11/5; 2; 2; 11/5; 2; 2; 2; ; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 21/10
Gimnastic; 16/5; 11/4; 11/4; 14/5; 3; 27/10; 31/10; 11/4; 14/5; 16/5; 3; 27/10; 14/5; ; 13/5; 16/5; 3; 56/19; 16/5; 3; 3; 56/19; 31/10; 40/17; ; ; 3; 11/4; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-08 08:26:53 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 1; 1; 21/20; 1; 21/20; 19/20; 21/20; 10/11; 1; 19/20; 21/20; 21/20; 21/20; 1; 11/10; 1; 1; 21/20; 19/20; 19/20; 20/21; 21/20; 10/9; 13/12; ; ; 21/20; 21/20; 11/10
Draw; 21/10; 21/10; 41/20; 21/10; 21/10; 2; 85/40; 2; 2; 11/5; 2; 2; 2; 11/5; 9/4; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 11/5; 21/10; ; ; 2; 2; 21/10
Gimnastic; 16/5; 14/5; 11/4; 14/5; 3; 11/4; 3; 11/4; 14/5; 16/5; 3; 27/10; 14/5; 3; 13/5; 16/5; 3; 56/19; 16/5; 3; 3; 56/19; 31/10; 45/17; ; ; 3; 3; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-08 12:29:44 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 11/10; 21/20; 21/20; 1; 21/20; 1; 11/10; 10/11; 21/20; 19/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 19/20; 19/20; 20/21; 21/20; 19/16; 10/9; ; ; 21/20; 21/20; 11/10
Draw; 21/10; 2; 2; 21/10; 21/10; 2; 85/40; 2; 2; 11/5; 2; 2; 2; 21/10; 11/5; 2; 2; 21/10; 11/5; 37/19; 11/5; 21/10; 21/10; 21/10; ; ; 21/10; 2; 21/10
Gimnastic; 14/5; 11/4; 11/4; 14/5; 3; 13/5; 3; 11/4; 13/5; 16/5; 3; 27/10; 14/5; 57/20; 13/5; 3; 14/5; 3; 16/5; 3; 3; 3; 58/19; 28/11; ; ; 3; 3; 3
META; spain/la-liga-segunda/elche-v-gimnastic; 2016-10-08 16:27:07 GMT+3; 2016-10-08 17:00; e70300-dr003
Elche; 11/10; 1; 21/20; 1; 21/20; 1; 21/20; 10/11; 21/20; 19/20; 21/20; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 19/20; 19/20; 20/21; 21/20; 19/17; 13/12; ; ; 21/20; 21/20; 10/9
Draw; 21/10; 21/10; 2; 21/10; 21/10; 2; 11/5; 2; 2; 11/5; 2; 2; 2; 21/10; 9/4; 2; 2; 39/19; 11/5; 37/19; 11/5; 39/19; 11/5; 21/10; ; ; 21/10; 2; 21/10
