META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-17 16:26:47 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; ; 1; 1; 19/20; 21/20; ; ; 1; 1; ; 1; ; 21/20; ; 1; ; 1; ; 1; 22/23; ; ; ; ; ; ; 
Draw; 21/10; 21/10; ; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; ; ; 2; ; 21/10
Huesca; 16/5; 14/5; ; 14/5; 3; 27/10; 31/10; 11/4; ; 16/5; 11/4; 11/4; 3; ; 3; 3; 58/19; 16/5; 13/5; 3; 58/19; 18/5; 13/5; 16/5; ; ; 11/4; ; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-18 20:27:24 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; ; 1; 1; 19/20; 1; 10/11; ; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; ; ; 20/21; 1; 21/20
Draw; 21/10; 21/10; ; 21/10; 11/5; 41/20; 9/4; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; ; ; 2; 21/10; 21/10
Huesca; 10/3; 14/5; ; 14/5; 3; 27/10; 31/10; 11/4; ; 16/5; 11/4; 11/4; 3; ; 3; 3; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; ; ; 11/4; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-19 00:25:03 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; ; 1; 1; 19/20; 21/20; 10/11; ; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; ; ; 20/21; 1; 21/20
Draw; 21/10; 2; ; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; ; ; 2; 2; 21/10
Huesca; 10/3; 14/5; ; 14/5; 3; 27/10; 31/10; 11/4; ; 16/5; 11/4; 11/4; 3; ; 3; 3; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; ; ; 11/4; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-19 04:23:51 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; ; 1; 1; 19/20; 21/20; 10/11; ; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; ; ; 20/21; 1; 21/20
Draw; 21/10; 21/10; ; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; ; ; 2; 2; 21/10
Huesca; 16/5; 14/5; ; 14/5; 3; 27/10; 31/10; 11/4; ; 3; 11/4; 11/4; 3; ; 3; 3; 58/19; 16/5; 13/5; 3; 58/19; 18/5; 13/5; 16/5; ; ; 11/4; 13/5; 3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-19 08:24:03 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; ; 1; 1; 19/20; 21/20; 10/11; ; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; ; ; 1; 1; 21/20
Draw; 21/10; 21/10; ; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; ; ; 2; 2; 21/10
Huesca; 16/5; 14/5; ; 14/5; 3; 27/10; 31/10; 11/4; ; 3; 11/4; 11/4; 3; ; 3; 3; 58/19; 16/5; 13/5; 3; 58/19; 18/5; 13/5; 16/5; ; ; 14/5; 13/5; 3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-19 12:27:13 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; ; 1; 1; 19/20; 21/20; 10/11; ; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 1; ; 1; 22/23; 1; 1; ; ; 1; ; 21/20
Draw; 21/10; 21/10; ; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; ; 39/19; 23/10; 21/10; 21/10; ; ; 2; ; 21/10
Huesca; 16/5; 14/5; ; 14/5; 3; 27/10; 31/10; 11/4; ; 16/5; 11/4; 11/4; 3; ; 3; 3; 58/19; 16/5; 13/5; ; 58/19; 18/5; 13/5; 16/5; ; ; 14/5; ; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-19 16:26:35 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; ; 1; 1; 19/20; 21/20; 10/11; ; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; ; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; 21/10; ; 2; ; 21/10
Huesca; 16/5; 14/5; ; 14/5; 3; 27/10; 31/10; 11/4; ; 16/5; 11/4; 11/4; 3; ; 3; 3; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; 3; ; 5/2; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-19 20:24:01 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; ; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; 21/10; ; 2; ; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 27/10; 31/10; 11/4; ; 16/5; 11/4; 11/4; 3; ; 3; 3; 41/13; 16/5; 13/5; 3; 41/13; 18/5; 13/5; 16/5; 3; ; 5/2; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-20 00:23:34 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; ; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; ; 2; 21/10; 21/10; 11/5; 11/5; 2; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 21/10; ; 2; ; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 31/10; 11/4; ; 16/5; 11/4; 11/4; 3; 13/5; 3; 3; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; 3; ; 5/2; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-20 04:23:21 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; 2; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 21/10; ; 2; ; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 31/10; 11/4; 14/5; 16/5; 11/4; 11/4; 3; 13/5; 3; 3; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; 3; ; 13/5; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-20 08:23:44 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; 2; 2; 21/10; 21/10; 21/10; 21/10; 39/19; 23/10; 21/10; 21/10; 21/10; ; 2; ; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 31/10; 11/4; 14/5; 16/5; 11/4; 11/4; 3; 13/5; 3; 3; 58/19; 16/5; 13/5; 3; 41/13; 18/5; 13/5; 16/5; 3; ; 13/5; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-20 12:23:58 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; 2; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 21/10; ; 2; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 31/10; 11/4; 14/5; 16/5; 11/4; 11/4; 3; 13/5; 3; 3; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; 3; ; 13/5; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-20 16:23:41 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 21/10; ; 2; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 3; 11/4; 14/5; 16/5; 11/4; 11/4; 3; 13/5; 3; 14/5; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; 3; ; 13/5; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-20 20:24:47 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 22/23; 1; 1; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; 2; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 21/10; ; 21/10; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 3; 11/4; 14/5; 16/5; 11/4; 11/4; 3; 13/5; 3; 3; 31/10; 16/5; 13/5; 3; 31/10; 18/5; 13/5; 16/5; 3; ; 13/5; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-21 00:23:57 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 1; 42/41; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; 11/5; 2; 2; 21/10; 2; 21/10; 2; 21/10; 23/10; 21/10; 2; 21/10; ; 21/10; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 31/10; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; 13/5; 3; 3; 31/10; 13/4; 13/5; 3; 31/10; 18/5; 13/5; 13/4; 3; ; 14/5; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-21 04:23:25 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 1; 42/41; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; 11/5; 2; 2; 39/19; 2; 21/10; 2; 39/19; 23/10; 21/10; 2; 21/10; ; 21/10; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 31/10; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; 13/5; 3; 3; 31/10; 13/4; 13/5; 3; 31/10; 18/5; 13/5; 13/4; 3; ; 14/5; 13/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-21 08:22:55 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 30/29; 42/41; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; 11/5; 2; 2; 39/19; 2; 9/4; 2; 39/19; 23/10; 21/10; 2; 21/10; ; 21/10; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; 13/5; 3; 3; 31/10; 13/4; 29/10; 3; 31/10; 18/5; 5/2; 13/4; 3; ; 14/5; 27/10; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-21 12:24:19 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 30/29; 42/41; 1; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 21/10; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; 11/5; 2; 2; 39/19; 2; 9/4; 2; 39/19; 23/10; 21/10; 2; 21/10; ; 21/10; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 11/4; 16/5; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; 13/5; 3; 3; 41/13; 13/4; 29/10; 3; 41/13; 18/5; 5/2; 13/4; 3; ; 14/5; 27/10; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-21 16:27:01 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 30/29; 42/41; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 21/10; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; 11/5; 2; 2; 39/19; 2; 9/4; 2; 39/19; 23/10; 21/10; 2; 21/10; ; 21/10; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 11/4; 16/5; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; 13/5; 3; 3; 41/13; 13/4; 29/10; 3; 41/13; 18/5; 5/2; 13/4; 3; ; 14/5; 27/10; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-21 20:27:05 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 10/11; 1; 1; 21/20; 1; 21/20; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 30/29; 42/41; 1; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 21/10; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; 9/4; 2; 2; 39/19; 2; 9/4; 2; 39/19; 23/10; 21/10; 2; 21/10; ; 21/10; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 11/4; 16/5; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; 27/10; 3; 3; 41/13; 13/4; 29/10; 3; 41/13; 18/5; 5/2; 13/4; 3; ; 3; 27/10; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-22 00:25:07 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 10/11; 1; 1; 21/20; 1; ; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 30/29; 42/41; 1; ; ; 1; 21/20
Draw; 21/10; 2; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; ; 2; 2; 39/19; 2; 9/4; 2; 39/19; 23/10; 21/10; 2; 21/10; ; ; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; ; 3; 3; 41/13; 13/4; 29/10; 3; 41/13; 18/5; 5/2; 13/4; 3; ; ; 27/10; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-22 04:24:23 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; ; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 30/29; 42/41; 1; ; ; 20/21; 21/20
Draw; 21/10; 21/10; 41/20; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 21/10; ; 2; 2; 39/19; 2; 9/4; 2; 39/19; 23/10; 21/10; 2; 21/10; ; ; 2; 21/10
Huesca; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 31/10; 11/4; 14/5; 16/5; 14/5; 11/4; 16/5; ; 3; 3; 16/5; 13/4; 29/10; 3; 16/5; 18/5; 11/4; 13/4; 3; ; ; 12/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-22 08:25:08 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 10/11; 1; 1; 21/20; 1; ; 21/20; 1; 1; 42/41; 1; 1; 1; 22/23; 30/29; 42/41; 1; ; ; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; ; 2; 2; 39/19; 2; 9/4; 2; 39/19; 23/10; 21/10; 2; 21/10; ; ; 2; 21/10
Huesca; 16/5; 14/5; 29/10; 14/5; 3; 14/5; 16/5; 11/4; 14/5; 16/5; 14/5; 11/4; 3; ; 3; 3; 16/5; 13/4; 29/10; 3; 16/5; 18/5; 11/4; 13/4; 3; ; ; 12/5; 10/3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-22 12:26:55 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 1; 1; 1; 20/21; 1; 19/20; 1; 10/11; 10/11; 1; 1; 1; 1; ; 1; 1; 1; 42/41; 1; 1; 1; 22/23; 42/41; 42/41; 1; ; ; 1; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 41/20; 9/4; 2; 2; 21/10; 21/10; 11/5; 11/5; ; 21/10; 11/5; 28/13; 2; 9/4; 2; 28/13; 23/10; 11/5; 2; 21/10; ; ; 21/10; 11/5
Huesca; 16/5; 14/5; 14/5; 11/4; 3; 14/5; 31/10; 11/4; 14/5; 3; 11/4; 11/4; 3; ; 3; 14/5; 58/19; 13/4; 29/10; 3; 58/19; 18/5; 45/17; 13/4; 3; ; ; 3; 3
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-22 16:23:55 GMT+3; 2016-10-22 17:00; e70300-dr003
Getafe; 17/20; 5/6; 17/20; 20/23; 10/11; 4/5; 20/23; 4/5; 4/5; 17/20; 17/20; 5/6; 17/20; ; 10/11; 5/6; 1; 7/8; 4/5; 5/6; 5/6; 39/40; 7/8; 7/8; 5/6; ; ; 5/6; 10/11
Draw; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; ; 21/10; 11/5; 28/13; 9/4; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; ; ; 23/10; 23/10
Huesca; 15/4; 16/5; 10/3; 10/3; 7/2; 16/5; 15/4; 10/3; 3; 15/4; 13/4; 10/3; 7/2; ; 7/2; 7/2; 58/19; 7/2; 4; 7/2; 37/10; 37/10; 31/10; 7/2; 10/3; ; ; 7/2; 4
META; spain/la-liga-segunda/getafe-v-huesca; 2016-10-22 20:25:16 GMT+3; 2016-10-22 17:00; In Play; e70300-dr003
Getafe; 13/10; ; 2; 13/8; 7/4; ; 37/40; 4/5; ; 13/10; ; ; 39/20; ; ; ; ; 19/10; ; ; ; 15/8; ; ; ; ; ; ; 
Draw; 13/10; ; 7/10; 7/10; 10/11; ; 15/8; 11/5; ; 6/5; ; ; 7/10; ; ; ; ; 11/13; ; ; ; 5/6; ; ; ; ; ; ; 
Huesca; 15/4; ; 5; 11/2; 5; ; 4; 10/3; ; 15/4; ; ; 6; ; ; ; ; 19/4; ; ; ; 28/5; ; ; ; ; ; ; 
