META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-18 20:28:53 GMT+2; 2016-11-26 19:00; e70300-dr003
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 45/17; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-25 00:24:25 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 1; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 23/10; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 29/10; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 45/17; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-25 04:24:11 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 1; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 23/10; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 29/10; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 45/17; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-25 08:24:15 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 1; 10/11; 10/11; 19/20; 19/20; 19/20; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 23/10; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 29/10; 7/2; 10/3; 38/11; 13/4; 10/3; 3; 38/11; 37/10; 45/17; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-25 12:25:22 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 1; 10/11; 10/11; 19/20; 19/20; 19/20; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 29/10; 7/2; 10/3; 38/11; 13/4; 10/3; 3; 38/11; 37/10; 45/17; 13/4; 3; ; 3; 5/2; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-25 16:27:15 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 1; 10/11; 10/11; 19/20; 19/20; 19/20; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 29/10; 7/2; 10/3; 38/11; 13/4; 10/3; 3; 38/11; 37/10; 45/17; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-25 20:28:35 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 29/10; 7/2; 10/3; 17/5; 13/4; 10/3; 3; 17/5; 37/10; 45/17; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-26 00:26:02 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 21/10
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 3; 3; 16/5; 29/10; 7/2; 10/3; 38/11; 13/4; 10/3; 3; 38/11; 37/10; 45/17; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-26 04:25:44 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; ; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 20/21; 19/20; 49/50; 1; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; ; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; ; 21/10; 21/10; 21/10
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; ; 33/10; 16/5; ; 7/2; 3; 3; 16/5; 29/10; 7/2; 10/3; 38/11; 13/4; 10/3; 3; 38/11; 37/10; 37/13; 13/4; 16/5; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-26 08:26:10 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 1; 19/20; 1; 1; 1; 19/20; 1; 5/6; ; 1; 1; 1; 1; 1; 1; 19/20; 1; 19/20; 19/20; 20/21; 1; 49/50; 24/23; 19/20; 1; ; 1; 1; 21/20
Draw; 11/5; 21/10; 41/20; 21/10; 21/10; 41/20; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 21/10; ; 2; 21/10; 21/10
Reus Deportiu; 3; 3; 29/10; 14/5; 10/3; 14/5; 16/5; 16/5; ; 3; 29/10; 3; 3; 14/5; 16/5; 3; 16/5; 13/4; 10/3; 3; 16/5; 37/10; 14/5; 13/4; 14/5; ; 3; 10/3; 10/3
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-26 12:28:06 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 5/4; 5/4; 13/10; 13/10; 13/10; 6/5; 11/8; 6/5; ; 13/10; 13/10; 23/20; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; ; 139/100; 9/7; 13/10; 13/10; ; 11/8; 27/20; 7/5
Draw; 21/10; 19/10; 2; 19/10; 2; 39/20; 21/10; 15/8; ; 19/10; 2; 21/10; 2; 2; 2; 2; 2; 2; 2; 2; ; 2; 39/19; 2; 2; ; 19/10; 19/10; 2
Reus Deportiu; 12/5; 23/10; 11/5; 23/10; 12/5; 43/20; 23/10; 9/4; ; 12/5; 11/5; 12/5; 47/20; 11/5; 23/10; 9/4; 27/11; 27/11; 5/2; 12/5; ; 13/5; 28/13; 27/11; 23/10; ; 5/2; 5/2; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-26 16:28:12 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 13/10; 13/10; 27/20; 13/10; 13/10; 6/5; 7/5; 6/5; ; 7/5; 27/20; 23/20; 27/20; 11/8; 13/10; 13/10; 23/17; 13/10; 5/4; 13/10; 23/17; 33/25; 11/8; 13/10; 13/10; ; 7/5; 7/5; 7/5
Draw; 21/10; 19/10; 2; 19/10; 2; 39/20; 21/10; 15/8; ; 19/10; 2; 21/10; 2; 2; 2; 2; 37/19; 2; 2; 2; 37/19; 2; 2; 2; 2; ; 19/10; 19/10; 2
Reus Deportiu; 9/4; 11/5; 43/20; 23/10; 12/5; 43/20; 11/5; 9/4; ; 23/10; 21/10; 12/5; 23/10; 21/10; 23/10; 9/4; 12/5; 27/11; 5/2; 12/5; 12/5; 69/25; 39/19; 27/11; 9/4; ; 12/5; 12/5; 5/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-26 20:28:52 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 6/5; ; ; 5/4; 7/5; ; 5/4; 13/10; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 33/25; 14/11; 13/10; 5/4; ; 13/10; 13/10; 27/20
Draw; 21/10; 19/10; 2; 2; 2; 39/20; 21/10; 15/8; ; ; 2; 2; ; 2; 2; 2; 37/19; 2; 2; 2; 37/19; 2; 39/19; 2; 2; ; 19/10; 19/10; 2
Reus Deportiu; 12/5; 23/10; 23/10; 23/10; 5/2; 43/20; 5/2; 9/4; ; ; 11/5; 2; ; 12/5; 23/10; 12/5; 5/2; 27/11; 5/2; 12/5; 5/2; 69/25; 11/5; 27/11; 12/5; ; 13/5; 5/2; 27/10
