META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-10 16:25:46 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 17/20; ; 17/20; ; 5/6; 5/6; ; ; ; 17/20; 5/6; ; ; ; 5/6; ; 13/15; ; ; ; 13/15; 7/9; 5/6; ; ; ; ; ; 
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-11 16:27:26 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 4/6; 3/4; 3/4; ; 10/13; 3/4; 3/4; ; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 10/13; 4/5; 3/4; ; 8/11; ; 
Draw; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; ; 9/4; 23/10; 23/10; 9/4; ; 12/5; 5/2; 23/10; ; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 
Sevilla Atletico; 17/4; 15/4; 18/5; 7/2; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 10/3; 4; ; 19/5; 50/13; 10/3; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 3; ; 
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-11 20:27:14 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 10/13; 3/4; 3/4; ; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 10/13; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; ; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 18/5; 7/2; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; ; 19/5; 50/13; 10/3; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-12 00:25:17 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 4/5; 3/4; 3/4; 8/11; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 10/13; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 18/5; 7/2; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; 4; 15/4; 50/13; 10/3; 7/2; 15/4; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-12 08:25:16 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 10/13; 3/4; 3/4; 8/11; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 10/13; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 18/5; 7/2; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; 4; 15/4; 50/13; 10/3; 7/2; 15/4; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-12 12:27:40 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 10/13; 3/4; 3/4; 8/11; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 10/13; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 18/5; 10/3; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; 4; 37/10; 50/13; 10/3; 7/2; 37/10; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-12 16:27:21 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 4/5; 3/4; 3/4; 8/11; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 18/5; 10/3; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; 4; 15/4; 50/13; 10/3; 7/2; 15/4; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-12 20:27:47 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 4/5; 3/4; 3/4; 8/11; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 23/10; 9/4; 5/2; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 18/5; 10/3; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; 4; 15/4; 50/13; 10/3; 7/2; 15/4; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-13 10:51:13 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 4/5; 3/4; 3/4; 8/11; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; 4; 15/4; 50/13; 10/3; 7/2; 15/4; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-13 12:25:57 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; ; 4/5; 3/4; 3/4; 8/11; 10/13; 4/5; 4/5; 4/5; 10/13; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 12/5; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 15/4; 18/5; ; 15/4; 16/5; 4; 4; 15/4; 50/13; 10/3; 7/2; 15/4; 23/5; 13/4; 50/13; 15/4; ; 10/3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-13 16:26:16 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; ; 8/11; 8/11; 4/5; 4/5; 5/6; 4/5; 3/4; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 23/10; ; 9/4; 9/4; 23/10; 9/4; 9/4; 47/20; 5/2; 23/10; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 27/11; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 15/4; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; 18/5; 17/5; 15/4; 16/5; 4; 7/2; 15/4; 50/13; 10/3; 7/2; 15/4; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-13 20:26:56 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; 4/5; 5/6; 4/5; 3/4; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; ; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; 9/4; 9/4; 47/20; 5/2; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; ; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 15/4; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; 18/5; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 10/3; 7/2; 19/5; 23/5; 13/4; ; 15/4; ; 10/3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-14 00:25:10 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 3/4; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; 4/5; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; ; ; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 11/5; ; ; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 15/4; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; 7/2; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 10/3; ; ; 23/5; 13/4; 50/13; 15/4; ; 10/3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-14 04:25:44 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 10/3; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 10/3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-14 08:25:36 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; 4/5; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 23/10; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; 7/2; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 10/3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-14 12:27:20 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 9/4; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 10/3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-14 16:27:32 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 9/4; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-14 20:26:13 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 3; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-15 00:26:37 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; ; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; ; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; ; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 7/2; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-15 04:26:06 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 7/2; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-15 08:26:27 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 7/2; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-15 12:25:36 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 10/13; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 7/2; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-15 16:27:24 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 2/9; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 15/4; ; 17/5; 15/4; 16/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; 23/5; 13/4; 50/13; 15/4; ; 7/2; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-15 20:23:22 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; ; 5/6; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; ; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; ; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; ; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
Sevilla Atletico; 17/4; 7/2; 7/2; 10/3; 4; 7/2; ; 7/2; 7/2; 15/4; ; 17/5; 15/4; 18/5; 4; 7/2; 19/5; 50/13; 15/4; 7/2; 19/5; ; 13/4; 50/13; 15/4; ; 7/2; ; 4
META; spain/la-liga-segunda/cordoba-v-sevilla-atletico; 2016-10-16 00:27:14 GMT+3; 2016-10-16 15:00; e70300-dr003
Cordoba; 3/4; 4/5; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 4/5; 4/5; 5/6; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 7/9; 4/5; 3/4; ; 8/11; ; 5/6
Draw; 23/10; 9/4; 9/4; 5/2; 12/5; 9/4; ; 9/4; 9/4; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 23/10; 23/10; ; 12/5; ; 12/5
