META; english/league-2/yeovil-v-forest-green; 2018-03-26 12:20:28 GMT+3; 2018-03-30 15:00; e70300-dr003
Yeovil; 13/10; 11/8; 13/10; 13/10; 71/50; 13/10; 13/10; 13/10; 13/10; 11/8; 11/8; 11/8; 13/10; 13/10; 11/8; 5/4; 5/4; 11/9; 13/10; 13/10; 13/10; 5/4; 1; 11/8
Forest Green; 2; 21/10; 2; 85/40; 2; 28/13; 2; 2; 2; 21/10; 2; 2; 11/6; 28/13; 21/10; 2; 13/8; 2; ; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; 21/10; 121/50; 9/4; 23/10; 11/5; 11/5; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 40/17; 11/5; 12/5; 23/10; 11/5; 19/10; 23/10
META; english/league-2/yeovil-v-forest-green; 2018-03-27 08:20:12 GMT+3; 2018-03-30 15:00; e70300-dr003
Yeovil; 6/5; 5/4; 5/4; 13/10; 32/25; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 5/4; 7/5; 5/4; 13/10; 13/10; 6/5; 5/4; 17/14; 13/10; 5/4; 5/4; 5/4; 10/9; 6/5; 5/4; 5/4
META; english/league-2/yeovil-v-forest-green; 2018-03-29 09:15:54 GMT+3; 2018-03-30 15:00; e70300-dr003
Yeovil; 13/10; 5/4; 5/4; 13/10; 129/100; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 7/5; 5/4; 13/10; 5/4; 5/4; 16/13; 13/10; 5/4; 5/4; 5/4; 6/5; 23/20; 5/4; 5/4; 
Forest Green; 23/10; 11/5; 11/5; 2; 47/20; 23/10; 21/10; 21/10; 28/13; 11/5; 9/4; 11/5; 15/8; 21/10; 11/5; 11/5; 28/13; 2; 28/13; 28/13; 85/40; 21/10; 11/5; 2; 21/10; 23/10; 23/10
Draw; 5/2; 23/10; 9/4; 21/10; 61/25; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 9/4; 23/10; 11/5; 12/5; 9/4; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 21/10; 23/10; 12/5
META; english/league-2/yeovil-v-forest-green; 2018-03-29 15:19:26 GMT+3; 2018-03-30 15:00; e70300-dr003
Yeovil; 13/10; 5/4; 13/10; 5/4; 129/100; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 7/5; 5/4; 13/10; 13/10; 13/10; 5/4; 14/11; 13/10; 13/10; 5/4; 13/10; 6/5; 5/4; 27/20; 27/20
Forest Green; 23/10; 11/5; 21/10; 9/4; 47/20; 9/4; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 15/8; 21/10; 11/5; 21/10; 21/10; 2; 39/19; 28/13; 11/5; 21/10; 28/13; 21/10; 2; 21/10; 2
Draw; 5/2; 23/10; 9/4; 11/5; 61/25; 12/5; 9/4; 23/10; 11/5; 9/4; 23/10; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 23/10; 21/10; 11/5; 23/10; 11/5
META; english/league-2/yeovil-v-forest-green; 2018-04-23 10:18:20 GMT+3; 2018-04-24 19:45; e70300-dr003
Yeovil; 13/8; 6/4; 8/5; 8/5; 13/8; 17/10; 13/8; 13/8; 31/20; 8/5; 8/5; 13/8; 6/4; 8/5; 6/4; 17/11; 6/4; 8/5; 13/8; 31/20; 8/5; 6/4; 7/5; 6/4; 8/5
Forest Green; 19/10; 7/4; 7/4; 7/4; 99/50; 9/5; 17/10; 37/19; 15/8; 7/4; 9/5; 7/4; 2; 9/5; 24/13; 9/5; 12/7; 37/19; 9/5; 19/10; 7/4; 6/4; 19/10; 19/10; 
Draw; 23/10; 9/4; 21/10; 11/5; 56/25; 9/4; 21/10; 15/8; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 39/19; 11/5; 28/13; 15/8; 23/10; 21/10; 2; 13/8; 21/10; 11/5
META; english/league-2/yeovil-v-forest-green; 2018-04-24 08:18:22 GMT+3; 2018-04-24 19:45; e70300-dr003
Forest Green; 9/5; 17/10; 31/20; 7/4; 177/00; 13/8; 17/10; 8/5; 8/5; 31/20; 8/5; 13/8; 8/5; 6/4; 7/4; 8/5; 8/5; 7/4; 18/11; 8/5; 31/20; 28/17; 13/8; 17/10; 13/10; 7/4
Draw; 19/10; 7/4; 15/8; 15/8; 19/10; 2; 15/8; 15/8; 9/5; 15/8; 2; 9/5; 15/8; 21/10; 2; 15/8; 24/13; 7/4; 19/10; 9/5; 2; 19/10; 9/5; 9/5; 13/8; 9/5
Yeovil; 21/10; 2; 15/8; 15/8; 85/40; 2; 15/8; 21/10; 15/8; 2; 2; 9/5; 19/10; 2; 19/10; 19/10; 21/10; 19/10; 2; 2; 7/4; 21/10; ; ; ; 
