META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-29 00:20:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 5/4; 13/10; ; 5/4; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; 7/5; 5/4; ; 6/5; ; 
Cardiff; 5/4; 5/4; 5/4; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-30 00:20:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 5/4; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-30 04:20:38 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 5/4; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-30 08:21:30 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 5/4; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 5/2; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-30 12:21:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-30 16:22:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; ; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; ; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-30 20:21:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-31 00:20:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-31 04:20:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-31 08:20:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-31 12:21:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-31 16:21:15 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-31 20:21:37 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-01 00:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-01 04:20:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-01 08:20:37 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-01 12:21:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 5/4; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-01 16:20:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 5/4; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-01 20:20:53 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 5/4; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-02 00:20:40 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-02 04:20:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-02 08:20:52 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-02 12:20:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-02 16:21:51 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-02 20:21:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-03 00:20:40 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-03 04:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-03 08:20:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 13/10; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; ; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; 2; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; ; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; ; 5/2; 9/4; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-03 12:21:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 15/8; ; 
