META; english/efl-cup/exeter-v-brentford; 2016-07-29 00:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 20/21; ; 21/20; 1; 10/11; ; 9/10; 1; 19/20; ; 19/20; ; 10/11; 19/20; 9/10; 9/10; 9/10; ; 19/20; 66/67; ; 10/11; ; 
Exeter; 5/2; 11/4; 11/4; 14/5; ; 13/5; 13/5; 11/4; ; 11/4; 13/5; 13/5; ; 13/5; ; 3; 13/5; 11/4; 11/4; 11/4; 5/2; 16/5; 11/5; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-29 16:20:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 20/21; ; 21/20; 1; 10/11; ; 9/10; 1; 19/20; ; 19/20; ; 10/11; 19/20; 9/10; 9/10; 9/10; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 13/5; 5/2; 13/5; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 12/5; ; 51/20; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 11/4; 14/5; ; 13/5; 13/5; 11/4; ; 11/4; 13/5; 13/5; ; 13/5; ; 3; 13/5; 11/4; 11/4; 11/4; 5/2; 16/5; 11/5; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-29 20:22:19 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 1; ; 21/20; 1; 10/11; ; 9/10; 1; 19/20; ; 19/20; ; 10/11; 19/20; 9/10; 9/10; 9/10; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 13/5; 5/2; 13/5; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 12/5; ; 51/20; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 11/4; 14/5; ; 13/5; 13/5; 11/4; ; 11/4; 13/5; 13/5; ; 13/5; ; 3; 13/5; 11/4; 11/4; 11/4; 5/2; 16/5; 11/5; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-30 00:21:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 1; ; 21/20; 1; 10/11; ; 9/10; 1; 19/20; ; 19/20; ; 10/11; 19/20; 9/10; 9/10; 9/10; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 13/5; 5/2; 13/5; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 12/5; ; 51/20; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 11/4; 14/5; ; 13/5; 13/5; 11/4; ; 11/4; 13/5; 13/5; ; 13/5; ; 3; 13/5; 11/4; 11/4; 11/4; 5/2; 16/5; 11/5; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-30 04:20:56 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; 1; 19/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 13/5; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 11/4; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; 40/17; 16/5; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-30 08:21:51 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; 1; 19/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 13/5; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 11/4; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; 40/17; 16/5; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-30 12:22:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; 1; 19/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; 40/17; 16/5; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-30 16:22:56 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; ; 19/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; ; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; ; 16/5; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-30 20:21:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; 1; 19/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; 40/17; 16/5; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-31 00:21:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; 1; 28/29; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; 40/17; 31/10; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-31 04:21:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; 1; 28/29; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; 40/17; 31/10; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-31 08:20:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 1; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 10/11; 19/20; 9/10; 9/10; 9/10; 1; 28/29; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 14/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 3; 13/5; 11/4; 11/4; 11/4; 40/17; 31/10; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-31 12:21:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 28/29; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 5/2; 13/5; 11/4; 11/4; 11/4; 40/17; 31/10; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-31 16:21:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 28/29; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 49/20; ; 5/2; 13/5; 11/4; 11/4; 11/4; 40/17; 31/10; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-07-31 20:22:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 13/5; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-01 00:20:59 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 13/5; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-01 04:21:01 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 13/5; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-01 08:20:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 13/5; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-01 12:21:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 10/11; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 11/4; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 13/5; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-01 16:21:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 13/5; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-01 20:21:17 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-02 00:21:00 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 40/17; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-02 04:20:59 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 40/17; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-02 08:21:09 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 40/17; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-02 12:21:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-02 16:22:11 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 40/17; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-02 20:21:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 1; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 12/5; 119/40; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-03 00:20:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 40/17; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-03 04:21:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 13/5; 11/4; 11/4; 11/4; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-03 08:20:53 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 1; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; ; 9/10; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 5/2; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; ; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; ; 11/4; 40/17; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-03 12:21:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-03 16:21:14 GMT+3; 2016-08-09 19:45; e70300-dr003
