META; english/efl-cup/exeter-v-brentford; 2016-07-29 00:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 20/21; ; 21/20; 1; 10/11; ; 9/10; 1; 19/20; ; 19/20; ; 10/11; 19/20; 9/10; 9/10; 9/10; ; 19/20; 66/67; ; 10/11; ; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; 11/5; 5/2; 11/5; 11/5; 27/11; 9/4; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 11:45:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 23/20; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 22/19; ; 23/20; 10/9; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 9/4; ; 11/5; ; 11/5; 11/5; 11/5; 5/2; 11/5; 11/5; 27/11; 9/4; ; 2; 2; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 23/10; 2; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 12:21:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 13/10; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 22/19; ; 23/20; 10/9; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 19/10; ; 11/5; ; 11/5; 11/5; 11/5; 5/2; 11/5; 11/5; 27/11; 9/4; ; 2; 2; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 23/10; 9/4; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 12:39:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 23/20; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 13/10; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 22/19; ; 23/20; 10/9; 
Exeter; 23/10; 12/5; 11/5; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 19/10; ; 11/5; ; 11/5; 11/5; 11/5; 5/2; 11/5; 11/5; 27/11; 9/4; ; 2; 2; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 23/10; 9/4; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 13:45:46 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 23/20; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 13/10; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 22/19; ; 23/20; 10/9; 
Exeter; 23/10; 12/5; 11/5; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 19/10; ; 11/5; ; 11/5; 11/5; 11/5; 5/2; 11/5; 11/5; 27/11; 9/4; ; 2; 2; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 13/5; 5/2; ; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 23/10; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 15:45:49 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 23/20; 23/20; ; 6/5; 23/20; 1; 5/4; 15/13; 23/20; 5/4; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 6/5; 13/11; ; 21/20; 10/9; 
Exeter; 23/10; 12/5; 9/4; 11/5; ; 23/10; 12/5; 12/5; 2; 11/5; 11/5; 2; ; 11/5; ; 11/5; 9/4; 11/5; 5/2; 11/5; 11/5; 40/17; 28/13; ; 21/10; 2; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 13/5; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 16:21:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 11/10; 23/20; 23/20; ; 6/5; 23/20; 1; 5/4; 15/13; 11/10; 23/20; ; 11/10; ; 23/20; 15/13; 15/13; 1; 23/20; 15/13; 6/5; 13/11; ; 21/20; 10/9; 
Exeter; 12/5; 12/5; 9/4; 11/5; ; 23/10; 12/5; 12/5; 2; 11/5; 23/10; 9/4; ; 9/4; ; 9/4; 12/5; 11/5; 5/2; 11/5; 11/5; 40/17; 28/13; ; 21/10; 2; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 13/5; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 13/5; 13/5; 27/11; 5/2; 12/5; 5/2; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 17:45:49 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 23/20; 23/20; ; 6/5; 23/20; 1; 5/4; 15/13; 23/20; 23/20; ; 11/10; ; 23/20; 15/13; 15/13; 1; 23/20; 11/10; 6/5; 13/11; ; 11/10; 10/9; 
Exeter; 12/5; 23/10; 11/5; 11/5; ; 23/10; 12/5; 12/5; 2; 11/5; 9/4; 9/4; ; 9/4; ; 9/4; 5/2; 11/5; 5/2; 11/5; 9/4; 40/17; 28/13; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 5/2; ; 13/5; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 18:27:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 23/20; 23/20; ; 6/5; 23/20; 1; 5/4; 15/13; 23/20; 23/20; ; 11/10; ; 23/20; 15/13; 15/13; 1; 23/20; 11/10; 6/5; 13/11; ; 11/10; 10/9; 
Exeter; 12/5; 23/10; 11/5; 11/5; ; 23/10; 12/5; 12/5; 2; 11/5; 9/4; 9/4; ; 9/4; ; 9/4; 12/5; 11/5; 5/2; 11/5; 9/4; 40/17; 28/13; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 5/2; ; 13/5; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 13/5; 13/5; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 19:45:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 5/4; 6/5; ; 13/10; 13/10; 1; 5/4; 15/13; 5/4; 23/20; ; 6/5; ; 23/20; 15/13; 15/13; 6/5; 23/20; 6/5; 6/5; 17/14; ; 6/5; 6/5; 
Exeter; 12/5; 23/10; 41/20; 11/5; ; 43/20; 21/10; 12/5; 2; 11/5; 2; 9/4; ; 21/10; ; 9/4; 12/5; 11/5; 2; 11/5; 28/13; 40/17; 21/10; ; 19/10; 19/10; 
Draw; 13/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 12/5; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 20:21:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 5/4; 6/5; ; 13/10; 13/10; 1; 5/4; 15/13; 5/4; 23/20; ; 6/5; ; 23/20; 15/13; 15/13; 6/5; 23/20; 6/5; 6/5; 17/14; ; 6/5; 6/5; 
Exeter; 12/5; 23/10; 41/20; 11/5; ; 43/20; 21/10; 12/5; 2; 11/5; 2; 9/4; ; 21/10; ; 9/4; 12/5; 11/5; 2; 11/5; 28/13; 40/17; 21/10; ; 19/10; 19/10; 
Draw; 13/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 12/5; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 21:45:46 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 5/4; 6/5; ; 13/10; 13/10; 1; 5/4; 15/13; 5/4; 23/20; ; 6/5; ; 23/20; 15/13; 15/13; 6/5; 23/20; 6/5; 6/5; 17/14; ; 6/5; 6/5; 
Exeter; 12/5; 23/10; 41/20; 11/5; ; 43/20; 21/10; 12/5; 2; 11/5; 2; 9/4; ; 21/10; ; 9/4; 12/5; 11/5; 2; 11/5; 21/10; 40/17; 21/10; ; 21/10; 19/10; 
Draw; 13/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 12/5; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 5/2; 9/4; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 23:45:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 5/4; 6/5; ; 13/10; 13/10; 1; 5/4; 15/13; 5/4; 23/20; ; 6/5; ; 23/20; 15/13; 15/13; 6/5; 23/20; 6/5; 6/5; 17/14; ; 6/5; 6/5; 
Exeter; 12/5; 23/10; 41/20; 11/5; ; 43/20; 21/10; 12/5; 2; 11/5; 2; 9/4; ; 21/10; ; 9/4; 12/5; 11/5; 2; 11/5; 28/13; 40/17; 21/10; ; 21/10; 19/10; 
Draw; 13/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 12/5; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 12/5; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 00:21:16 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 5/4; 6/5; ; 13/10; 13/10; 1; 5/4; 15/13; 5/4; 23/20; ; 6/5; ; 23/20; 15/13; 15/13; 6/5; 23/20; 6/5; 6/5; 17/14; ; 6/5; 23/20; 
Exeter; 12/5; 23/10; 41/20; 11/5; ; 43/20; 21/10; 12/5; 2; 11/5; 2; 9/4; ; 21/10; ; 9/4; 12/5; 11/5; 2; 11/5; 28/13; 40/17; 21/10; ; 21/10; 19/10; 
Draw; 13/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 12/5; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 12/5; 9/4; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 00:44:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 5/4; 6/5; ; 13/10; 13/10; 1; 5/4; 15/13; 5/4; 23/20; ; 6/5; ; 23/20; 15/13; 15/13; 6/5; 23/20; 6/5; 6/5; 17/14; ; 6/5; 23/20; 
Exeter; 12/5; 23/10; 41/20; 11/5; ; 43/20; 21/10; 12/5; 2; 11/5; 2; 9/4; ; 21/10; ; 9/4; 12/5; 11/5; 2; 11/5; 28/13; 40/17; 21/10; ; 21/10; 19/10; 
Draw; 13/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 12/5; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 12/5; 9/4; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 01:45:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 5/4; 6/5; ; 13/10; 13/10; 1; 5/4; 15/13; 5/4; 23/20; ; 6/5; ; 23/20; 15/13; 15/13; 6/5; 23/20; 6/5; 6/5; 17/14; ; 6/5; 23/20; 
Exeter; 12/5; 23/10; 41/20; 11/5; ; 11/5; 21/10; 12/5; 2; 11/5; 2; 9/4; ; 21/10; ; 9/4; 12/5; 11/5; 2; 11/5; 28/13; 40/17; 21/10; ; 21/10; 19/10; 
Draw; 13/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 12/5; 5/2; ; 49/20; ; 13/5; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 12/5; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 03:45:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 6/5; 10/9; 
Exeter; 12/5; 23/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 2; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 12/5; ; 13/5; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 12/5; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 04:21:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 6/5; 10/9; 
Exeter; 12/5; 23/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 2; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 12/5; ; 13/5; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 12/5; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 05:45:48 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 23/20; 10/9; 
Exeter; 12/5; 23/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 2; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 12/5; ; 5/2; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 06:28:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 23/20; 10/9; 
Exeter; 12/5; 23/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 2; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 12/5; ; 5/2; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 5/2; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 07:45:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 23/20; 10/9; 
Exeter; 12/5; 23/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 21/10; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 12/5; ; 5/2; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 08:21:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 6/5; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 23/20; 10/9; 
Exeter; 12/5; 23/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 21/10; ; 21/10; 2; 
Draw; 13/5; 12/5; 47/20; 12/5; ; 5/2; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 09:45:48 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 6/5; 10/9; 
Exeter; 23/10; 23/10; 21/10; 11/5; ; 21/10; 9/4; 9/4; 2; 11/5; 21/10; 11/5; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 28/13; 40/17; 21/10; ; 11/5; 2; 
Draw; 13/5; 12/5; 47/20; 12/5; ; 12/5; 13/5; 12/5; 5/2; 27/11; 5/2; 12/5; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 11:45:48 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 23/20; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 6/5; 23/20; 
Exeter; 23/10; 23/10; 21/10; 11/5; ; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 21/10; ; 11/5; 2; 
Draw; 13/5; 12/5; 47/20; 5/2; ; 12/5; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 12:22:09 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 6/5; 23/20; 
Exeter; 23/10; 21/10; 21/10; 11/5; ; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 21/10; ; 11/5; 2; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 12/5; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 49/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 12:50:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 6/5; 5/4; ; 6/5; 10/9; 
Exeter; 23/10; 21/10; 21/10; 11/5; ; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 11/5; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 40/17; 21/10; ; 11/5; 2; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 12/5; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 5/2; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 13:45:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 6/5; 6/5; 6/5; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 5/4; 5/4; ; 6/5; 23/20; 
Exeter; 23/10; 21/10; 21/10; 11/5; ; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 21/10; ; 11/5; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 9/4; 21/10; ; 11/5; 2; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 12/5; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; ; 5/2; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 15:45:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 6/5; 6/5; 5/4; ; 5/4; 5/4; 11/10; 5/4; 15/13; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 15/13; 6/5; 23/20; 6/5; 5/4; 9/7; ; 5/4; 6/5; 
Exeter; 23/10; 21/10; 41/20; 21/10; ; 21/10; 21/10; 9/4; 2; 11/5; 2; 2; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 21/10; 9/4; 2; ; 21/10; 2; 
Draw; 13/5; 5/2; 12/5; 12/5; ; 12/5; 13/5; 12/5; 5/2; 27/11; 12/5; 5/2; ; 51/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 16:22:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 5/4; 5/4; 5/4; ; 5/4; 5/4; 11/10; 5/4; 15/13; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 15/13; 6/5; 23/20; 6/5; 5/4; 9/7; ; 6/5; 6/5; 
Exeter; 23/10; 2; 2; 21/10; ; 21/10; 21/10; 9/4; 2; 11/5; 2; 2; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 21/10; 9/4; 28/13; ; 21/10; 2; 
Draw; 13/5; 5/2; 12/5; 12/5; ; 12/5; 13/5; 12/5; 5/2; 27/11; 12/5; 5/2; ; 51/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 27/11; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 17:45:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 5/4; 6/5; 5/4; ; 5/4; 6/5; 11/10; 5/4; 15/13; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 5/4; 16/13; ; 6/5; 6/5; 
Exeter; 23/10; 2; 21/10; 11/5; ; 21/10; 9/4; 9/4; 11/5; 11/5; 21/10; 21/10; ; 11/5; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 9/4; 23/10; ; 11/5; 2; 
Draw; 13/5; 5/2; 12/5; 23/10; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; ; 51/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 18:31:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 5/4; 6/5; 5/4; ; 5/4; 5/4; 11/10; 5/4; 15/13; 6/5; 5/4; ; 6/5; ; 5/4; 6/5; 15/13; 6/5; 23/20; 15/13; 5/4; 16/13; ; 6/5; 6/5; 
Exeter; 23/10; 2; 21/10; 11/5; ; 21/10; 21/10; 9/4; 11/5; 11/5; 21/10; 2; ; 11/5; ; 21/10; 12/5; 11/5; 2; 11/5; 11/5; 9/4; 23/10; ; 11/5; 2; 
Draw; 13/5; 5/2; 12/5; 23/10; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; ; 51/20; ; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; 45/17; 27/11; ; 5/2; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 19:45:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 5/4; 5/4; 5/4; ; 5/4; 13/10; 11/10; 5/4; 15/13; 13/10; 5/4; ; 5/4; ; 5/4; 6/5; 15/13; 6/5; 23/20; 5/4; 5/4; 13/10; ; 5/4; 6/5; 
Exeter; 9/4; 2; 39/20; 2; ; 21/10; 21/10; 9/4; 11/5; 11/5; 19/10; 2; ; 21/10; ; 21/10; 12/5; 11/5; 2; 11/5; 21/10; 9/4; 21/10; ; 21/10; 2; 
Draw; 13/5; 5/2; 12/5; 5/2; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; ; 5/2; ; 5/2; 5/2; 27/11; 5/2; 12/5; 12/5; 45/17; 5/2; ; 12/5; 23/10; 
META; english/efl-cup/exeter-v-brentford; 2016-08-09 20:22:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 5/4; 13/10; 7/5; ; 5/4; 7/5; 11/10; 5/4; 15/13; 11/8; 5/4; ; 13/10; ; 13/10; 5/4; 15/13; 6/5; 23/20; 5/4; 5/4; 23/17; ; 27/20; 5/4; 
Exeter; 9/4; 2; 15/8; 2; ; 21/10; 2; 9/4; 11/5; 11/5; 19/10; 2; ; 2; ; 21/10; 9/4; 11/5; 2; 11/5; 39/19; 9/4; 2; ; 2; 19/10; 
Draw; 13/5; 5/2; 12/5; 9/4; ; 12/5; 5/2; 12/5; 12/5; 27/11; 12/5; 5/2; ; 5/2; ; 12/5; 5/2; 27/11; 5/2; 12/5; 12/5; 45/17; 5/2; ; 12/5; 12/5; 
