META; english/championship/ipswich-v-hull; 2018-02-27 18:17:28 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 29/20; 6/4; 6/4; 6/4; 159/100; 6/4; 6/4; 7/5; 6/4; ; 6/4; 7/5; ; 6/4; 6/4; 6/4; 16/11; 16/11; 15/11; 31/21; 29/20; 29/20; 16/11; ; 6/4; 27/20; 6/4
Hull; 19/10; 15/8; 2; 19/10; 52/25; 19/10; 19/10; 9/5; 37/19; ; 2; 2; ; 2; 19/10; 19/10; 19/10; 37/19; 30/17; 19/10; 2; 39/20; 19/10; ; 19/10; 9/5; 2
Draw; 11/5; 9/4; 21/10; 11/5; 56/25; 23/10; 21/10; 21/10; 11/5; ; 21/10; 21/10; ; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; ; 21/10; ; 21/10; 2; 11/5
META; english/championship/ipswich-v-hull; 2018-03-01 15:59:45 GMT+2; ; e70300-dr003
Ipswich l w d d l w; 6/4; 6/4; 8/5; 6/4; 42/25; 6/4; 8/5; 7/5; 6/4; 8/5; 8/5; 31/20; 27/20; 13/8; 8/5; 6/4; 6/4; 16/11; 14/9; 31/21; 8/5; 8/5; 6/4; 7/5; 7/5; 13/8
Hull l w l l w d; 15/8; 15/8; 9/5; 19/10; 97/50; 19/10; 15/8; 15/8; 37/19; 15/8; 15/8; 9/5; 11/5; 15/8; 19/10; 15/8; 37/19; 13/7; 19/10; 9/5; 37/20; 9/5; 19/10; 19/10; ; 
Draw; 11/5; 9/4; 21/10; 11/5; 9/4; 23/10; 21/10; 11/5; 11/5; 21/10; 9/4; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; 21/10; 28/13; 9/4; 11/5; ; 
META; english/championship/ipswich-v-hull; 2018-03-02 01:01:09 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 27/20; 7/5; 29/20; 6/4; 38/25; 31/20; 6/4; 7/5; 6/4; 29/20; 8/5; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 16/11; 16/11; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4
META; english/championship/ipswich-v-hull; 2018-03-02 05:01:10 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 27/20; 7/5; 29/20; 6/4; 38/25; 31/20; 6/4; 7/5; 6/4; 29/20; 8/5; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 16/11; 16/11; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4
Hull; 21/10; 2; 19/10; 21/10; 21/10; 2; 2; 21/10; 15/8; 2; 19/10; 21/10; 21/10; 2; 37/19; 37/19; 2; 37/19; 85/40; 21/10; 37/19; 2; 19/10; ; 
Draw; 11/5; 9/4; 21/10; 11/5; 58/25; 23/10; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 9/4; 28/13; 9/4; 21/10; 28/13; 21/10; 2; 9/4
META; english/championship/ipswich-v-hull; 2018-03-02 07:01:09 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 6/4; 7/5; 29/20; 6/4; 153/100; 31/20; 6/4; 7/5; 6/4; 29/20; 8/5; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 16/11; 16/11; 31/20; 6/4; 7/5; 7/5; 7/5; 6/4
Hull; 11/5; 2; 19/10; 21/10; 21/10; 2; 2; 15/8; 2; 19/10; 41/20; 21/10; 2; 37/19; 37/19; 2; 37/19; 21/10; 21/10; 37/19; 2; 19/10; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 23/10; 23/10; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 9/4; 28/13; 9/4; 21/10; 21/10; 21/10; 2; 9/4
META; english/championship/ipswich-v-hull; 2018-03-02 08:20:57 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 6/4; 7/5; 29/20; 6/4; 38/25; 31/20; 6/4; 7/5; 6/4; 29/20; 8/5; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 16/11; 16/11; 31/20; 6/4; 7/5; 7/5; 7/5; 6/4
Hull; 11/5; 2; 19/10; 21/10; 21/10; 2; 2; 15/8; 2; 19/10; 41/20; 21/10; 2; 37/19; 37/19; 2; 37/19; 21/10; 21/10; 37/19; 2; 19/10; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 58/25; 23/10; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 9/4; 28/13; 9/4; 21/10; 21/10; 21/10; 2; 9/4
META; english/championship/ipswich-v-hull; 2018-03-02 09:01:10 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 6/4; 7/5; 29/20; 6/4; 38/25; 31/20; 6/4; 7/5; 6/4; 29/20; 8/5; 29/20; 7/5; 29/20; 7/5; 7/5; 16/11; 16/11; 16/11; 31/20; 6/4; 7/5; 7/5; 7/5; 6/4
Hull; 11/5; 2; 19/10; 21/10; 21/10; 2; 2; 15/8; 2; 19/10; 41/20; 21/10; 2; 37/19; 37/19; 2; 37/19; 21/10; 21/10; 37/19; 2; 19/10; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 58/25; 23/10; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 9/4; 28/13; 9/4; 21/10; 21/10; 21/10; 2; 9/4
META; english/championship/ipswich-v-hull; 2018-03-02 14:00:06 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 6/4; 31/20; 6/4; 7/5; 6/4; 8/5; 7/5; 6/4; 6/4; 16/11; 16/11; 16/11; 6/4; 7/5; 11/8; 6/4; 
Hull; 11/5; 21/10; 2; 2; 15/8; 19/10; 2; 19/10; 19/10; 37/19; 2; 37/19; 21/10; 37/19; 7/4; 21/10; 
Draw; 9/4; 23/10; 11/5; 21/10; 11/5; 9/4; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 28/13; 21/10; 28/13; 2; 9/4
META; english/championship/ipswich-v-hull; 2018-03-02 16:19:44 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 31/20; 6/4; 6/4; 7/5; 6/4; 16/11; 16/11; 6/4; 16/11
Hull; 21/10; 2; 19/10; 19/10; 19/10; 37/19; 21/10; 19/10; 
Draw; 23/10; 11/5; 9/4; 21/10; 21/10; 28/13; 21/10; 21/10; 28/13
META; english/championship/ipswich-v-hull; 2018-03-02 18:52:46 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 6/4; 7/5; 16/11
Hull; 19/10; 19/10; 37/19
Draw; 11/5; 21/10; 21/10
META; english/championship/ipswich-v-hull; 2018-03-03 12:19:17 GMT+2; 2018-03-03 15:00; e70300-dr003
Ipswich; 16/11
Hull; 37/19
Draw; 21/10
META; english/championship/ipswich-v-hull; 2018-03-12 10:26:12 GMT+2; 2018-03-13 19:45; e70300-dr003
Ipswich; 7/4; 17/10; 17/10; 11/8; 179/00; 17/10; 8/5; 28/17; 17/10; 13/8; 17/10; 17/10; 7/4; 9/5; 8/5; 7/4; 8/5; 32/21; 28/17; 7/4; 7/4; 17/10; 17/10; 13/8; 7/4
Hull; 7/4; 17/10; 17/10; 9/5; 44/25; 9/5; 17/10; 8/5; 17/10; 19/10; 17/10; 17/10; 7/4; 13/8; 7/4; 28/17; 17/10; 28/17; 8/5; 33/20; 28/17; 7/4; 17/10; 13/8; 7/4
Draw; 23/10; 21/10; 21/10; 11/5; 117/0; 23/10; 11/5; 23/10; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 9/4; 23/10; 11/5; 21/10; 21/10; 2; 9/4; ; 
META; english/championship/ipswich-v-hull; 2018-03-12 20:18:15 GMT+2; 2018-03-13 19:45; e70300-dr003
Hull; 17/10; 17/10; 13/8; 17/10; 171/00; 9/5; 17/10; 28/17; 13/8; 17/10; 13/8; 13/8; 33/20; 13/8; 8/5; 8/5; 17/10; 28/17; 8/5; 7/4; 33/20; 28/17; 13/8; 17/10; 13/8; 17/10
Ipswich; 19/10; 17/10; 9/5; 17/10; 15/8; 17/10; 8/5; 7/4; 9/5; 9/5; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 8/5; 19/11; 17/10; 9/5; 7/4; 9/5; 9/5; 19/10; 9/5; 9/5
Draw; 9/4; 21/10; 21/10; 21/10; 23/10; 23/10; 11/5; 23/10; 21/10; 11/5; 11/5; 11/5; 43/20; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 21/10; 9/4; 9/4; 9/4
META; english/championship/ipswich-v-hull; 2018-03-13 12:20:56 GMT+2; 2018-03-13 19:45; e70300-dr003
Hull; 9/5; 17/10; 7/4; 17/10; 9/5; 7/4; 7/4; 13/8; 28/17; 7/4; 17/10; 7/4; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 32/19; 8/5; 7/4; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5
Ipswich; 9/5; 13/8; 7/4; 17/10; 179/00; 15/8; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 17/10; 7/4; 17/10; 17/10; 8/5; 32/19; 17/10; 9/5; 17/10; 7/4; 7/4; 9/5; 9/5; 9/5
Draw; 9/4; 11/5; 11/5; 21/10; 57/25; 9/4; 21/10; 21/10; 23/10; 11/5; 9/4; 2; 11/5; 43/20; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4; 9/4
META; english/championship/ipswich-v-hull; 2018-03-13 20:18:47 GMT+2; 2018-03-13 19:45; e70300-dr003
Hull; 17/10; 6/4; 31/20; 17/10; 163/00; 17/10; 13/8; 8/5; 28/17; 8/5; 13/8; 8/5; 6/4; 8/5; 17/10; 8/5; 17/11; 8/5; 17/11; 8/5; 17/10; 8/5; 8/5; 13/8; 13/8; 13/8; 17/10
Ipswich; 15/8; 15/8; 19/10; 17/10; 2; 19/10; 19/10; 9/5; 9/5; 2; 19/10; 15/8; 15/8; 15/8; 9/5; 9/5; 19/10; 17/10; 37/19; 7/4; 15/8; 19/10; 19/10; 15/8; 19/10; 19/10; 19/10
Draw; 9/4; 9/4; 11/5; 21/10; 113/0; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 43/20; 21/10; 21/10; 28/13; 11/5; 28/13; 28/13; 9/4; 11/5; 11/5; 21/10; 11/5; 9/4; 
