META; english/league-2/luton-v-mansfield; 2016-10-16 00:25:19 GMT+3; 2016-10-22 15:00; e70300-dr003
Draw; 13/5; 5/2; 47/20; ; 13/5; ; 13/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mansfield; 14/5; 11/4; 29/10; ; 11/4; ; 3; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/luton-v-mansfield; 2016-10-16 20:23:56 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; ; 19/20; ; 37/40; 10/11; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; 
Draw; 13/5; 5/2; 47/20; ; 13/5; ; 13/5; 23/10; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; 
Mansfield; 14/5; 11/4; 29/10; ; 11/4; ; 3; 12/5; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; 
META; english/league-2/luton-v-mansfield; 2016-10-17 00:23:08 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; ; 19/20; ; 37/40; 10/11; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 4/7; ; 
Draw; 13/5; 5/2; 47/20; ; 13/5; ; 13/5; 23/10; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 19/10; ; 
Mansfield; 14/5; 11/4; 29/10; ; 11/4; ; 3; 12/5; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; 23/10; ; 
META; english/league-2/luton-v-mansfield; 2016-10-17 04:23:00 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; ; 19/20; ; 10/11; 10/11; ; ; 19/20; ; 9/10; ; ; ; ; ; ; ; ; ; ; 9/10; 10/11; ; 4/7; ; 
Draw; 13/5; 5/2; 47/20; ; 13/5; ; 13/5; 23/10; ; ; 5/2; ; 51/20; ; ; ; ; ; ; ; ; ; ; 5/2; 13/5; ; 11/5; ; 
Mansfield; 14/5; 11/4; 14/5; ; 11/4; ; 3; 12/5; ; ; 14/5; ; 59/20; ; ; ; ; ; ; ; ; ; ; 3; 11/4; ; 6/4; ; 
META; english/league-2/luton-v-mansfield; 2016-10-17 08:22:56 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; ; 19/20; ; 10/11; 10/11; ; ; 19/20; ; 9/10; ; ; ; ; ; ; ; ; ; ; 9/10; 10/11; ; 4/7; ; 
Draw; 13/5; 5/2; 47/20; ; 13/5; ; 13/5; 23/10; ; ; 5/2; ; 51/20; ; ; ; ; ; ; ; ; ; ; 5/2; 13/5; ; 11/5; ; 
Mansfield; 14/5; 11/4; 14/5; ; 11/4; ; 3; 12/5; ; ; 14/5; ; 59/20; ; ; ; ; ; ; ; ; ; ; 3; 11/4; ; 19/10; ; 
META; english/league-2/luton-v-mansfield; 2016-10-17 12:24:15 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 10/11; 19/20; ; 10/11; 10/11; ; ; 19/20; ; 9/10; ; ; ; ; ; ; ; ; ; ; 9/10; 10/11; ; 4/7; ; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; ; 13/5; 23/10; ; ; 5/2; ; 51/20; ; ; ; ; ; ; ; ; ; ; 5/2; 13/5; ; 11/5; ; 
Mansfield; 14/5; 11/4; 14/5; 3; 11/4; ; 3; 12/5; ; ; 14/5; ; 59/20; ; ; ; ; ; ; ; ; ; ; 3; 11/4; ; 6/4; ; 
META; english/league-2/luton-v-mansfield; 2016-10-17 16:24:39 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; ; ; 19/20; ; 9/10; ; ; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 4/7; ; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 13/5; 13/5; 23/10; ; ; 5/2; ; 51/20; ; ; ; ; ; 12/5; ; ; ; ; 5/2; 13/5; ; 9/4; ; 
Mansfield; 14/5; 11/4; 14/5; 3; 11/4; 5/2; 3; 12/5; ; ; 14/5; ; 59/20; ; ; ; ; ; 13/5; ; ; ; ; 3; 11/4; ; 8/5; ; 
META; english/league-2/luton-v-mansfield; 2016-10-17 20:24:26 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; ; ; 10/11; ; 9/10; 10/11; ; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; ; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 13/5; 13/5; 23/10; ; ; 23/10; ; 51/20; 5/2; ; ; ; ; 12/5; ; ; ; ; 5/2; 13/5; ; 9/4; ; 
Mansfield; 14/5; 3; 14/5; 3; 11/4; 5/2; 3; 12/5; ; ; 14/5; ; 59/20; 29/10; ; ; ; ; 13/5; ; ; ; ; 3; 11/4; ; 13/5; ; 
META; english/league-2/luton-v-mansfield; 2016-10-18 00:23:17 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; ; ; 10/11; ; 9/10; 10/11; ; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; ; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 13/5; 13/5; 23/10; ; ; 23/10; ; 51/20; 5/2; ; ; ; ; 12/5; ; ; ; ; 5/2; 13/5; ; 9/4; ; 
Mansfield; 14/5; 3; 14/5; 3; 11/4; 5/2; 3; 12/5; ; ; 14/5; ; 59/20; 29/10; ; ; ; ; 13/5; ; ; ; ; 3; 11/4; ; 13/5; ; 
META; english/league-2/luton-v-mansfield; 2016-10-18 04:23:19 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; ; ; 10/11; ; 9/10; 10/11; ; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; ; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 13/5; 13/5; 23/10; ; ; 23/10; ; 51/20; 5/2; ; ; ; ; 12/5; ; ; ; ; 5/2; 13/5; ; 9/4; ; 
Mansfield; 14/5; 3; 14/5; 3; 11/4; 5/2; 3; 12/5; ; ; 14/5; ; 59/20; 29/10; ; ; ; ; 13/5; ; ; ; ; 3; 11/4; ; 13/5; ; 
META; english/league-2/luton-v-mansfield; 2016-10-18 08:23:54 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; ; ; 10/11; ; ; 10/11; ; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; ; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 13/5; 13/5; 23/10; ; ; 23/10; ; ; 5/2; ; ; ; ; 12/5; ; ; ; ; 5/2; 13/5; ; 9/4; ; 
Mansfield; 14/5; 3; 14/5; 3; 11/4; 5/2; 3; 12/5; ; ; 14/5; ; ; 29/10; ; ; ; ; 13/5; ; ; ; ; 3; 11/4; ; 13/5; ; 
META; english/league-2/luton-v-mansfield; 2016-10-18 16:25:35 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 20/23; 19/20; 5/6; 9/10; 10/11; ; 17/20; 20/23; 10/11; 17/20; 17/20; ; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; ; 
Draw; 13/5; 5/2; 47/20; 5/2; 13/5; 12/5; 13/5; 23/10; ; 5/2; 23/10; 5/2; 51/20; 12/5; ; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 12/5; ; 
Mansfield; 3; 16/5; 3; 3; 11/4; 11/4; 31/10; 12/5; ; 3; 3; 3; 16/5; 16/5; ; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; ; 
META; english/league-2/luton-v-mansfield; 2016-10-18 20:24:49 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 12/5; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 3; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-19 00:23:10 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 10/11; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 23/10; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 12/5; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 12/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-19 04:21:57 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 10/11; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 23/10; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 12/5; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 12/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-19 08:22:08 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 10/11; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 23/10; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 12/5; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 12/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-19 12:24:21 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 10/11; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; ; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 23/10; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 12/5; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 12/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; ; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-19 16:24:06 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 10/11; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 23/10; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 23/10; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 12/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-19 20:22:03 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 10/11; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 23/10; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 23/10; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 12/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-20 00:21:46 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 23/10; 12/5; 
Mansfield; 3; 16/5; 31/10; 16/5; 11/4; 11/4; 31/10; 3; 3; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-20 04:21:28 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 10/11; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 
Mansfield; 3; 16/5; 3; 16/5; 11/4; 11/4; 31/10; 3; 3; 16/5; 29/10; 3; 16/5; 3; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-20 08:21:39 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 10/11; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 
Mansfield; 3; 16/5; 3; 16/5; 11/4; 11/4; 31/10; 3; 3; 16/5; 29/10; 3; 16/5; 3; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-20 12:22:02 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 17/20; 10/11; 19/20; 5/6; 9/10; 5/6; 9/10; 17/20; 20/23; 10/11; 17/20; 10/11; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 17/20; ; 5/6; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 
Mansfield; 3; 3; 3; 16/5; 3; 11/4; 31/10; 3; 3; 16/5; 29/10; 3; 16/5; 3; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-20 16:21:49 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 17/20; 9/10; 20/21; 19/20; 5/6; 10/11; 5/6; 9/10; 10/11; 10/11; 10/11; 9/10; 10/11; 10/11; ; ; ; 9/10; ; ; ; ; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 13/5; 5/2; 47/20; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 5/2; 23/10; 5/2; 51/20; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 
Mansfield; 3; 3; 3; 3; 3; 11/4; 3; 3; 3; 3; 29/10; 3; 3; 3; 3; ; ; ; 13/5; ; ; ; ; 3; 3; ; 3; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-20 20:22:46 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 17/20; 10/11; 9/10; 20/21; 19/20; 5/6; 10/11; 5/6; 9/10; 10/11; 10/11; 10/11; 9/10; 10/11; 10/11; ; ; ; 9/10; ; ; ; ; ; 10/11; ; 10/11; 5/6; 
Draw; 13/5; 12/5; 47/20; 12/5; 5/2; 12/5; 13/5; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 5/2; 12/5; 
Mansfield; 3; 3; 3; 3; 3; 11/4; 3; 3; 3; 3; 29/10; 3; 3; 3; 3; ; ; ; 13/5; ; ; ; ; ; 3; ; 14/5; 3; 
META; english/league-2/luton-v-mansfield; 2016-10-21 00:22:08 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 5/2; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 57/20; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 14/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 00:55:54 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 5/2; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 57/20; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 01:47:03 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 5/2; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 57/20; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 14/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 03:47:00 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 57/20; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 04:21:29 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 10/11; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 13/5; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 57/20; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 05:46:57 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 06:31:57 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 07:47:00 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 08:21:09 GMT+3; 2016-10-22 15:00; e70300-dr003
