META; english/league-2/mansfield-v-hartlepool; 2017-02-05 04:23:03 GMT+2; 2017-02-11 15:00; e70300-dr003
META; english/league-2/mansfield-v-hartlepool; 2017-02-07 00:21:43 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; ; ; ; 4/5; 10/13; 4/5; 5/6; 4/5; 10/13; ; ; 10/13; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; ; 5/2; 13/5; ; ; ; 13/5; 51/20; 13/5; 5/2; 13/5; 5/2; ; ; 5/2; 3; ; ; ; ; 23/10; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; ; 19/5; 10/3; ; ; ; 10/3; 7/2; 7/2; 10/3; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-07 04:21:57 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; ; ; ; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; ; ; 4/5; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; ; 5/2; 13/5; ; ; ; 13/5; 5/2; 13/5; 5/2; 13/5; 27/11; ; ; 27/11; 3; ; ; ; ; 23/10; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; ; 19/5; 10/3; ; ; ; 10/3; 7/2; 7/2; 10/3; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-07 08:22:01 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; ; ; ; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; ; ; 4/5; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; ; 5/2; 13/5; ; ; ; 13/5; 5/2; 13/5; 5/2; 13/5; 27/11; ; ; 27/11; 3; ; ; ; ; 23/10; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; ; 19/5; 10/3; ; ; ; 10/3; 7/2; 7/2; 10/3; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-07 12:23:22 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; ; ; ; 4/5; 10/13; 4/5; 5/6; 4/5; 10/13; ; ; 10/13; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; ; 5/2; 13/5; ; ; ; 13/5; 51/20; 13/5; 5/2; 13/5; 5/2; ; ; 5/2; 3; ; ; ; ; 23/10; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; ; 19/5; 10/3; ; ; ; 10/3; 7/2; 7/2; 10/3; 7/2; 57/17; ; ; 57/17; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-07 16:22:38 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 8/11; 8/11; 4/5; 8/11; ; ; 3/4; 4/5; 10/13; 4/5; 5/6; 4/5; 10/13; ; ; 10/13; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 5/2; 13/5; ; ; 12/5; 13/5; 51/20; 13/5; 5/2; 13/5; 5/2; ; ; 5/2; 3; ; ; ; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; 16/5; 19/5; 10/3; ; ; 17/5; 10/3; 7/2; 7/2; 10/3; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-07 20:22:35 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 8/11; 8/11; 4/5; 8/11; ; 8/11; 3/4; 4/5; 10/13; 4/5; 5/6; 4/5; 10/13; ; ; 10/13; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 13/5; 13/5; ; 13/5; 12/5; 13/5; 51/20; 13/5; 5/2; 13/5; 5/2; ; ; 5/2; 3; ; ; ; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; 16/5; 15/4; 10/3; ; 16/5; 17/5; 10/3; 7/2; 7/2; 10/3; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-08 00:21:47 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 8/11; 8/11; 4/5; 8/11; ; 8/11; 3/4; 4/5; 10/13; 4/5; 3/4; 4/5; 10/13; ; ; 10/13; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 13/5; 13/5; ; 13/5; 12/5; 13/5; 51/20; 13/5; 13/5; 13/5; 5/2; ; ; 5/2; 3; ; ; ; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; 16/5; 19/5; 10/3; ; 16/5; 17/5; 10/3; 7/2; 7/2; 15/4; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-08 04:21:53 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 8/11; 8/11; 4/5; 8/11; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 10/13; ; ; 10/13; 4/5; ; ; ; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 13/5; 13/5; ; 13/5; 12/5; 13/5; 51/20; 13/5; 13/5; 13/5; 5/2; ; ; 5/2; 3; ; ; ; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; 16/5; 19/5; 10/3; ; 16/5; 17/5; 10/3; 7/2; 18/5; 15/4; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-08 08:21:31 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 4/5; 8/11; 8/11; 3/4; 8/11; ; 8/11; 3/4; 4/5; 10/13; 4/5; 3/4; 4/5; 10/13; ; ; 10/13; 4/5; ; ; ; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 13/5; 13/5; ; 13/5; 12/5; 13/5; 51/20; 13/5; 13/5; 13/5; 5/2; ; ; 5/2; 3; ; ; ; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 10/3; 7/2; 16/5; 19/5; 10/3; ; 16/5; 17/5; 10/3; 7/2; 7/2; 15/4; 7/2; 17/5; ; ; 17/5; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-08 12:24:01 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 4/5; 8/11; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 10/13; ; ; 10/13; ; ; ; ; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 13/5; 13/5; ; 13/5; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; ; ; 5/2; ; ; ; ; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 19/5; 10/3; ; 16/5; 17/5; 10/3; 15/4; 18/5; 15/4; 7/2; 17/5; ; ; 17/5; ; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-08 16:22:23 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 4/5; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 4/5; ; ; 4/5; 4/5; ; ; ; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 11/4; 11/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 5/2; 27/11; ; ; 27/11; 3; ; ; ; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 3; ; 16/5; 17/5; 10/3; 15/4; 18/5; 7/2; 7/2; 57/17; ; ; 57/17; 71/20; ; ; ; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-08 20:22:59 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 4/5; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 4/5; 3/4; 4/5; ; ; ; 4/5; 4/5; ; ; 4/5; ; 4/5; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; ; ; ; 28/11; 3; ; ; 5/2; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 7/2; 7/2; 7/2; ; ; ; 38/11; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 00:21:45 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 04:21:40 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 5/2; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 10/3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 05:47:04 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 06:51:16 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 07:47:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 08:21:34 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 09:47:05 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 3/4; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 12/5; ; 
Hartlepool; 7/2; 4; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 11:47:08 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 5/6; 4/5; 3/4; 8/11; 8/11; 3/4; 4/5; ; 8/11; 3/4; 4/5; 10/13; 3/4; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; ; ; 4/5; ; 4/6; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 11/4; 5/2; 11/4; 13/5; ; 13/5; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; ; ; 5/2; ; 13/5; ; 
Hartlepool; 7/2; 10/3; 17/5; 7/2; 7/2; 16/5; 15/4; 7/2; ; 16/5; 17/5; 10/3; 15/4; 15/4; 7/2; 7/2; 15/4; ; ; 15/4; 71/20; ; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 12:30:30 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 5/6; 4/5; 3/4; 4/5; 3/4; 4/5; 4/5; ; 4/5; 3/4; 4/5; 10/13; 4/5; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; 4/5; ; 4/5; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 11/4; 13/5; ; 5/2; 12/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; 12/5; ; 12/5; ; 13/5; ; 
Hartlepool; 15/4; 10/3; 17/5; 7/2; 7/2; 16/5; 10/3; 7/2; ; 10/3; 17/5; 10/3; 15/4; 17/5; 7/2; 7/2; 15/4; ; ; 19/5; 71/20; 3; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 13:32:25 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; ; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; 4/5; ; 4/5; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 11/4; 13/5; ; 5/2; 5/2; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; 12/5; ; 12/5; ; 13/5; ; 
Hartlepool; 15/4; 10/3; 17/5; 7/2; 7/2; 16/5; 10/3; 7/2; ; 10/3; 7/2; 10/3; 7/2; 17/5; 7/2; 7/2; 19/5; ; ; 19/5; 71/20; 3; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 13:57:24 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; ; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; 4/5; ; 4/5; ; 8/11; ; 
Draw; 5/2; 5/2; 12/5; 5/2; 5/2; 12/5; 11/4; 13/5; ; 5/2; 5/2; 13/5; 53/20; 13/5; 11/4; 5/2; 28/11; ; ; 28/11; 149/50; 12/5; ; 12/5; ; 13/5; ; 
Hartlepool; 15/4; 10/3; 17/5; 7/2; 7/2; 16/5; 10/3; 7/2; ; 10/3; 7/2; 10/3; 7/2; 17/5; 7/2; 7/2; 19/5; ; ; 19/5; 71/20; 3; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 15:46:50 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 4/5; 4/5; 5/6; 4/5; 3/4; 4/5; 4/5; ; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; 4/5; ; 4/5; ; 8/11; ; 
Draw; 5/2; 13/5; 12/5; 5/2; 5/2; 12/5; 11/4; 13/5; ; 5/2; 13/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; 12/5; ; 12/5; ; 13/5; ; 
Hartlepool; 15/4; 7/2; 17/5; 7/2; 7/2; 16/5; 10/3; 7/2; ; 10/3; 10/3; 10/3; 7/2; 17/5; 7/2; 7/2; 19/5; ; ; 19/5; 71/20; 3; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 16:22:55 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/5; 4/5; 4/5; 5/6; 4/5; 3/4; 4/5; 4/5; ; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 14/19; ; ; 14/19; 4/5; 4/5; ; 4/5; ; 8/11; ; 
Draw; 5/2; 13/5; 12/5; 5/2; 5/2; 12/5; 11/4; 13/5; ; 5/2; 13/5; 13/5; 53/20; 13/5; 11/4; 13/5; 28/11; ; ; 28/11; 149/50; 12/5; ; 12/5; ; 13/5; ; 
Hartlepool; 15/4; 7/2; 17/5; 7/2; 7/2; 16/5; 10/3; 7/2; ; 10/3; 10/3; 10/3; 7/2; 17/5; 7/2; 7/2; 19/5; ; ; 19/5; 71/20; 3; ; 7/2; ; 3; ; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-09 17:46:48 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 8/11; 4/5; 8/11; 3/4; 8/11; 7/10; 3/4; 8/11; ; 8/11; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 9/13; ; ; 9/13; 4/5; 13/18; ; 8/11; ; 4/6; ; 
Draw; 27/10; 13/5; 49/20; 5/2; 11/4; 5/2; 11/4; 13/5; ; 13/5; 27/10; 5/2; 27/10; 14/5; 11/4; 27/10; 27/10; ; ; 27/10; 149/50; 13/5; ; 13/5; ; 13/5; ; 
Hartlepool; 15/4; 7/2; 15/4; 15/4; 7/2; 10/3; 15/4; 7/2; ; 15/4; 15/4; 4; 4; 4; 7/2; 4; 4; ; ; 4; 71/20; 41/13; ; 15/4; ; 7/2; ; 
