META; english/premier-league/man-city-v-hull; 2017-03-30 00:25:48 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; ; ; 2/13; ; ; ; ; 1/7; 1/6; ; ; 1/6; ; ; ; ; ; 2/11; ; ; 19/100; ; ; ; ; ; ; ; 
Draw; ; ; 11/2; ; ; ; ; 6; 13/2; ; ; 6; ; ; ; ; ; 6; ; ; 34/5; ; ; ; ; ; ; ; 
Hull; ; ; 16; ; ; ; ; 16; 16; ; ; 14; ; ; ; ; ; 12; ; ; 19; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-hull; 2017-04-01 20:16:21 GMT+3; 2017-04-03 17:00; e70300-dr003
Ruch Chorzow; 23/20; ; 11/10; ; ; ; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; ; 21/20; 11/10; 21/20; 21/20; 6/5; 15/13; 15/14; 21/20; 11/10; ; 1; 21/20; 
Twente 4-0; 18; 16; 18; ; 16; 16; 19; 20; 16; 18; 18; 16; 20; 18; 14; 16; 75/4; 35/2; 17; 75/4; ; 19; 17; 18; 17; ; ; ; 
Twente 4-1; 20; 18; 20; ; 16; 16; 21; 20; 20; 18; 20; 16; 18; 20; 18; 18; 81/4; 37/2; 19; 81/4; ; 21; 19; 18; 19; ; ; ; 
Twente 3-2; 22; 18; 20; ; 16; 20; 22; 20; 22; 20; 20; 18; 22; 20; 20; 18; 91/4; 20; 24; 91/4; ; 25; 24; 20; 24; ; 22; 22; 
Go Ahead Eagles 2-0; 33; 33; 40; ; 28; 28; 40; 40; 40; 33; 40; 33; 33; 40; 28; 33; 63/2; 33; 34; 63/2; ; 39; 34; 33; 34; ; 41; 46; 
Twente 4-2; 40; 33; 35; ; 28; 28; 40; 40; 40; 33; 33; 33; 40; 35; 33; 33; 75/2; 40; 45; 75/2; ; 47; 45; 33; 45; ; ; ; 
Go Ahead Eagles 3-2; 40; 40; 45; ; 33; 40; 45; 50; 50; 40; 45; 40; 50; 40; 50; 40; 169/4; 50; 55; 169/4; ; 50; 55; 40; 55; ; 66; 67; 
Twente 5-0; 40; 33; ; ; 33; 40; 45; 45; 40; 33; 40; 33; 55; 35; 28; 33; 75/2; ; 36; 75/2; ; ; 36; 33; 36; ; ; ; 
Twente 5-1; 40; 40; ; ; 33; 40; 40; 50; 40; 40; 40; 33; 55; 35; 40; 40; 40; ; 40; 40; ; ; 40; 40; 40; ; ; ; 
Go Ahead Eagles 3-1; 40; 40; 50; ; 33; 50; 50; 60; 50; 50; 50; 40; 50; 45; 50; 40; 87/2; 50; 50; 87/2; ; 60; 50; 50; 50; ; 70; 79; 
Draw 3-3; 50; 50; 50; ; 40; 50; 75; 55; 66; 50; 50; 40; 60; 45; 50; 50; 52; 50; 70; 52; ; 80; 70; 50; 70; ; 66; 88; 
Twente 5-2; 66; 66; ; ; 50; 66; 90; 90; ; 75; 70; 50; 90; 80; 66; 66; 251/4; ; 80; 251/4; ; ; 80; ; 80; ; ; ; 
Go Ahead Eagles 3-0; 66; 66; 100; ; 66; 80; 100; 125; 100; 90; 90; 66; 90; 100; 80; 66; 261/4; 125; 90; 261/4; ; 120; 90; 80; 90; ; 28/5; ; 
Twente 6-0; 66; 80; ; ; 66; 80; 100; 125; 100; 90; 80; 66; 125; 100; 80; 66; 271/4; ; 90; 271/4; ; ; 90; 66; 90; ; ; ; 
Twente 6-1; 80; ; ; ; 66; 80; 110; 125; ; 90; 90; 66; 125; 100; 80; 80; 70; ; 100; 70; ; ; 100; ; 100; ; ; ; 
Twente 4-3; 80; 80; 85; ; 66; 80; 125; 100; ; 90; 80; 66; 100; 100; 80; 80; 145/2; 125; 125; 145/2; ; 140; 125; ; 125; ; ; ; 
Go Ahead Eagles 4-2; 125; ; 150; ; ; 100; 175; 200; 100; 125; 125; 80; 125; 150; 125; 100; 169/2; 200; 180; 169/2; ; 200; 180; 80; 180; ; ; ; 
Go Ahead Eagles 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 6-2; 150; ; ; ; ; 150; 200; ; ; 150; 125; 80; 150; 150; 150; 125; ; ; 200; ; ; ; 200; ; 200; ; ; ; 
Go Ahead Eagles 6-2; ; ; ; ; ; ; 225; ; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 4-1; 125; ; 150; ; ; 150; 175; 250; 100; 150; 125; 100; 125; 150; 150; 100; 343/4; 200; 160; 343/4; ; 200; 160; 100; 160; ; ; ; 
Twente 5-3; 150; ; ; ; ; 150; 225; 225; ; 150; 125; 100; 150; 150; 150; 125; ; ; 275; ; ; ; 275; ; 275; ; ; ; 
Go Ahead Eagles 4-3; 150; ; 175; ; ; 150; 200; 250; ; 150; 125; 100; 150; 150; 200; 125; 93; 250; 300; 93; ; 200; 300; ; 300; ; ; ; 
Twente 7-1; 200; ; ; ; ; 200; 300; 325; ; 200; 150; 100; 175; 250; 200; ; ; ; 275; ; ; ; 275; ; 275; ; ; ; 
Draw 4-4; 250; ; 225; ; ; 250; 400; 325; ; 225; 150; 100; 175; 200; 250; 150; ; 250; 400; ; ; 200; 400; ; 400; ; ; ; 
Twente 7-0; 200; ; ; ; ; 200; 275; 400; ; 175; 150; 100; 175; 200; 200; ; ; ; 250; ; ; ; 250; ; 250; ; ; ; 
Twente 6-3; 450; ; ; ; ; ; ; ; ; 275; 150; ; 200; 300; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 7-2; 450; ; ; ; ; ; ; ; ; 300; 150; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 7-3; ; ; ; ; ; ; ; ; ; 450; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 4-0; 250; ; 250; ; ; ; 300; 500; 100; 225; 150; 100; 175; 300; ; 150; ; 250; 275; ; ; 200; 275; 125; 275; ; ; ; 
Go Ahead Eagles 5-0; ; ; ; ; ; ; 225; 500; 100; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; 125; ; ; ; ; 
Go Ahead Eagles 5-1; 500; ; ; ; ; ; 375; 500; 100; 350; 200; ; 200; 300; ; 250; ; ; ; ; ; ; ; 125; ; ; ; ; 
Go Ahead Eagles 5-2; 500; ; ; ; ; ; 375; 500; ; 350; 200; ; 200; 300; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 5-3; ; ; ; ; ; ; 400; 500; ; 375; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 5-4; ; ; ; ; ; ; ; 500; ; 475; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 6-0; ; ; ; ; ; ; 225; 500; 100; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; 125; ; ; ; ; 
Go Ahead Eagles 6-1; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 7-0; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 7-1; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Go Ahead Eagles 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 5-4; ; ; ; ; ; ; ; 500; ; 325; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 6-4; ; ; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 8-0; ; ; ; ; ; ; ; 500; ; 375; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 8-1; ; ; ; ; ; ; ; 500; ; 375; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 8-2; ; ; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Twente 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-hull; 2017-04-02 08:17:00 GMT+3; 2017-03-29 23:30; e70300-dr003
Atletico GO; 3/4; 3/4; 4/5; 4/5; 4/5; ; 5/6; 5/6; 5/6; 5/6; 5/6; ; 10/13; ; 5/6; 5/6; 4/5; 5/6; 5/6; 4/5; 73/100; 3/4; 11/13; ; ; ; 8/11; ; 
Draw; 5/2; 11/5; 43/20; 5/2; 12/5; ; 21/10; 23/10; 23/10; 23/10; 2; ; 9/4; ; 9/4; 12/5; 12/5; 5/2; 12/5; 12/5; 127/50; 28/13; 12/5; ; ; ; 11/5; ; 
Aparecidense; 16/5; 16/5; 18/5; 13/5; 3; ; 31/10; 11/4; 10/3; 7/2; 16/5; ; 10/3; ; 3; 16/5; 37/13; 11/4; 13/5; 37/13; 33/10; 14/5; 13/5; ; ; ; 14/5; ; 
META; english/premier-league/man-city-v-hull; 2017-04-05 11:21:16 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; 1/7; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 2/11; 1/6; 2/11; 2/11; 1/5; 1/5; 1/5; 2/11; 2/11; 2/11; 2/11; 1/5; 3/16; 2/11; 1/6; 2/11; ; ; ; 
Draw; 13/2; 11/2; 6; 11/2; 6; 13/2; 13/2; 13/2; 6; 6; 11/2; 11/2; 6; 13/2; 6; 13/2; 13/2; 6; 31/5; 13/2; 34/5; 63/10; 25/4; 6; 25/4; ; ; ; 
Hull; 16; 12; 14; 12; 14; 14; 16; 14; 12; 14; 16; 16; 14; 14; 12; 16; 15; 23/2; 14; 15; 33/2; 12; 14; 12; 14; ; ; ; 
META; english/premier-league/man-city-v-hull; 2017-04-05 16:15:49 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; 1/6; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 1/6; 1/5; 1/5; 1/5; 1/5; 2/11; 2/9; 1/5; 1/5; 3/16; 2/11; 2/11; 3/16; 21/100; 3/14; 2/11; 1/5; 2/11; ; ; ; 2/9
Draw; 6; 11/2; 11/2; 11/2; 6; 6; 13/2; 13/2; 6; 11/2; 11/2; 11/2; 6; 6; 6; 13/2; 25/4; 6; 31/5; 25/4; 34/5; 6; 25/4; 11/2; 25/4; ; ; ; 13/2
Hull; 14; 12; 13; 12; 14; 12; 16; 14; 12; 14; 14; 12; 12; 14; 12; 14; 57/4; 23/2; 14; 57/4; 31/2; 11; 14; 11; 14; ; ; ; 79/5
META; english/premier-league/man-city-v-hull; 2017-04-05 20:15:43 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; 1/6; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 2/11; 2/9; 1/5; 1/5; 3/16; 2/11; 2/11; 3/16; 21/100; 3/14; 2/11; 1/5; 2/11; ; 1/5; ; 2/9
Draw; 6; 11/2; 11/2; 11/2; 6; 6; 13/2; 13/2; 6; 11/2; 11/2; 11/2; 6; 6; 6; 13/2; 25/4; 23/4; 31/5; 25/4; 34/5; 6; 25/4; 11/2; 25/4; ; 6; ; 13/2
Hull; 14; 12; 13; 12; 14; 12; 16; 14; 12; 14; 14; 12; 12; 14; 12; 14; 57/4; 12; 14; 57/4; 31/2; 11; 14; 11; 14; ; 76/5; ; 79/5
META; english/premier-league/man-city-v-hull; 2017-04-06 11:16:29 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; 1/6; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 2/11; 1/5; 1/5; 2/11; 1/5; 2/11; 1/5; 1/5; 1/5; 2/11; 2/11; 2/11; 2/11; 21/100; 1/5; 2/11; 2/11; 1/5; ; 1/5; 1/6; 2/9
Draw; 6; 11/2; 11/2; 11/2; 6; 13/2; 13/2; 13/2; 13/2; 6; 11/2; 6; 13/2; 6; 6; 13/2; 25/4; 23/4; 13/2; 25/4; 34/5; 31/5; 13/2; 11/2; 27/4; ; 33/5; 5; 13/2
Hull; 14; 12; 14; 12; 14; 14; 16; 14; 12; 14; 14; 12; 12; 16; 12; 16; 61/4; 12; 15; 61/4; 31/2; 23/2; 15; 12; 31/2; ; 78/5; 53/5; 76/5
META; english/premier-league/man-city-v-hull; 2017-04-06 16:01:06 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; 1/6; 2/11; 2/11; 1/5; 1/5; 2/11; 2/11; 2/11; 1/5; 2/11; 1/6; 1/6; 1/5; 2/11; 1/5; 2/11; 2/11; 2/11; 2/11; 2/11; 21/100; 1/5; 2/11; 2/11; 1/5; ; 1/5; 1/5; 1/5
Draw; 6; 6; 13/2; 11/2; 6; 13/2; 13/2; 13/2; 13/2; 6; 6; 11/2; 13/2; 7; 6; 13/2; 25/4; 23/4; 13/2; 25/4; 13/2; 63/10; 13/2; 11/2; 27/4; ; 33/5; 32/5; 13/2
Hull; 14; 12; 17; 12; 14; 1500/100; 16; 14; 14; 14; 14; 16; 12; 14; 12; 14; 31/2; 12; 15; 31/2; 33/2; 14; 15; 12; 31/2; ; 78/5; 15; 81/5
META; english/premier-league/man-city-v-hull; 2017-04-06 20:01:50 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; 1/6; 2/11; 2/11; 1/5; 1/5; 2/11; 2/11; 2/11; 1/5; 2/11; 1/6; 1/6; 1/5; 2/11; 1/5; 2/11; 3/16; 2/11; 2/11; 3/16; 21/100; 1/5; 2/11; 2/11; 1/5; ; ; 1/5; 1/5
Draw; 6; 6; 13/2; 11/2; 6; 13/2; 13/2; 13/2; 13/2; 6; 6; 11/2; 13/2; 7; 6; 13/2; 25/4; 23/4; 13/2; 25/4; 13/2; 63/10; 13/2; 11/2; 27/4; ; ; 32/5; 13/2
Hull; 14; 12; 17; 12; 14; 1500/100; 16; 14; 14; 14; 14; 16; 12; 14; 12; 14; 59/4; 12; 15; 59/4; 31/2; 14; 15; 12; 31/2; ; ; 14; 81/5
META; english/premier-league/man-city-v-hull; 2017-04-07 13:03:00 GMT+3; 2017-04-08 15:00; e70300-dr003
Man City; 1/5; 1/5; 1/5; 2/9; 1/5; 1/5; 1/5; 2/11; 1/5; 2/11; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 2/11; 3/16; 2/11; 2/11; 21/100; 1/5; 2/11; 1/5; 1/5; ; ; 1/5; 2/9
Draw; 13/2; 11/2; 6; 5; 6; 13/2; 13/2; 13/2; 13/2; 6; 11/2; 6; 13/2; 13/2; 13/2; 6; 25/4; 25/4; 13/2; 25/4; 13/2; 31/5; 13/2; 6; 27/4; ; ; 33/5; 13/2
Hull; 16; 12; 16; 12; 14; 14; 16; 14; 12; 14; 14; 14; 12; 18; 14; 14; 61/4; 13; 15; 61/4; 31/2; 27/2; 15; 14; 31/2; ; ; 31/2; 81/5
