META; english/premier-league/leicester-v-everton; 2016-12-15 04:16:40 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 13/8; ; 13/8; 31/20; ; ; 13/8; ; 8/5; 6/4; 31/20; ; 8/5; 8/5; 13/8; 17/11; 6/4; ; ; ; 6/4; ; ; ; ; ; ; ; 
Everton; 19/10; 19/10; 2; 2; 2; 41/20; 21/10; 17/10; 2; 2; 23/20; 19/10; 19/10; 21/10; 2; 2; 2; 19/10; ; 19/10; 2; ; 2; 19/10; 2; ; ; 2; 2
Leicester; 11/8; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 7/5; 21/10; 6/4; 11/8; 29/20; 7/5; 16/11; 7/5; 16/11; ; 7/5; 7/5; ; 13/10; 16/11; 7/5; ; ; 7/5; 7/5
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 12/5; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-21 00:16:14 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 11/8; 7/5; 11/8; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; 6/4; 27/20; 7/5; 7/5; 16/11; 23/17; 16/11; ; 7/5; 23/17; ; 23/17; 16/11; 7/5; ; ; 7/5; 7/5
Everton; 19/10; 19/10; 2; 2; 2; 41/20; 85/40; 17/10; 2; 2; 2; 19/10; 19/10; 21/10; 2; 2; 2; 19/10; ; 19/10; 2; ; 2; 19/10; 2; ; ; 2; 21/10
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-21 04:16:14 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 6/4; 23/17; 16/11; ; 7/5; 23/17; ; 23/17; 16/11; 6/4; ; ; 7/5; 6/4
Everton; 7/4; 19/10; 19/10; 19/10; 15/8; 2; 2; 17/10; 2; 19/10; 2; 19/10; 15/8; 2; 2; 2; 2; 19/10; ; 19/10; 2; ; 2; 19/10; 15/8; ; ; 2; 19/10
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-21 08:16:22 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 6/4; 16/11; 16/11; ; 7/5; 16/11; ; 23/17; 16/11; 6/4; ; ; 7/5; 6/4
Everton; 7/4; 19/10; 19/10; 19/10; 15/8; 2; 2; 17/10; 2; 19/10; 2; 19/10; 15/8; 2; 2; 15/8; 19/10; 19/10; ; 19/10; 19/10; ; 2; 19/10; 15/8; ; ; 2; 19/10
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 23/10; 5/2; 9/4; 12/5; ; 12/5; 9/4; ; 12/5; 12/5; 9/4; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-21 12:16:24 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 7/4; 19/10; 19/10; 19/10; 15/8; 2; 2; 17/10; 2; 19/10; 23/20; 19/10; ; 2; 2; 15/8; 19/10; 19/10; ; 19/10; 19/10; ; 2; 19/10; 15/8; ; ; 19/10; 2
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 21/10; 6/4; ; 6/4; 7/5; 6/4; 16/11; 16/11; ; 7/5; 16/11; ; 11/8; 16/11; 6/4; ; ; 6/4; 6/4
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; ; 9/4; 23/10; 5/2; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; 9/4; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-21 16:16:24 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 6/4; 16/11; 16/11; ; 7/5; 16/11; ; 7/5; 16/11; 6/4; ; ; 6/4; 6/4
Everton; 7/4; 19/10; 19/10; 19/10; 15/8; 2; 2; 7/4; 2; 19/10; 2; 19/10; 15/8; 2; 2; 2; 19/10; 19/10; ; 19/10; 19/10; ; 19/10; 19/10; 15/8; ; ; 19/10; 2
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; 9/4; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-21 20:17:07 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 7/4; 19/10; 19/10; 19/10; 15/8; 2; 2; 7/4; 2; 19/10; 11/10; 19/10; 15/8; 2; 2; 2; 19/10; 19/10; ; 19/10; 19/10; ; 19/10; 19/10; 23/20; ; ; 19/10; 2
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 9/4; 6/4; 7/5; 6/4; 7/5; 6/4; 16/11; 16/11; ; 7/5; 16/11; ; 7/5; 16/11; 23/10; ; ; 7/5; 6/4
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 9/4; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 23/10; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-22 00:16:17 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 7/4; 19/10; 19/10; 19/10; 15/8; 2; 2; 7/4; 2; 11/10; 11/10; 19/10; 15/8; 2; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 19/10; 19/10; 23/20; ; ; 19/10; 2
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 23/10; 9/4; 6/4; 7/5; 6/4; 7/5; 6/4; 16/11; 16/11; ; 7/5; 16/11; ; 7/5; 16/11; 23/10; ; ; 7/5; 6/4
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; 23/10; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-22 04:16:17 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 7/4; 19/10; 19/10; 19/10; 15/8; 2; 2; 7/4; 2; 11/10; 11/10; 19/10; 15/8; 2; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 19/10; 19/10; 23/20; ; ; 19/10; 2
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 23/10; 9/4; 6/4; 7/5; 6/4; 7/5; 6/4; 16/11; 16/11; ; 7/5; 16/11; ; 7/5; 16/11; 23/10; ; ; 7/5; 6/4
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; 23/10; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-22 08:16:15 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 6/4; 17/11; 16/11; ; 7/5; 17/11; ; 7/5; 16/11; 6/4; ; ; 7/5; 6/4
Everton; 7/4; 19/10; 15/8; 19/10; 15/8; 39/20; 2; 7/4; 15/8; 11/10; 11/10; 19/10; 37/20; 2; 2; 15/8; 24/13; 19/10; ; 19/10; 24/13; ; 19/10; 19/10; 15/8; ; ; 19/10; 19/10
Draw; 23/10; 12/5; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 9/4; 23/10; 5/2; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; 23/10; ; ; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-22 12:16:17 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 15/8; 15/8; 15/8; 39/20; 2; 7/4; 15/8; 15/8; 2; 19/10; 9/5; 2; 2; 2; 19/10; 19/10; ; 19/10; 19/10; ; 19/10; 19/10; 11/10; ; ; 19/10; 19/10
Draw; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 23/10; ; 23/10; 9/4; ; 23/10; 23/10; 9/4; ; ; 23/10; 23/10
Leicester; 11/8; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 23/10; 7/5; 6/4; 29/20; 6/4; 7/5; 6/4; 6/4; 6/4; ; 6/4; 6/4; ; 7/5; 6/4; 12/5; ; ; 7/5; 6/4
META; english/premier-league/leicester-v-everton; 2016-12-22 16:16:24 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 37/20; 15/8; 15/8; 19/10; 2; 7/4; 15/8; 9/5; 2; 2; 9/5; 19/10; 2; 2; 24/13; 37/19; ; 19/10; 24/13; ; 2; 37/19; 11/10; ; 1/100; 19/10; 19/10
Leicester; 11/8; 7/5; 6/4; 29/20; 6/4; 31/20; 6/4; 31/20; 6/4; 23/10; 7/5; 6/4; 29/20; 8/5; 7/5; 6/4; 6/4; 11/7; ; 6/4; 6/4; ; 7/5; 11/7; 6/4; ; 1/100; 6/4; 6/4
Draw; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 23/10; 45/19; ; 23/10; 23/10; ; 23/10; 45/19; 9/4; ; 1/100; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-22 20:16:21 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 7/4; 37/20; 15/8; 15/8; 19/10; 19/10; 7/4; 15/8; 11/10; 11/10; 2; 9/5; 19/10; 2; 15/8; 24/13; 37/19; ; 19/10; 24/13; ; 19/10; 37/19; 15/8; ; 1/100; 19/10; 19/10
Leicester; 11/8; 6/4; 6/4; 29/20; 6/4; 31/20; 31/20; 31/20; 6/4; 23/10; 9/4; 6/4; 29/20; 8/5; 7/5; 17/11; 6/4; 11/7; ; 6/4; 6/4; ; 7/5; 11/7; 23/10; ; 1/100; 6/4; 6/4
Draw; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 23/10; 12/5; 9/4; 45/19; ; 23/10; 9/4; ; 23/10; 45/19; 12/5; ; 1/100; 12/5; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-23 00:16:16 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 11/8; 7/5; 6/4; 29/20; 6/4; 31/20; 31/20; 31/20; 6/4; 6/4; 7/5; 6/4; 29/20; 8/5; 7/5; 6/4; 6/4; 11/7; ; 6/4; 6/4; ; 7/5; 11/7; 6/4; ; 1/33; 6/4; 6/4
Everton; 19/10; 19/10; 37/20; 15/8; 15/8; 39/20; 19/10; 7/4; 15/8; 19/10; 2; 2; 9/5; 19/10; 2; 2; 24/13; 37/19; ; 19/10; 24/13; ; 19/10; 37/19; 11/10; ; 1/33; 19/10; 2
Draw; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 9/4; 45/19; ; 23/10; 9/4; ; 23/10; 45/19; 9/4; ; 1/100; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-23 04:16:20 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 9/5; 37/20; 15/8; 15/8; 39/20; 19/10; 7/4; 15/8; 11/10; 11/10; 2; 9/5; 19/10; 2; 15/8; 24/13; 37/19; ; 19/10; 24/13; ; 19/10; 37/19; 15/8; ; 1/33; 19/10; 2
Leicester; 11/8; 7/5; 6/4; 29/20; 6/4; 31/20; 31/20; 31/20; 6/4; 23/10; 9/4; 6/4; 29/20; 8/5; 7/5; 17/11; 6/4; 17/11; ; 6/4; 6/4; ; 7/5; 17/11; 23/10; ; 1/33; 6/4; 6/4
Draw; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 23/10; 12/5; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; 12/5; ; 1/100; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-23 08:16:16 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 31/20; 31/20; 31/20; 6/4; 6/4; 7/5; 6/4; 29/20; 8/5; 7/5; 17/11; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 6/4; ; 1/33; 6/4; 6/4
Everton; 19/10; 9/5; 37/20; 15/8; 15/8; 19/10; 19/10; 7/4; 15/8; 9/5; 2; 2; 9/5; 19/10; 2; 15/8; 24/13; 37/19; ; 19/10; ; ; 19/10; 37/19; 11/10; ; 1/33; 19/10; 2
Draw; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 9/4; 12/5; ; 12/5; ; ; 23/10; 12/5; 9/4; ; 1/100; 9/4; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-23 12:16:20 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 9/5; 37/20; 15/8; 15/8; 19/10; 19/10; 17/10; 15/8; 11/10; 11/10; 2; 9/5; 19/10; 2; 15/8; 24/13; 37/19; ; 19/10; ; ; 19/10; 37/19; 15/8; ; 1/33; 19/10; 2
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 31/20; 31/20; 8/5; 6/4; 6/4; 9/4; 6/4; 29/20; 8/5; 7/5; 17/11; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 6/4; 6/4
Draw; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 23/10; 12/5; 9/4; 12/5; ; 12/5; ; ; 23/10; 12/5; 12/5; ; 1/100; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-23 16:16:19 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 9/5; 15/8; 15/8; 15/8; 23/20; 19/10; 17/10; 15/8; 19/10; 11/10; 2; 19/10; 19/10; 15/8; 15/8; 19/10; 37/19; ; 19/10; 19/10; ; 19/10; 37/19; 15/8; ; 1; 19/10; 2
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 23/10; 31/20; 8/5; 6/4; 23/10; 9/4; 6/4; 29/20; 8/5; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 6/4; 6/4
Draw; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 9/4; 23/10; 12/5; 9/4; 12/5; ; 12/5; ; ; 23/10; 12/5; 12/5; ; 2; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-23 20:16:21 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 15/8; 15/8; 15/8; 23/20; 2; 17/10; 15/8; 19/10; 11/10; 2; 19/10; 19/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 15/8; ; 1; 19/10; 2
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 23/10; 6/4; 8/5; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 6/4; 6/4
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 11/5; 9/4; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 12/5; ; 2; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-24 00:16:16 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 15/8; 23/20; 15/8; 2; 21/10; 17/10; 15/8; 11/10; 2; 2; 39/20; 11/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 2; ; 1; 19/10; 2
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 47/20; 9/4; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 11/5; ; 2; 11/5; 23/10
Leicester; 6/4; 7/5; 6/4; 12/5; 6/4; 6/4; 29/20; 8/5; 6/4; 7/5; 23/10; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 6/4; ; 2; 7/5; 6/4
META; english/premier-league/leicester-v-everton; 2016-12-24 01:45:36 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 15/8; 15/8; 23/20; 21/10; 17/10; 15/8; 19/10; 11/10; 2; 39/20; 11/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 11/10; ; 1; 19/10; 2
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 23/10; 29/20; 8/5; 6/4; 23/10; 7/5; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 7/5; 6/4
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 11/5; 9/4; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 12/5; ; 2; 11/5; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-24 03:45:34 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 23/20; 15/8; 2; 21/10; 17/10; 15/8; 11/10; 2; 2; 39/20; 19/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 2; ; 1; 19/10; 2
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 47/20; 9/4; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 11/5; ; 2; 11/5; 23/10
Leicester; 6/4; 7/5; 6/4; 12/5; 6/4; 6/4; 29/20; 8/5; 6/4; 7/5; 23/10; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 6/4; ; 2; 7/5; 6/4
META; english/premier-league/leicester-v-everton; 2016-12-24 04:16:15 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 15/8; 15/8; 23/20; 21/10; 17/10; 15/8; 19/10; 11/10; 2; 39/20; 11/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 11/10; ; 1; 19/10; 2
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 23/10; 29/20; 8/5; 6/4; 23/10; 7/5; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 7/5; 6/4
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 11/5; 9/4; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 12/5; ; 2; 11/5; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-24 05:45:35 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 23/20; 15/8; 2; 19/10; 17/10; 15/8; 11/10; 2; 2; 39/20; 11/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 2; ; 1; 19/10; 2
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 47/20; 9/4; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 11/5; ; 2; 11/5; 23/10
Leicester; 6/4; 7/5; 6/4; 12/5; 6/4; 6/4; 31/20; 8/5; 6/4; 7/5; 23/10; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 6/4; ; 2; 7/5; 6/4
META; english/premier-league/leicester-v-everton; 2016-12-24 06:27:23 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 23/20; 15/8; 2; 19/10; 17/10; 15/8; 11/10; 2; 2; 39/20; 19/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 2; ; 1; 19/10; 2
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 47/20; 9/4; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 11/5; ; 2; 11/5; 23/10
Leicester; 6/4; 7/5; 6/4; 12/5; 6/4; 6/4; 31/20; 8/5; 6/4; 7/5; 23/10; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 6/4; ; 2; 7/5; 6/4
META; english/premier-league/leicester-v-everton; 2016-12-24 07:45:34 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 15/8; 15/8; 23/20; 21/10; 17/10; 15/8; 19/10; 11/10; 2; 39/20; 11/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 11/10; ; 1; 19/10; 2
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 23/10; 31/20; 8/5; 6/4; 23/10; 7/5; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 7/5; 6/4
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 11/5; 9/4; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 12/5; ; 2; 11/5; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-24 08:16:16 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 15/8; 15/8; 23/20; 19/10; 17/10; 15/8; 11/10; 11/10; 2; 39/20; 11/10; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 11/10; ; 1; 19/10; 2
Leicester; 6/4; 7/5; 6/4; 29/20; 6/4; 23/10; 31/20; 8/5; 6/4; 7/5; 7/5; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 7/5; 6/4
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 9/4; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 12/5; ; 2; 11/5; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-24 09:45:36 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 19/10; 19/10; 19/10; 23/20; 15/8; 23/20; 19/10; 17/10; 15/8; 19/10; 2; 2; 39/20; 2; 19/10; 15/8; 37/19; 37/19; ; 19/10; 37/19; ; 19/10; 37/19; 2; ; 1; 19/10; 2
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 11/5; 12/5; 23/10; 47/20; 9/4; 9/4; 12/5; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; 11/5; ; 2; 11/5; 23/10
Leicester; 6/4; 7/5; 6/4; 12/5; 6/4; 23/10; 31/20; 8/5; 6/4; 23/10; 23/10; 6/4; 29/20; 29/20; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 6/4; ; 2; 7/5; 6/4
META; english/premier-league/leicester-v-everton; 2016-12-24 11:45:36 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 2; 9/5; 19/10; 15/8; 2; 23/20; 2; 17/10; 15/8; 19/10; 11/10; 2; 39/20; 11/10; 19/10; 15/8; 2; 37/19; ; 19/10; 2; ; 19/10; 37/19; 11/10; ; 1; 19/10; 2
Leicester; 7/5; 6/4; 6/4; 29/20; 6/4; 23/10; 6/4; 8/5; 6/4; 23/10; 7/5; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 6/4; 6/4
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 21/10; 9/4; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 12/5; ; 2; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-24 12:16:20 GMT+2; 2016-12-26 15:00; e70300-dr003
Everton; 2; 9/5; 19/10; 15/8; 2; 2; 2; 17/10; 15/8; 11/10; 11/10; 2; 39/20; 11/10; 19/10; 15/8; 2; 37/19; ; 19/10; 2; ; 19/10; 37/19; 11/10; ; 1; 19/10; 2
Leicester; 7/5; 6/4; 6/4; 29/20; 6/4; 6/4; 6/4; 8/5; 6/4; 7/5; 7/5; 6/4; 29/20; 23/10; 6/4; 6/4; 6/4; 17/11; ; 6/4; ; ; 7/5; 17/11; 23/10; ; 2; 6/4; 6/4
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 9/4; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 12/5; ; 12/5; 23/10; ; 23/10; 12/5; 12/5; ; 2; 23/10; 23/10
META; english/premier-league/leicester-v-everton; 2016-12-24 12:44:21 GMT+2; 2016-12-26 15:00; e70300-dr003
