META; english/premier-league/arsenal-v-man-city; 2017-03-04 20:16:41 GMT+2; 2017-04-01 15:00; e70300-dr003
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 04:16:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 08:16:27 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 12:16:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 16:16:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 20:16:31 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 00:16:26 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 04:16:27 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 08:16:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 12:16:36 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 16:11:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 20:16:16 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 00:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 04:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 08:16:11 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 12:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 16:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 20:16:07 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 00:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 04:15:52 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 08:15:58 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 12:15:55 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 16:15:54 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 20:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 00:16:20 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 04:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 08:16:18 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 12:16:15 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 16:16:13 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 20:16:05 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 00:16:05 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 04:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 08:16:04 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 12:16:05 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 16:16:03 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 20:16:03 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; 17/11; 13/10; 7/5; ; 13/10; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 7/4; ; ; ; ; ; ; 15/8; 8/5; 24/13; ; 28/17; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 5/2; ; ; ; ; ; ; 12/5; 39/19; 23/10; ; 37/19; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-13 00:16:03 GMT+2; 2017-04-01 15:00; e70300-dr003
Arsenal; 13/8; ; 6/4; ; 17/10; ; 7/4; 7/5; 13/8; ; ; ; ; ; ; 8/5; 17/10; 17/11; 17/10; 17/10; 8/5; ; 17/10; ; ; ; ; 
Man City; 6/4; ; 8/5; ; 6/4; ; 8/5; 9/5; 13/8; ; ; ; ; ; ; 8/5; 17/11; 28/17; 8/5; 17/11; 191/100; ; 8/5; ; ; ; ; 
Draw; 5/2; ; 12/5; ; 5/2; ; 13/5; 23/10; 12/5; ; ; ; ; ; ; 5/2; 23/10; 23/10; 23/10; 23/10; 49/20; ; 23/10; ; ; ; ; 
