META; english/premier-league/stoke-v-swansea; 2016-10-16 20:17:54 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; ; ; ; ; ; ; 20/23; 19/20; 10/11; 17/20; ; ; ; ; 17/20; ; ; ; 1; ; ; 22/23; ; ; ; ; ; ; 
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 1; 10/11; 17/20; 20/23; ; 9/10; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 10/11; ; 5/6; ; 5/6
Draw; 13/5; 5/2; 13/5; 12/5; ; 27/10; 27/10; 23/10; 13/5; 5/2; 12/5; ; 13/5; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 5/2; ; 9/4; ; 13/5
Swansea; 3; 3; 29/10; 3; ; 3; 16/5; 14/5; 3; 16/5; 14/5; ; 3; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 3; ; 27/10; ; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-23 08:17:36 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 1; 10/11; 17/20; 20/23; ; 9/10; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 10/11; ; 5/6; ; 5/6
Draw; 13/5; 5/2; 13/5; 12/5; ; 27/10; 27/10; 23/10; 13/5; 5/2; 12/5; ; 13/5; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 5/2; ; 23/10; ; 13/5
Swansea; 3; 3; 29/10; 3; ; 3; 16/5; 14/5; 3; 16/5; 14/5; ; 3; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 3; ; 27/10; ; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-23 12:17:25 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 10/11; 10/11; 17/20; 20/23; ; 17/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 10/11; ; 5/6; ; 5/6
Draw; 13/5; 5/2; 13/5; 12/5; ; 27/10; 27/10; 12/5; 13/5; 5/2; 12/5; ; 13/5; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 5/2; ; 11/5; ; 13/5
Swansea; 3; 3; 29/10; 3; ; 3; 16/5; 3; 3; 16/5; 14/5; ; 16/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 3; ; 27/10; ; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-23 16:17:33 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 10/11; 10/11; 17/20; 20/23; ; 17/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 10/11; ; 5/6; ; 5/6
Draw; 13/5; 13/5; 5/2; 12/5; ; 27/10; 27/10; 12/5; 13/5; 5/2; 12/5; ; 13/5; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 5/2; ; 23/10; ; 13/5
Swansea; 3; 14/5; 3; 3; ; 3; 16/5; 3; 3; 16/5; 14/5; ; 16/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 3; ; 3; ; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-23 20:17:37 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 10/11; 10/11; 17/20; 10/11; ; 17/20; ; 10/11; ; ; ; 19/20; ; ; 15/16; ; 11/13; 10/11; ; 5/6; 5/6; 9/10
Draw; 13/5; 5/2; 5/2; 12/5; ; 27/10; 27/10; 12/5; 13/5; 5/2; 12/5; ; 13/5; ; 5/2; ; ; ; 12/5; ; ; 51/19; ; 28/11; 12/5; ; 23/10; 21/10; 13/5
Swansea; 3; 3; 3; 3; ; 3; 16/5; 3; 3; 3; 11/4; ; 16/5; ; 16/5; ; ; ; 11/4; ; ; 17/5; ; 16/5; 3; ; 3; 11/4; 3
META; english/premier-league/stoke-v-swansea; 2016-10-24 00:17:17 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 10/11; 10/11; 17/20; 20/23; ; 9/10; ; 10/11; ; ; ; 10/11; ; ; 15/16; ; 11/13; 10/11; ; 5/6; 5/6; 9/10
Draw; 13/5; 5/2; 5/2; 12/5; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; ; 13/5; ; 5/2; ; ; ; 27/11; ; ; 51/19; ; 28/11; 12/5; ; 5/2; 21/10; 13/5
Swansea; 3; 3; 3; 3; ; 3; 16/5; 3; 3; 3; 14/5; ; 3; ; 16/5; ; ; ; 37/13; ; ; 17/5; ; 16/5; 3; ; 10/3; 11/4; 3
META; english/premier-league/stoke-v-swansea; 2016-10-24 04:17:36 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 10/11; 10/11; 10/11; 10/11; ; 9/10; ; 10/11; ; ; ; 10/11; ; ; 15/16; ; 11/13; 10/11; ; 10/11; 5/6; 20/21
Draw; 13/5; 5/2; 5/2; 5/2; ; 13/5; 27/10; 12/5; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 27/11; ; ; 51/19; ; 28/11; 12/5; ; 5/2; 21/10; 5/2
Swansea; 3; 3; 29/10; 3; ; 3; 16/5; 3; 3; 3; 11/4; ; 3; ; 16/5; ; ; ; 37/13; ; ; 17/5; ; 16/5; 3; ; 11/4; 11/4; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-24 08:17:22 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 10/11; 19/20; 10/11; ; 19/20; 37/40; 10/11; 10/11; 10/11; 10/11; ; 9/10; ; 10/11; ; ; ; 10/11; ; ; 15/16; ; 11/13; 10/11; ; 10/11; 5/6; 20/21
Draw; 13/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 27/11; ; ; 51/19; ; 28/11; 12/5; ; 5/2; 21/10; 5/2
Swansea; 14/5; 3; 29/10; 14/5; ; 3; 33/10; 3; 3; 16/5; 11/4; ; 3; ; 16/5; ; ; ; 37/13; ; ; 17/5; ; 16/5; 3; ; 11/4; 11/4; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-24 12:17:40 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 10/11; 19/20; 10/11; 9/10; 19/20; 37/40; 10/11; 10/11; 10/11; 20/23; 19/20; 9/10; 10/11; 10/11; ; ; ; 10/11; ; ; 15/16; ; 7/8; 19/20; ; 10/11; 5/6; 20/21
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; 51/20; 5/2; 5/2; ; ; ; 12/5; ; ; 51/19; ; 5/2; 5/2; ; 5/2; 21/10; 5/2
Swansea; 14/5; 3; 29/10; 14/5; 3; 3; 33/10; 3; 3; 16/5; 3; 3; 3; 3; 16/5; ; ; ; 3; ; ; 17/5; ; 33/10; 3; ; 3; 11/4; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-24 16:17:34 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 10/11; 19/20; 10/11; 9/10; 19/20; 19/20; 10/11; 10/11; 10/11; 20/23; 19/20; 10/11; 10/11; 10/11; ; ; ; 10/11; ; ; 15/16; ; 7/8; 19/20; ; 20/21; 5/6; 20/21
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; ; ; ; 12/5; ; ; 51/19; ; 5/2; 5/2; ; 5/2; 21/10; 5/2
Swansea; 14/5; 3; 29/10; 14/5; 3; 3; 16/5; 3; 3; 3; 3; 3; 3; 3; 16/5; ; ; ; 3; ; ; 17/5; ; 33/10; 3; ; 3; 11/4; 3
META; english/premier-league/stoke-v-swansea; 2016-10-24 20:17:49 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 10/11; 1; 10/11; 9/10; 19/20; 20/21; 10/11; 1; 20/21; 10/11; 19/20; 10/11; 19/20; 19/20; ; ; ; 10/11; ; ; 66/67; ; 7/8; 1; ; 20/21; 10/11; 1
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; 13/5; 51/20; 12/5; 5/2; ; ; ; 12/5; ; ; 23/9; ; 5/2; 12/5; ; 5/2; 21/10; 5/2
Swansea; 14/5; 29/10; 14/5; 13/5; 3; 3; 31/10; 3; 14/5; 3; 3; 3; 59/20; 29/10; 3; ; ; ; 3; ; ; 33/10; ; 33/10; 3; ; 3; 13/5; 3
META; english/premier-league/stoke-v-swansea; 2016-10-25 00:17:36 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 10/11; 1; 10/11; 9/10; 1; 1; 10/11; 1; 20/21; 10/11; 19/20; 19/20; 19/20; 19/20; ; ; ; 10/11; ; ; 66/67; ; 7/8; 1; ; 20/21; 20/21; 1
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 23/10; 5/2; 13/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 23/9; ; 5/2; 12/5; ; 5/2; 5/2; 5/2
Swansea; 14/5; 29/10; 14/5; 13/5; 3; 14/5; 3; 3; 14/5; 14/5; 3; 3; 57/20; 29/10; 3; ; ; ; 3; ; ; 33/10; ; 33/10; 14/5; ; 3; 14/5; 3
META; english/premier-league/stoke-v-swansea; 2016-10-25 04:17:35 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 19/20; 1; 10/11; 9/10; 1; 1; 10/11; 1; 20/21; 10/11; 19/20; 19/20; 19/20; 19/20; ; ; ; 10/11; ; ; 24/23; ; 7/8; 1; ; 20/21; 20/21; 1
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 53/21; ; 5/2; 12/5; ; 5/2; 5/2; 5/2
Swansea; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 3; 14/5; 14/5; 14/5; 3; 57/20; 29/10; 3; ; ; ; 3; ; ; 41/13; ; 33/10; 14/5; ; 14/5; 14/5; 3
META; english/premier-league/stoke-v-swansea; 2016-10-25 08:17:30 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 19/20; 1; 10/11; 9/10; 1; 1; 10/11; 1; 20/21; 10/11; 19/20; 19/20; 19/20; 19/20; ; ; ; 10/11; ; ; 15/14; ; 7/8; 1; ; 20/21; 20/21; 1
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 53/21; ; 5/2; 12/5; ; 5/2; 5/2; 5/2
Swansea; 14/5; 14/5; 14/5; 13/5; 3; 14/5; 3; 3; 14/5; 14/5; 14/5; 3; 57/20; 29/10; 3; ; ; ; 3; ; ; 58/19; ; 33/10; 14/5; ; 14/5; 14/5; 3
META; english/premier-league/stoke-v-swansea; 2016-10-25 12:17:47 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 19/20; 1; 10/11; 9/10; 1; 1; 10/11; 1; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; ; 10/11; ; ; 15/14; ; 1; 1; ; 20/21; 20/21; 1
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 53/21; ; 12/5; 5/2; ; 5/2; 5/2; 5/2
Swansea; 14/5; 11/4; 14/5; 13/5; 3; 14/5; 3; 3; 14/5; 14/5; 14/5; 11/4; 57/20; 14/5; 3; ; ; ; 3; ; ; 58/19; ; 31/10; 14/5; ; 14/5; 14/5; 3
META; english/premier-league/stoke-v-swansea; 2016-10-25 16:17:40 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 19/20; 1; 10/11; 9/10; 1; 1; 10/11; 1; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; ; 10/11; ; ; 24/23; ; 1; 1; ; 20/21; 20/21; 21/20
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 28/11; ; 27/11; 5/2; ; 5/2; 5/2; 5/2
Swansea; 14/5; 11/4; 14/5; 13/5; 3; 14/5; 3; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 14/5; 3; ; ; ; 3; ; ; 31/10; ; 3; 14/5; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-25 20:17:42 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 19/20; 1; 10/11; 9/10; 1; 1; 10/11; 1; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; ; 10/11; ; ; 24/23; ; 21/20; 1; ; 20/21; 20/21; 21/20
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 28/11; ; 28/11; 5/2; ; 5/2; 5/2; 5/2
Swansea; 14/5; 11/4; 14/5; 13/5; 3; 14/5; 3; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 14/5; 3; ; ; ; 3; ; ; 31/10; ; 56/19; 14/5; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-26 00:17:22 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; 19/20; 1; 10/11; 9/10; 1; 1; 10/11; 1; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; ; 10/11; ; ; 24/23; ; 21/20; 1; ; 20/21; 20/21; 21/20
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 28/11; ; 28/11; 5/2; ; 5/2; 5/2; 5/2
Swansea; 14/5; 11/4; 14/5; 13/5; 3; 14/5; 3; 3; 14/5; 11/4; 14/5; 11/4; 14/5; 14/5; 3; ; ; ; 3; ; ; 31/10; ; 56/19; 14/5; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-26 04:17:16 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 19/20; 21/20; 1; 9/10; 1; 1; 10/11; 1; 1; 19/20; 1; 19/20; 1; 19/20; ; ; ; 10/11; ; ; 24/23; ; 21/20; 21/20; ; 20/21; 20/21; 21/20
Draw; 5/2; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; 12/5; 51/20; 12/5; 5/2; ; ; ; 12/5; ; ; 28/11; ; 28/11; 12/5; ; 5/2; 5/2; 5/2
Swansea; 13/5; 11/4; 27/10; 11/4; 3; 14/5; 29/10; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 27/10; 3; ; ; ; 3; ; ; 31/10; ; 56/19; 11/4; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-26 08:17:18 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 1; 1; 10/11; 1; 1; 19/20; 1; 1; 1; 19/20; ; ; ; 10/11; ; ; 24/23; ; 21/20; 21/20; ; 20/21; ; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 28/11; ; 28/11; 12/5; ; 5/2; ; 5/2
Swansea; 13/5; 13/5; 27/10; 11/4; 3; 14/5; 29/10; 3; 14/5; 11/4; 11/4; 11/4; 27/10; 27/10; 3; ; ; ; 3; ; ; 31/10; ; 56/19; 11/4; ; 14/5; ; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-26 12:17:52 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 1; 1; 10/11; 1; 1; 19/20; 1; 1; 1; 19/20; ; ; ; 10/11; ; ; 24/23; ; 21/20; 21/20; ; 20/21; 20/21; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 28/11; ; 28/11; 12/5; ; 5/2; 12/5; 5/2
Swansea; 13/5; 13/5; 27/10; 11/4; 3; 14/5; 29/10; 3; 14/5; 11/4; 11/4; 11/4; 27/10; 27/10; 3; ; ; ; 3; ; ; 31/10; ; 56/19; 11/4; ; 14/5; 11/4; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-26 16:17:52 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 1; 1; 19/20; 1; 20/21; 19/20; 1; 1; 1; 19/20; ; ; ; 10/11; ; ; 21/20; ; 21/20; 21/20; ; 20/21; 1; 1
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 5/2
Swansea; 13/5; 13/5; 27/10; 11/4; 3; 14/5; 29/10; 14/5; 14/5; 14/5; 14/5; 11/4; 27/10; 27/10; 3; ; ; ; 3; ; ; 3; ; 56/19; 11/4; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-26 20:17:34 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 1; 1; 19/20; 1; 20/21; 19/20; 1; 1; 1; 19/20; ; ; ; 10/11; ; ; 21/20; ; 21/20; 21/20; ; 1; 1; 1
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 5/2
Swansea; 13/5; 13/5; 27/10; 11/4; 3; 14/5; 29/10; 14/5; 14/5; 14/5; 14/5; 11/4; 27/10; 27/10; 3; ; ; ; 3; ; ; 3; ; 56/19; 11/4; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-27 00:17:15 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 1; 21/20; 19/20; 1; 1; 19/20; 1; 1; 1; 19/20; ; ; ; 10/11; ; ; 21/20; ; 21/20; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 12/5; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 5/2
Swansea; 13/5; 13/5; 27/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 13/5; 11/4; 11/4; 53/20; 27/10; 3; ; ; ; 3; ; ; 3; ; 56/19; 11/4; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-27 04:17:19 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 1; 21/20; 19/20; 1; 1; 19/20; 1; 1; 1; 19/20; ; ; ; 1; ; ; 21/20; ; 21/20; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 23/10; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 5/2
Swansea; 13/5; 13/5; 27/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 13/5; 11/4; 11/4; 53/20; 27/10; 3; ; ; ; 27/10; ; ; 3; ; 56/19; 11/4; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-27 08:17:28 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 21/20; 21/20; 19/20; 1; 1; 19/20; ; 1; 1; 19/20; ; ; ; 1; ; ; 21/20; ; 21/20; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; ; 5/2; 12/5; 5/2; ; ; ; 23/10; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 5/2
Swansea; 13/5; 13/5; 27/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 13/5; 27/10; ; 53/20; 27/10; 3; ; ; ; 27/10; ; ; 3; ; 56/19; 11/4; ; 14/5; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-27 12:17:55 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 9/10; 21/20; 21/20; 19/20; 1; 1; 19/20; 1; 1; 1; 21/20; ; ; ; 1; ; ; 21/20; ; 21/20; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; ; ; ; 23/10; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 5/2
Swansea; 13/5; 13/5; 27/10; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 13/5; 11/4; 11/4; 53/20; 27/10; 13/5; ; ; ; 27/10; ; ; 3; ; 56/19; 11/4; ; 27/10; 14/5; 11/4
META; english/premier-league/stoke-v-swansea; 2016-10-27 16:17:39 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 21/20; 21/20; 21/20; 19/20; 1; 21/20; 19/20; 1; 1; 1; 21/20; ; ; ; 1; ; ; 21/20; ; 21/20; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; ; ; ; 23/10; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 13/5
Swansea; 13/5; 13/5; 27/10; 13/5; 14/5; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 11/4; 11/4; 27/10; 13/5; ; ; ; 27/10; ; ; 3; ; 56/19; 11/4; ; 27/10; 14/5; 11/4
META; english/premier-league/stoke-v-swansea; 2016-10-27 20:17:37 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 21/20; 21/20; 21/20; 19/20; 1; 21/20; 19/20; 21/20; 1; 1; 21/20; ; ; ; 1; ; ; 21/20; ; 15/14; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 51/20; 12/5; 5/2; ; ; ; 23/10; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 13/5
Swansea; 13/5; 13/5; 27/10; 13/5; 14/5; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 11/4; 11/4; 27/10; 13/5; ; ; ; 27/10; ; ; 3; ; 37/13; 11/4; ; 27/10; 14/5; 11/4
META; english/premier-league/stoke-v-swansea; 2016-10-28 00:17:28 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 21/20; 1; 1; 21/20; ; ; ; 1; ; ; 13/12; ; 15/14; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 5/2; ; ; ; 23/10; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 13/5
Swansea; 13/5; 13/5; 27/10; 13/5; 14/5; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 11/4; 11/4; 27/10; 13/5; ; ; ; 27/10; ; ; 37/13; ; 37/13; 11/4; ; 27/10; 14/5; 11/4
META; english/premier-league/stoke-v-swansea; 2016-10-28 04:17:27 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 1; 1; 21/20; 1; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 21/20; 17/20; 1; 21/20; ; ; ; 21/20; ; ; 13/12; ; 15/14; 21/20; ; 1; 1; 21/20
Draw; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 5/2; ; ; ; 13/5; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 13/5
Swansea; 13/5; 13/5; 27/10; 13/5; 14/5; 11/4; 14/5; 14/5; 14/5; 11/4; 11/4; 11/4; 16/5; 27/10; 13/5; ; ; ; 11/4; ; ; 37/13; ; 37/13; 11/4; ; 27/10; 14/5; 11/4
META; english/premier-league/stoke-v-swansea; 2016-10-28 08:17:33 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 21/20; 1; 21/20; 1; 21/20; 21/20; 21/20; 1; 1; 21/20; 19/20; 21/20; 9/10; 1; 21/20; ; ; ; 21/20; ; ; 13/12; ; 15/14; 21/20; ; 1; 1; 21/20
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 5/2; ; ; ; 13/5; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 13/5
Swansea; 14/5; 13/5; 27/10; 13/5; 14/5; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 11/4; 3; 27/10; 13/5; ; ; ; 11/4; ; ; 37/13; ; 37/13; 11/4; ; 27/10; 14/5; 11/4
META; english/premier-league/stoke-v-swansea; 2016-10-28 12:18:13 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 21/20; 1; 21/20; 1; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 19/20; 21/20; 1; 1; 21/20; ; ; ; 21/20; ; ; 13/12; ; 15/14; 21/20; ; 1; 1; 21/20
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; ; ; ; 13/5; ; ; 13/5; ; 28/11; 12/5; ; 5/2; 5/2; 13/5
Swansea; 14/5; 13/5; 27/10; 13/5; 14/5; 14/5; 14/5; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 27/10; 11/4; ; ; ; 11/4; ; ; 37/13; ; 37/13; 11/4; ; 27/10; 14/5; 14/5
META; english/premier-league/stoke-v-swansea; 2016-10-28 16:17:22 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 21/20; 1; 21/20; 1; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 19/20; 11/10; 1; 1; 21/20; ; ; ; 21/20; ; ; 12/11; ; 15/14; 11/10; ; 1; 1; 21/20
