META; english/premier-league/leicester-v-stoke; 2017-03-07 00:16:40 GMT+2; 2017-04-01 15:00; e70300-dr003
OB 6-0; 350; 300; ; ; 200; ; 300; 500; 100; 275; ; ; ; ; ; 250; ; ; 400; ; ; ; 400; 125; 400; ; ; ; 
OB 6-1; 350; ; ; ; 250; ; 300; 500; ; 275; ; ; ; ; ; 250; ; ; 375; ; ; ; 375; ; 375; ; ; ; 
OB 6-3; ; ; ; ; 250; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 7-0; ; ; ; ; 250; ; 275; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 7-1; ; ; ; ; 250; ; 275; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 8-0; ; ; ; ; 200; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 8-1; ; ; ; ; 250; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 9-0; ; ; ; ; 500; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-04-01 05:45:25 GMT+3; 2017-04-01 15:00; e70300-dr003
Plymouth; 8/5; 6/4; 6/4; 8/5; 8/5; 7/5; 8/5; 6/4; 13/8; 6/4; 31/20; 8/5; 31/20; 13/8; 8/5; 17/11; 16/11; 17/11; 7/5; 16/11; 161/100; 23/15; 10/7; 6/4; 10/7; ; 6/4; 6/4; 6/4
Accrington; 7/4; 7/4; 33/20; 17/10; 17/10; 5/3; 17/10; 7/4; 13/8; 7/4; 17/10; 17/10; 7/4; 7/4; 13/8; 8/5; 7/4; 9/5; 9/5; 7/4; 44/25; 32/19; 9/5; 13/8; 9/5; ; 7/4; 6/4; 13/8
Draw; 13/5; 12/5; 9/4; 23/10; 12/5; 11/5; 13/5; 23/10; 12/5; 23/10; 23/10; 23/10; 47/20; 5/2; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 64/25; 23/10; 12/5; 23/10; 12/5; ; 5/2; 2; 5/2
META; english/premier-league/leicester-v-stoke; 2017-04-01 08:15:46 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 10/11; 1; 1; 1; 19/20; 1; 1; 10/11; 10/11; 1; 20/21; 10/11; 1; 19/20; 1; 19/20; 19/20; 1; 19/20; 97/100; 22/23; 42/41; 19/20; 21/20; ; 20/21; 20/21; 1
Draw; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 5/2; 51/20; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 5/2; 64/25; 27/11; 27/11; 5/2; 5/2; ; 5/2; 5/2; 13/5
Stoke; 31/10; 29/10; 31/10; 3; 14/5; 3; 31/10; 14/5; 3; 3; 3; 16/5; 16/5; 10/3; 16/5; 3; 41/13; 3; 14/5; 31/10; 17/5; 31/10; 56/19; 3; 3; ; 3; 3; 3
META; english/premier-league/leicester-v-stoke; 2017-04-01 11:45:31 GMT+3; ; e70300-dr003
France; ; ; ; ; ; ; 1/100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; ; 1/100; ; ; ; 
Netherlands; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; ; 4/5; ; ; ; 
Sweden; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; 11/10; ; ; ; 
Bulgaria; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; ; 9/2; ; ; ; 
Belarus; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 100; ; ; ; 
Luxembourg; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-04-01 12:15:55 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 10/11; 1; 1; 1; 19/20; 1; 19/20; 10/11; 19/20; 1; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 19/20; 10/11; ; 1; 22/23; 13/14; 1; 22/23; ; ; 20/21; 1
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; ; 13/5; 27/11; 5/2; 12/5; 28/11; ; ; 5/2; 13/5
Stoke; 31/10; 29/10; 31/10; 3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 3; 16/5; 10/3; 16/5; 31/10; 16/5; 3; 3; ; 63/20; 31/10; 16/5; 16/5; 33/10; ; ; 3; 3
META; english/premier-league/leicester-v-stoke; 2017-04-01 12:26:32 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 10/11; 1; 1; 1; 19/20; 1; 19/20; 10/11; 19/20; 1; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 19/20; 10/11; ; 1; 22/23; 13/14; 1; 22/23; ; ; 20/21; 1
Draw; 13/5; 5/2; 13/5; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; ; 13/5; 27/11; 5/2; 12/5; 28/11; ; ; 5/2; 13/5
Stoke; 31/10; 29/10; 31/10; 3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 3; 16/5; 17/5; 16/5; 31/10; 16/5; 3; 3; ; 63/20; 31/10; 16/5; 16/5; 33/10; ; ; 3; 3
META; english/premier-league/leicester-v-stoke; 2017-04-02 12:27:59 GMT+3; 2017-04-01 15:15; e70300-dr003
Athletic Bilbao; 8/15; 3/5; 6/10; 4/7; 4/7; 8/13; 4/7; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 8/15; 6/11; 4/7; 8/15; 29/50; 3/5; 4/7; 4/7; 4/7; ; 4/7; 4/7; 4/7
Draw; 14/5; 3; 3; 3; 3; 16/5; 16/5; 13/5; 3; 3; 29/10; 3; 3; 3; 16/5; 3; 58/19; 3; 3; 58/19; 17/5; 3; 16/5; 3; 16/5; ; 3; 3; 3
Osasuna; 11/2; 9/2; 19/4; 9/2; 11/2; 19/4; 19/4; 4; 19/4; 9/2; 9/2; 9/2; 19/4; 5; 19/4; 5; 24/5; 19/4; 23/5; 24/5; 27/5; 39/10; 19/4; 5; 19/4; ; 24/5; 5; 5
META; english/premier-league/leicester-v-stoke; 2017-04-02 20:19:34 GMT+3; 2017-04-02 17:30; e70300-dr003
AEK Athens 1-0; 9/2; ; 9/2; ; 9/2; ; ; 9/2; ; ; 19/4; 9/2; 17/4; ; ; 9/2; ; 9/2; ; ; ; ; ; 9/2; ; ; ; ; 
Draw 1-1; 5; ; 5; ; 9/2; ; ; 5; ; ; 5; 5; 5; ; ; 9/2; ; 21/4; ; ; ; ; ; 5; ; ; ; ; 
Draw 0-0; 5; ; 5; ; 5; ; ; 5; ; ; 11/2; 5; 19/4; ; ; 5; ; 9/2; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 1-0; 13/2; ; 7; ; 13/2; ; ; 7; ; ; 7; 6; 13/2; ; ; 13/2; ; 27/4; ; ; ; ; ; 6; ; ; ; ; 
AEK Athens 2-0; 8; ; 17/2; ; 15/2; ; ; 17/2; ; ; 8; 8; 8; ; ; 15/2; ; 31/4; ; ; ; ; ; 15/2; ; ; ; ; 
AEK Athens 2-1; 9; ; 9; ; 8; ; ; 9; ; ; 9; 8; 17/2; ; ; 17/2; ; 17/2; ; ; ; ; ; 17/2; ; ; ; ; 
Panathinaikos 2-1; 12; ; 13; ; 11; ; ; 13; ; ; 12; 12; 12; ; ; 11; ; 25/2; ; ; ; ; ; 12; ; ; ; ; 
Panathinaikos 2-0; 16; ; 16; ; 14; ; ; 16; ; ; 16; 14; 16; ; ; 14; ; 31/2; ; ; ; ; ; 15; ; ; ; ; 
Draw 2-2; 20; ; 18; ; 16; ; ; 18; ; ; 18; 18; 18; ; ; 16; ; 18; ; ; ; ; ; 18; ; ; ; ; 
AEK Athens 3-0; 20; ; 20; ; 18; ; ; 22; ; ; 20; 18; 20; ; ; 18; ; 17; ; ; ; ; ; 20; ; ; ; ; 
AEK Athens 3-1; 22; ; 22; ; 20; ; ; 22; ; ; 22; 20; 22; ; ; 20; ; 19; ; ; ; ; ; 20; ; ; ; ; 
Panathinaikos 3-1; 40; ; 40; ; 33; ; ; 40; ; ; 40; 33; 40; ; ; 33; ; 40; ; ; ; ; ; 33; ; ; ; ; 
AEK Athens 3-2; 40; ; 40; ; 40; ; ; 45; ; ; 40; 33; 45; ; ; 40; ; 40; ; ; ; ; ; 40; ; ; ; ; 
Panathinaikos 3-0; 40; ; 45; ; 40; ; ; 55; ; ; 50; 40; 50; ; ; 40; ; 40; ; ; ; ; ; 40; ; ; ; ; 
Panathinaikos 3-2; 50; ; 55; ; 50; ; ; 60; ; ; 55; 50; 60; ; ; 50; ; 66; ; ; ; ; ; 50; ; ; ; ; 
Any Other Score; ; ; 60; ; ; ; ; 70; ; ; ; ; ; ; ; ; ; 50; ; ; ; ; ; 66; ; ; ; ; 
AEK Athens 4-0; 50; ; 50; ; 50; ; ; 75; ; ; 55; 50; 60; ; ; 50; ; 50; ; ; ; ; ; 50; ; ; ; ; 
AEK Athens 4-1; 50; ; 55; ; 50; ; ; 80; ; ; 60; 50; 60; ; ; 50; ; 66; ; ; ; ; ; 50; ; ; ; ; 
AEK Athens 4-2; 100; ; 100; ; 80; ; ; 125; ; ; 100; 80; 100; ; ; 80; ; 125; ; ; ; ; ; 80; ; ; ; ; 
Draw 3-3; 80; ; 95; ; 80; ; ; 125; ; ; 90; 80; 100; ; ; 80; ; 125; ; ; ; ; ; 80; ; ; ; ; 
Panathinaikos 4-1; 100; ; 120; ; 100; ; ; 175; ; ; 100; 100; 125; ; ; 100; ; 150; ; ; ; ; ; 80; ; ; ; ; 
AEK Athens 6-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 6-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 4-0; 125; ; 150; ; 125; ; ; 250; ; ; 125; 100; 125; ; ; 125; ; 250; ; ; ; ; ; 100; ; ; ; ; 
Panathinaikos 4-2; 150; ; 150; ; 125; ; ; 250; ; ; 125; 100; 150; ; ; 125; ; 250; ; ; ; ; ; 100; ; ; ; ; 
AEK Athens 5-0; 125; ; ; ; 125; ; ; 300; ; ; 125; 100; 150; ; ; 125; ; ; ; ; ; ; ; 100; ; ; ; ; 
AEK Athens 5-1; 150; ; ; ; 125; ; ; 300; ; ; 125; 100; 150; ; ; 125; ; ; ; ; ; ; ; 100; ; ; ; ; 
AEK Athens 4-3; 250; ; 225; ; 150; ; ; 325; ; ; 150; 150; 175; ; ; 150; ; 250; ; ; ; ; ; ; ; ; ; ; 
Draw 4-4; ; ; 250; ; 200; ; ; 350; ; ; 200; ; 200; ; ; 200; ; 250; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 5-2; 300; ; ; ; 200; ; ; 500; ; ; 150; ; 175; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 5-3; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 5-4; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 6-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; 125; ; ; ; ; 
AEK Athens 6-1; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 7-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 7-1; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 8-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 8-1; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AEK Athens 9-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 4-3; 350; ; 250; ; 200; ; ; 500; ; ; 150; ; 175; ; ; 200; ; 250; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 5-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; 125; ; ; ; ; 
Panathinaikos 5-1; 500; ; ; ; 250; ; ; 500; ; ; 200; ; 200; ; ; 250; ; ; ; ; ; ; ; 125; ; ; ; ; 
Panathinaikos 5-2; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 5-3; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 5-4; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 6-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; 125; ; ; ; ; 
Panathinaikos 6-1; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 7-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 7-1; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 8-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 8-1; ; ; ; ; 200; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Panathinaikos 9-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-04-02 20:21:56 GMT+3; ; e70300-dr003
Crusaders; 1/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Linfield; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
