META; english/premier-league/stoke-v-liverpool; 2017-03-30 00:25:54 GMT+3; 2017-04-04 17:00; e70300-dr003
Guingamp; 2/5; ; ; 2/5; 2/5; ; ; ; 2/5; ; 2/5; 2/5; ; ; ; ; 3/7; 2/5; 2/5; 3/7; ; ; 2/5; ; 2/5; ; ; ; 
Hull 6-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 7-0; ; ; ; 500; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 7-1; ; ; ; 500; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 7-2; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 7-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 7-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 8-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 8-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 9-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull 9-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 10-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 11-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 5-0; 200; 200; ; 250; ; 250; 225; 500; 100; 200; 150; 100; 175; 250; 250; 150; ; ; 180; ; ; ; 180; 250; 180; ; ; ; 
West Ham 5-3; 450; 250; ; ; ; ; 275; 500; ; 250; 150; 150; 175; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 5-4; ; ; ; ; ; ; ; 500; ; 400; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 6-0; ; 250; ; 500; ; ; 350; 500; 100; 425; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 6-1; ; 250; ; 500; ; ; 350; 500; ; 375; 200; ; 200; 300; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 6-2; ; 250; ; 500; ; ; 350; 500; ; 400; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 6-3; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 6-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 6-5; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 7-0; ; ; ; ; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 7-1; ; ; ; 500; ; ; 225; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 7-2; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 7-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 7-4; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 8-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 8-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 9-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham 9-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/stoke-v-liverpool; 2017-04-02 00:16:18 GMT+3; 2017-03-28 19:00; e70300-dr003
Cameroon; 4/6; 4/5; 7/10; 3/4; 7/10; 9/10; 8/11; 19/20; 8/11; 3/4; ; 10/11; 3/4; 3/4; 3/4; 8/11; 5/7; 3/4; 8/11; 9/13; 19/25; 13/17; 13/19; ; 7/10; ; 8/11; 8/11; 
Draw; 5/2; 11/5; 43/20; 9/4; 23/10; 43/20; 23/10; 23/10; 12/5; 23/10; ; 21/10; 49/20; 13/5; 23/10; 12/5; 40/17; 23/10; 23/10; 40/17; 51/20; 11/5; 40/17; ; 12/5; ; 12/5; 12/5; 
Guinea; 17/4; 19/5; 4; 9/2; 4; 14/5; 17/4; 14/5; 17/4; 17/4; ; 7/2; 17/4; 7/2; 4; 9/2; 75/19; 4; 4; 77/19; 9/2; 39/11; 9/2; ; 50/11; ; 22/5; 9/2; 
META; english/premier-league/stoke-v-liverpool; 2017-04-02 04:16:24 GMT+3; ; e70300-dr003
Monaco; 8/11; 8/11; 8/11; 8/11; ; ; 8/11; 8/11; 8/11; ; ; 8/11; 8/11; 8/11; 8/11; ; 5/7; 3/4; 8/13; 5/7; ; 7/10; 11/17; ; 11/17; ; 4/6; ; 
PSG; 11/10; 1; 1; 1; ; ; 1; 1; 11/10; ; ; 1; 1; 1; 1; ; 1; 19/20; 1; 1; ; 1; 1; ; 1; ; 23/20; ; 
Toulouse; ; ; ; ; ; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Marseille; ; ; ; ; ; ; 80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nice; 100; 33; 50; 33; ; ; 20; 33; 66; ; ; 40; 33; 33; 50; ; 30; 33; 60; 30; ; 50; 60; ; 60; ; 21; ; 
St Etienne; ; ; ; ; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guingamp; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bordeaux; ; ; ; ; ; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lyon; 1000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1000; 250; ; 1000; ; ; ; ; ; ; 17/2; ; 
META; english/premier-league/stoke-v-liverpool; 2017-04-02 08:17:06 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; ; ; 7/10; ; ; 3/4; 4/5; 8/11; 4/5; ; ; 3/4; ; ; ; 4/5; 4/5; 4/5; ; 4/5; 5/6; ; ; ; ; ; 4/7; ; 
Draw; ; ; 13/5; ; ; 13/5; 27/10; 13/5; 13/5; ; ; 11/4; ; ; ; 11/4; 28/11; 12/5; ; 5/2; 139/50; ; ; ; ; ; 9/4; ; 
Stoke; ; ; 7/2; ; ; 7/2; 19/5; 7/2; 7/2; ; ; 7/2; ; ; ; 4; 62/17; 7/2; ; 62/17; 77/20; ; ; ; ; ; 7/2; ; 
META; english/premier-league/stoke-v-liverpool; 2017-04-05 11:21:24 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; 3/4; 4/5; 5/6; 3/4; 4/5; 5/6; 20/23; 7/10; 4/5; 5/6; 4/5; 5/6; 4/5; 5/6; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 87/100; 7/9; 16/19; 4/5; 11/13; ; ; ; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 14/5; 14/5; 3; 14/5; 13/5; 5/2; 13/5; 27/10; 11/4; 11/4; 29/10; 11/4; 13/5; 11/4; 11/4; 141/50; 27/10; 11/4; 13/5; 11/4; ; ; ; 
Stoke; 10/3; 10/3; 10/3; 7/2; 7/2; 10/3; 10/3; 7/2; 7/2; 16/5; 16/5; 10/3; 10/3; 17/5; 16/5; 7/2; 33/10; 7/2; 10/3; 33/10; 7/2; 39/11; 57/17; 16/5; 57/17; ; ; ; 
META; english/premier-league/stoke-v-liverpool; 2017-04-05 16:15:54 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; 4/5; 4/5; 9/10; 3/4; 4/5; 17/20; 20/23; 3/4; 9/10; 17/20; 17/20; 20/23; 5/6; 10/11; 10/11; 5/6; 13/15; 4/5; 5/6; 13/15; 9/10; 9/11; 16/19; 17/20; 11/13; ; ; ; 5/6
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 11/4; 11/4; 11/4; 11/4; 13/5; 12/5; 5/2; 53/20; 27/10; 13/5; 14/5; 27/10; 13/5; 11/4; 27/10; 139/50; 13/5; 11/4; 13/5; 11/4; ; ; ; 11/4
Stoke; 3; 10/3; 31/10; 7/2; 7/2; 16/5; 10/3; 7/2; 3; 3; 29/10; 16/5; 16/5; 16/5; 3; 7/2; 16/5; 13/4; 10/3; 16/5; 17/5; 17/5; 57/17; 3; 57/17; ; ; ; 10/3
META; english/premier-league/stoke-v-liverpool; 2017-04-05 20:15:48 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; 4/5; 4/5; 9/10; 3/4; 4/5; 17/20; 20/23; 4/5; 9/10; 17/20; 5/6; 20/23; 5/6; 10/11; 10/11; 11/13; 13/15; 4/5; 5/6; 13/15; 9/10; 9/11; 16/19; 5/6; 11/13; ; 5/6; ; 5/6
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 11/4; 11/4; 11/4; 11/4; 13/5; 12/5; 5/2; 53/20; 27/10; 13/5; 14/5; 27/10; 13/5; 11/4; 27/10; 139/50; 13/5; 11/4; 13/5; 11/4; ; 27/10; ; 11/4
Stoke; 3; 10/3; 31/10; 7/2; 7/2; 33/10; 10/3; 17/5; 3; 3; 3; 16/5; 16/5; 16/5; 3; 7/2; 13/4; 13/4; 10/3; 13/4; 17/5; 17/5; 57/17; 3; 57/17; ; 3; ; 10/3
META; english/premier-league/stoke-v-liverpool; 2017-04-06 11:16:37 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; 10/11; 17/20; 9/10; 17/20; 5/6; 10/11; 10/11; 4/5; 9/10; 17/20; 17/20; 20/23; 9/10; 10/11; 10/11; 10/11; 10/11; 4/5; 5/6; 10/11; 9/10; 6/7; 7/8; 10/11; 10/11; ; 9/10; 9/10; 10/11
Draw; 14/5; 13/5; 13/5; 13/5; 11/4; 27/10; 27/10; 11/4; 13/5; 13/5; 12/5; 5/2; 53/20; 5/2; 13/5; 11/4; 45/17; 13/5; 27/10; 45/17; 139/50; 13/5; 27/10; 5/2; 11/4; ; 13/5; 13/5; 11/4
Stoke; 13/5; 3; 31/10; 16/5; 10/3; 16/5; 16/5; 17/5; 3; 3; 29/10; 16/5; 3; 17/5; 3; 16/5; 41/13; 13/4; 3; 41/13; 17/5; 13/4; 16/5; 14/5; 13/4; ; 3; 3; 3
META; english/premier-league/stoke-v-liverpool; 2017-04-06 16:01:12 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; 10/11; 17/20; 19/20; 17/20; 9/10; 10/11; 10/11; 4/5; 9/10; 17/20; 10/11; 20/23; 9/10; 19/20; 10/11; 10/11; 10/11; 4/5; 5/6; 10/11; 93/100; 10/11; 7/8; 10/11; 10/11; ; 10/11; 10/11; 20/21
Draw; 14/5; 13/5; 27/10; 13/5; 11/4; 27/10; 27/10; 11/4; 13/5; 13/5; 13/5; 5/2; 53/20; 5/2; 13/5; 11/4; 45/17; 13/5; 27/10; 45/17; 139/50; 45/17; 27/10; 5/2; 11/4; ; 13/5; 13/5; 11/4
Stoke; 13/5; 16/5; 31/10; 16/5; 3; 3; 16/5; 16/5; 3; 14/5; 14/5; 3; 3; 16/5; 3; 31/10; 31/10; 13/4; 3; 31/10; 13/4; 41/13; 16/5; 14/5; 13/4; ; 3; 3; 3
META; english/premier-league/stoke-v-liverpool; 2017-04-06 20:01:55 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; 10/11; 17/20; 19/20; 17/20; 9/10; 10/11; 10/11; 4/5; 9/10; 10/11; 10/11; 20/23; 9/10; 19/20; 10/11; 10/11; 10/11; 4/5; 5/6; 10/11; 93/100; 11/12; 7/8; 10/11; 10/11; ; 10/11; 10/11; 20/21
Draw; 14/5; 13/5; 13/5; 13/5; 11/4; 27/10; 27/10; 11/4; 13/5; 13/5; 13/5; 5/2; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 27/10; 13/5; 139/50; 45/17; 27/10; 5/2; 11/4; ; 13/5; 13/5; 27/10
Stoke; 13/5; 16/5; 16/5; 16/5; 3; 16/5; 33/10; 16/5; 3; 14/5; 14/5; 3; 3; 16/5; 3; 31/10; 41/13; 13/4; 3; 41/13; 13/4; 31/10; 16/5; 14/5; 13/4; ; 3; 3; 3
META; english/premier-league/stoke-v-liverpool; 2017-04-07 13:03:05 GMT+3; 2017-04-08 15:00; e70300-dr003
Liverpool; 19/20; 17/20; 10/11; 19/20; 9/10; 10/11; 10/11; 4/5; 9/10; 17/20; 10/11; 10/11; 9/10; 19/20; 19/20; 10/11; 10/11; 13/15; 5/6; 10/11; 19/20; 11/12; 7/8; 10/11; 10/11; ; ; 10/11; 10/11
Draw; 11/4; 13/5; 27/10; 12/5; 11/4; 13/5; 27/10; 11/4; 13/5; 13/5; 13/5; 13/5; 27/10; 5/2; 5/2; 27/10; 13/5; 13/5; 27/10; 13/5; 11/4; 45/17; 27/10; 13/5; 11/4; ; ; 13/5; 11/4
Stoke; 3; 3; 16/5; 3; 3; 16/5; 33/10; 16/5; 3; 3; 14/5; 16/5; 3; 7/2; 16/5; 31/10; 16/5; 16/5; 3; 16/5; 16/5; 31/10; 16/5; 16/5; 13/4; ; ; 3; 3
