META; english/premier-league/burnley-v-tottenham; 2017-03-05 00:16:50 GMT+2; 2017-04-01 15:00; e70300-dr003
META; english/premier-league/burnley-v-tottenham; 2017-03-06 12:16:50 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-06 16:16:55 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-06 20:16:55 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-07 00:16:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-07 04:16:33 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-07 08:16:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-07 12:16:31 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-07 16:16:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-07 20:16:33 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-08 00:16:28 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-08 04:16:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-08 08:16:35 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-08 12:16:38 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-08 16:11:13 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-08 20:16:19 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-09 00:16:15 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-09 04:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-09 08:16:13 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-09 12:16:15 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-09 16:16:14 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-09 20:16:09 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-10 00:16:14 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-10 04:15:55 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-10 08:16:00 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-10 12:15:58 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-10 16:15:57 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-10 20:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-11 00:16:23 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-11 04:16:15 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-11 08:16:20 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-11 12:16:18 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-11 16:16:16 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-11 20:16:10 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-12 00:16:07 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-12 04:16:12 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-12 08:16:06 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-12 12:16:07 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-12 16:16:05 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 8/15; ; ; ; ; ; ; ; ; 1/2; ; ; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 6; ; ; ; ; ; ; ; ; 11/2; ; ; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-12 20:16:05 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; ; ; ; ; ; 4/7; 5/11; 1/2; ; 17/35; 3/5; ; ; ; ; ; ; 
Draw; ; ; 3; ; ; ; ; 14/5; 3; ; ; ; ; ; ; 16/5; 13/5; 3; ; 27/10; 3; ; ; ; ; ; ; 
Burnley; ; ; 6; ; ; ; ; 11/2; 19/4; ; ; ; ; ; ; 11/2; 74/17; 11/2; ; 19/5; 6; ; ; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 00:16:05 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/15; ; 4/9; ; 8/15; ; 4/7; 1/2; 8/15; ; ; ; ; ; ; 8/15; 5/9; 1/2; 4/7; 5/9; 3/5; ; 4/7; ; ; ; ; 
Draw; 11/4; ; 3; ; 11/4; ; 3; 14/5; 3; ; ; ; ; ; ; 3; 56/19; 3; 3; 56/19; 3; ; 3; ; ; ; ; 
Burnley; 6; ; 6; ; 6; ; 6; 11/2; 5; ; ; ; ; ; ; 11/2; 49/10; 11/2; 23/5; 49/10; 6; ; 19/4; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 04:16:02 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/15; ; 4/9; ; 8/15; ; 11/20; 1/2; 8/15; 11/20; ; ; ; ; ; 8/15; 4/7; 1/2; 4/7; 4/7; 3/5; ; 4/7; ; ; ; ; 
Draw; 11/4; ; 3; ; 11/4; ; 16/5; 14/5; 3; 3; ; ; ; ; ; 3; 56/19; 3; 3; 56/19; 3; ; 3; ; ; ; ; 
Burnley; 6; ; 6; ; 6; ; 6; 11/2; 5; 5; ; ; ; ; ; 11/2; 63/13; 11/2; 23/5; 63/13; 6; ; 19/4; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 08:16:04 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/15; ; 4/9; ; 8/15; ; 11/20; 1/2; 8/15; 11/20; ; ; ; ; ; 8/15; 4/7; 1/2; 4/7; 4/7; 3/5; ; 4/7; ; ; ; ; 
Draw; 11/4; ; 3; ; 11/4; ; 16/5; 14/5; 3; 3; ; ; ; ; ; 3; 56/19; 3; 3; 56/19; 3; ; 3; ; ; ; ; 
Burnley; 6; ; 6; ; 6; ; 6; 11/2; 5; 5; ; ; ; ; ; 11/2; 63/13; 11/2; 23/5; 63/13; 6; ; 19/4; ; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-13 12:16:14 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/15; ; 4/7; ; 4/7; ; 11/20; 1/2; 8/15; 4/7; ; ; ; ; 4/7; 8/15; 5/9; 1/2; 4/7; 5/9; 4/7; 4/7; 4/7; ; ; ; ; 
