META; english/championship/bristol-city-v-leeds; 2017-10-15 02:22:19 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; ; 11/8; ; ; ; ; 6/4; 6/4; 6/4; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 29/20; ; ; 1; ; 
Leeds; 21/10; 23/10; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 12/5; 5/2; 5/2; ; 5/2; 5/2; 12/5; 23/10; 5/2; 129/50; 21/10; 27/11; 5/2; 5/2; 49/20; 28/11; ; 23/10; 11/5; 5/2
Draw; 11/4; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 53/20; 5/2; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-17 22:22:37 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 11/10; 23/20; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 15/13; 13/12; 11/10; 21/20; 21/20; 21/20; ; 21/20; 1; 10/9
Leeds; 21/10; 23/10; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 12/5; 5/2; 5/2; ; 5/2; 5/2; 12/5; 23/10; 5/2; 129/50; 21/10; 27/11; 5/2; 5/2; 49/20; 5/2; ; 23/10; 11/5; 5/2
Draw; 11/4; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 53/20; 5/2; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-18 02:21:23 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 11/10; 23/20; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 15/13; 13/12; 11/10; 21/20; 21/20; 21/20; ; 21/20; 1; 10/9
Leeds; 21/10; 23/10; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 12/5; 5/2; 5/2; ; 5/2; 5/2; 12/5; 23/10; 5/2; 129/50; 21/10; 27/11; 5/2; 5/2; 49/20; 28/11; ; 23/10; 11/5; 5/2
Draw; 11/4; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 53/20; 5/2; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-18 11:41:04 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 11/10; 23/20; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 13/12; 13/12; 11/10; 21/20; 21/20; 21/20; ; 21/20; 1; 10/9
Leeds; 21/10; 23/10; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 12/5; 23/10; 5/2; 129/50; 23/10; 27/11; 5/2; 5/2; 49/20; 28/11; ; 23/10; 11/5; 5/2
Draw; 11/4; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 5/2; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 53/20; 5/2; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-18 14:21:38 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 13/12; 13/12; 11/10; 21/20; 21/20; 21/20; ; 21/20; 1; 10/9
Leeds; 21/10; 12/5; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 12/5; 23/10; 5/2; 129/50; 23/10; 27/11; 5/2; 5/2; 49/20; 28/11; ; 23/10; 11/5; 5/2
Draw; 11/4; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 5/2; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 53/20; 5/2; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-18 18:21:53 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 1; 11/10; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 12/11; 13/12; 11/10; 21/20; 21/20; 1; ; 21/20; 1; 10/9
Leeds; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 12/5; 23/10; 28/11; 129/50; 27/11; 27/11; 5/2; 5/2; 49/20; 13/5; ; 23/10; 11/5; 5/2
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 5/2; 12/5; ; 5/2; 5/2; 5/2; 12/5; 13/5; 53/20; 28/11; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-18 22:22:04 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 1; 11/10; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 12/11; 13/12; 11/10; 21/20; 21/20; 1; ; 21/20; 1; 10/9
Leeds; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 23/10; 28/11; 129/50; 27/11; 27/11; 5/2; 5/2; 49/20; 13/5; ; 23/10; 11/5; 5/2
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 53/20; 28/11; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-19 02:21:50 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 1; 11/10; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 12/11; 13/12; 11/10; 21/20; 21/20; 1; ; 21/20; 1; 10/9
Leeds; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 23/10; 28/11; 129/50; 27/11; 27/11; 5/2; 5/2; 49/20; 13/5; ; 5/2; 23/10; 5/2
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 53/20; 28/11; 27/11; 5/2; 13/5; 5/2; 13/5; ; 12/5; 11/5; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-19 10:21:55 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 1; 11/10; 11/10; 11/10; 23/20; 23/20; ; 11/10; 11/10; 11/10; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 57/50; 12/11; 13/12; 11/10; 21/20; 21/20; 1; ; 21/20; 1; 10/9
Leeds; 23/10; 12/5; 12/5; 12/5; 11/5; 12/5; ; 12/5; 5/2; 12/5; 12/5; 49/20; 5/2; 5/2; 5/2; 12/5; 23/10; 28/11; 129/50; 27/11; 27/11; 5/2; 5/2; 49/20; 13/5; ; 5/2; 23/10; 5/2
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 53/20; 28/11; 27/11; 5/2; 13/5; 5/2; 13/5; ; 12/5; 11/5; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-19 14:22:34 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 1; 11/10; 11/10; 11/10; 23/20; 11/10; ; 11/10; 11/10; 21/20; 23/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 1; 111/100; 12/11; 24/23; 11/10; 21/20; 21/20; 21/20; ; 21/20; 1; 21/20
Leeds; 23/10; 12/5; 12/5; 12/5; 12/5; 5/2; ; 12/5; 5/2; 12/5; 11/5; 5/2; 5/2; 49/20; 5/2; 12/5; 23/10; 13/5; 66/25; 27/11; 28/11; 5/2; 5/2; 49/20; 28/11; ; 5/2; 11/5; 13/5
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 13/5; 67/25; 28/11; 27/11; 5/2; 13/5; 5/2; 13/5; ; 23/10; 21/10; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-19 18:22:37 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 1; 11/10; 11/10; 1; 11/10; 21/20; ; 1; 21/20; 11/10; 21/20; 11/10; ; 11/10; 11/10; 21/20; 21/20; 21/20; 11/10; 15/13; 24/23; 11/10; 11/10; 21/20; 1; ; 21/20; 21/20; 11/10
Leeds; 23/10; 12/5; 12/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 45/17; 67/25; 11/5; 28/11; 5/2; 13/5; 49/20; 45/17; ; 5/2; 12/5; 13/5
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 12/5; 67/25; 45/17; 27/11; 5/2; 27/10; 5/2; 45/17; ; 23/10; 9/4; 13/5
META; english/championship/bristol-city-v-leeds; 2017-10-19 22:21:50 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 1; 1; 11/10; 21/20; ; 1; 1; 1; 21/20; 21/20; ; 21/20; 21/20; 1; 21/20; 19/20; 103/100; 24/23; 1; 21/20; 11/10; 21/20; 19/20; ; 21/20; 1; 21/20
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 12/5; 13/5; 23/10; 5/2; 49/20; 5/2; 5/2; 12/5; 45/17; 27/10; 28/11; 27/11; 13/5; 13/5; 5/2; 27/10; ; 5/2; 12/5; 13/5
Leeds; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; ; 13/5; 11/4; 13/5; 13/5; 11/4; 5/2; 27/10; 13/5; 13/5; 5/2; 14/5; 72/25; 28/11; 27/10; 13/5; 27/10; 11/4; 14/5; ; 13/5; 12/5; 14/5
META; english/championship/bristol-city-v-leeds; 2017-10-20 02:22:00 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 1; 1; 11/10; 11/10; ; 1; 1; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 19/20; 103/100; 24/23; 1; 21/20; 21/20; 21/20; 19/20; ; 1; 1; 1
Draw; 14/5; 12/5; 12/5; 5/2; 5/2; 13/5; ; 5/2; 5/2; 12/5; 13/5; 23/10; 5/2; 49/20; 5/2; 5/2; 12/5; 45/17; 27/10; 28/11; 27/11; 13/5; 27/10; 5/2; 45/17; ; 5/2; 12/5; 13/5
Leeds; 5/2; 13/5; 13/5; 13/5; 13/5; 14/5; ; 13/5; 11/4; 13/5; 13/5; 11/4; 5/2; 27/10; 13/5; 13/5; 5/2; 11/4; 72/25; 28/11; 27/10; 13/5; 27/10; 11/4; 14/5; ; 13/5; 5/2; 14/5
META; english/championship/bristol-city-v-leeds; 2017-10-20 10:22:54 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 11/10; 1; 1; 11/10; 11/10; 11/10; ; 1; 1; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 19/20; 103/100; 24/23; 1; 21/20; 21/20; 21/20; 19/20; ; 1; 1; 1
Draw; 11/4; 5/2; 12/5; 11/5; 5/2; 13/5; ; 5/2; 5/2; 12/5; 13/5; 23/10; 5/2; 49/20; 5/2; 5/2; 12/5; 13/5; 27/10; 28/11; 27/11; 13/5; 27/10; 5/2; 45/17; ; 5/2; 12/5; 13/5
Leeds; 5/2; 13/5; 13/5; 13/5; 13/5; 14/5; ; 13/5; 11/4; 13/5; 13/5; 11/4; 5/2; 27/10; 13/5; 13/5; 5/2; 11/4; 72/25; 28/11; 27/10; 13/5; 27/10; 11/4; 14/5; ; 27/10; 5/2; 14/5
META; english/championship/bristol-city-v-leeds; 2017-10-20 14:23:05 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 11/10; 1; 1; 11/10; 21/20; 11/10; ; 1; 1; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 19/20; 11/10; 24/23; 1; 21/20; 21/20; 21/20; 19/20; ; 1; 20/21; 1
Draw; 11/4; 5/2; 12/5; 11/5; 5/2; 13/5; ; 5/2; 5/2; 12/5; 13/5; 23/10; 5/2; 49/20; 5/2; 5/2; 12/5; 13/5; 13/5; 28/11; 27/11; 13/5; 27/10; 5/2; 45/17; ; 5/2; 12/5; 13/5
Leeds; 5/2; 13/5; 13/5; 13/5; 11/4; 14/5; ; 13/5; 11/4; 13/5; 13/5; 11/4; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 11/4; 28/11; 27/10; 13/5; 27/10; 11/4; 14/5; ; 11/4; 5/2; 14/5
META; english/championship/bristol-city-v-leeds; 2017-10-20 18:22:55 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 23/20; 1; 1; 11/10; ; 11/10; ; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 23/20; 21/20; 1; 19/20; 11/10; 10/9; 17/16; 11/10; 23/20; 21/20; 19/20; ; 10/9; 1; 1
Draw; 13/5; 5/2; 12/5; 11/5; ; 13/5; ; 12/5; 28/11; 12/5; 13/5; 23/10; 5/2; 49/20; 12/5; 5/2; 12/5; 13/5; 13/5; 28/11; 5/2; 5/2; 13/5; 5/2; 13/5; ; 12/5; 12/5; 13/5
Leeds; 5/2; 13/5; 13/5; 13/5; ; 14/5; ; 5/2; 27/11; 13/5; 13/5; 11/4; 5/2; 27/10; 12/5; 13/5; 13/5; 11/4; 11/4; 40/17; 12/5; 5/2; 5/2; 11/4; 37/13; ; 5/2; 5/2; 14/5
META; english/championship/bristol-city-v-leeds; 2017-10-20 22:23:47 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Bristol City; 23/20; 21/20; 21/20; ; 23/20; 23/20; ; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 11/10; 21/20; 23/20; 13/12; 17/16; 11/10; 23/20; 21/20; 21/20; ; 10/9; 10/9; 10/9
Draw; 13/5; 5/2; 12/5; ; 12/5; 13/5; ; 12/5; 28/11; 23/10; 13/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 51/20; 28/11; 5/2; 5/2; 13/5; 51/20; 28/11; ; 12/5; 5/2; 5/2
