META; english/championship/ipswich-v-birmingham; 2017-06-23 22:17:37 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 31/20; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 1/100; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 1/100; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 19/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-24 18:17:38 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 1/100; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 1/100; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 19/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-24 22:17:29 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 4/9; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 20/21; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-25 02:17:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 8/15; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 23/20; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-25 10:17:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 8/15; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 23/20; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-25 14:17:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 6/4; 6/4; 6/4; 6/4; 33/20; ; 6/4; ; 6/4; ; 8/15; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 17/10; 7/4; 9/5; 17/10; 2; ; 9/5; ; 9/5; ; 23/20; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-25 18:17:36 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 4/7; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 6/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-25 22:17:30 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 4/7; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 6/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-26 02:17:29 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 4/7; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 6/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-26 10:21:36 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 33/20; ; 6/4; ; 6/4; ; 4/7; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 2; ; 9/5; ; 9/5; ; 6/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 9/4; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-26 14:22:27 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 4/7; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 13/10; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-26 18:20:08 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; ; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 4/7; ; 
Birmingham; 7/4; 9/5; ; ; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 13/10; ; 
Draw; 23/10; 23/10; ; ; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-26 22:19:48 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-27 02:20:38 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-27 10:21:00 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-27 14:22:02 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-27 18:22:48 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-27 22:21:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-28 02:21:42 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-28 10:21:41 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-28 14:22:08 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-28 18:19:41 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-28 22:20:25 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-29 02:20:35 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-29 10:21:26 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-29 14:21:38 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 13/8; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 7/4; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 9/4; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-29 18:21:03 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 8/5; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 8/13; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 9/5; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 7/5; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 11/5; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-29 22:19:46 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Ipswich; 6/4; 6/4; ; 7/5; ; 6/4; 31/20; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 8/5; ; 16/11; 6/4; 6/4; 16/11; 13/8; ; 6/4; ; 6/4; ; 2/11; ; 
Birmingham; 7/4; 9/5; ; 7/4; ; 17/10; 9/5; 8/5; 9/5; 8/5; 8/5; 17/10; 7/4; 8/5; 9/5; ; 7/4; 7/4; 9/5; 7/4; 197/100; ; 9/5; ; 9/5; ; 2/11; ; 
Draw; 23/10; 23/10; ; 11/5; ; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 5/2; 47/20; 11/5; 11/5; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 9/4; ; 23/10; ; 21/10; ; 
META; english/championship/ipswich-v-birmingham; 2017-06-30 02:18:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
