META; english/championship/bolton-v-fulham; 2018-02-03 22:19:31 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/23; 10/11; ; ; 4/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; 5/2; ; ; 21/10; ; 
Bolton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; 3; ; ; 13/5; ; 
META; english/championship/bolton-v-fulham; 2018-02-04 02:19:17 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; ; 5/6; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; 9/10; 10/11; 10/11; ; 5/6; ; 
Bolton; 3; 29/10; 14/5; 3; 63/20; 16/5; 29/10; 3; 56/19; 29/10; 3; 14/5; 3; 29/10; 14/5; 14/5; 29/10; 11/4; 3; 29/10; 14/5; 31/10; 57/20; 56/19; ; 14/5; 3; 3
META; english/championship/bolton-v-fulham; 2018-02-08 02:19:47 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 10/11; 13/15; 10/11; 24/25; 17/20; 20/21; 5/6; 19/20; 10/11; 17/20; 10/11; 17/20; 10/11; 19/20; 10/11; 19/20; 19/20; 9/10; 15/16; 10/11; 9/10; 10/11; 19/20; ; 10/11; 9/10; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5; 27/11; 13/5; 13/5; 13/5; 13/5; ; 12/5; 23/10; 27/10
Bolton; 3; 29/10; 29/10; 3; 63/20; 16/5; 29/10; 3; 56/19; 3; 3; 14/5; 3; 29/10; 14/5; 14/5; 56/19; 11/4; 3; 29/10; 14/5; 31/10; 57/20; 56/19; ; 14/5; 27/10; 3
META; english/championship/bolton-v-fulham; 2018-02-08 10:19:49 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 17/20; 13/15; 10/11; 24/25; 17/20; 20/21; 5/6; 19/20; 10/11; 17/20; 10/11; 17/20; 10/11; 19/20; 10/11; 10/11; 19/20; 9/10; 15/16; 10/11; 9/10; 10/11; 19/20; ; 10/11; 9/10; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 27/11; 13/5; 13/5; 13/5; 13/5; ; 5/2; 23/10; 27/10
Bolton; 3; 3; 29/10; 3; 63/20; 16/5; 29/10; 3; 56/19; 3; 3; 14/5; 3; 29/10; 14/5; 14/5; 56/19; 11/4; 3; 29/10; 14/5; 31/10; 57/20; 3; ; 14/5; 27/10; 3
META; english/championship/bolton-v-fulham; 2018-02-08 14:19:55 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 17/20; 13/15; 10/11; 24/25; 17/20; 20/21; 5/6; 19/20; 10/11; 17/20; 10/11; 17/20; 10/11; 19/20; 10/11; 10/11; 9/10; 9/10; 15/16; 10/11; 9/10; 10/11; 19/20; ; 10/11; 10/11; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 27/11; 13/5; 13/5; 13/5; 13/5; ; 5/2; 13/5; 27/10
Bolton; 3; 3; 29/10; 3; 63/20; 16/5; 29/10; 3; 56/19; 3; 3; 14/5; 3; 29/10; 14/5; 14/5; 56/19; 29/10; 3; 29/10; 14/5; 31/10; 57/20; 56/19; ; 14/5; 14/5; 3
META; english/championship/bolton-v-fulham; 2018-02-08 18:19:54 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 17/20; 13/15; 10/11; 24/25; 17/20; 10/11; 5/6; 19/20; 10/11; 19/20; 10/11; 17/20; 10/11; 19/20; 10/11; 10/11; 9/10; 9/10; 11/12; 10/11; 20/21; 10/11; 19/20; ; 10/11; 20/21; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 68/25; 14/5; 5/2; 13/5; 28/11; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; ; 12/5; 13/5; 27/10
Bolton; 3; 3; 29/10; 3; 63/20; 16/5; 29/10; 3; 56/19; 3; 3; 14/5; 3; 29/10; 14/5; 14/5; 56/19; 29/10; 3; 29/10; 14/5; 16/5; 57/20; 56/19; ; 3; 3; 3
META; english/championship/bolton-v-fulham; 2018-02-08 22:20:08 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 17/20; 13/15; 10/11; 20/21; 17/20; 9/10; 5/6; 19/20; 10/11; 19/20; 10/11; 17/20; 10/11; 10/11; 10/11; 10/11; 9/10; 9/10; 11/12; 9/10; 20/21; 9/10; 10/11; ; 10/11; 20/21; 10/11
Draw; 5/2; 13/5; 5/2; 5/2; 133/50; 14/5; 13/5; 13/5; 28/11; 13/5; 5/2; 5/2; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; ; 5/2; 13/5; 11/4
Bolton; 3; 3; 3; 3; 13/4; 16/5; 29/10; 3; 56/19; 3; 3; 3; 3; 29/10; 3; 3; 3; 29/10; 3; 29/10; 3; 16/5; 16/5; 3; ; 3; 3; 3
META; english/championship/bolton-v-fulham; 2018-02-09 02:19:55 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 10/11; 17/20; 13/15; 10/11; 93/100; 17/20; 20/21; 5/6; 19/20; 10/11; 19/20; 10/11; 17/20; 10/11; 10/11; 10/11; 10/11; 9/10; 9/10; 11/12; 9/10; 20/21; 9/10; 10/11; ; 10/11; 10/11; 10/11
Draw; 5/2; 13/5; 5/2; 5/2; 11/4; 14/5; 5/2; 13/5; 28/11; 13/5; 5/2; 5/2; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; ; 5/2; 5/2; 11/4
Bolton; 3; 3; 3; 3; 13/4; 16/5; 29/10; 3; 56/19; 3; 3; 3; 3; 29/10; 3; 3; 3; 29/10; 3; 29/10; 3; 16/5; 16/5; 3; ; 3; 3; 3
META; english/championship/bolton-v-fulham; 2018-02-09 10:20:02 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 19/20; 17/20; 13/15; 10/11; 93/100; 17/20; 9/10; 5/6; 19/20; 10/11; 19/20; 10/11; 17/20; 10/11; 10/11; 10/11; 10/11; 9/10; 9/10; 11/12; 9/10; 20/21; 9/10; 10/11; ; 10/11; 10/11; 10/11
Draw; 13/5; 13/5; 5/2; 5/2; 11/4; 14/5; 13/5; 13/5; 28/11; 13/5; 5/2; 5/2; 27/10; 13/5; 13/5; 5/2; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; ; 5/2; 13/5; 11/4
Bolton; 16/5; 3; 3; 3; 13/4; 16/5; 3; 3; 56/19; 3; 3; 3; 3; 29/10; 3; 3; 3; 29/10; 3; 29/10; 3; 16/5; 16/5; 3; ; 3; 14/5; 3
META; english/championship/bolton-v-fulham; 2018-02-09 14:20:21 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 1; 1; 10/11; 51/50; 1; 1; 10/11; 19/20; 1; 1; 20/21; 17/20; 21/20; 19/20; 1; 1; 9/10; 39/40; 11/12; 1; 21/20; 19/20; 1; ; 20/21; 1; 1
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 28/11; 5/2; 13/5; 5/2; 13/5; 13/5; 53/20; 28/11; ; 5/2; 13/5; 13/5
Bolton; 3; 13/5; 27/10; 3; 29/10; 29/10; 29/10; 11/4; 56/19; 27/10; 14/5; 11/4; 3; 13/5; 14/5; 11/4; 27/10; 29/10; 11/4; 29/10; 14/5; 29/10; 14/5; 11/4; ; 14/5; 14/5; 3
META; english/championship/bolton-v-fulham; 2018-02-09 18:19:35 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 10/11; 10/11; 1; 97/100; 19/20; 20/21; 10/11; 19/20; 19/20; 1; 20/21; 19/20; 19/20; 19/20; 1; 19/20; 9/10; 22/23; 11/12; 10/11; 1; 19/20; 19/20; ; 20/21; 20/21; 20/21
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; ; 5/2; 13/5; 28/11; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 28/11; 5/2; 13/5; 5/2; 13/5; 13/5; 53/20; 13/5; ; 5/2; 5/2; 27/10
Bolton; 3; 29/10; 14/5; 13/5; 31/10; 31/10; 14/5; 11/4; 56/19; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 14/5; 37/13; 29/10; 11/4; 29/10; 14/5; 3; 59/20; 29/10; ; 14/5; 14/5; 3
META; english/championship/bolton-v-fulham; 2018-02-09 22:20:23 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Fulham; 1; 10/11; 19/20; 10/11; 49/50; 19/20; 20/21; 10/11; 19/20; 19/20; 1; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 9/10; 22/23; 11/12; 10/11; 1; 19/20; 19/20; ; 20/21; 20/21; 20/21
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; ; 13/5; 13/5; 28/11; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 13/5; 28/11; 5/2; 13/5; 5/2; 13/5; 13/5; 53/20; 28/11; ; 13/5; 13/5; 13/5
Bolton; 3; 11/4; 14/5; 3; 61/20; 31/10; 29/10; 11/4; 56/19; 14/5; 14/5; 14/5; 11/4; 29/10; 14/5; 14/5; 37/13; 29/10; 11/4; 29/10; 14/5; 3; 59/20; 29/10; ; 14/5; 14/5; 3
META; english/championship/bolton-v-fulham; 2018-02-10 02:19:47 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
