META; english/championship/aston-villa-v-burton; 2018-01-28 02:20:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; ; 2/5; ; ; ; 4/9; 2/5; ; 2/5; ; 2/5; ; ; ; 4/9; 2/5; ; ; ; ; 2/5; 4/9; 2/5; 2/5; ; ; 1/3; ; 
Draw; ; 7/2; ; ; ; 7/2; 10/3; ; 13/4; ; 16/5; ; ; ; 100/ 30; 7/2; ; ; ; ; 16/5; 7/2; 7/2; 16/5; ; ; 2; ; 
Burton; ; 7; ; ; ; 8; 15/2; ; 7; ; 15/2; ; ; ; 11/2; 15/2; ; ; ; ; 7; 15/2; 8; 8; ; ; 5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-29 10:19:43 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; ; 2/5; ; ; ; 2/5; 2/5; ; 2/5; ; 2/5; ; ; ; 4/9; 2/5; 2/5; 7/17; 2/5; ; 2/5; 2/5; 2/5; 2/5; 7/17; ; 1/3; ; 
Draw; ; 7/2; ; ; ; 10/3; 10/3; ; 13/4; ; 16/5; ; ; ; 100/ 30; 7/2; 10/3; 57/17; 10/3; ; 16/5; 7/2; 7/2; 16/5; 17/5; ; 2; ; 
Burton; ; 7; ; ; ; 17/2; 15/2; ; 7; ; 8; ; ; ; 11/2; 15/2; 29/4; 7; 29/4; ; 7; 15/2; 8; 17/2; 7; ; 36/5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-29 14:20:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 9/20; 2/5; 4/9; ; 2/5; 2/5; 2/5; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; 2/5; 2/5; 3/7; 2/5; ; 2/5; 4/9; 2/5; 4/9; 4/9; ; 4/11; ; 
Draw; 16/5; 10/3; 16/5; ; 77/20; 7/2; 7/2; ; 13/4; 3; 10/3; ; ; 16/5; 100/30; 10/3; 10/3; 13/4; 10/3; ; 16/5; 100/30; 7/2; 16/5; 33/10; ; 2; ; 
Burton; 13/2; 15/2; 7; ; 9; 7; 15/2; ; 7; 7; 13/2; ; ; 7; 11/2; 7; 29/4; 13/2; 29/4; ; 7; 13/2; 15/2; 7; 13/2; ; 2/11; ; 
META; english/championship/aston-villa-v-burton; 2018-01-29 18:20:11 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 2/5; 2/5; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; 4/9; 2/5; 3/7; 2/5; 4/9; 2/5; 4/9; 4/9; 21/50; 3/7; ; 4/11; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 71/20; 7/2; 16/5; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 100/30; 33/10; 16/5; 13/4; ; 2; ; 
Burton; 7; 7; 7; 13/2; 8; 7; 15/2; ; 7; 7; 13/2; ; ; 7; 7; 7; 31/4; 27/4; 31/4; 31/5; 7; 7; 7; 15/2; 7; ; 36/5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-29 22:20:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; ; 2/5; 3/7; 2/5; 4/9; 2/5; 4/9; 4/9; 21/50; 3/7; ; 4/11; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 71/20; 10/3; 16/5; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; ; 16/5; 16/5; 16/5; 16/5; 16/5; 100/30; 33/10; 16/5; 13/4; ; 5/2; ; 
Burton; 7; 7; 7; 13/2; 8; 15/2; 15/2; ; 7; 7; 13/2; ; ; 7; 7; ; 31/4; 27/4; 31/4; 31/5; 7; 7; 7; 15/2; 7; ; 36/5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-30 02:20:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; ; 2/5; 3/7; 2/5; 4/9; 2/5; 4/9; 4/9; 21/50; 3/7; ; 2/5; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 71/20; 10/3; 16/5; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; ; 16/5; 16/5; 16/5; 16/5; 16/5; 100/30; 33/10; 16/5; 13/4; ; 3; ; 
Burton; 7; 7; 7; 13/2; 8; 15/2; 15/2; ; 7; 7; 13/2; ; ; 7; 7; 7; 31/4; 27/4; 31/4; 31/5; 7; 7; 7; 15/2; 7; ; 36/5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-30 10:20:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; ; 2/5; 3/7; 2/5; 4/9; 2/5; 4/9; 4/9; 21/50; 3/7; ; 4/11; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 71/20; 10/3; 16/5; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; ; 16/5; 16/5; 16/5; 16/5; 16/5; 100/30; 33/10; 16/5; 13/4; ; 12/5; ; 
Burton; 7; 7; 7; 13/2; 8; 15/2; 7; ; 7; 7; 13/2; ; ; 7; 7; 7; 31/4; 27/4; 31/4; 31/5; 7; 7; 7; 15/2; 7; ; 32/5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-30 14:20:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; ; 2/5; 3/7; 2/5; 5/11; 2/5; 4/9; 4/9; 21/50; 3/7; ; 2/5; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 71/20; 10/3; ; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; 10/3; 16/5; 16/5; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 13/4; ; 3; ; 
Burton; 7; 7; 7; 13/2; 8; 15/2; ; ; 7; 7; 13/2; ; ; 7; 7; 7; 31/4; 27/4; 31/4; 67/10; 7; 7; 7; 15/2; 7; ; 36/5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-30 18:20:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; ; 2/5; 4/9; 2/5; 5/11; 2/5; 4/9; 4/9; 21/50; 4/9; ; 2/5; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 71/20; 10/3; ; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; 10/3; 16/5; 13/4; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 33/10; ; 3; ; 
Burton; 7; 7; 7; 13/2; 8; 15/2; ; ; 7; 7; 13/2; ; ; 7; 7; 7; 31/4; 7; 31/4; 67/10; 7; 7; 7; 15/2; 7; ; 36/5; ; 
META; english/championship/aston-villa-v-burton; 2018-01-30 22:20:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 40/85; 4/9; ; 2/5; 4/9; 2/5; 5/11; 2/5; 4/9; 4/9; 21/50; 4/9; ; 2/5; ; 4/9
Draw; 10/3; 16/5; 16/5; 16/5; 71/20; 10/3; ; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; 10/3; 16/5; 13/4; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 33/10; ; 3; ; 10/3
Burton; 7; 7; 7; 13/2; 8; 15/2; ; ; 7; 7; 13/2; ; ; 7; 7; 7; 31/4; 7; 31/4; 67/10; 7; 7; 7; 15/2; 7; ; 36/5; ; 38/5
META; english/championship/aston-villa-v-burton; 2018-01-31 02:19:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 11/25; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 4/9; 4/9; ; 2/5; 3/7; 2/5; 5/11; 2/5; 4/9; 4/9; 21/50; 3/7; ; 2/5; ; 2/5
Draw; 10/3; 16/5; 16/5; 16/5; 18/5; 10/3; ; ; 13/4; 16/5; 16/5; ; ; 16/5; 100/30; 10/3; 16/5; 33/10; 16/5; 33/10; 16/5; 100/30; 10/3; 16/5; 33/10; ; 3; ; 10/3
Burton; 7; 7; 7; 13/2; 83/10; 15/2; ; ; 7; 15/2; 13/2; ; ; 7; 7; 7; 31/4; 29/4; 31/4; 67/10; 7; 7; 7; 15/2; 29/4; ; 37/5; ; 8
META; english/championship/aston-villa-v-burton; 2018-01-31 10:19:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 4/9; 4/9; ; 2/5; 3/7; 2/5; 5/11; 2/5; 4/9; 4/9; 21/50; 3/7; ; 2/5; ; 2/5
Draw; 3; 16/5; 16/5; 16/5; 7/2; 10/3; ; ; 13/4; 16/5; 16/5; ; ; 31/10; 100/30; 16/5; 16/5; 13/4; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 33/10; ; 3; ; 10/3
Burton; 7; 7; 7; 13/2; 41/5; 15/2; ; ; 7; 15/2; 13/2; ; ; 15/2; 7; 15/2; 31/4; 29/4; 31/4; 67/10; 7; 7; 15/2; 15/2; 29/4; ; 37/5; ; 8
META; english/championship/aston-villa-v-burton; 2018-01-31 14:20:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 4/9; 4/9; ; 2/5; 3/7; 2/5; 5/11; 2/5; 4/9; 2/5; 21/50; 3/7; ; 2/5; 4/11; 2/5
Draw; 3; 16/5; 16/5; 16/5; 7/2; 7/2; ; ; 13/4; 16/5; 16/5; ; ; 16/5; 100/30; 16/5; 16/5; 33/10; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 57/17; ; 3; 14/5; 10/3
Burton; 7; 7; 15/2; 13/2; 41/5; 8; ; ; 7; 15/2; 13/2; ; ; 15/2; 7; 7; 31/4; 15/2; 31/4; 67/10; 7; 7; 8; 15/2; 15/2; ; 37/5; 33/5; 8
META; english/championship/aston-villa-v-burton; 2018-01-31 18:20:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 4/9; 4/9; ; 2/5; 3/7; 2/5; 5/11; 2/5; 4/9; 2/5; 21/50; 3/7; ; 2/5; 2/5; 2/5
Draw; 3; 16/5; 16/5; 16/5; 7/2; 7/2; ; ; 13/4; 16/5; 16/5; ; ; 16/5; 100/30; 16/5; 16/5; 13/4; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 33/10; ; 3; 14/5; 10/3
Burton; 7; 7; 15/2; 13/2; 41/5; 8; ; ; 7; 15/2; 13/2; ; ; 15/2; 7; 7; 31/4; 29/4; 31/4; 67/10; 7; 7; 8; 15/2; 29/4; ; 37/5; 7; 8
META; english/championship/aston-villa-v-burton; 2018-01-31 22:19:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 4/9; ; ; 4/9; 4/9; ; 2/5; 3/7; 2/5; 5/11; 2/5; 4/9; 2/5; 21/50; 3/7; ; 2/5; 4/11; 4/9
Draw; 3; 16/5; 16/5; 16/5; 7/2; 7/2; ; ; 13/4; 16/5; 16/5; ; ; 16/5; 100/30; 16/5; 16/5; 13/4; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 33/10; ; 3; 14/5; 10/3
Burton; 7; 7; 15/2; 13/2; 41/5; 8; ; ; 7; 15/2; 13/2; ; ; 15/2; 7; 7; 31/4; 29/4; 31/4; 67/10; 7; 7; 8; 15/2; 29/4; ; 38/5; 33/5; 8
META; english/championship/aston-villa-v-burton; 2018-02-01 02:19:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 2/5; ; ; 4/9; 4/9; 2/5; 3/7; 2/5; 5/11; 2/5; 4/9; 2/5; 21/50; 3/7; ; 2/5; 4/11; 4/9
Draw; 3; 16/5; 16/5; 16/5; 7/2; 7/2; ; ; 13/4; 16/5; 16/5; ; ; 16/5; 100/30; 16/5; 13/4; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 33/10; ; 3; 14/5; 10/3
Burton; 7; 7; 15/2; 13/2; 41/5; 8; ; ; 7; 15/2; 15/2; ; ; 15/2; 7; 15/2; 29/4; 31/4; 67/10; 7; 7; 8; 15/2; 29/4; ; 37/5; 33/5; 8
META; english/championship/aston-villa-v-burton; 2018-02-01 10:19:35 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 2/5; 4/9; 2/5; ; ; 4/9; 4/9; 2/5; 5/12; 2/5; 5/11; 2/5; 4/9; 2/5; 2/5; 3/7; ; 2/5; 4/11; 4/9
Draw; 3; 16/5; 16/5; 16/5; 7/2; 7/2; ; ; 13/4; 16/5; 16/5; ; ; 16/5; 100/30; 16/5; 33/10; 16/5; 33/10; 16/5; 100/30; 33/10; 16/5; 57/17; ; 3; 14/5; 10/3
Burton; 7; 7; 15/2; 13/2; 41/5; 8; ; ; 7; 15/2; 15/2; ; ; 15/2; 7; 15/2; 15/2; 31/4; 67/10; 7; 7; 8; 8; 15/2; ; 37/5; 33/5; 8
META; english/championship/aston-villa-v-burton; 2018-02-01 14:20:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 2/5; 4/9; 4/9; 4/9; 4/9; 4/9; ; ; 2/5; 4/9; 2/5; ; ; 4/9; 4/9; 2/5; 5/12; 2/5; 5/11; 2/5; 4/9; 2/5; 2/5; 3/7; ; 2/5; 2/5; 4/9
Draw; 16/5; 16/5; 16/5; 16/5; 71/20; 7/2; ; ; 13/4; 16/5; 16/5; ; ; 16/5; 100/30; 16/5; 33/10; 16/5; 33/10; 16/5; 100/30; 10/3; 16/5; 57/17; ; 3; 3; 10/3
Burton; 8; 7; 15/2; 13/2; 83/10; 8; ; ; 7; 15/2; 15/2; ; ; 15/2; 7; 15/2; 15/2; 31/4; 67/10; 7; 7; 8; 8; 15/2; ; 37/5; 7; 8
META; english/championship/aston-villa-v-burton; 2018-02-01 18:19:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; ; ; 5/12; 4/9; 2/5; ; 4/9; 4/9; 4/9; 2/5; 5/12; 2/5; 4/9; 2/5; 4/9; 9/20; 2/5; 3/7; ; 2/5; 2/5; 4/9
Draw; 16/5; 16/5; 16/5; 16/5; 71/20; 10/3; ; ; 57/17; 16/5; 16/5; ; 16/5; 16/5; 100/30; 16/5; 33/10; 16/5; 33/10; 33/10; 100/30; 10/3; 16/5; 57/17; ; 3; 14/5; 7/2
Burton; 8; 7; 15/2; 13/2; 81/10; 15/2; ; ; 15/2; 15/2; 15/2; ; 7; 15/2; 7; 15/2; 15/2; 31/4; 7; 15/2; 7; 8; 8; 15/2; ; 34/5; 33/5; 8
META; english/championship/aston-villa-v-burton; 2018-02-01 22:19:30 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/11; 4/11; 2/5; 2/5; 41/100; 2/5; ; ; 3/8; 2/5; 4/11; ; 2/5; 2/5; 2/5; 4/11; 3/8; 2/5; 7/18; 4/11; 2/5; 2/5; 4/11; 7/18; ; 4/11; 4/11; 2/5
Draw; 10/3; 10/3; 10/3; 10/3; 73/20; 10/3; ; ; 18/5; 10/3; 10/3; ; 7/2; 10/3; 7/2; 10/3; 38/11; 16/5; 39/11; 7/2; 7/2; 7/2; 15/4; 7/2; ; 3; 3; 7/2
Burton; 9; 8; 17/2; 8; 19/2; 17/2; ; ; 17/2; 17/2; 17/2; ; 8; 17/2; 15/2; 17/2; 33/4; 15/2; 8; 17/2; 8; 9; 9; 17/2; ; 10; 46/5; 19/2
META; english/championship/aston-villa-v-burton; 2018-02-02 02:19:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 2/5; 4/11; 2/5; 2/5; 41/100; 2/5; ; ; 3/8; 2/5; 4/11; ; 2/5; 4/9; 2/5; 4/11; 3/8; 2/5; 7/18; 4/11; 2/5; 2/5; 4/11; 3/8; ; 4/11; 4/11; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 73/20; 10/3; ; ; 18/5; 10/3; 10/3; ; 10/3; 16/5; 7/2; 10/3; 38/11; 16/5; 39/11; 7/2; 7/2; 7/2; 15/4; ; ; 3; 3; 7/2
Burton; 9; 8; 17/2; 8; 19/2; 17/2; ; ; 17/2; 17/2; 17/2; ; 8; 8; 15/2; 17/2; 33/4; 15/2; 8; 17/2; 8; 9; 9; ; ; 10; 46/5; 19/2
META; english/championship/aston-villa-v-burton; 2018-02-02 10:19:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; ; 3/8; 2/5; 4/11; ; 2/5; 2/5; 2/5; 4/11; 3/8; 2/5; 7/18; 4/11; 2/5; 2/5; 4/11; 3/8; ; 4/11; 4/11; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 15/4; 18/5; ; ; 18/5; 10/3; 10/3; ; 10/3; 10/3; 7/2; 10/3; 7/2; 16/5; 39/11; 7/2; 7/2; 15/4; 15/4; ; ; 3; 3; 7/2
Burton; 9; 8; 17/2; 8; 19/2; 9; ; ; 17/2; 17/2; 17/2; ; 15/2; 8; 15/2; 17/2; 33/4; 15/2; 8; 17/2; 8; 9; 9; 33/4; ; 9; 46/5; 19/2
META; english/championship/aston-villa-v-burton; 2018-02-02 14:20:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 2/5; 4/11; 2/5; 2/5; 41/100; ; ; ; 3/8; 2/5; 4/11; ; 2/5; 2/5; 2/5; 4/11; 3/8; 2/5; 7/18; 4/11; 2/5; 2/5; 4/11; 3/8; ; 4/11; 2/5; 2/5
Draw; 15/4; 7/2; 10/3; 16/5; 73/20; ; ; ; 18/5; 10/3; 10/3; ; 7/2; 10/3; 7/2; 10/3; 7/2; 16/5; 39/11; 7/2; 7/2; 15/4; 15/4; ; ; 10/3; 10/3; 7/2
Burton; 9; 17/2; 17/2; 8; 19/2; ; ; ; 17/2; 17/2; 17/2; ; 8; 8; 15/2; 17/2; 33/4; 15/2; 8; 17/2; 8; 9; 9; 33/4; ; 9; 46/5; 19/2
META; english/championship/aston-villa-v-burton; 2018-02-02 22:20:11 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 2/5; 2/5; 2/5; 2/5; 39/100; ; ; ; 3/8; 2/5; 4/11; ; 4/11; 2/5; 2/5; 4/11; 3/8; 2/5; 2/5; 4/11; 2/5; 2/5; 4/11; 3/8; ; 2/5; 2/5; 2/5
Draw; 15/4; 10/3; 13/4; 16/5; 4; ; ; ; 18/5; 10/3; 7/2; ; 17/5; 16/5; 7/2; 10/3; 39/11; 16/5; 39/11; 7/2; 7/2; 15/4; 15/4; 18/5; ; 7/2; 7/2; 7/2
Burton; 9; 8; 9; 8; 9; ; ; ; 17/2; 9; 10; ; 9; 17/2; 15/2; 17/2; 8; 15/2; 38/5; 17/2; 8; 9; 9; 8; ; 9; 44/5; 44/5
META; english/championship/aston-villa-v-burton; 2018-02-03 02:19:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 2/5; 2/5; 4/11; 2/5; 39/100; ; ; ; 3/8; 2/5; 2/5; ; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5; 4/11; 2/5; 2/5; 4/11; 3/8; ; 2/5; 2/5; 2/5
Draw; 15/4; 10/3; 10/3; 16/5; 4; ; ; ; 18/5; 10/3; 17/5; ; 10/3; 10/3; 7/2; 10/3; 39/11; 16/5; 39/11; 7/2; 7/2; 15/4; 15/4; 18/5; ; 7/2; 7/2; 7/2
Burton; 9; 8; 9; 8; 9; ; ; ; 17/2; 9; 9; ; 8; 17/2; 15/2; 8; 33/4; 15/2; 38/5; 17/2; 8; 9; 9; 33/4; ; ; 44/5; 44/5
META; english/championship/aston-villa-v-burton; 2018-02-03 10:19:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 1/2; 4/9; 4/9; 4/9; 49/100; ; ; ; 3/8; 1/2; 4/9; ; 1/2; 1/2; 9/20; 4/9; 5/11; 2/5; 10/21; 4/9; 1/2; 9/20; 12/25; 3/8; ; 4/9; 4/9; 1/2
Draw; 10/3; 16/5; 16/5; 10/3; 69/20; ; ; ; 18/5; 16/5; 10/3; ; 3; 3; 100/30; 16/5; 41/13; 16/5; 16/5; 13/4; 3; 7/2; 3; 18/5; ; 3; 3; 10/3
Burton; 7; 13/2; 15/2; 13/2; 71/10; ; ; ; 17/2; 7; 7; ; 13/2; 13/2; 13/2; 13/2; 29/4; 15/2; 32/5; 13/2; 13/2; 15/2; 7; 33/4; ; 37/5; 37/5; 38/5
META; english/championship/aston-villa-v-burton; 2018-02-03 14:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Aston Villa; 4/9; 4/9; 4/9; 4/9; 43/100; ; ; ; ; 2/5; 4/9; ; 2/5; 4/9; 2/5; 2/5; 3/8; 2/5; 2/5; 6/17; 2/5; 2/5; 21/50; 3/8; ; 2/5; 2/5; 2/5
Draw; 10/3; 16/5; 13/4; 10/3; 71/20; ; ; ; ; 17/5; 10/3; ; 16/5; 16/5; 7/2; 16/5; 17/5; 16/5; 38/11; 18/5; 7/2; 18/5; 16/5; 18/5; ; 10/3; 7/2; 7/2
Burton; 9; 7; 8; 13/2; 9; ; ; ; ; 9; 17/2; ; 15/2; 8; 15/2; 8; 35/4; 15/2; 77/10; 17/2; 8; 17/2; 9; 33/4; ; 19/2; 49/5; 49/5
META; english/championship/aston-villa-v-burton; 2018-02-03 18:20:00 GMT+2; 2018-02-03 15:00; In Play; Xlenovo
Aston Villa; 1/8; ; 1/7; 1/7; 18/25; ; 91/1000; ; 1/8; ; 1/7; ; 2/13; 1/7; 2/15; 1/10; 1/9; 2/17; 1/7; ; ; 2/17; 1/7; 1/7; ; ; 1/6; 2/13
Draw; 11/2; ; 6; 6; 121/50; ; 13/2; ; 6; ; 6; ; 5; 6; 5; 6; 6; 11/2; 27/5; ; ; 13/2; 11/2; 6; ; ; 32/5; 29/5
Burton; 28; ; 33; 25; 24/5; ; 40; ; 28; ; 28; ; 25; 25; 18; 33; 143/4; 33; 20; ; ; 28; 40; 87/4; ; ; 42; 7/2
