META; english/championship/derby-v-fulham; 2018-02-24 22:19:41 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Fulham; 17/10; 7/4; 17/10; 9/5; 46/25; 21/10; 7/4; 15/8; 9/5; 17/10; 9/5; 7/4; ; 7/4; 9/5; 7/4; 17/11; 24/13; 17/11; 7/4; 7/4; 17/10; 17/11; ; 7/4; 7/4; 9/5
Draw; 11/5; 12/5; 9/4; 23/10; 121/50; 5/2; 9/4; 23/10; 23/10; 9/4; 9/4; 9/4; ; 47/20; 12/5; 23/10; 39/19; 9/4; 27/11; 9/4; 12/5; 23/10; 39/19; ; 23/10; 12/5; 23/10
META; english/championship/derby-v-fulham; 2018-02-27 02:19:55 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 13/8; 6/4; 17/11; 6/4; 17/10; 13/10; 8/5; 6/5; 17/11; 31/20; 8/5; 31/20; ; 8/5; 6/4; 6/4; 17/11; 16/11; 25/18; 17/11; 31/20; 8/5; 17/11; ; 6/4; 7/5; 13/8
Fulham; 17/10; 7/4; 17/10; 9/5; 37/20; 21/10; 7/4; 15/8; 9/5; 17/10; 9/5; 7/4; ; 7/4; 9/5; 7/4; 17/10; 24/13; 11/7; 7/4; 7/4; 17/10; 17/10; ; 7/4; 17/10; 9/5
Draw; 11/5; 12/5; 9/4; 23/10; 117/50; 5/2; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; ; 47/20; 12/5; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; ; 23/10; 21/10; 23/10
META; english/championship/derby-v-fulham; 2018-02-27 10:19:55 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 13/8; 6/4; 17/11; 6/4; 83/50; 13/10; 8/5; 6/5; 17/11; 6/4; 6/4; 31/20; ; 31/20; 6/4; 6/4; 17/11; 16/11; 25/18; 17/11; 31/20; 8/5; 17/11; ; 6/4; 7/5; 13/8
Fulham; 17/10; 7/4; 17/10; 9/5; 37/20; 21/10; 7/4; 15/8; 9/5; 17/10; 9/5; 7/4; ; 7/4; 9/5; 7/4; 17/10; 24/13; 11/7; 7/4; 7/4; 17/10; 17/10; ; 7/4; 17/10; 9/5
Draw; 11/5; 12/5; 9/4; 23/10; 12/5; 5/2; 9/4; 23/10; 23/10; 9/4; 9/4; 9/4; ; 47/20; 12/5; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; ; 23/10; 21/10; 23/10
META; english/championship/derby-v-fulham; 2018-02-27 14:20:46 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 31/20; 6/4; 6/4; 6/4; 31/20; 5/4; 6/4; 6/5; 17/11; 6/4; 29/20; 6/4; ; 6/4; 6/4; 6/4; 16/11; 16/11; 25/18; 17/11; 6/4; 6/4; 16/11; ; 7/5; 11/8; 6/4
Fulham; 9/5; 7/4; 7/4; 9/5; 49/25; 11/5; 9/5; 21/10; 9/5; 9/5; 15/8; 9/5; ; 9/5; 9/5; 9/5; 7/4; 24/13; 11/7; 7/4; 9/5; 9/5; 9/5; ; 15/8; 19/10; 19/10
Draw; 11/5; 12/5; 23/10; 23/10; 61/25; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; ; 47/20; 12/5; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; ; 23/10; 12/5; 12/5
META; english/championship/derby-v-fulham; 2018-02-27 18:19:58 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 31/20; 6/4; 6/4; 6/4; 31/20; 13/10; 6/4; 5/4; 17/11; 6/4; 6/4; 6/4; ; 6/4; 6/4; 6/4; 16/11; 16/11; 25/18; 17/11; 6/4; 6/4; 16/11; ; 7/5; 11/8; 6/4
Fulham; 9/5; 7/4; 7/4; 9/5; 39/20; 21/10; 9/5; 2; 9/5; 9/5; 9/5; 9/5; ; 9/5; 9/5; 9/5; 7/4; 24/13; 11/7; 7/4; 9/5; 9/5; 9/5; ; 9/5; 7/4; 19/10
Draw; 11/5; 12/5; 23/10; 23/10; 123/50; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; ; 47/20; 12/5; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; ; 23/10; 12/5; 12/5
META; english/championship/derby-v-fulham; 2018-03-02 17:43:57 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 13/8; 6/4; 6/4; 13/8; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 31/20; 31/20; 6/4; 6/4; 6/4; 16/11; 32/21; 16/11; 8/5; 8/5; 6/4; 6/4; 13/8; 7/5
Fulham; 15/8; 7/4; 7/4; 7/4; 191/100; 15/8; 7/4; 7/4; 24/13; 9/5; 7/4; 7/4; 8/5; 7/4; 9/5; 7/4; 17/10; 24/13; 19/10; 9/5; 19/10; 9/5; 7/4; 9/5; 9/5; 7/4
Draw; 12/5; 12/5; 23/10; 11/5; 121/50; 5/2; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 47/20; 12/5; 23/10; 9/4; 9/4; 11/5; 40/17; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10
META; english/championship/derby-v-fulham; 2018-03-02 22:21:35 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 13/8; 6/4; 6/4; 13/8; 8/5; 8/5; 8/5; 6/4; 6/4; 6/4; 31/20; 31/20; 31/20; 31/20; 6/4; 6/4; 6/4; 16/11; 32/21; 16/11; 8/5; 8/5; 6/4; 6/4; 8/5; 7/5
Fulham; 15/8; 7/4; 7/4; 7/4; 191/00; 15/8; 9/5; 7/4; 24/13; 9/5; 7/4; 7/4; 8/5; 7/4; 9/5; 7/4; 17/10; 24/13; 19/10; 9/5; 19/10; 9/5; 7/4; 9/5; 9/5; 7/4
Draw; 12/5; 12/5; 23/10; 11/5; 121/0; 5/2; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 47/20; 12/5; 23/10; 9/4; 9/4; 11/5; 40/17; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10
META; english/championship/derby-v-fulham; 2018-03-03 02:21:18 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 13/8; 6/4; 6/4; 13/8; 8/5; 8/5; 8/5; 6/4; 6/4; 6/4; 31/20; 31/20; 31/20; 31/20; 6/4; 6/4; 6/4; 16/11; 6/4; 16/11; 8/5; 8/5; 6/4; 8/5; 13/8; 7/5
Fulham; 15/8; 7/4; 7/4; 7/4; 191/00; 15/8; 9/5; 7/4; 24/13; 9/5; 7/4; 7/4; 8/5; 9/5; 9/5; 7/4; 7/4; 24/13; 29/16; 9/5; 19/10; 9/5; 7/4; 7/4; 9/5; 15/8
Draw; 12/5; 12/5; 23/10; 11/5; 121/0; 5/2; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 47/20; 12/5; 23/10; 9/4; 9/4; 12/5; 40/17; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10
META; english/championship/derby-v-fulham; 2018-03-03 10:21:52 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 13/8; 6/4; 31/20; 13/8; 13/8; 8/5; 8/5; 6/4; 6/4; 31/20; 31/20; 31/20; 6/4; 31/20; 6/4; 6/4; 17/11; 16/11; 6/4; 16/11; 8/5; 8/5; 17/11; 8/5; 13/8; 7/5
Fulham; 15/8; 7/4; 9/5; 7/4; 47/25; 15/8; 9/5; 7/4; 24/13; 9/5; 7/4; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 24/13; 29/16; 9/5; 15/8; 9/5; 9/5; 7/4; 9/5; 15/8
Draw; 12/5; 12/5; 12/5; 11/5; 121/0; 5/2; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 47/20; 12/5; 23/10; 40/17; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 23/10; 23/10; 11/5
META; english/championship/derby-v-fulham; 2018-03-03 14:21:21 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Derby; 6/4; 6/4; 29/20; 6/4; 151/00; 6/4; 6/4; 7/5; 17/11; 6/4; 31/20; 7/5; 6/4; 29/20; 6/4; 6/4; 16/11; 16/11; 13/9; 6/4; 6/4; 29/20; 16/11; 7/5; 6/4; 6/4
Fulham; 2; 7/4; 19/10; 9/5; 51/25; 2; 19/10; 15/8; 9/5; 19/10; 7/4; 19/10; 9/5; 15/8; 9/5; 15/8; 19/10; 24/13; 24/13; 7/4; 19/10; 39/20; 19/10; 19/10; 2; 19/10
Draw; 12/5; 12/5; 12/5; 23/10; 121/0; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 40/17; 9/4; 40/17; 12/5; 23/10; 12/5; 23/10; 12/5; 5/2; ; 
META; english/championship/derby-v-fulham; 2018-03-03 18:21:09 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Fulham; 1/11; 1/10; 1/9; 1/9; 19/00; 1/9; 77/00; 1/14; 2/17; 1/8; 1/8; 1/8; 1/8; 1/10; 1/12; 2/17; 1/11; 2/17; 1/10; 2/17; 1/6; 2/15; 1/7
Draw; 8; 8; 15/2; 31/5; 15/2; 7; 15/2; 7; 15/2; 7; 13/2; 7; 13/2; 15/2; 7; 15/2; 69/10; 9; 7; 41/5; 37/5; ; 
Derby; 22; 33; 25; 22; 14; 25; 25; 25; 18; 25; 18; 20; 18; 16; 25; 73/4; 22; 31/2; 25; 73/4; 20; 25; 
META; english/championship/derby-v-fulham; 2018-05-06 18:18:17 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 6/4; 7/5; 13/8; 163/00; 8/5; 6/4; 6/4; 17/11; 8/5; 31/20; 17/11
Derby; 17/10; 9/5; 6/4; 179/00; 8/5; 17/10; 17/10; 28/17; 8/5; 17/10; 17/10
Draw; 12/5; 5/2; 11/5; 51/20; 12/5; 12/5; 12/5; 12/5; 40/17; 5/2; 12/5
META; english/championship/derby-v-fulham; 2018-05-06 22:17:34 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 31/20; 7/5; 13/8; 33/20; 8/5; 8/5; 6/4; 8/5; 13/8; 6/4; 8/5; 23/15; 8/5; 8/5; 8/5; 6/4
Derby; 13/8; 9/5; 6/4; 44/25; 17/10; 8/5; 17/10; 17/10; 7/4; 17/10; 17/10; 6/4; 8/5; 17/10; 17/10; 6/4
Draw; 12/5; 5/2; 11/5; 64/25; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 23/10; 40/17; 12/5; 40/17; 23/10
META; english/championship/derby-v-fulham; 2018-05-07 02:17:53 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 31/20; 7/5; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 13/8; 6/4; 8/5; 17/11; 23/15; 8/5; 31/20; 8/5; 6/4; 4/11
Derby; 13/8; 9/5; 6/4; 179/00; 17/10; 8/5; 8/5; 17/10; 17/10; 7/4; 17/10; 7/4; 8/5; 6/4; 8/5; 17/10; 7/4; 6/4; 4/11
Draw; 12/5; 5/2; 11/5; 64/25; 23/10; 11/5; 12/5; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 40/17; 12/5; 23/10; 9/4; 4/9
META; english/championship/derby-v-fulham; 2018-05-07 10:18:30 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 31/20; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 31/20; 13/8; 6/4; 17/11; 17/11; 23/15; 8/5; 31/20; 8/5; 7/5; 6/4
Derby; 13/8; 7/4; 6/4; 46/25; 7/4; 17/10; 8/5; 17/10; 9/5; 7/4; 17/10; 7/4; 8/5; 6/4; 8/5; 7/4; 9/5; 13/8; 9/5
Draw; 12/5; 12/5; 11/5; 62/25; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 12/5; 40/17; 23/10; 23/10; 40/17; 12/5; 40/17; 9/4; 12/5
META; english/championship/derby-v-fulham; 2018-05-07 14:18:37 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 6/4; 6/4; 38/25; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; 17/11; 7/5; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5
Derby; 9/5; 7/4; 9/5; 197/00; 9/5; 9/5; 7/4; 17/10; 9/5; 9/5; 15/8; 37/20; 15/8; 9/5; 24/13; 8/5; 18/11; 17/10; 9/5; 19/10; 7/4; 19/10; 19/10
Draw; 12/5; 12/5; 23/10; 62/25; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 40/17; 12/5; 40/17; 23/10; 12/5; 23/10
META; english/championship/derby-v-fulham; 2018-05-07 18:18:33 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 7/5; 7/5; 6/4; 153/00; 6/4; 6/4; 7/5; 6/4; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 16/11; 17/11; 22/15; 6/4; 29/20; 16/11; 7/5; 6/4; 6/4
Derby; 9/5; 15/8; 9/5; 9/5; 39/20; 19/10; 15/8; 9/5; 17/10; 9/5; 15/8; 15/8; 15/8; 19/10; 15/8; 15/8; 24/13; 8/5; 19/10; 17/10; 19/10; 19/10; 15/8; 19/10; 19/10
Draw; 12/5; 12/5; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 40/17; 23/10; 23/10; 40/17; 12/5; 40/17; 23/10; 12/5; 12/5
META; english/championship/derby-v-fulham; 2018-05-07 22:18:32 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 7/5; 7/5; 6/4; 153/00; 6/4; 6/4; 7/5; 16/11; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 16/11; 17/11; 22/15; 10/7; 29/20; 6/4; 7/5; 6/4; 6/4
Derby; 9/5; 15/8; 9/5; 9/5; 39/20; 19/10; 9/5; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 19/10; 15/8; 15/8; 24/13; 8/5; 19/10; 9/5; 19/10; 19/10; 9/5; 19/10; 19/10
Draw; 12/5; 12/5; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 40/17; 23/10; 23/10; 40/17; 12/5; 40/17; 23/10; 12/5; 23/10
META; english/championship/derby-v-fulham; 2018-05-08 02:18:26 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 7/5; 7/5; 6/4; 153/00; 6/4; 6/4; 7/5; 16/11; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 16/11; 17/11; 22/15; 10/7; 29/20; 16/11; 7/5; 6/4; 6/4
Derby; 9/5; 19/10; 9/5; 9/5; 39/20; 19/10; 15/8; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 39/20; 15/8; 15/8; 19/10; 8/5; 19/10; 9/5; 19/10; 19/10; 19/10; 19/10; 19/10
Draw; 12/5; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 40/17; 23/10; 23/10; 40/17; 12/5; 40/17; 9/4; 12/5; 23/10
META; english/championship/derby-v-fulham; 2018-05-08 10:18:28 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 7/5; 7/5; 6/4; 153/00; 6/4; 6/4; 7/5; 16/11; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 16/11; 17/11; 22/15; 10/7; 29/20; 16/11; 6/4; 6/4
Derby; 9/5; 19/10; 9/5; 9/5; 39/20; 19/10; 9/5; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 39/20; 15/8; 15/8; 19/10; 8/5; 19/10; 9/5; 15/8; 19/10; 19/10; 2
Draw; 12/5; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 40/17; 23/10; 23/10; 40/17; 12/5; 40/17; 9/4; 23/10
META; english/championship/derby-v-fulham; 2018-05-08 14:18:34 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 7/5; 7/5; 6/4; 153/00; 6/4; 6/4; 7/5; 16/11; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 16/11; 16/11; 22/15; 10/7; 29/20; 16/11; 7/5; 7/5; 7/5; 7/5
Derby; 15/8; 19/10; 9/5; 9/5; 39/20; 19/10; 15/8; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 39/20; 15/8; 15/8; 19/10; 7/4; 19/10; 9/5; 15/8; 19/10; 19/10; 19/10; 9/5; 2
Draw; 23/10; 12/5; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 40/17; 12/5; 40/17; 9/4; 23/10; 23/10; 23/10
META; english/championship/derby-v-fulham; 2018-05-08 18:18:32 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 7/5; 7/5; 6/4; 153/00; 6/4; 6/4; 7/5; 16/11; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 16/11; 16/11; 22/15; 10/7; 29/20; 16/11; 7/5; 11/8; 7/5; 7/5
Derby; 15/8; 19/10; 9/5; 9/5; 39/20; 19/10; 15/8; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 39/20; 15/8; 15/8; 19/10; 7/4; 19/10; 9/5; 15/8; 19/10; 19/10; 19/10; 9/5; 19/10
Draw; 23/10; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 40/17; 12/5; 40/17; 9/4; 23/10; 23/10; 12/5
META; english/championship/derby-v-fulham; 2018-05-08 22:18:32 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
Fulham; 7/5; 7/5; 7/5; 6/4; 153/00; 6/4; 6/4; 7/5; 16/11; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 16/11; 16/11; 22/15; 10/7; 29/20; 16/11; 7/5; 13/10; 7/5; 6/4
Derby; 15/8; 19/10; 9/5; 9/5; 39/20; 19/10; 15/8; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 39/20; 15/8; 15/8; 19/10; 7/4; 19/10; 9/5; 19/10; 19/10; 19/10; 9/5; 9/5; 15/8
Draw; 23/10; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 40/17; 23/10; 40/17; 9/4; 21/10; 23/10; 12/5
META; english/championship/derby-v-fulham; 2018-05-09 02:18:19 GMT+3; 2018-05-11 19:45; Nothing; Xlenovo
