META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-28 02:21:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; ; 4/5; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; 4/5; 5/6; ; ; 4/9; ; 
Draw; ; 5/2; ; ; ; ; ; ; 45/17; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 5/2; 13/5; ; ; 19/10; ; 
Birmingham; ; 7/2; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 56/19; ; 15/4; 16/5; ; ; 6/4; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-28 10:20:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; ; 4/5; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; 4/5; 5/6; ; ; 4/9; ; 
Draw; ; 5/2; ; ; ; ; ; ; 45/17; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 5/2; 13/5; ; ; 19/10; ; 
Birmingham; ; 7/2; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 56/19; ; 15/4; 16/5; ; ; 6/4; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-28 14:21:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 4/5; 4/5; ; ; ; 20/23; 5/6; ; 11/13; ; 5/6; ; ; ; 10/11; 5/6; ; ; ; ; 11/13; ; 4/5; 4/5; ; ; 8/13; ; 
Sheffield Wednesday; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; ; 9/10; ; 9/10; 1; 21/20; 11/10; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 59/25; 23/10; 9/4; ; 9/4; 11/5; 9/4; ; ; 11/5; 23/10; ; 12/5; 11/5; 12/5; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; ; 2; ; 
Birmingham; 14/5; 29/10; 29/10; 14/5; 61/20; 29/10; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; ; 3; ; 3; 14/5; 27/10; 14/5; 29/10; 57/20; 14/5; ; 6/5; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-30 02:20:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 1; 9/10; ; 9/10; 1; 21/20; 11/10; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 59/25; 23/10; 11/5; ; 9/4; 11/5; 9/4; ; ; 11/5; 23/10; ; 12/5; 11/5; 12/5; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; ; 2; ; 
Birmingham; 14/5; 29/10; 29/10; 14/5; 61/20; 29/10; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 11/4; 3; 14/5; 27/10; 14/5; 29/10; 57/20; 14/5; ; 6/5; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-30 10:20:27 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 1; 9/10; ; 9/10; 1; 21/20; 11/10; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 59/25; 23/10; 9/4; ; 9/4; 11/5; 9/4; ; ; 11/5; 23/10; ; 12/5; 11/5; 12/5; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; ; 2; ; 
Birmingham; 14/5; 29/10; 29/10; 14/5; 61/20; 29/10; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 14/5; 3; 14/5; 27/10; 14/5; 29/10; 57/20; 14/5; ; 21/10; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-30 14:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 21/20; 9/10; ; 9/10; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 59/25; 23/10; 11/5; ; 9/4; 11/5; 9/4; ; ; 11/5; 23/10; 9/4; 12/5; 11/5; 12/5; 23/10; 11/5; 9/4; 9/4; 11/5; 9/4; ; 21/10; ; 
Birmingham; 14/5; 29/10; 14/5; 14/5; 61/20; 29/10; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 11/4; 3; 37/13; 27/10; 14/5; 29/10; 57/20; 14/5; ; 27/10; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-30 18:20:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 21/20; 9/10; ; 9/10; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 59/25; 5/2; 9/4; ; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 9/4; 12/5; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; ; 23/10; ; 
Birmingham; 14/5; 29/10; 29/10; 14/5; 61/20; 31/10; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 14/5; 3; 37/13; 27/10; 14/5; 29/10; 57/20; 37/13; ; 14/5; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-30 22:20:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 21/20; 9/10; ; 9/10; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 59/25; 5/2; 9/4; ; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 9/4; 12/5; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; ; 23/10; ; 
Birmingham; 14/5; 29/10; 29/10; 14/5; 61/20; 31/10; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 14/5; 3; 37/13; 27/10; 14/5; 29/10; 57/20; 37/13; ; 14/5; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-31 02:20:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 1; 21/20; 21/20; 21/20; 111/100; 21/20; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 21/20; 9/10; ; 9/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; ; 20/21; ; 
Draw; 12/5; 11/5; 21/10; 9/4; 119/50; 5/2; 11/5; ; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 9/4; 12/5; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; ; 23/10; ; 
Birmingham; 14/5; 29/10; 29/10; 14/5; 3; 31/10; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 14/5; 3; 37/13; 27/10; 14/5; 29/10; 57/20; 37/13; ; 14/5; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-31 10:20:14 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 21/20; 9/10; 11/10; 9/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; ; 1; ; 
Draw; 9/4; 11/5; 21/10; 9/4; 59/25; 12/5; 11/5; ; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 9/4; 12/5; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; ; 11/5; ; 
Birmingham; 11/4; 29/10; 29/10; 14/5; 61/20; 3; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 14/5; 3; 37/13; 27/10; 14/5; 29/10; 57/20; 14/5; ; 14/5; ; 
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-31 14:20:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 21/20; 9/10; 21/20; 9/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; ; 1; 20/21; 21/20
Draw; 9/4; 11/5; 21/10; 9/4; 59/25; 12/5; 11/5; ; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; ; 11/5; 19/10; 9/4
Birmingham; 11/4; 29/10; 29/10; 14/5; 61/20; 3; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 14/5; 3; 37/13; 27/10; 14/5; 29/10; 57/20; 37/13; ; 14/5; 12/5; 14/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-31 18:21:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; ; 21/20; 21/20; 19/20; ; ; 11/10; 1; 21/20; 9/10; 11/10; 9/10; 21/20; 21/20; 11/10; 21/20; 21/20; 11/10; ; 1; 21/20; 21/20
Draw; 9/4; 11/5; 21/10; 9/4; 59/25; 12/5; 11/5; ; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; ; 11/5; 9/4; 9/4
Birmingham; 11/4; 29/10; 29/10; 14/5; 61/20; 3; 14/5; ; 11/4; 29/10; 3; ; ; 29/10; 3; 14/5; 3; 14/5; 3; 37/13; 27/10; 14/5; 29/10; 57/20; 14/5; ; 14/5; 14/5; 14/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-01-31 22:20:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 21/20; 21/20; 21/20; 28/25; 11/10; 21/20; ; 21/20; 11/10; 19/20; ; ; 23/20; 11/10; 21/20; 1; 11/10; 1; 13/12; 21/20; 11/10; 21/20; 21/20; 11/10; ; 1; 10/9; 21/20
Draw; 9/4; 11/5; 21/10; 9/4; 47/20; 12/5; 11/5; ; 9/4; 21/10; 9/4; ; ; 43/20; 9/4; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; ; 11/5; 2; 9/4
Birmingham; 11/4; 29/10; 14/5; 14/5; 3; 3; 11/4; ; 11/4; 14/5; 3; ; ; 11/4; 11/4; 14/5; 14/5; 11/4; 14/5; 11/4; 27/10; 14/5; 14/5; 57/20; 14/5; ; 14/5; 13/5; 14/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-01 02:19:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 21/20; 15/13; 21/20; 121/100; 11/10; 11/10; ; 21/20; 23/20; 11/10; ; ; 23/20; 23/20; 11/10; 15/13; 1; 13/12; 21/20; 6/5; 11/10; 23/20; 15/13; ; 11/10; 10/9; 6/5
Draw; 9/4; 11/5; 21/10; 9/4; 117/50; 11/5; 11/5; ; 9/4; 21/10; 11/5; ; ; 43/20; 9/4; 11/5; 11/5; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 11/5; ; 2; 19/10; 11/5
Birmingham; 11/4; 29/10; 13/5; 14/5; 68/25; 11/4; 13/5; ; 11/4; 13/5; 13/5; ; ; 27/10; 13/5; 13/5; 13/5; 14/5; 11/4; 27/10; 13/5; 27/10; 13/5; 13/5; ; 5/2; 12/5; 13/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-01 10:19:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 23/20; 11/10; 15/13; 21/20; 61/50; 11/10; ; ; 21/20; 23/20; 11/10; ; ; 23/20; 23/20; 11/10; 15/13; 1; 8/7; 21/20; 6/5; 23/20; 23/20; 15/13; ; 10/9; 23/20; 6/5
Draw; 11/5; 11/5; 21/10; 9/4; 58/25; 11/5; ; ; 9/4; 21/10; 11/5; ; ; 43/20; 9/4; 11/5; 11/5; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 11/5; ; 2; 19/10; 11/5
Birmingham; 5/2; 13/5; 13/5; 14/5; 68/25; 11/4; ; ; 11/4; 13/5; 13/5; ; ; 27/10; 13/5; 13/5; 13/5; 14/5; 28/11; 27/10; 13/5; 13/5; 13/5; 13/5; ; 5/2; 12/5; 13/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-01 14:20:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 23/20; 15/13; 21/20; 123/100; 11/10; ; ; 21/20; 23/20; 11/10; ; ; 6/5; 23/20; 11/10; ; 1; 8/7; 21/20; 6/5; 23/20; 23/20; 6/5; ; 10/9; 23/20; 6/5
Draw; 9/4; 21/10; 21/10; 9/4; 113/50; 11/5; ; ; 9/4; 21/10; 11/5; ; ; 43/20; 21/10; 21/10; 28/13; 9/4; 28/13; 11/5; 85/40; 9/4; 11/5; 11/5; ; 2; 2; 21/10
Birmingham; 27/10; 13/5; 13/5; 14/5; 69/25; 11/4; ; ; 11/4; 13/5; 13/5; ; ; 13/5; 11/4; 13/5; 13/5; 14/5; 11/4; 27/10; 13/5; 13/5; 13/5; 45/17; ; 5/2; 11/5; 27/10
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-01 18:19:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 23/20; 15/13; 21/20; 31/25; 11/10; ; ; 6/5; 6/5; 23/20; ; 6/5; 23/20; 23/20; 11/10; 6/5; 1; 22/19; 22/19; 6/5; 6/5; 6/5; 6/5; ; 23/20; 6/5; 6/5
Draw; 9/4; 21/10; 21/10; 9/4; 109/50; 11/5; ; ; 39/19; 21/10; 21/10; ; 21/10; 43/20; 21/10; 21/10; 21/10; 9/4; 11/5; 39/19; 85/40; 9/4; 11/5; 21/10; ; 2; 21/10; 21/10
Birmingham; 27/10; 13/5; 13/5; 14/5; 143/50; 11/4; ; ; 11/4; 13/5; 13/5; ; 13/5; 27/10; 11/4; 13/5; 27/10; 14/5; 13/5; 27/10; 13/5; 14/5; 13/5; 27/10; ; 13/5; 13/5; 14/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-01 22:19:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 23/20; 15/13; 21/20; 31/25; 11/10; ; ; 6/5; 6/5; 23/20; ; 6/5; 23/20; 23/20; 11/10; 6/5; 1; 22/19; 22/19; 6/5; 6/5; 6/5; 6/5; ; 23/20; 23/20; 6/5
Draw; 9/4; 21/10; 21/10; 9/4; 109/50; 11/5; ; ; 39/19; 21/10; 21/10; ; 21/10; 43/20; 21/10; 21/10; 21/10; 9/4; 11/5; 39/19; 85/40; 9/4; 11/5; 21/10; ; 21/10; 2; 11/5
Birmingham; 27/10; 13/5; 13/5; 14/5; ; 11/4; ; ; 11/4; 13/5; 13/5; ; 13/5; 27/10; 11/4; 13/5; 27/10; 14/5; 13/5; 27/10; 13/5; 14/5; 13/5; 27/10; ; 13/5; 13/5; 14/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-02 02:19:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 21/20; 23/20; 15/13; 21/20; 31/25; 11/10; ; ; 6/5; 6/5; 23/20; ; 6/5; 23/20; 23/20; 11/10; 6/5; 1; 22/19; 22/19; 6/5; 6/5; 6/5; 6/5; ; 23/20; 23/20; 6/5
Draw; 9/4; 21/10; 21/10; 9/4; 109/50; 11/5; ; ; 39/19; 21/10; 21/10; ; 21/10; 43/20; 21/10; 21/10; 21/10; 9/4; 11/5; 39/19; 85/40; 9/4; 11/5; 21/10; ; 21/10; 2; 11/5
Birmingham; 27/10; 13/5; 13/5; 14/5; ; 11/4; ; ; 11/4; 13/5; 13/5; ; 13/5; 27/10; 11/4; 13/5; 27/10; 14/5; 13/5; 27/10; 13/5; 14/5; 13/5; 27/10; ; 13/5; 13/5; 14/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-02 10:19:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 6/5; 23/20; 15/13; 21/20; 5/4; 6/5; ; ; 6/5; 6/5; 23/20; ; 6/5; 23/20; 23/20; 11/10; 6/5; 21/20; 22/19; 22/19; 6/5; 6/5; 6/5; 6/5; ; 23/20; 23/20; 6/5
Draw; 9/4; 21/10; 21/10; 9/4; 54/25; 23/10; ; ; 39/19; 21/10; 21/10; ; 21/10; 43/20; 21/10; 21/10; 21/10; 11/5; 11/5; 39/19; 85/40; 9/4; 11/5; 21/10; ; 21/10; 2; 11/5
Birmingham; 11/4; 13/5; 13/5; 14/5; ; 29/10; ; ; 11/4; 13/5; 13/5; ; 13/5; 27/10; 11/4; 13/5; 45/17; 27/10; 13/5; 27/10; 13/5; 14/5; 13/5; 27/10; ; 27/10; 13/5; 14/5
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-02 14:20:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 6/5; 23/20; 6/5; 11/10; 13/10; 5/4; ; ; 6/5; 5/4; 23/20; ; 5/4; 5/4; 13/10; 6/5; 5/4; 21/20; 5/4; 22/19; 5/4; 13/10; 6/5; 5/4; ; 6/5; 5/4; 13/10
Draw; 9/4; 21/10; 21/10; 21/10; 109/50; 11/5; ; ; 39/19; 21/10; 21/10; ; 21/10; 21/10; 2; 21/10; 39/19; 11/5; 2; 39/19; 85/40; ; 11/5; 21/10; ; 21/10; 2; 11/5
Birmingham; 11/4; 13/5; 5/2; 11/4; 27/10; 11/4; ; ; 11/4; 5/2; 13/5; ; 5/2; 49/20; 13/5; 13/5; 28/11; 27/10; 45/17; 27/10; 13/5; 5/2; 51/20; 13/5; ; 5/2; 13/5; 27/10
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-02 22:20:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 5/4; 5/4; 5/4; 11/10; 131/100; 13/10; ; ; 6/5; 5/4; 5/4; 23/20; 11/10; 13/10; 13/10; 6/5; 5/4; 15/13; 5/4; 22/19; 5/4; 13/10; 6/5; 5/4; ; 6/5; 5/4; 27/20
Draw; 9/4; 21/10; 21/10; 21/10; 109/50; 9/4; ; ; 39/19; 21/10; 21/10; 2; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 2; 39/19; 85/40; ; 11/5; 21/10; ; 21/10; 21/10; 11/5
Birmingham; 13/5; 12/5; 12/5; 11/4; 53/20; 13/5; ; ; 11/4; 5/2; 13/5; 11/4; 14/5; 12/5; 13/5; 5/2; 5/2; 12/5; 45/17; 27/10; 13/5; 5/2; 51/20; 28/11; ; 13/5; ; 27/10
META; english/championship/sheffield-wednesday-v-birmingham; 2018-02-03 02:20:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Sheffield Wednesday; 5/4; 5/4; 5/4; 6/5; 33/25; 13/10; ; ; 6/5; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 6/5; 5/4; 15/13; 23/18; 22/19; 5/4; 13/10; 6/5; 5/4; ; 5/4; 5/4; 13/10
Draw; 9/4; 21/10; 21/10; 21/10; 43/20; 9/4; ; ; 39/19; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 39/19; 21/10; 2; 39/19; 85/40; ; 11/5; 39/19; ; 2; 21/10; 11/5
Birmingham; 13/5; 12/5; 12/5; 5/2; 67/25; 13/5; ; ; 11/4; 12/5; 13/5; 5/2; 12/5; 12/5; 13/5; 5/2; 28/11; 5/2; 28/11; 27/10; 13/5; 5/2; 51/20; 13/5; ; 13/5; ; 27/10
