META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-02 17:42:45 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Celta Vigo; 15/2; 7; 89/10; 8; 7; 13/2; 15/2; 8; 8; 27/4; 25/4; 67/10; 13/2; 15/2; 15/2; 27/4; 37/5; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-03 22:19:30 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 4/9; 2/5; 2/5; 2/5; 4/11; 1/3; 4/11; 2/5; 2/5; 2/5; 4/9; 2/5; 3/8; 2/5; 3/8; 4/11; 2/5; 2/5; 3/8; 4/11
Draw; 15/4; 16/5; 10/3; 4; 7/2; 7/2; 16/5; 4; 13/4; 16/5; 10/3; 100/0; 7/2; 39/11; 7/2; 38/11; 39/10; 18/5; 10/3; 39/11; 3
Celta Vigo; 15/2; 7; 89/10; 8; 15/2; 7; 13/2; 15/2; 8; 15/2; 7; 27/4; 25/4; 67/10; 13/2; 15/2; 15/2; 27/4; 37/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-04 02:19:19 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 2/5; 2/5; 2/5; 2/5; 4/11; 1/3; 4/11; 2/5; 4/11; 2/5; 2/5; 4/9; 2/5; 3/8; 2/5; 3/8; 4/11; 2/5; 2/5; 3/8; 4/11
Draw; 15/4; 10/3; 10/3; 4; 7/2; 7/2; 16/5; 4; 13/4; 18/5; 16/5; 10/3; 100/0; 7/2; 39/11; 7/2; 38/11; 39/10; 18/5; 10/3; 39/11; 3
Celta Vigo; 15/2; 15/2; 8; 89/10; 8; 15/2; 7; 13/2; 15/2; 15/2; 8; 15/2; 7; 27/4; 25/4; 67/10; 13/2; 15/2; 15/2; 27/4; 37/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-04 10:19:23 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 2/5; 2/5; 2/5; 2/5; 4/11; 1/3; 4/11; 2/5; 4/11; 2/5; 2/5; 4/9; 2/5; 3/8; 2/5; 3/8; 4/11; 2/5; 2/5; 3/8; 4/11
Draw; 15/4; 10/3; 10/3; 4; 7/2; 7/2; 16/5; 4; 13/4; 18/5; 16/5; 10/3; 100/0; 7/2; 39/11; 7/2; 38/11; 39/10; 18/5; 10/3; 39/11; 3
Celta Vigo; 15/2; 15/2; 8; 89/10; 8; 15/2; 7; 13/2; 15/2; 15/2; 8; 15/2; 7; 27/4; 25/4; 67/10; 13/2; 15/2; 15/2; 27/4; 37/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-04 14:19:25 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 1/3; 4/11; 2/5; 4/11; 2/5; 2/5; 4/9; 4/11; 3/8; 2/5; 3/8; 4/11; 2/5; 2/5; 3/8; 1/3
Draw; 15/4; 10/3; 10/3; 10/3; 4; 15/4; 7/2; 7/2; 4; 13/4; 18/5; 16/5; 10/3; 100/0; 33/10; 39/11; 7/2; 38/11; 39/10; 18/5; 10/3; 39/11; 10/3
Celta Vigo; 15/2; 15/2; 8; 15/2; 89/10; 15/2; 15/2; 13/2; 13/2; 15/2; 15/2; 8; 15/2; 7; 13/2; 25/4; 67/10; 13/2; 15/2; 15/2; 27/4; 34/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-04 18:19:13 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 3/10; 4/11; 2/5; 4/11; 2/5; 2/5; 2/5; 4/9; 4/11; 3/8; 2/5; 4/11; 2/5; 2/5; 7/18; 1/3
Draw; 15/4; 10/3; 10/3; 10/3; 4; 18/5; 7/2; 10/3; 4; 13/4; 18/5; 16/5; 7/2; 10/3; 100/0; 33/10; 18/5; 7/2; 39/10; 18/5; 10/3; 18/5; 3
Celta Vigo; 15/2; 15/2; 8; 15/2; 89/10; 17/2; 15/2; 15/2; 13/2; 15/2; 15/2; 8; 15/2; 15/2; 7; 7; 25/4; 13/2; 15/2; 15/2; 7; 38/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-04 22:18:46 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 3/10; 7/19; 2/5; 4/11; 2/5; 2/5; 2/5; 4/9; 4/11; 3/8; 2/5; 3/8; 7/19; 2/5; 2/5; 7/18; 1/3
Draw; 15/4; 10/3; 10/3; 10/3; 4; 18/5; 7/2; 10/3; 39/10; 10/3; 18/5; 16/5; 7/2; 10/3; 100/0; 33/10; 39/11; 7/2; 38/11; 39/10; 18/5; 10/3; 18/5; 3
Celta Vigo; 15/2; 15/2; 15/2; 15/2; 89/10; 17/2; 15/2; 15/2; 7; 15/2; 15/2; 8; 15/2; 15/2; 7; 7; 25/4; 67/10; 7; 15/2; 15/2; 7; 38/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-05 02:19:04 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 1/3; 7/19; 2/5; 4/11; 2/5; 2/5; 4/9; 4/9; 4/11; 3/8; 2/5; 3/8; 7/19; 2/5; 2/5; 7/18; 4/11
Draw; 15/4; 10/3; 10/3; 10/3; 4; 18/5; 7/2; 10/3; 39/10; 13/4; 18/5; 16/5; 7/2; 10/3; 100/0; 33/10; 7/2; 7/2; 38/11; 39/10; 18/5; 10/3; 39/11; 3
Celta Vigo; 15/2; 15/2; 15/2; 15/2; 89/10; 8; 15/2; 7; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 29/4; 25/4; 67/10; 7; 15/2; 15/2; 29/4; 37/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-05 10:19:03 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 4/9; 2/5; 2/5; 2/5; 2/5; 4/11; 1/3; 2/5; 2/5; 4/11; 2/5; 4/9; 4/9; 4/9; 4/11; 3/8; 2/5; 5/12; 2/5; 2/5; 2/5; 3/8; 4/11
Draw; 15/4; 10/3; 10/3; 10/3; 4; 18/5; 7/2; 10/3; 18/5; 13/4; 18/5; 16/5; 10/3; 10/3; 7/2; 33/10; 7/2; 7/2; 18/5; 7/2; 18/5; 10/3; 7/2; 3
Celta Vigo; 15/2; 13/2; 15/2; 15/2; 89/10; 8; 15/2; 7; 7; 15/2; 15/2; 15/2; 7; 13/2; 13/2; 29/4; 25/4; 15/2; 7; 15/2; 15/2; 15/2; 37/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-05 14:19:21 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 4/9; 2/5; 2/5; 43/00; 2/5; 4/11; 1/3; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 4/11; 3/8; 2/5; 5/12; 2/5; 2/5; 2/5; 3/8; 4/11; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 39/10; 18/5; 7/2; 10/3; 18/5; 10/3; 7/2; 10/3; 10/3; 10/3; 7/2; 33/10; 39/11; 7/2; 18/5; 7/2; 18/5; 10/3; 18/5; 3; 7/2
Celta Vigo; 15/2; 13/2; 15/2; 15/2; 79/10; 8; 15/2; 7; 7; 15/2; 15/2; 15/2; 7; 13/2; 13/2; 15/2; 25/4; 15/2; 7; 15/2; 15/2; 15/2; 37/5; 38/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-05 18:19:23 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 4/9; 2/5; 2/5; 43/00; 2/5; 4/11; 1/3; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 4/11; 3/8; 2/5; 5/12; 2/5; 2/5; 2/5; 3/8; 4/11; 4/11; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 39/10; 18/5; 7/2; 10/3; 18/5; 10/3; 7/2; 10/3; 10/3; 10/3; 7/2; 33/10; 39/11; 7/2; 18/5; 7/2; 18/5; 10/3; 18/5; 3; 14/5; 7/2
Celta Vigo; 15/2; 13/2; 15/2; 15/2; 79/10; 8; 15/2; 7; 7; 15/2; 15/2; 15/2; 7; 13/2; 13/2; 15/2; 25/4; 15/2; 7; 15/2; 15/2; 15/2; 37/5; 34/5; 38/5; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-05 22:19:27 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 4/9; 2/5; 2/5; 4/9; 2/5; 2/5; 1/3; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 4/11; 7/18; 2/5; 2/5; 2/5; 2/5; 7/18; 4/11; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 15/4; 18/5; 7/2; 10/3; 18/5; 10/3; 7/2; 10/3; 7/2; 10/3; 7/2; 33/10; 38/11; 7/2; 7/2; 18/5; 10/3; 38/11; 3; 7/2
Celta Vigo; 15/2; 13/2; 15/2; 15/2; 79/10; 8; 7; 7; 15/2; 7; 13/2; 13/2; 29/4; 25/4; 7; 15/2; 29/4; 37/5; 38/5; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-06 02:19:18 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 4/11; 4/9; 2/5; 2/5; 43/00; 2/5; 2/5; 1/3; 2/5; 2/5; 4/11; 2/5; 4/9; 4/9; 4/9; 4/11; 7/18; 2/5; 5/11; 2/5; 2/5; 2/5; 7/18; 4/11; 4/11; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 39/10; 18/5; 7/2; 10/3; 18/5; 10/3; 18/5; 10/3; 10/3; 10/3; 7/2; 33/10; 38/11; 7/2; 37/10; 7/2; 18/5; 10/3; 38/11; 3; 7/2; 
Celta Vigo; 15/2; 13/2; 15/2; 15/2; 79/10; 8; 7; 7; 15/2; 15/2; 7; 13/2; 13/2; 29/4; 25/4; 32/5; 7; 15/2; 29/4; 37/5; 34/5; 38/5; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-06 10:19:13 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 33/20; 17/10; 169/00; 17/10; 13/8; 8/5; 17/10; 13/8; 13/8; 17/10; 17/10; 17/10; 7/4; 13/8; 8/5; 9/5; 7/4; 17/10; 13/8; 13/8; 28/17; 8/5; 6/4; 13/8
Espanyol; 17/10; 17/10; 17/10; 13/8; 93/50; 17/10; 17/10; 8/5; 28/17; 17/10; 17/10; 13/8; 7/4; 7/4; 13/8; 13/8; 17/10; 6/4; 13/8; 13/8; 17/10; 17/10; 17/10; 8/5; 6/4; 7/4
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 9/4; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 11/5; 2; 23/10; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-06 14:19:18 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 33/20; 17/10; 169/00; 17/10; 13/8; 8/5; 17/10; 13/8; 13/8; 8/5; 17/10; 17/10; 7/4; 6/4; 28/17; 9/5; 7/4; 17/10; 13/8; 28/17; 13/8; 6/4; 13/8
Espanyol; 17/10; 17/10; 17/10; 13/8; 93/50; 17/10; 17/10; 8/5; 28/17; 17/10; 17/10; 7/4; 7/4; 7/4; 13/8; 13/8; 17/10; 6/4; 13/8; 13/8; 17/10; 7/4; 13/8; 13/8; 7/4
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 9/4; 11/5; 21/10; 40/17; 21/10; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 40/17; 23/10; 9/4; 9/4; 21/10; 2; 23/10
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-06 18:19:21 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 33/20; 17/10; 169/00; 17/10; 13/8; 8/5; 17/10; 13/8; 13/8; 8/5; 17/10; 17/10; 17/10; 6/4; 28/17; 9/5; 7/4; 17/10; 13/8; 13/8; 28/17; 13/8; 8/5; 13/8
Espanyol; 17/10; 17/10; 17/10; 13/8; 93/50; 17/10; 17/10; 8/5; 28/17; 17/10; 17/10; 7/4; 7/4; 7/4; 13/8; 13/8; 17/10; 6/4; 13/8; 13/8; 17/10; 17/10; 7/4; 13/8; 13/8; 7/4
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 9/4; 11/5; 21/10; 40/17; 21/10; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 9/4; 21/10; 21/10; 23/10
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-07 10:51:51 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 2/5; 2/5; 9/20; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 7/17; 2/5; 5/11; 2/5; 2/5; 2/5; 7/17; 4/11; 4/11; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 37/10; 18/5; 7/2; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 33/10; 7/2; 7/2; 37/10; 7/2; 18/5; 10/3; 7/2; 10/3; 3; 7/2
Celta Vigo; 7; 13/2; 7; 15/2; 39/5; 8; 15/2; 7; 7; 7; 13/2; 6; 29/4; 25/4; 32/5; 7; 15/2; 15/2; 29/4; 38/5; 34/5; 37/5; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-07 14:19:17 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 2/5; 2/5; 9/20; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 7/17; 2/5; 5/11; 2/5; 2/5; 2/5; 5/12; 4/11; 4/11; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 37/10; 18/5; 7/2; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 33/10; 7/2; 7/2; 37/10; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2
Celta Vigo; 7; 13/2; 7; 15/2; 39/5; 8; 15/2; 7; 7; 7; 13/2; 6; 29/4; 25/4; 32/5; 7; 15/2; 15/2; 29/4; 38/5; 37/5; 37/5; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-07 18:19:28 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 2/5; 2/5; 9/20; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 4/9; 2/5; 7/17; 2/5; 5/11; 2/5; 2/5; 2/5; 7/17; 4/11; 4/11; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 37/10; 18/5; 7/2; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 33/10; 38/11; 7/2; 37/10; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 
Celta Vigo; 7; 13/2; 7; 15/2; 39/5; 8; 15/2; 7; 7; 7; 15/2; 13/2; 6; 29/4; 25/4; 32/5; 7; 15/2; 15/2; 29/4; 38/5; 37/5; 37/5; 37/5; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-07 22:19:12 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 2/5; 2/5; 2/5; 23/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 4/11; 7/17; 2/5; 5/11; 2/5; 2/5; 2/5; 7/17; 4/11; 4/11; 2/5; 4/9
Draw; 7/2; 10/3; 10/3; 10/3; 37/10; 18/5; 7/2; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 33/10; 38/11; 7/2; 37/10; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 
Celta Vigo; 7; 7; 15/2; 15/2; 8; 15/2; 7; 7; 7; 13/2; 13/2; 29/4; 25/4; 32/5; 7; 15/2; 15/2; 29/4; 38/5; 39/5; 37/5; 36/5; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-08 02:19:06 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 2/5; 2/5; 2/5; 23/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/11; 7/17; 2/5; 5/11; 2/5; 2/5; 2/5; 7/17; 2/5; 4/11; 2/5; 4/9
Draw; 7/2; 10/3; 10/3; 10/3; 37/10; 18/5; 7/2; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 33/10; 7/2; 7/2; 37/10; 7/2; 18/5; 10/3; 7/2; 10/3; 3; 7/2; 7/2; 
Celta Vigo; 7; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 7; 15/2; 7; 13/2; 13/2; 29/4; 25/4; 32/5; 7; 15/2; 15/2; 29/4; 38/5; 7; 37/5; 36/5; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-08 10:19:06 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 2/5; 2/5; 2/5; 9/20; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 4/11; 2/5; 2/5; 5/11; 2/5; 2/5; 2/5; 7/17; 4/11; 4/11; 4/9; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 19/5; 18/5; 7/2; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 10/3; 7/2; 33/10; 7/2; 7/2; 37/10; 7/2; 18/5; 10/3; 39/11; 10/3; 3; 7/2; 7/2
Celta Vigo; 7; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 7; 15/2; 7; 13/2; 13/2; 29/4; 25/4; 32/5; 7; 15/2; 29/4; 38/5; 7; 37/5; 37/5; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-08 14:19:16 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 4/9; 2/5; 9/20; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 4/9; 4/9; 4/9; 4/9; 2/5; 2/5; 2/5; 5/11; 2/5; 2/5; 4/9; 7/17; 4/11; 4/11; 4/9; 4/9
Draw; 15/4; 10/3; 10/3; 10/3; 77/20; 18/5; 10/3; 7/2; 18/5; 10/3; 18/5; 16/5; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 37/10; 7/2; 18/5; 10/3; 39/11; 10/3; 7/2; 7/2; 7/2
Celta Vigo; 7; 13/2; 13/2; 15/2; 37/5; 7; 7; 7; 13/2; 7; 13/2; 7; 29/4; 25/4; 32/5; 7; 7; 29/4; 38/5; 34/5; 34/5; 36/5; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-08 18:19:17 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 4/9; 2/5; 23/50; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 4/9; 4/11; 4/9; 4/9; 2/5; 2/5; 2/5; 5/11; 2/5; 2/5; 4/9; 4/11; 4/11; 4/9; 2/5
Draw; 15/4; 10/3; 10/3; 10/3; 19/5; 18/5; 10/3; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 37/10; 7/2; 15/4; 10/3; 3; 10/3; 7/2; 7/2
Celta Vigo; 7; 13/2; 7; 15/2; 36/5; 15/2; 7; 7; 7; 13/2; 17/2; 7; 13/2; 7; 29/4; 25/4; 32/5; 7; 7; 38/5; 34/5; 34/5; 34/5; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-08 22:18:59 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 2/5; 2/5; 11/25; 2/5; 2/5; 4/11; 4/9; 2/5; 2/5; 2/5; 4/11; 4/9; 4/9; 2/5; 2/5; 2/5; 3/7; 4/9; 2/5; 2/5; 4/11; 4/11; 2/5; 2/5
Draw; 15/4; 10/3; 17/5; 10/3; 39/10; 18/5; 7/2; 7/2; 7/2; 17/5; 18/5; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 15/4; 17/5; 15/4; 7/2; 3; 10/3; 7/2; 7/2
Celta Vigo; 7; 13/2; 7; 15/2; 38/5; 8; 7; 7; 7; 17/2; 15/2; 13/2; 7; 29/4; 25/4; 13/2; 13/2; 7; 15/2; 38/5; 34/5; 37/5; 7; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-09 02:19:08 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 2/5; 2/5; 11/25; 2/5; 2/5; 4/11; 5/12; 2/5; 2/5; 2/5; 4/11; 4/9; 4/9; 2/5; 2/5; 2/5; 3/7; 5/12; 2/5; 2/5; 4/11; 4/11; 2/5; 4/9
Draw; 15/4; 10/3; 17/5; 10/3; 39/10; 18/5; 7/2; 7/2; 7/2; 17/5; 18/5; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 15/4; 7/2; 10/3; 3; 7/2; 7/2
Celta Vigo; 7; 13/2; 7; 15/2; 38/5; 8; 7; 7; 7; 17/2; 15/2; 13/2; 7; 29/4; 25/4; 13/2; 7; 15/2; 37/5; 34/5; 37/5; 37/5; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-celta-vigo; 2018-03-09 10:19:06 GMT+2; 2018-03-11 15:15; Nothing; Xlenovo
Atletico Madrid; 2/5; 4/9; 2/5; 2/5; 11/25; 2/5; 2/5; 4/11; 5/12; 2/5; 2/5; 2/5; 4/11; 4/9; 4/9; 2/5; 2/5; 2/5; 3/7; 5/12; 2/5; 2/5; 4/11; 4/11; 2/5; 4/9
Draw; 15/4; 10/3; 17/5; 10/3; 39/10; 15/4; 7/2; 7/2; 7/2; 17/5; 18/5; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 7/2; 15/4; 7/2; 10/3; 3; 7/2; 7/2
Celta Vigo; 7; 13/2; 7; 15/2; 38/5; 15/2; 7; 7; 7; 17/2; 15/2; 13/2; 7; 29/4; 15/2; 13/2; 7; 15/2; 34/5; 34/5; 37/5; 37/5; ; ; ; 
