META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-14 22:19:22 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 11/20; ; 3/5; ; 51/100; 4/7; 5/9; 8/15; ; 6/10; ; ; ; ; ; ; 4/7; 10/17; 4/7; 8/13; ; 4/7; 3/5; 4/7; 10/17; ; 4/9; ; 
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; ; 8/13; ; 8/13; ; 13/20; 8/13; 8/13; 4/7; 10/17; 4/7; 4/6; ; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; ; 29/10; ; 14/5; ; 29/10; 3; 3; 14/5; 3; 14/5; 29/10; ; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 4; 4; 4; 9/2; 9/2; 4; 9/2; ; 4; ; 4; ; 17/4; 9/2; 9/2; 5; 41/10; 5; 17/5; ; 17/4; 17/4; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-15 18:21:41 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 29/10; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 4; 21/5; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 17/4; 17/4; 41/10; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-15 22:20:03 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 3/5; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 29/10; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 4; 21/5; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 17/4; 17/4; 41/10; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-16 02:19:35 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 29/10; 3; 14/5; 14/5; 56/19; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 4; 21/5; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 17/4; 17/4; 41/10; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-16 10:20:04 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 29/10; 3; 14/5; 14/5; 56/19; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 17/4; 17/4; 41/10; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-16 14:21:47 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 29/10; 3; 14/5; 14/5; 56/19; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 4; 4; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 17/4; 17/4; 41/10; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-16 18:21:49 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 10/17; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 58/19; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-16 22:20:46 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-17 02:19:58 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-17 10:19:49 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 13/20; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-17 14:22:08 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-17 18:19:18 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-17 22:19:19 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-18 02:19:15 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 56/19; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-18 10:19:16 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 56/19; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-18 14:19:15 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-18 18:19:21 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-18 22:20:42 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 56/19; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-19 02:20:38 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 4/6; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 14/5; ; 3; 3; 14/5; 14/5; 56/19; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 17/5; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-19 10:20:24 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 11/17; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 39/11; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-19 14:20:29 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 11/17; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 39/11; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-19 18:20:26 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 11/17; 5/8; 8/13; 8/13; 8/13; 11/18; ; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; ; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 39/11; 39/10; 17/4; 22/5; 17/4; 54/13; ; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-19 22:20:45 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; ; 5/8; 8/13; 8/13; 8/13; 11/18; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; ; 3; 3; 3; 59/20; 3; 21/10; ; 
Getafe; 17/4; 17/4; 17/4; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; ; 39/10; 17/4; 9/2; 17/4; 54/13; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-20 02:20:21 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 11/17; 5/8; 8/13; 8/13; 8/13; 11/18; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; 21/10; ; 
Getafe; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 39/11; 39/10; 17/4; 22/5; 17/4; 54/13; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-20 10:20:17 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 8/13; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; 11/17; 5/8; 8/13; 8/13; 8/13; 11/18; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 3; 3; 3; 59/20; 3; 21/10; ; 
Getafe; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; 39/11; 39/10; 17/4; 22/5; 17/4; 54/13; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-20 14:22:09 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 3/5; 8/13; 11/18; 4/6; 33/50; 8/13; 3/5; 4/7; 5/8; 8/13; ; 8/13; ; 13/20; 8/13; 4/7; 8/13; 10/17; 8/13; ; 5/8; 8/13; 8/13; 8/13; 11/18; 4/9; ; 
Draw; 3; 3; 29/10; 14/5; 10/3; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; ; 3; 3; 3; 59/20; 3; 21/10; ; 
Getafe; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 4; 9/2; 4; 21/5; ; 4; ; 17/4; 9/2; 4; 17/4; 41/10; 17/4; ; 39/10; 17/4; 9/2; 17/4; 54/13; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-20 18:20:39 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 4/7; 8/13; 3/5; 4/6; 3/5; 8/13; 4/7; 4/7; 5/8; 6/10; ; 6/10; ; 8/13; 8/13; 4/7; 3/5; 5/9; 3/5; 10/17; 5/8; 4/7; 3/5; 4/7; 4/7; 4/9; ; 
Draw; 3; 3; 3; 14/5; 7/2; 3; 3; 3; 3; 29/10; ; 3; ; 3; 3; 14/5; 29/10; 3; 29/10; 3; 3; 3; 3; 16/5; 58/19; 23/10; ; 
Getafe; 9/2; 17/4; 9/2; 4; 5; 9/2; 17/4; 9/2; 4; 9/2; ; 9/2; ; 9/2; 9/2; 4; 17/4; 74/17; 17/4; 4; 39/10; 9/2; 19/4; 9/2; 22/5; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-21 02:19:58 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 4/7; 8/13; 3/5; 4/6; 3/5; 6/10; 4/7; 4/7; 5/8; 6/10; 4/7; 6/10; ; 8/13; 8/13; 4/7; 3/5; 5/9; 3/5; 10/17; 5/8; 4/7; 3/5; 4/7; 4/7; 4/9; ; 
Draw; 3; 3; 3; 14/5; 7/2; 16/5; 3; 16/5; 3; 29/10; 16/5; 3; ; 3; 3; 14/5; 29/10; 3; 29/10; 3; 3; 3; 16/5; 16/5; 58/19; 23/10; ; 
Getafe; 9/2; 17/4; 9/2; 4; 5; 9/2; 17/4; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 9/2; 4; 17/4; 74/17; 17/4; 4; 39/10; 9/2; 9/2; 9/2; 22/5; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-21 10:19:53 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
Sevilla; 4/7; 8/13; 3/5; 4/6; 3/5; 6/10; 5/9; 4/7; 5/8; 6/10; 4/7; 6/10; ; 8/13; 8/13; 4/7; 3/5; 5/9; 3/5; 10/17; 5/8; 4/7; 3/5; 4/7; 4/7; 4/9; ; 
Draw; 3; 3; 3; 14/5; 7/2; 16/5; 3; 16/5; 3; 29/10; 16/5; 3; ; 3; 3; 14/5; 29/10; 3; 29/10; 3; 3; 3; 16/5; 16/5; 58/19; 23/10; ; 
Getafe; 9/2; 17/4; 9/2; 4; 5; 9/2; 17/4; 9/2; 4; 9/2; 9/2; 9/2; ; 9/2; 9/2; 4; 17/4; 74/17; 17/4; 4; 39/10; 9/2; 9/2; 9/2; 22/5; 3; ; 
META; spain/la-liga-primera/sevilla-v-getafe; 2018-01-21 14:19:59 GMT+2; 2018-01-28 17:30; Nothing; Xlenovo
