META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-16 18:19:49 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 13/10; 11/10; 4/6
Draw; 23/10; 2; 10/9
Athletic Bilbao; 13/5; 21/10; 5/4
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-16 22:19:46 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 13/10; 23/20; 11/10; 1/25
Real Sociedad; 13/10; 6/5; 5/4; 11/10; 6/5; 6/5; 1/20
Draw; 23/10; 23/10; 23/10; 21/10; 11/5; 11/5; 19/10
Athletic Bilbao; 13/5; 12/5; 2; 23/10; 12/5; 12/5; 1/12
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-21 02:18:30 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 13/10; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 1/20
Draw; 23/10; 23/10; 23/10; 21/10; 11/5; 12/5; 23/10; 11/5; 19/10
Athletic Bilbao; 13/5; 12/5; 2; 23/10; 12/5; 9/4; 12/5; 12/5; 1/12
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-21 10:18:37 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 13/10; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 1/20
Draw; 23/10; 23/10; 23/10; 21/10; 11/5; 12/5; 23/10; 11/5; 19/10
Athletic Bilbao; 13/5; 12/5; 2; 23/10; 12/5; 9/4; 12/5; 12/5; 1/12
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-21 14:18:49 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 13/10; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 1/20
Draw; 23/10; 23/10; 23/10; 21/10; 11/5; 12/5; 23/10; 28/13; 11/5; 28/13; 19/10
Athletic Bilbao; 13/5; 12/5; 2; 23/10; 12/5; 9/4; 12/5; 40/17; 12/5; 40/17; 1/12
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-21 18:18:32 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 13/10; 11/10; 6/5; 6/5; 11/10; 23/20; 6/5; 15/13; 6/5; 11/10; 15/13; 1/20; 
Draw; 23/10; 23/10; 21/10; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 19/10
Athletic Bilbao; 13/5; 13/5; 12/5; 12/5; 12/5; 11/4; 5/2; 13/5; 27/11; 12/5; 11/4; 27/11; 1/12
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-21 22:18:48 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 17/20; 13/10; 19/20; 1; 10/11; 19/20; 19/20; 11/10; 21/20; 19/20; 19/20; 20/21; 19/20; 1/20
Draw; 5/2; 23/10; 12/5; 23/10; 9/4; 5/2; 23/10; 21/10; 23/10; 27/11; 5/2; 23/10; 5/2; 19/10
Athletic Bilbao; 16/5; 13/5; 31/10; 11/4; 11/4; 14/5; 3; 11/4; 14/5; 37/13; 14/5; 31/10; 56/19; 1/12
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 02:18:40 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 19/20; 19/20; 103/00; 10/11; 20/21; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 1; 19/20; 37/40; 1; 1/20
Draw; 5/2; 12/5; 63/25; 5/2; 12/5; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 19/10
Athletic Bilbao; 11/4; 14/5; 16/5; 16/5; 14/5; 3; 14/5; 14/5; 3; 14/5; 3; 27/10; 14/5; 31/10; 27/10; 1/12; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 02:24:43 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 19/20; 19/20; 103/00; 10/11; 20/21; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 1; 19/20; 37/40; 1; 1/20
Draw; 5/2; 12/5; 63/25; 5/2; 12/5; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 19/10
Athletic Bilbao; 11/4; 14/5; 16/5; 16/5; 14/5; 3; 14/5; 14/5; 3; 14/5; 3; 27/10; 14/5; 31/10; 27/10; 1/12; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 10:18:39 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 19/20; 19/20; 103/00; 10/11; 20/21; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 1; 19/20; 37/40; 1; 1/20; 10/11
Draw; 5/2; 12/5; 63/25; 5/2; 12/5; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 19/10; 12/5
Athletic Bilbao; 11/4; 14/5; 16/5; 16/5; 14/5; 3; 14/5; 14/5; 3; 14/5; 3; 27/10; 14/5; 31/10; 27/10; 1/12; 5/2; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 10:24:43 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 19/20; 19/20; 103/00; 10/11; 20/21; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 1; 19/20; 37/40; 1; 1/20; 10/11
Draw; 5/2; 12/5; 63/25; 5/2; 12/5; 23/10; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 19/10; 12/5
Athletic Bilbao; 11/4; 14/5; 16/5; 16/5; 14/5; 3; 14/5; 14/5; 3; 14/5; 3; 27/10; 14/5; 31/10; 27/10; 1/12; 5/2; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 14:18:47 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 1; 103/00; 19/20; 20/21; 5/6; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 20/21; 1; 1/20; 20/21; 
Draw; 5/2; 12/5; 63/25; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 19/10; 23/10
Athletic Bilbao; 14/5; 27/10; 16/5; 3; 11/4; 11/4; 14/5; 13/5; 11/4; 13/5; 14/5; 14/5; 45/17; 14/5; 14/5; 27/10; 1/12; 23/10
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 14:26:35 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 1; 103/00; 19/20; 20/21; 5/6; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 20/21; 1; 1/20; 20/21; 
Draw; 5/2; 12/5; 63/25; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 19/10; 23/10
Athletic Bilbao; 14/5; 27/10; 16/5; 3; 11/4; 11/4; 14/5; 13/5; 11/4; 13/5; 14/5; 14/5; 45/17; 14/5; 14/5; 27/10; 1/12; 23/10
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 18:18:15 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 19/20; 1; 103/00; 19/20; 5/6; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 1; 19/20; 19/20; 1; 1/20; 10/11; 
Draw; 5/2; 12/5; 63/25; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 49/20; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 19/10; 5/2
Athletic Bilbao; 14/5; 27/10; 16/5; 3; 11/4; 14/5; 27/10; 11/4; 14/5; 14/5; 11/4; 14/5; 45/17; 14/5; 29/10; 27/10; 1/12; 11/4; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-22 22:17:53 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 19/20; 1; 103/00; 19/20; 5/6; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 1; 39/40; 19/20; 20/21; 1; 8/11; 10/11; 
Draw; 5/2; 12/5; 63/25; 13/5; 12/5; 12/5; 28/11; 12/5; 5/2; 12/5; 49/20; 5/2; 5/2; 5/2; 27/11; 5/2; 13/5; 5/2; 11/5; 5/2
Athletic Bilbao; 14/5; 27/10; 16/5; 3; 11/4; 29/10; 27/10; 11/4; 14/5; 14/5; 11/4; 14/5; 45/17; 23/10; 37/13; 14/5; 27/10; 9/4; 14/5; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-23 02:17:43 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 19/20; 19/20; 1; 19/20; 10/11; 5/6; 19/20; 10/11; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 15/16; 19/20; 10/11; 19/20; 5/6; 10/11; 20/21
Draw; 5/2; 5/2; 13/5; 13/5; 5/2; 12/5; 28/11; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 27/11; 27/11; 5/2; 13/5; 5/2; 9/4; 23/10; 5/2; 
Athletic Bilbao; 3; 29/10; 16/5; 3; 29/10; 11/4; 29/10; 14/5; 3; 14/5; 3; 3; 14/5; 40/17; 37/13; 3; 14/5; 23/10; 14/5; 3; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-23 10:17:43 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 10/11; 10/11; 1; 10/11; 10/11; 5/6; 19/20; 10/11; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 10/11; 15/16; 19/20; 19/20; 19/20; 4/6; 10/11; 20/21
Draw; 5/2; 5/2; 13/5; 5/2; 5/2; 23/10; 28/11; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 27/11; 12/5; 28/11; 5/2; 5/2; 5/2; 23/10; 23/10; 5/2; 
Athletic Bilbao; 3; 29/10; 16/5; 16/5; 29/10; 3; 29/10; 29/10; 3; 14/5; 3; 3; 37/13; 29/10; 31/10; 37/13; 3; 29/10; 5/2; 14/5; 3; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-23 14:17:52 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 10/11; 10/11; 19/20; 10/11; 9/10; 5/6; 19/20; 10/11; 9/10; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 15/16; 19/20; 19/20; 10/11; 4/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 27/10; 5/2; 5/2; 23/10; 28/11; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 28/11; 5/2; 5/2; 5/2; 23/10; 11/5; 13/5; 13/5; 
Athletic Bilbao; 3; 3; 33/10; 16/5; 3; 29/10; 29/10; 3; 3; 3; 3; 29/10; 31/10; 37/13; 3; 58/19; 5/2; 5/2; 3; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-23 18:17:55 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 10/11; 10/11; 19/20; 10/11; 20/23; 5/6; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 15/16; 19/20; 19/20; 4/6; 5/6; 10/11
Draw; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 28/11; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 28/11; 12/5; 28/11; 5/2; 5/2; 28/11; 23/10; 11/5; 13/5
Athletic Bilbao; 3; 3; 33/10; 3; 11/4; 29/10; 29/10; 3; 3; 3; 58/19; 29/10; 31/10; 37/13; 3; 31/10; 5/2; 5/2; 3; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-23 22:17:56 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 10/11; 10/11; 19/20; 10/11; 9/10; 5/6; 19/20; 10/11; 9/10; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 19/20; 37/40; 4/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 28/11; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 28/11; 12/5; 5/2; 5/2; 28/11; 23/10; 11/5; 13/5; 13/5
Athletic Bilbao; 3; 3; 33/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 3; 3; 58/19; 29/10; 37/13; 31/10; 31/10; 5/2; 5/2; 3; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-24 02:17:39 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 10/11; 10/11; 19/20; 10/11; 9/10; 5/6; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 15/16; 19/20; 19/20; 5/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 28/11; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 28/11; 12/5; 28/11; 5/2; 5/2; 28/11; 12/5; 9/4; 13/5; 13/5
Athletic Bilbao; 3; 3; 33/10; 3; 11/4; 29/10; 29/10; 3; 3; 3; 58/19; 29/10; 31/10; 37/13; 3; 31/10; 13/5; 13/5; 3; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-24 10:17:35 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 5/6; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 10/11; 15/16; 19/20; 19/20; 10/11; 5/6; 5/6; 10/11
Draw; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 28/11; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 28/11; 12/5; 28/11; 5/2; 5/2; 13/5; 12/5; 2; 13/5; 
Athletic Bilbao; 3; 3; 33/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 3; 3; 58/19; 29/10; 31/10; 37/13; 3; 58/19; 14/5; 5/2; 3; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-24 14:17:44 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 10/11; 10/11; 19/20; 10/11; 20/23; 5/6; 19/20; 20/23; 9/10; 10/11; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 15/16; 19/20; 37/40; 10/11; 5/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 28/11; 12/5; 5/2; 23/10; 5/2; 5/2; 13/5; 5/2; 28/11; 12/5; 28/11; 5/2; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 
Athletic Bilbao; 3; 3; 33/10; 3; 11/4; 29/10; 3; 16/5; 3; 31/10; 3; 58/19; 29/10; 31/10; 37/13; 31/10; 31/10; 14/5; 14/5; 3; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-24 18:17:40 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 17/20; 22/25; 10/11; 17/20; 5/6; 4/5; 17/20; 5/6; 10/11; 17/20; 10/11; 17/20; 13/15; 10/11; 13/15; 19/20; 17/20; 13/15; 5/6; 4/5; 5/6; 9/10
Draw; 5/2; 13/5; 69/25; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 12/5; 45/17; 5/2; 13/5; 13/5; 12/5; 5/2; 13/5; 13/5
Athletic Bilbao; 3; 18/5; 16/5; 3; 7/2; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 13/4; 29/10; 33/10; 37/13; 33/10; 33/10; 14/5; 14/5; 7/2; 7/2; ; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-24 22:17:38 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 17/20; 10/11; 93/00; 10/11; 20/23; 5/6; 4/5; 17/20; 5/6; 10/11; 9/10; 10/11; 17/20; 13/15; 10/11; 13/15; 4/5; 17/20; 13/15; 5/6; 8/11; 5/6; 9/10
Draw; 5/2; 13/5; 5/2; 27/10; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 28/11; 12/5; 45/17; 45/17; 13/5; 13/5; 12/5; 23/10; 13/5; 13/5
Athletic Bilbao; 3; 16/5; 3; 17/5; 16/5; 3; 7/2; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 29/10; 33/10; 17/5; 33/10; 16/5; 14/5; 13/5; 3; 10/3; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-25 02:17:42 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 17/20; 10/11; 93/00; 20/23; 20/23; 5/6; 4/5; 17/20; 5/6; 10/11; 9/10; 10/11; 17/20; 13/15; 10/11; 13/15; 4/5; 17/20; 13/15; 5/6; 5/6; 5/6; 9/10
Draw; 5/2; 13/5; 5/2; 27/10; 13/5; 5/2; 5/2; 27/10; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 28/11; 12/5; 45/17; 45/17; 13/5; 13/5; 12/5; 23/10; 13/5; 13/5
Athletic Bilbao; 3; 16/5; 3; 17/5; 10/3; 3; 16/5; 7/2; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 29/10; 33/10; 17/5; 33/10; 16/5; 14/5; 13/5; 3; 10/3
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-25 10:17:36 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 17/20; 10/11; 93/00; 20/23; 20/23; 5/6; 4/5; 17/20; 5/6; 10/11; 9/10; 10/11; 17/20; 13/15; 10/11; 13/15; 4/5; 17/20; 13/15; 5/6; 5/6; 9/10
Draw; 5/2; 13/5; 5/2; 27/10; 13/5; 5/2; 5/2; 27/10; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 28/11; 12/5; 45/17; 45/17; 13/5; 13/5; 12/5; 23/10; 13/5
Athletic Bilbao; 3; 16/5; 3; 17/5; 10/3; 3; 16/5; 7/2; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 41/13; 29/10; 33/10; 17/5; 33/10; 16/5; 14/5; 13/5; 10/3
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-25 14:17:42 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 17/20; 10/11; 93/00; 20/23; 20/23; 5/6; 4/5; 17/20; 5/6; 10/11; 9/10; 10/11; 17/20; 13/15; 10/11; 13/15; 4/5; 17/20; 13/15; 5/6; 5/6; 5/6; 9/10
Draw; 5/2; 13/5; 5/2; 27/10; 13/5; 5/2; 5/2; 27/10; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 12/5; 45/17; 45/17; 13/5; 13/5; 5/2; 12/5; 13/5; 13/5
Athletic Bilbao; 3; 16/5; 3; 17/5; 10/3; 3; 16/5; 7/2; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 41/13; 29/10; 33/10; 17/5; 33/10; 16/5; 14/5; 14/5; 3; 10/3
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-25 18:17:45 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
Real Sociedad; 10/11; 17/20; 10/11; 93/00; 20/23; 20/23; 5/6; 4/5; 17/20; 17/20; 5/6; 10/11; 9/10; 10/11; 17/20; 13/15; 10/11; 13/15; 4/5; 17/20; 13/15; 5/6; 8/11; 5/6; 9/10
Draw; 5/2; 13/5; 5/2; 27/10; 13/5; 5/2; 5/2; 27/10; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 12/5; 45/17; 45/17; 13/5; 13/5; 12/5; 21/10; 13/5; 13/5
Athletic Bilbao; 3; 16/5; 3; 17/5; 10/3; 3; 16/5; 7/2; 3; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 41/13; 29/10; 33/10; 17/5; 33/10; 16/5; 14/5; 13/5; 3; 
META; spain/la-liga-primera/real-sociedad-v-athletic-bilbao; 2018-04-25 22:17:37 GMT+3; 2018-04-28 15:15; Nothing; Xlenovo
