META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-02 17:42:42 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 29/20; 7/5; 11/8; 7/5; 6/4; 31/20; 7/5; 7/5; 7/5; 7/5; 15/11; 7/5; 29/20; 16/11; 11/8
Real Sociedad; 2; 9/5; 9/5; 43/20; 19/10; 15/8; 9/5; 2; 9/5; 17/10; 2; 15/8; 24/13; 2; 30/17; 2; 15/8; 24/13; 7/4
Draw; 11/5; 23/10; 9/4; 59/25; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 9/4; 11/5; 21/10; 12/5; 11/5; 12/5; 11/5; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-03 14:20:21 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 29/20; 7/5; 11/8; 7/5; 6/4; 31/20; 7/5; 6/4; 16/11; 7/5; 15/11; 7/5; 29/20; 29/20; 11/8; 
Real Sociedad; 2; 9/5; 9/5; 43/20; 19/10; 15/8; 9/5; 2; 9/5; 17/10; 2; 19/10; 9/5; 2; 30/17; 2; 15/8; 15/8; 24/13; 7/4
Draw; 11/5; 23/10; 9/4; 59/25; 23/10; 9/4; 11/5; 11/5; 11/5; 12/5; 23/10; 23/10; 11/5; 21/10; 12/5; 11/5; 12/5; 23/10; 9/4; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-03 18:20:08 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 29/20; 7/5; 11/8; 7/5; 6/4; 31/20; 7/5; 6/4; 7/5; 7/5; 15/11; 7/5; 29/20; 29/20; 11/8; 
Real Sociedad; 2; 9/5; 9/5; 43/20; 19/10; 15/8; 9/5; 2; 9/5; 17/10; 2; 19/10; 24/13; 2; 30/17; 2; 15/8; 15/8; 24/13; 7/4
Draw; 11/5; 23/10; 9/4; 59/25; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 23/10; 11/5; 21/10; 12/5; 11/5; 12/5; 23/10; 11/5; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-03 22:19:26 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 29/20; 7/5; 11/8; 7/5; 6/4; 31/20; 31/20; 7/5; 6/4; 7/5; 7/5; 15/11; 7/5; 29/20; 29/20; 11/8; 
Real Sociedad; 2; 9/5; 9/5; 43/20; 19/10; 15/8; 9/5; 2; 9/5; 17/10; 37/20; 2; 19/10; 24/13; 2; 30/17; 2; 15/8; 15/8; 24/13; 7/4
Draw; 11/5; 23/10; 9/4; 59/25; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 9/4; 23/10; 23/10; 11/5; 21/10; 12/5; 11/5; 12/5; 23/10; 11/5; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-04 02:19:15 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 29/20; 7/5; 11/8; 7/5; 6/4; 29/20; 31/20; 31/20; 7/5; 6/4; 7/5; 7/5; 15/11; 7/5; 29/20; 29/20; 16/11; 11/8
Real Sociedad; 2; 9/5; 9/5; 43/20; 19/10; 15/8; 9/5; 2; 9/5; 19/10; 17/10; 37/20; 2; 19/10; 24/13; 2; 30/17; 2; 15/8; 15/8; 24/13; 7/4
Draw; 11/5; 23/10; 9/4; 59/25; 23/10; 11/5; 11/5; 11/5; 11/5; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 21/10; 12/5; 11/5; 12/5; 23/10; 11/5; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-04 10:19:20 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 29/20; 7/5; 11/8; 7/5; 6/4; 29/20; 31/20; 31/20; 7/5; 6/4; 7/5; 7/5; 15/11; 7/5; 29/20; 29/20; 16/11; 11/8
Real Sociedad; 2; 9/5; 9/5; 43/20; 19/10; 15/8; 9/5; 2; 9/5; 19/10; 17/10; 37/20; 2; 19/10; 24/13; 2; 30/17; 2; 15/8; 15/8; 24/13; 7/4
Draw; 11/5; 23/10; 9/4; 59/25; 23/10; 11/5; 11/5; 11/5; 11/5; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 21/10; 12/5; 11/5; 12/5; 23/10; 11/5; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-04 14:19:22 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 161/00; 29/20; 6/4; 11/8; 7/5; 6/4; 29/20; 31/20; 31/20; 7/5; 7/5; 16/11; 7/5; 7/5; 31/20; 29/20; 16/11; 11/8
Real Sociedad; 2; 9/5; 9/5; 9/5; 51/25; 19/10; 15/8; 9/5; 2; 9/5; 19/10; 17/10; 37/20; 2; 9/5; 19/10; 2; 9/5; 15/8; 19/10; 7/4; 
Draw; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 11/5; 11/5; 11/5; 23/10; 12/5; 9/4; 23/10; 21/10; 9/4; 21/10; 11/5; 23/10; 23/10; 9/4; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-04 18:19:10 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 161/00; 29/20; 6/4; 11/8; 7/5; 6/4; 29/20; 31/20; 6/4; 31/20; 7/5; 7/5; 16/11; 7/5; 15/11; 7/5; 29/20; 29/20; 16/11; 11/8
Real Sociedad; 2; 9/5; 9/5; 9/5; 51/25; 19/10; 9/5; 9/5; 2; 9/5; 19/10; 17/10; 15/8; 37/20; 2; 9/5; 19/10; 2; 30/17; 2; 15/8; 15/8; 19/10; 7/4
Draw; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 11/5; 11/5; 11/5; 23/10; 12/5; 12/5; 9/4; 23/10; 21/10; 9/4; 21/10; 12/5; 11/5; 12/5; 23/10; 9/4; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-04 22:18:43 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 11/8; 6/4; 6/4; 6/4; 161/00; 6/4; 6/4; 6/4; 16/11; 6/4; 29/20; 31/20; 6/4; 31/20; 7/5; 7/5; 16/11; 7/5; 16/11; 31/20; 29/20; 16/11; 7/5
Real Sociedad; 2; 9/5; 9/5; 9/5; 51/25; 19/10; 9/5; 9/5; 2; 9/5; 15/8; 17/10; 15/8; 37/20; 2; 9/5; 24/13; 2; 9/5; 15/8; 19/10; 7/4; 
Draw; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 21/10; 9/4; 11/5; 9/4; 12/5; 12/5; 9/4; 23/10; 21/10; 9/4; 21/10; 9/4; 23/10; 23/10; 9/4; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-05 02:19:01 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 6/4; 6/4; 6/4; 6/4; 161/00; 6/4; 6/4; 6/4; 16/11; 29/20; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 7/5; 7/5; 16/11; 29/20; 6/4; 6/4; 7/5
Real Sociedad; 15/8; 9/5; 15/8; 9/5; 51/25; 19/10; 9/5; 9/5; 2; 9/5; 15/8; 15/8; 9/5; 37/20; 9/5; 7/4; 9/5; 2; 17/10; 2; 15/8; 9/5; 9/5; 7/4
Draw; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 12/5; 9/4; 12/5; 21/10; 9/4; 21/10; 12/5; 9/4; 12/5; 23/10; 9/4; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-05 10:19:00 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 6/4; 6/4; 6/4; 6/4; 161/00; 31/20; 6/4; 7/5; 16/11; 6/4; 29/20; 6/4; 6/4; 31/20; 6/4; 7/5; 6/4; 7/5; 13/9; 16/11; 6/4; 29/20; 6/4; 7/5
Real Sociedad; 15/8; 15/8; 15/8; 9/5; 51/25; 15/8; 15/8; 17/10; 2; 9/5; 15/8; 9/5; 15/8; 19/10; 15/8; 7/4; 19/10; 2; 19/10; 2; 15/8; 15/8; 19/10; 7/4
Draw; 11/5; 9/4; 21/10; 23/10; 23/10; 23/10; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 23/10; 11/5; 23/10; 21/10; 28/13; 21/10; 5/2; 9/4; 23/10; 9/4; 11/5; 21/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-05 14:19:17 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 6/4; 6/4; 31/20; 6/4; 173/00; 31/20; 6/4; 7/5; 17/11; 31/20; 6/4; 31/20; 6/4; 13/8; 8/5; 7/5; 17/11; 7/5; 31/21; 17/11; 31/20; 31/20; 17/11; 7/5; 8/5
Real Sociedad; 19/10; 15/8; 9/5; 9/5; 37/20; 15/8; 15/8; 17/10; 9/5; 9/5; 9/5; 9/5; 15/8; 9/5; 7/4; 7/4; 9/5; 2; 24/13; 9/5; 9/5; 9/5; 9/5; 7/4; 15/8
Draw; 11/5; 9/4; 21/10; 23/10; 47/20; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 11/5; 23/10; 11/5; 23/10; 21/10; 11/5; 21/10; 5/2; 23/10; 23/10; 9/4; 9/4; 21/10; 23/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-05 18:19:20 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 17/10; 17/10; 33/20; 6/4; 91/50; 13/8; 6/4; 6/4; 28/17; 33/20; 13/8; 13/8; 7/4; 17/10; 13/8; 13/8; 28/17; 6/4; 13/8; 13/8; 17/10; 33/20; 28/17; 6/4; 13/8; 17/10
Real Sociedad; 17/10; 13/8; 17/10; 9/5; 89/50; 9/5; 15/8; 13/8; 17/10; 33/20; 17/10; 17/10; 17/10; 17/10; 7/4; 13/8; 28/17; 9/5; 7/4; 17/10; 13/8; 33/20; 17/10; 13/8; 6/4; 7/4
Draw; 21/10; 9/4; 21/10; 23/10; 58/25; 23/10; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 11/5; 21/10; 2; 23/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-05 22:19:24 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 17/10; 9/5; 89/50; 9/5; 13/8; 13/8; 17/10; 33/20; 17/10; 17/10; 17/10; 17/10; 7/4; 13/8; 17/10; 9/5; 7/4; 17/10; 13/8; 33/20; 17/10; 13/8; 6/4; 7/4
Espanyol; 17/10; 17/10; 33/20; 6/4; 46/25; 13/8; 13/8; 6/4; 28/17; 33/20; 13/8; 13/8; 17/10; 17/10; 13/8; 13/8; 28/17; 6/4; 13/8; 13/8; 17/10; 33/20; 28/17; 6/4; 13/8; 13/8
Draw; 21/10; 9/4; 21/10; 23/10; 23/10; 23/10; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 11/5; 21/10; 2; 23/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-06 02:19:15 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 17/10; 9/5; 43/25; 9/5; 13/8; 13/8; 17/10; 33/20; 17/10; 17/10; 17/10; 17/10; 7/4; 13/8; 28/17; 9/5; 7/4; 17/10; 13/8; 33/20; 17/10; 13/8; 13/8; 7/4
Espanyol; 17/10; 17/10; 33/20; 6/4; 183/00; 13/8; 13/8; 6/4; 28/17; 33/20; 13/8; 13/8; 7/4; 7/4; 13/8; 13/8; 28/17; 6/4; 13/8; 13/8; 17/10; 33/20; 28/17; 6/4; 13/8; 17/10
Draw; 21/10; 9/4; 21/10; 23/10; 12/5; 23/10; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 11/5; 21/10; 2; 23/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-06 10:19:10 GMT+2; 2018-03-10 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 2/7; 31/00; 1/4; 1/4; 2/9; 2/7; 2/7; 2/7; 2/7; 3/10; 3/10; 30/00; 1/4; 2/7; 1/4; 4/13; 2/7; 2/7; 2/7; 2/7; 1/4; 2/9; 2/7
Draw; 9/2; 17/4; 9/2; 9/2; 24/5; 5; 9/2; 9/2; 19/4; 17/4; 9/2; 4; 17/4; 9/2; 9/2; 4; 22/5; 19/4; 24/5; 23/5; 19/4; 17/4; 49/11; 21/5; 4; 24/5
Malaga; 9; 10; 23/2; 10; 10; 17/2; 17/2; 10; 10; 10; 10; 10; 17/2; 10; 19/2; 17/2; 17/2; 19/2; 11; 10; 19/2; 41/5; 54/5; ; ; 
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-06 14:19:14 GMT+2; 2018-03-10 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 2/7; 31/00; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 2/7; 3/10; 3/10; 30/00; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 2/7; 1/4; 1/4; 2/7
Draw; 9/2; 17/4; 9/2; 9/2; 49/10; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 4; 17/4; 9/2; 9/2; 4; 22/5; 19/4; 49/10; 23/5; 17/4; 49/11; 23/5; 10/3; 24/5
Malaga; 9; 10; 11; 10; 10; 17/2; 10; 10; 10; 10; 17/2; 10; 19/2; 9; 17/2; 11; 10; 52/5; 56/5; 54/5; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-06 18:19:18 GMT+2; 2018-03-10 19:45; Nothing; Xlenovo
Barcelona; 2/7; 3/10; 2/7; 2/7; 31/00; 2/7; 1/4; 1/4; 2/7; 2/7; 2/7; 2/7; 3/10; 3/10; 30/00; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 2/7; 2/7; 1/4; 1/4; 2/7
Draw; 9/2; 17/4; 9/2; 9/2; 49/10; 9/2; 9/2; 9/2; 19/4; 17/4; 9/2; 4; 17/4; 9/2; 9/2; 4; 74/17; 19/4; 49/10; 23/5; 19/4; 17/4; 22/5; 23/5; 24/5; 24/5
Malaga; 9; 10; 11; 10; 10; 17/2; 10; 10; 11; 10; 17/2; 41/4; 19/2; 9; 17/2; 9; 11; 21/2; 52/5; 51/5; 54/5; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-07 10:51:47 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 17/10; 13/8; 33/20; 13/8; 177/100; 17/10; 13/8; 8/5; 28/17; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 28/17; 6/4; 13/8; 13/8; 13/8; 13/8; 17/10; 13/8; 6/4; 17/10
Real Sociedad; 17/10; 17/10; 17/10; 17/10; 89/50; 17/10; 17/10; 8/5; 17/10; 17/10; 17/10; 17/10; 7/4; 7/4; 13/8; 17/10; 9/5; 7/4; 17/10; 17/10; 17/10; 7/4; 13/8; 13/8; 7/4
Draw; 21/10; 11/5; 21/10; 9/4; 12/5; 9/4; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 9/4; 21/10; 2; 23/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-07 14:19:14 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Espanyol; 17/10; 13/8; 33/20; 13/8; 44/25; 17/10; 13/8; 13/8; 28/17; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 28/17; 6/4; 13/8; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10
Real Sociedad; 17/10; 17/10; 17/10; 17/10; 179/00; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 7/4; 7/4; 13/8; 17/10; 9/5; 7/4; 17/10; 17/10; 17/10; 7/4; 13/8; 13/8; 7/4
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 9/4; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 9/4; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 9/4; 21/10; 21/10; 23/10
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-07 22:19:09 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 33/20; 17/10; 43/25; 17/10; 13/8; 13/8; 17/10; 33/20; 13/8; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 9/5; 7/4; 17/10; 17/10; 13/8; 17/10; 13/8; 6/4; 13/8; 17/10
Espanyol; 17/10; 17/10; 17/10; 13/8; 183/00; 17/10; 17/10; 13/8; 28/17; 33/20; 17/10; 7/4; 7/4; 7/4; 13/8; 13/8; 17/10; 6/4; 13/8; 13/8; 17/10; 17/10; 7/4; 13/8; 13/8; 7/4; 7/4
Draw; 21/10; 11/5; 21/10; 9/4; 12/5; 9/4; 11/5; 21/10; 40/17; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 9/4; 9/4; 9/4; 21/10; 21/10; 23/10; 23/10; 
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-08 02:19:03 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 33/20; 17/10; 43/25; 17/10; 13/8; 13/8; 17/10; 33/20; 13/8; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 9/5; 7/4; 17/10; 13/8; 13/8; 17/10; 13/8; 8/5; 13/8; 17/10
Espanyol; 17/10; 17/10; 17/10; 13/8; 183/00; 17/10; 17/10; 13/8; 28/17; 33/20; 17/10; 7/4; 7/4; 7/4; 13/8; 13/8; 17/10; 6/4; 13/8; 13/8; 17/10; 17/10; 7/4; 13/8; 13/8; 7/4; 7/4
Draw; 21/10; 11/5; 21/10; 9/4; 12/5; 9/4; 11/5; 21/10; 40/17; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 9/4; 21/10; 2; 23/10; 23/10; 
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-08 10:19:03 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 33/20; 17/10; 43/25; 17/10; 13/8; 13/8; 17/10; 33/20; 13/8; 13/8; 17/10; 17/10; 7/4; 13/8; 28/17; 8/5; 7/4; 17/10; 13/8; 13/8; 28/17; 13/8; 8/5; 13/8; 17/10
Espanyol; 9/5; 17/10; 17/10; 13/8; 183/00; 17/10; 17/10; 13/8; 28/17; 33/20; 7/4; 7/4; 7/4; 13/8; 13/8; 17/10; 17/10; 13/8; 13/8; 7/4; 17/10; 7/4; 13/8; 8/5; 7/4; 7/4; 
Draw; 21/10; 11/5; 21/10; 9/4; 12/5; 9/4; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 40/17; 23/10; 23/10; 9/4; 9/4; 21/10; 2; 23/10; 23/10; 
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-08 14:19:13 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 33/20; 17/10; 171/00; 17/10; 13/8; 13/8; 17/10; 33/20; 13/8; 13/8; 17/10; 17/10; 7/4; 8/5; 28/17; 8/5; 7/4; 17/10; 13/8; 13/8; 17/10; 13/8; 6/4; 13/8; 13/8
Espanyol; 9/5; 17/10; 17/10; 13/8; 181/00; 17/10; 17/10; 13/8; 28/17; 17/10; 17/10; 17/10; 7/4; 13/8; 17/10; 7/4; 17/10; 13/8; 13/8; 17/10; 17/10; 7/4; 13/8; 13/8; 7/4; 7/4; 
Draw; 21/10; 9/4; 11/5; 9/4; 61/25; 9/4; 11/5; 21/10; 40/17; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 9/4; 21/10; 9/4; 23/10; 9/4; 
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-08 18:19:13 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 8/5; 17/10; 43/25; 7/4; 13/8; 17/10; 13/8; 13/8; 13/8; 8/5; 33/20; 7/4; 8/5; 28/17; 8/5; 19/12; 17/10; 13/8; 33/20; 13/8; 13/8; 13/8; 17/10
Espanyol; 9/5; 17/10; 7/4; 13/8; 183/00; 17/10; 17/10; 28/17; 7/4; 17/10; 8/5; 7/4; 13/8; 17/10; 7/4; 17/10; 9/5; 13/8; 7/4; 7/4; 13/8; 13/8; 7/4; 7/4; 
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 11/5; 40/17; 11/5; 11/5; 11/5; 5/2; 9/4; 11/5; 11/5; 11/5; 12/5; 23/10; 23/10; 9/4; 21/10; 21/10; 23/10; 11/5
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-08 22:18:56 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 8/5; 17/10; 43/25; 7/4; 13/8; 17/10; 13/8; 13/8; 13/8; 8/5; 33/20; 13/8; 8/5; 28/17; 8/5; 19/12; 17/10; 13/8; 33/20; 13/8; 13/8; 13/8; 17/10
Espanyol; 9/5; 17/10; 7/4; 13/8; 183/00; 17/10; 17/10; 7/4; 7/4; 7/4; 8/5; 7/4; 7/4; 17/10; 7/4; 17/10; 9/5; 17/10; 7/4; 7/4; 13/8; 13/8; 7/4; 7/4; 
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 5/2; 9/4; 11/5; 11/5; 11/5; 12/5; 11/5; 23/10; 9/4; 9/4; 23/10; 23/10; 11/5
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-09 02:19:05 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 8/5; 17/10; 43/25; 7/4; 13/8; 17/10; 13/8; 13/8; 13/8; 8/5; 33/20; 13/8; 8/5; 28/17; 8/5; 19/12; 17/10; 13/8; 33/20; 13/8; 8/5; 13/8; 17/10
Espanyol; 9/5; 17/10; 7/4; 13/8; 183/00; 17/10; 17/10; 7/4; 7/4; 17/10; 8/5; 7/4; 7/4; 17/10; 7/4; 17/10; 9/5; 17/10; 7/4; 7/4; 13/8; 13/8; 7/4; 7/4; 
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 5/2; 9/4; 11/5; 11/5; 11/5; 12/5; 11/5; 23/10; 9/4; 9/4; 21/10; 23/10; 11/5
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-09 10:19:02 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 8/5; 17/10; 43/25; 7/4; 13/8; 17/10; 13/8; 13/8; 13/8; 8/5; 33/20; 13/8; 8/5; 28/17; 17/10; 19/12; 17/10; 13/8; 33/20; 13/8; 13/8; 13/8; 17/10
Espanyol; 9/5; 17/10; 7/4; 13/8; 183/00; 17/10; 17/10; 7/4; 7/4; 7/4; 8/5; 7/4; 7/4; 17/10; 7/4; 17/10; 9/5; 17/10; 7/4; 7/4; 13/8; 13/8; 7/4; 7/4; 
Draw; 21/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 5/2; 9/4; 11/5; 11/5; 11/5; 12/5; 11/5; 23/10; 9/4; 9/4; 21/10; 23/10; 11/5
META; spain/la-liga-primera/espanyol-v-real-sociedad; 2018-03-09 14:19:15 GMT+2; 2018-03-11 11:00; Nothing; Xlenovo
Real Sociedad; 17/10; 13/8; 8/5; 17/10; 43/25; 7/4; 13/8; 17/10; 13/8; 13/8; 13/8; 8/5; 33/20; 13/8; 8/5; 28/17; 17/10; 19/12; 17/10; 13/8; 33/20; 17/10; 13/8; 17/10; 13/8; 13/8
Espanyol; 9/5; 17/10; 7/4; 17/10; 183/00; 17/10; 17/10; 7/4; 7/4; 7/4; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; 17/10; 9/5; 17/10; 9/5; 7/4; 7/4; 17/10; 17/10; 7/4; 7/4
