META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-12-21 02:20:06 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Draw; 5/2; 11/5; ; 9/4; 121/ 50; 23/10; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; 12/5; 11/5; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; 2; 7/4; 23/10
Eibar; 14/5; 10/3; ; 16/5; 69/20; 10/3; 16/5; 10/3; 33/10; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 3; 3; 13/4; 3; 58/19; 33/10; 3; 33/10; 16/5; 13/4; 14/5; 13/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-10 22:19:11 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 19/20; 19/20; 19/20; 101/ 100; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 19/20; 42/41; 9/10; 10/11; 20/21; 19/20; 19/20; 20/21; 20/21; 20/21
Draw; 5/2; 11/5; 21/10; 9/4; 121/ 50; 23/10; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; 12/5; 11/5; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; 19/10; 19/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 3; 13/4; 3; 58/19; 33/10; 3; 33/10; 16/5; 13/4; 3; 14/5; 10/3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-11 02:19:09 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 19/20; 1; 19/20; 101/ 100; 19/20; 1; 10/11; 9/10; 1; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 19/20; 42/41; 9/10; 10/11; 1; 19/20; 1; 20/21; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 121/ 50; 23/10; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; 12/5; 43/20; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; 21/10; 19/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 3; 3; 16/5; 3; 58/19; 33/10; 3; 16/5; 16/5; 16/5; 3; 11/4; 14/5
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-11 10:19:12 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 19/20; 19/20; 19/20; 101/ 100; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 19/20; 39/40; 9/10; 10/11; 20/21; 19/20; 19/20; 20/21; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 5/2; 23/10; 11/5; 23/10; 12/5; 11/5; 5/2; 11/5; 12/5; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; 11/5; 2; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 33/10; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 3; 3; 16/5; 3; 13/4; 33/10; 3; 33/10; 16/5; 13/4; 3; 14/5; 14/5
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-11 14:19:30 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 19/20; 19/20; 19/20; 51/50; 19/20; 20/21; 10/11; 9/10; 1; 19/20; 20/21; 19/20; 1; 1; 19/20; 19/20; 19/20; 19/20; 1; 9/10; 10/11; 1; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 119/50; 23/10; 11/5; 23/10; 12/5; 11/5; 5/2; 21/10; 12/5; 43/20; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 11/5; 21/10; 23/10
Eibar; 14/5; 10/3; 16/5; 16/5; 69/20; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 10/3; 3; 16/5; 16/5; 16/5; 3; 16/5; 3; 16/5; 33/10; 3; 16/5; 16/5; 13/4; ; 3; 14/5; 14/5
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-11 18:20:05 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 19/20; 1; 19/20; 21/20; 19/20; 1; 10/11; 9/10; 1; 1; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; 1; 9/10; 1; 1; 1; 1; ; 20/21; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 121/50; 23/10; 11/5; 23/10; 12/5; 11/5; 5/2; 21/10; 12/5; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 23/10; ; 11/5; 19/10; 23/10
Eibar; 14/5; 16/5; 16/5; 16/5; 13/4; 16/5; 3; 16/5; 33/10; 16/5; 3; 16/5; 3; 10/3; 16/5; 3; 3; 31/10; 3; 16/5; 33/10; 3; 31/10; 16/5; 41/13; ; 14/5; 14/5; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-11 22:19:06 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 19/20; 1; 19/20; 53/50; 19/20; 1; 10/11; 1; 1; 1; 21/20; 19/20; 1; 1; 1; 19/20; 1; 19/20; 42/41; 1; 1; 1; 1; 1; ; 20/21; 20/21; 1
Draw; 5/2; 11/5; 21/10; 9/4; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 5/2; 2; 12/5; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 9/4; 9/4; 12/5; 11/5; 23/10; ; 9/4; 21/10; 23/10
Eibar; 14/5; 16/5; 3; 16/5; 13/4; 16/5; 3; 16/5; 16/5; 3; 3; 16/5; 3; 16/5; 16/5; 3; 3; 31/10; 3; 3; 31/10; 3; 16/5; 16/5; 41/13; ; 3; 3; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-12 02:19:07 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 19/20; 1; 19/20; 53/50; 19/20; 1; 10/11; 1; 1; 1; 21/20; 19/20; 1; 1; 1; 19/20; 1; 19/20; 42/41; 1; 1; 21/20; 1; 1; ; 20/21; 1; 21/20
Draw; 11/5; 11/5; 21/10; 9/4; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 23/10; 2; 12/5; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 40/17; 9/4; 9/4; 23/10; 11/5; 9/4; ; 9/4; 21/10; 23/10
Eibar; 3; 16/5; 3; 16/5; 13/4; 16/5; 3; 16/5; 16/5; 3; 16/5; 16/5; 3; 16/5; 16/5; 3; 3; 31/10; 3; 3; 31/10; 3; 16/5; 16/5; 31/10; ; 3; 3; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-12 10:19:09 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 19/20; 1; 19/20; 53/50; 19/20; 1; 10/11; 1; 1; 1; 21/20; 19/20; 1; 1; 1; 1; 1; 1; 42/41; 1; 1; 21/20; 1; 1; ; 1; 20/21; 21/20
Draw; 11/5; 11/5; 21/10; 9/4; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 23/10; 2; 12/5; 9/4; 11/5; 11/5; 23/10; 9/4; 23/10; 40/17; 9/4; 9/4; 23/10; 11/5; 9/4; ; 21/10; 21/10; 23/10
Eibar; 3; 16/5; 3; 16/5; 13/4; 16/5; 3; 16/5; 16/5; 3; 16/5; 16/5; 3; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 3; 31/10; 3; 16/5; 16/5; 31/10; ; 3; 3; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-12 14:19:24 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 19/20; 1; 19/20; 53/50; 19/20; 1; 10/11; 1; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 1; 24/23; 1; 1; 21/20; 1; 1; ; 1; 1; 21/20
Draw; 11/5; 11/5; 21/10; 9/4; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 23/10; 21/10; 12/5; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 40/17; 9/4; 9/4; 23/10; 11/5; 9/4; ; 21/10; 21/10; 23/10
Eibar; 3; 16/5; 3; 16/5; 13/4; 16/5; 3; 16/5; 16/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; 31/10; 58/19; 31/10; 56/19; 31/10; 3; 31/10; 16/5; 31/10; ; 3; 3; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-12 18:19:14 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 21/20; 11/10; 1; 29/25; 21/20; 11/10; 1; 11/10; 11/10; 11/10; 21/20; 19/20; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 10/9; 13/12; 11/10; 23/20; 11/10; 11/10; ; 21/20; 21/20; 10/9
Draw; 11/5; 21/10; 21/10; 11/5; 12/5; 23/10; 11/5; 11/5; 40/17; 21/10; 9/4; 11/5; 12/5; 9/4; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 9/4; 11/5; 9/4; ; 21/10; 2; 23/10
Eibar; 3; 3; 11/4; 3; 72/25; 31/10; 11/4; 3; 11/4; 14/5; 3; 14/5; 3; 3; 11/4; 14/5; 29/10; 14/5; 29/10; 37/13; 27/10; 14/5; 29/10; 29/10; 37/13; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-12 22:19:17 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 21/20; 21/20; 1; 107/100; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 17/16; 24/23; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 21/20
Draw; 11/5; 21/10; 21/10; 11/5; 123/50; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; 12/5; 9/4; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 23/10; 11/5; 9/4; ; 21/10; 21/10; 23/10
Eibar; 3; 3; 29/10; 3; 31/10; 31/10; 29/10; 3; 56/19; 3; 3; 14/5; 3; 31/10; 11/4; 3; 29/10; 56/19; 29/10; 58/19; 56/19; 14/5; 3; 3; 3; ; 14/5; 14/5; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-13 02:19:07 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 21/20; 1; 1; 27/25; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 24/23; 21/20; 21/20; 21/20; 21/20; ; 1; 1; 21/20
Draw; 11/5; 21/10; 21/10; 11/5; 12/5; 23/10; 11/5; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 23/10; 11/5; 9/4; ; 23/10; 21/10; 12/5
Eibar; 3; 3; 3; 3; 63/20; 31/10; 29/10; 3; 56/19; 3; 3; 3; 3; 31/10; 11/4; 3; 29/10; 3; 29/10; 41/13; 56/19; 3; 31/10; 3; 3; ; 3; 3; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-13 10:19:14 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 19/20; 21/20; 21/20; 1; 111/100; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 24/23; 21/20; 21/20; 1; 21/20; ; 1; 1; 21/20
Draw; 23/10; 21/10; 21/10; 11/5; 59/25; 9/4; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; 28/13; 85/40; 11/5; 11/5; 11/5; ; 21/10; 21/10; 9/4
Eibar; 10/3; 3; 3; 3; 31/10; 16/5; 3; 3; 16/5; 3; 10/3; 3; 16/5; 10/3; 3; 3; 3; 31/10; 3; 31/10; 31/10; 3; 10/3; 10/3; 41/13; ; 3; 3; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-13 14:19:56 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 21/20; 21/20; 1; 113/100; 11/10; 11/10; 1; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 23/20; 21/20; 21/20; 21/20; 21/20; 19/17; 24/23; 11/10; 23/20; 21/20; 21/20; ; 21/20; 21/20; 10/9
Draw; 11/5; 21/10; 21/10; 11/5; 58/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 28/13; 21/10; 11/5; 28/13; 85/40; 11/5; 21/10; 28/13; ; 21/10; 21/10; 11/5
Eibar; 3; 3; 29/10; 3; 31/10; 31/10; 14/5; 3; 16/5; 29/10; 3; 3; 3; 31/10; 14/5; 3; 31/10; 3; 31/10; 29/10; 31/10; 3; 3; 16/5; 58/19; ; 3; 3; 3
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2018-01-13 18:19:19 GMT+2; 2018-01-13 17:30; Nothing; Xlenovo
Atletico Madrid ; 21/20; 21/20; 21/20; 1; 111/100; 1; 21/20; 1; 15/14; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 21/20; 21/20; ; 1; 21/20; 21/20
Draw; 11/5; 21/10; 21/10; 11/5; 58/25; 9/4; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; ; 9/4; 11/5; 21/10; 11/5; 28/13; 11/5; 9/4; 11/5; 85/40; 9/4; 21/10; 11/5; ; 21/10; ; 23/10
Eibar; 3; 3; 3; 3; 63/20; 16/5; 3; 3; 3; 3; 16/5; 3; ; 16/5; 3; 3; 16/5; 58/19; 16/5; 3; 56/19; 3; 16/5; 16/5; 31/10; ; 3; 3; 10/3
