META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-11 18:20:03 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-12 22:19:54 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; 5/6; 
Draw; 12/5; 21/10; 21/10; 21/10; 21/10; 23/20
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-13 02:19:33 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; 10/11; 
Draw; 12/5; 21/10; 21/10; 21/10; 21/10; 6/5
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-13 10:19:32 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; 8/13; 
Draw; 12/5; 21/10; 21/10; 21/10; 21/10; 10/9
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 13/8
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-13 14:19:57 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 21/10; 
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 11/8
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-13 18:20:05 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 21/10; 
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 6/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-14 02:19:46 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 21/10; 
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 7/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-14 10:19:53 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; 4/7; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 21/10; 5/4; 2/13
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 7/5; 2/13
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-14 14:20:29 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 11/5; 9/5; 2/9
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 2/9; 
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-14 18:19:58 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 11/5; 9/5; 1/4
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 1/4; 
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-14 22:19:03 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 1; 23/20; 11/10; ; ; 
Draw; 12/5; 21/10; 21/10; 21/10; 11/5; 9/5; 1/3
Deportivo La Coruna; 14/5; 12/5; 12/5; 11/4; 13/5; 3/10; 
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-15 02:18:51 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 21/20; 1; 21/20; 11/10; 4/7; 4/7
Draw; 12/5; 21/10; 2; 9/4; 9/4; 9/5; 2/5
Deportivo La Coruna; 14/5; 3; 11/4; 14/5; 11/4; 7/5; 4/11
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-15 10:18:52 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 21/20; 10/11; 21/20; 11/10; 4/7; 4/7
Draw; 12/5; 23/10; 21/10; 9/4; 9/4; 9/5; 7/2
Deportivo La Coruna; 14/5; 3; 11/4; 14/5; 11/4; 7/5; 14/5
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-15 14:18:56 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 21/20; 10/11; 21/20; 11/10; 4/7; 4/7
Draw; 12/5; 23/10; 21/10; 9/4; 9/4; 9/5; 7/2
Deportivo La Coruna; 14/5; 3; 11/4; 14/5; 11/4; 7/5; 14/5
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-15 18:18:36 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 59/50; 21/20; 10/11; 21/20; 11/10; 8/13; 9/10
Draw; 12/5; 23/10; 21/10; 9/4; 9/4; 9/5; 2
Deportivo La Coruna; 14/5; 3; 11/4; 14/5; 11/4; 13/8; 27/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-15 22:18:48 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 7/5; 6/5; 13/10; 11/10; 6/5; 5/4; 11/8; 13/10; 23/17; 17/14; 13/10; 23/17; 10/11; 11/8
Draw; 11/5; 12/5; 9/4; 11/5; 21/10; 11/5; 21/10; 43/20; 9/4; 23/10; 9/4; 9/4; 23/10; 9/5; 23/10
Deportivo La Coruna; 23/10; 57/25; 5/2; 21/10; 23/10; 12/5; 23/10; 43/20; 23/10; 21/10; 45/23; 9/4; 21/10; 13/10; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-16 02:18:38 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 7/5; 6/5; 13/10; 11/10; 5/4; 5/4; 11/8; 13/10; 23/17; 17/14; 13/10; 23/17; 1; 11/8
Draw; 11/5; 12/5; 9/4; 11/5; 21/10; 9/4; 21/10; 43/20; 9/4; 23/10; 9/4; 23/10; 23/10; 2; 23/10
Deportivo La Coruna; 23/10; 57/25; 5/2; 21/10; 23/10; 23/10; 23/10; 11/5; 23/10; 21/10; 45/23; 11/5; 21/10; 13/8; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-16 10:18:37 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 7/5; 5/4; 13/10; 6/5; 5/4; 13/10; 11/8; 13/10; 23/17; 17/14; 13/10; 23/17; 10/11; 11/8
Deportivo La Coruna; 23/10; 11/5; 57/25; 23/10; 2; 11/5; 9/4; 21/10; 43/20; 9/4; 39/19; 45/23; 11/5; 21/10; 11/8; 9/4
Draw; 11/5; 11/5; 12/5; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 23/10; 2; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-16 14:19:04 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 13/10; 7/5; 5/4; 13/10; 6/5; 5/4; 13/10; 11/8; 13/10; 13/10; 23/17; 17/14; 13/10; 23/17; 10/11; 5/4; 11/8
Deportivo La Coruna; 23/10; 21/10; 11/5; 117/50; 23/10; 2; 11/5; 9/4; 21/10; 43/20; 11/5; 9/4; 39/19; 45/23; 11/5; 21/10; 11/8; 8/5; 9/4
Draw; 11/5; 9/4; 11/5; 47/20; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 19/10; 11/5; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-16 18:19:15 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 13/10; 69/50; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 29/20; 13/10; 13/10; 23/17; 17/14; 13/10; 13/10; 23/17; 10/11; 27/20; 27/20
Draw; 11/5; 9/4; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 2; 21/10; 9/4
Deportivo La Coruna; 23/10; 21/10; 11/5; 119/50; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 41/20; 11/5; 9/4; 28/13; 45/23; 11/5; 11/5; 28/13; 11/8; 6/4; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-16 22:19:13 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 13/10; 69/50; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 7/5; 13/10; 13/10; 23/17; 24/19; 13/10; 13/10; 23/17; 10/11; 23/20; 27/20
Draw; 11/5; 9/4; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 28/13; 11/5; 23/10; 23/10; 19/10; 2; 9/4
Deportivo La Coruna; 23/10; 21/10; 11/5; 119/50; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 9/4; 28/13; 28/13; 11/5; 11/5; 28/13; 11/8; 7/5; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-17 02:19:08 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 13/10; 69/50; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 7/5; 13/10; 13/10; 23/17; 24/19; 13/10; 13/10; 23/17; 21/20; 1; 27/20
Draw; 11/5; 9/4; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 28/13; 11/5; 23/10; 23/10; 21/10; 2; 9/4
Deportivo La Coruna; 23/10; 21/10; 11/5; 119/50; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 9/4; 28/13; 28/13; 11/5; 11/5; 28/13; 11/8; 6/4; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-17 10:19:08 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 5/4; 13/10; 69/50; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 7/5; 13/10; 13/10; 23/17; 24/19; 13/10; 13/10; 23/17; 11/10; 27/20; 
Draw; 11/5; 9/4; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 28/13; 11/5; 23/10; 23/10; 21/10; 21/10; 9/4
Deportivo La Coruna; 23/10; 11/5; 11/5; 119/50; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 9/4; 28/13; 28/13; 11/5; 11/5; 28/13; 11/8; 1/8; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-17 14:19:14 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 5/4; 13/10; 69/50; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 7/5; 13/10; 13/10; 23/17; 5/4; 24/19; 13/10; 13/10; 23/17; 23/20; 6/5; 27/20
Draw; 11/5; 9/4; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 9/4; 28/13; 11/5; 23/10; 23/10; 21/10; 9/4; 
Deportivo La Coruna; 23/10; 11/5; 11/5; 119/50; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 11/5; 9/4; 28/13; 21/10; 28/13; 11/5; 11/5; 28/13; 21/10; 9/4; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-17 18:19:17 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 5/4; 5/4; 13/10; 34/25; 5/4; 13/10; 6/5; 13/10; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 24/19; 13/10; 13/10; 13/10; 6/5; 10/9; 13/10
Draw; 11/5; 9/4; 11/5; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 28/13; 11/5; 23/10; 23/10; 21/10; 2; 9/4
Deportivo La Coruna; 23/10; 11/5; 11/5; 11/5; 121/50; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; 21/10; 28/13; 11/5; 9/4; 9/4; 21/10; 6/4; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-17 22:19:20 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 5/4; 5/4; 13/10; 34/25; 5/4; 13/10; 6/5; 13/10; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 23/20; 10/9; 13/10
Draw; 11/5; 9/4; 11/5; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 23/10; 23/10; 21/10; 2; 9/4
Deportivo La Coruna; 23/10; 11/5; 11/5; 11/5; 121/50; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 21/10; 6/4; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-18 02:18:54 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 5/4; 13/10; 13/10; 69/50; 5/4; 13/10; 6/5; 13/10; 13/10; 5/4; 5/4; 7/5; 13/10; 13/10; 13/10; 5/4; 24/19; 13/10; 13/10; 13/10; 6/5; 6/5; 27/20
Draw; 11/5; 9/4; 21/10; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 43/20; 9/4; 9/4; 9/4; 9/4; 28/13; 11/5; 23/10; 23/10; 21/10; 19/10; 9/4
Deportivo La Coruna; 23/10; 11/5; 11/5; 11/5; 119/50; 23/10; 21/10; 11/5; 11/5; 11/5; 9/4; 23/10; 21/10; 9/4; 9/4; 28/13; 21/10; 28/13; 11/5; 11/5; 11/5; 21/10; 7/5; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-18 10:18:58 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 13/10; 13/10; 141/100; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 7/5; 13/10; 13/10; 13/10; 5/4; 9/7; 13/10; 11/8; 23/17; 6/5; 1/100; 11/8
Deportivo La Coruna; 23/10; 21/10; 11/5; 11/5; 117/50; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 23/10; 21/10; 9/4; 9/4; 28/13; 21/10; 21/10; 11/5; 85/40; 11/5; 21/10; 1/100; 9/4
Draw; 11/5; 9/4; 21/10; 11/5; 117/50; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 43/20; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 23/10; 23/10; 21/10; 9/4; 
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-18 14:19:06 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 27/20; 13/10; 141/100; 13/10; 11/8; 5/4; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 13/10; 5/4; 9/7; 13/10; 11/8; 7/5; 6/5; 6/5; 11/8
Deportivo La Coruna; 23/10; 21/10; 21/10; 11/5; 117/50; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 21/10; 21/10; 11/5; 85/40; 21/10; 21/10; 9/4; 9/4
Draw; 11/5; 9/4; 21/10; 11/5; 117/50; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 43/20; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 23/10; 21/10; 2; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-18 18:19:06 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 27/20; 13/10; 141/100; 13/10; 11/8; 5/4; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 13/10; 23/17; 5/4; 9/7; 13/10; 11/8; 7/5; 13/10; 6/5; 6/5; 13/10; 13/10
Deportivo La Coruna; 23/10; 21/10; 21/10; 11/5; 117/50; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 39/19; 21/10; 21/10; 11/5; 85/40; 21/10; 9/4; 21/10; 9/4; 11/5; 9/4
Draw; 11/5; 9/4; 21/10; 11/5; 117/50; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 43/20; 9/4; 9/4; 23/10; 9/4; 21/10; 11/5; 23/10; 23/10; 9/4; 21/10; 9/4; 9/4; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-18 22:18:58 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 27/20; 13/10; 141/100; 13/10; 11/8; 5/4; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 13/10; 23/17; 5/4; 9/7; 13/10; 7/5; 23/17; 13/10; 5/4; 5/4; 27/20; 13/10
Deportivo La Coruna; 23/10; 21/10; 21/10; 11/5; 117/50; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 28/13; 21/10; 21/10; 11/5; 11/5; 28/13; 9/4; 21/10; 9/4; 11/5; 9/4
Draw; 11/5; 9/4; 21/10; 11/5; 117/50; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 43/20; 9/4; 11/5; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 9/4; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-19 02:18:14 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 5/4; 13/10; 27/20; 13/10; 141/100; 13/10; 11/8; 5/4; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 13/10; 23/17; 5/4; 9/7; 13/10; 7/5; 23/17; 13/10; 11/8; 13/10; 27/20; 
Deportivo La Coruna; 23/10; 21/10; 21/10; 11/5; 117/50; 23/10; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 28/13; 21/10; 21/10; 11/5; 11/5; 28/13; 9/4; 21/10; 2; 11/5; 9/4
Draw; 11/5; 9/4; 21/10; 11/5; 117/50; 23/10; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 43/20; 9/4; 11/5; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 21/10; 9/4; 
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-19 10:18:13 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 11/8; 11/8; 27/20; 13/10; 36/25; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 11/8; 23/17; 5/4; 9/7; 13/10; 7/5; 23/17; 13/10; 13/10; 13/10; 27/20; 27/20
Deportivo La Coruna; 11/5; 21/10; 21/10; 11/5; 23/10; 23/10; 2; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 28/13; 21/10; 21/10; 11/5; 11/5; 28/13; 9/4; 21/10; 2; 11/5; 9/4
Draw; 11/5; 11/5; 21/10; 11/5; 23/10; 23/10; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 43/20; 9/4; 11/5; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-19 14:18:19 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 11/8; 11/8; 27/20; 13/10; 36/25; 13/10; 11/8; 13/10; 13/10; 11/8; 13/10; 13/10; 7/5; 11/8; 11/8; 23/17; 5/4; 23/17; 13/10; 7/5; 23/17; 13/10; 11/8; 7/5; 27/20; 
Deportivo La Coruna; 11/5; 21/10; 21/10; 11/5; 23/10; 23/10; 2; 11/5; 11/5; 21/10; 11/5; 9/4; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 11/5; 11/5; 28/13; 9/4; 21/10; 2; 11/5; 9/4
Draw; 11/5; 11/5; 21/10; 11/5; 23/10; 23/10; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 43/20; 9/4; 11/5; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 21/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-19 18:18:19 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 11/8; 11/8; 27/20; 13/10; 36/25; 13/10; 11/8; 13/10; 23/17; 27/20; 11/8; 13/10; 11/8; 7/5; 11/8; 11/8; 23/17; 5/4; 23/17; 4/3; 7/5; 23/17; 7/5; 11/8; 13/10; 7/5; 7/5
Draw; 11/5; 11/5; 21/10; 11/5; 57/25; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 9/4; 43/20; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 21/10; 9/4; 23/10; 9/4; 
Deportivo La Coruna; 9/4; 21/10; 21/10; 11/5; 58/25; 23/10; 2; 11/5; 9/4; 21/10; 21/10; 2; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 28/13; 21/10; 21/10; 9/4; 21/10; 9/4
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-19 22:18:18 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 11/8; 13/10; 13/10; 13/10; 143/100; 13/10; 11/8; 13/10; 23/17; 27/20; 13/10; 13/10; 13/10; 27/20; 11/8; 11/8; 23/17; 5/4; 23/17; 4/3; 7/5; 23/17; 11/8; 11/8; 7/5; 11/8; 7/5
Deportivo La Coruna; 9/4; 11/5; 21/10; 21/10; 117/50; 23/10; 21/10; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 11/5; 9/4; 21/10; 11/5; 21/10; 9/4; 11/5; 9/4
Draw; 11/5; 11/5; 11/5; 11/5; 57/25; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 11/5; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-20 02:17:53 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 7/5; 13/10; 27/20; 13/10; 151/100; 7/5; 7/5; 13/10; 13/10; 11/8; 11/8; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 5/4; 11/8; 23/18; 29/20; 7/5; 7/5; 7/5; 5/4; 7/5; 7/5
Deportivo La Coruna; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 9/4; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 39/19; 21/10; 11/5; 11/5; 11/5; 39/19; 21/10; 2; 21/10; 21/10; 
Draw; 11/5; 9/4; 21/10; 11/5; 57/25; 23/10; 11/5; 11/5; 40/17; 11/5; 11/5; 9/4; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; 9/4; 23/10; 23/10; 9/4; 9/4; 11/5; 11/5; 11/5; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-20 10:17:54 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 7/5; 13/10; 7/5; 13/10; 38/25; 7/5; 7/5; 13/10; 7/5; 7/5; 11/8; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 17/12; 11/8; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5
Deportivo La Coruna; 21/10; 2; 21/10; 43/20; 11/5; 2; 21/10; 39/19; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 39/19; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 
Draw; 11/5; 9/4; 21/10; 11/5; 58/25; 23/10; 11/5; 11/5; 40/17; 21/10; 11/5; 11/5; 9/4; 43/20; 11/5; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 11/5; 23/10
META; spain/la-liga-primera/leganes-v-deportivo-la-coruna; 2018-04-20 14:17:59 GMT+3; 2018-04-20 20:00; Nothing; Xlenovo
Leganes; 6/4; 7/5; 29/20; 13/10; 149/100; 7/5; 6/4; 13/10; 6/4; 29/20; 29/20; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; 16/11; 22/15; 31/21; 29/20; 16/11; 7/5; 7/5; 7/5; 7/5; 7/5
