META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-24 22:18:53 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; ; ; ; ; 9/50; 2/11; 1/7; 1/7; 1/5; ; 1/6; 2/11; ; ; ; 1/6; 3/16; ; ; 1/5; ; 2/13; 2/11; 3/16; ; 1/6; ; 
Real Madrid; 1/6; 1/6; 2/13; 1/8; 9/50; 1/6; 1/8; 1/9; 1/5; 1/7; 1/7; 2/13; ; ; 1/6; 1/7; 2/11; 3/19; ; 1/5; 2/13; 1/7; 2/13; ; ; 2/13; ; 
Draw; 6; 13/2; 7; 13/2; 38/5; 7; 7; 6; 6; 7; 13/2; 7; ; ; 13/2; 11/2; 113/19; 6; ; 23/4; 7; 7; 13/2; 6; ; 32/5; ; 
Getafe; 14; 12; 18; 14; 37/2; 15; 16; 14; 21/2; 18; 16; 16; ; ; 14; 13; 27/2; 14; ; 21/2; 14; 20; 16; 55/4; ; 83/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-26 10:18:27 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/6; 1/6; 2/13; 1/8; 9/50; 2/13; 1/7; 1/9; 2/11; 2/13; 1/7; 2/13; ; ; 1/6; 1/7; 1/6; 3/19; ; 2/11; 2/13; 1/7; 2/13; ; ; 1/6; ; 
Draw; 6; 13/2; 7; 13/2; 13/2; 7; 13/2; 6; 23/4; 13/2; 13/2; 13/2; ; ; 13/2; 11/2; 76/13; 6; ; 23/4; 7; 7; 13/2; 59/10; ; 32/5; ; 
Getafe; 14; 12; 18; 14; 28; 18; 16; 14; 13; 18; 16; 16; ; ; 14; 13; 14; 14; ; 13; 14; 19; 16; 14; ; 83/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-26 14:19:02 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/6; 2/11; 1/6; 1/8; 9/50; 1/7; 1/8; 1/10; 1/8; 2/13; 1/7; 2/13; ; 1/6; 1/6; 1/9; 3/19; 3/19; ; 1/8; 1/7; 2/13; ; ; 1/6; ; 
Draw; 6; 13/2; 13/2; 13/2; 13/2; 15/2; 7; 13/2; 7; 13/2; 7; 13/2; ; 13/2; 13/2; 11/2; 6; 6; ; 7; 15/2; 13/2; 6; ; 7; ; 
Getafe; 14; 12; 18; 14; 28; 18; 16; 14; 17; 16; 16; 16; ; 15; 14; 13; 15; 14; ; 17; 16; 16; 15; ; 83/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-26 18:18:59 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/7; 2/11; 1/5; 1/8; 9/50; 1/6; 2/13; 1/8; 1/6; 2/11; 1/6; 1/5; ; 2/11; 2/11; 1/7; 2/11; 3/19; 3/19; 1/6; 1/6; 2/11; 2/11; ; 2/11; ; 
Draw; 7; 13/2; 6; 13/2; 13/2; 7; 13/2; 13/2; 13/2; 6; 13/2; 11/2; ; 6; 7; 11/2; 25/4; 6; 63/10; 13/2; 7; 6; 25/4; ; 7; ; 
Getafe; 14; 12; 14; 14; 28; 16; 14; 13; 23/2; 14; 14; 12; ; 14; 12; 12; 47/4; 14; 11; 11; 14; 14; 47/4; ; 76/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-26 22:18:56 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/7; 2/11; 1/5; 1/8; 9/50; 1/6; 2/13; 1/8; 1/6; 2/11; 1/6; 1/5; 2/11; 2/11; 2/11; 1/7; 2/11; 3/19; 3/19; 1/6; 1/6; 2/11; 2/11; ; 1/6; ; 
Draw; 7; 13/2; 6; 13/2; 13/2; 7; 13/2; 13/2; 13/2; 6; 13/2; 11/2; 13/2; 6; 7; 11/2; 13/2; 6; 63/10; 13/2; 7; 6; 13/2; ; 7; ; 
Getafe; 14; 12; 14; 14; 28; 15; 14; 12; 23/2; 14; 14; 12; 14; 14; 12; 12; 49/4; 14; 11; 11; 14; 14; 25/2; ; 76/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-27 02:18:51 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/7; 1/5; 1/5; 1/8; 9/50; 1/6; 2/13; 1/8; 1/6; 2/11; 1/6; 1/5; 2/11; 2/11; 2/11; 1/7; 2/11; 3/19; 3/19; 1/6; 1/6; 2/11; 3/16; ; 1/6; ; 
Draw; 7; 11/2; 6; 13/2; 13/2; 7; 13/2; 13/2; 13/2; 6; 13/2; 11/2; 13/2; 6; 7; 11/2; 13/2; 6; 63/10; 13/2; 7; 6; 13/2; ; 7; ; 
Getafe; 14; 12; 14; 14; 28; 15; 14; 12; 23/2; 14; 14; 12; 14; 14; 12; 12; 49/4; 14; 11; 11; 14; 14; 12; ; 76/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-27 10:18:50 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/7; 1/5; 1/5; 1/8; 9/50; 1/6; 2/13; 1/7; 1/6; 2/11; 1/6; 2/11; 2/11; 2/11; 2/11; 1/7; 2/11; 3/19; 3/19; 1/6; 1/6; 2/11; 2/11; ; 2/11; ; 
Draw; 7; 11/2; 6; 13/2; 13/2; 7; 13/2; 7; 13/2; 6; 13/2; 6; 13/2; 6; 7; 11/2; 13/2; 6; 63/10; 13/2; 7; 6; 13/2; ; 7; ; 
Getafe; 14; 12; 14; 14; 28; 15; 14; 14; 23/2; 14; 14; 12; 14; 14; 12; 12; 49/4; 14; 11; 11; 14; 14; 25/2; ; 76/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-27 14:19:17 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/7; 1/6; 1/5; 1/8; 21/100; 1/6; 2/13; 1/7; 2/11; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5; 1/7; 3/16; 3/19; 2/11; 2/11; 2/11; 2/11; 3/16; ; 1/5; ; 
Draw; 7; 13/2; 6; 13/2; 69/10; 7; 13/2; 7; 13/2; 11/2; 7; 11/2; 6; 11/2; 13/2; 11/2; 25/4; 6; 6; 13/2; 7; 6; 13/2; ; 33/5; ; 
Getafe; 14; 14; 14; 14; 15; 15; 14; 14; 10; 14; 12; 12; 12; 12; 10; 12; 12; 14; 10; 10; 12; 14; 12; ; 76/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-02-27 18:18:54 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/7; 1/6; 1/5; 1/8; 21/100; 1/6; 2/13; 1/7; 2/11; 1/5; 1/6; 1/5; 2/11; 1/5; 1/5; 1/7; 3/16; 3/19; 2/11; 2/11; 2/11; 2/11; 3/16; ; 1/5; ; 
Draw; 7; 13/2; 6; 13/2; 69/10; 7; 13/2; 7; 13/2; 11/2; 7; 11/2; 6; 11/2; 13/2; 11/2; 25/4; 6; 6; 13/2; 7; 6; 13/2; ; 33/5; ; 
Getafe; 14; 14; 14; 14; 15; 15; 14; 14; 10; 14; 12; 12; 14; 13; 10; 12; 12; 14; 10; 10; 12; 14; 12; ; 76/5; ; 
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-03-02 17:42:03 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/5; 2/9; 2/9; 1/5; 6/25; 1/5; 2/11; 1/6; 2/9; 2/9; 1/5; 1/5; 2/9; 2/9; 1/5; 2/9; 3/13; 1/5; 2/9; 3/14; 2/9; 2/9; 2/9; 2/9; 2/9
Draw; 13/2; 11/2; 11/2; 6; 63/10; 6; 6; 23/4; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 60/11; 6; 61/10; 23/4; 13/2; 96/17; 32/5; 33/5; 6; ; 
Getafe; 12; 10; 12; 11; 13; 14; 12; 13; 23/2; 12; 12; 12; 11; 12; 10; 11; 11; 12; 12; 23/2; 12; 45/4; 62/5; 63/5; 61/5
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-03-02 22:19:42 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/5; 2/9; 2/9; 1/5; 6/25; 1/5; 2/11; 1/6; 2/9; 2/9; 1/5; 1/5; 2/11; 2/9; 1/5; 1/5; 3/13; 1/5; 2/9; 3/14; 1/5; 1/5; 3/13; 2/9; 2/9; 
Draw; 13/2; 11/2; 11/2; 6; 63/10; 6; 6; 23/4; 11/2; 11/2; 11/2; 13/2; 6; 11/2; 60/11; 6; 61/10; 23/4; 13/2; 11/2; 11/2; 31/5; 32/5; 34/5; ; 
Getafe; 12; 10; 12; 11; 13; 14; 12; 13; 23/2; 14; 12; 12; 11; 11; 10; 12; 11; 12; 12; 23/2; 14; 16; 45/4; 62/5; 56/5; 64/5
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-03-03 02:19:35 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/5; 2/9; 2/9; 1/5; 1/4; 1/5; 2/11; 1/6; 3/13; 2/9; 2/9; 2/9; 2/9; 1/4; 1/5; 2/9; 3/13; 1/5; 3/13; 2/9; 2/9; 1/5; 3/13; 2/9; 2/9; 2/9
Draw; 13/2; 11/2; 11/2; 6; 61/10; 6; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 91/17; 6; 11/2; 13/2; 11/2; 27/5; 31/5; 26/5; 31/5; ; 
Getafe; 12; 11; 12; 11; 25/2; 14; 12; 13; 23/2; 12; 11; 10; 11; 11; 10; 11; 11; 12; 11; 23/2; 12; 16; 45/4; 69/5; 61/5; 64/5
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-03-03 10:20:03 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/5; 1/5; 2/9; 1/5; 6/25; 2/9; 1/5; 1/5; 3/13; 2/9; 1/5; 2/9; 2/9; 1/4; 1/5; 2/9; 2/9; 1/5; 3/13; 2/9; 2/9; 2/9; 2/9; 2/9; 2/9
Draw; 6; 11/2; 11/2; 6; 34/5; 6; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 6; 11/2; 23/4; 6; 11/2; 6; 29/5; 6; 31/5; ; ; ; 
Getafe; 12; 12; 12; 11; 23/2; 13; 12; 12; 23/2; 12; 12; 11; 12; 11; 10; 11; 43/4; 12; 21/2; 23/2; 12; 11; 69/5; 63/5; 56/5
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-03-03 14:19:42 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/5; 1/5; 2/9; 1/5; 1/4; 2/9; 1/5; 1/5; 3/13; 2/9; 1/5; 2/9; 2/9; 1/4; 1/5; 2/9; 1/5; 3/13; 2/9; 2/9; 2/9; 3/13; 2/9; 2/9; 2/9; 
Draw; 6; 11/2; 11/2; 6; 31/5; 6; 11/2; 11/2; 11/2; 5; 11/2; 6; 11/2; 67/13; 6; 29/5; 11/2; 6; 26/5; 6; 31/5; 31/5; ; ; ; 
Getafe; 12; 12; 12; 11; 12; 13; 12; 12; 23/2; 12; 12; 11; 12; 11; 10; 12; 23/2; 12; 11; 23/2; 12; 11; 47/4; 69/5; 68/5; 71/5
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-03-03 18:19:30 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/5; 1/5; 2/9; 1/5; 1/4; 2/9; 1/5; 1/5; 3/13; 2/9; 2/9; 2/9; 2/9; 1/5; 1/5; 2/9; 1/5; 3/13; 2/9; 2/9; 2/9; 3/13; 2/9; 2/9; 2/9; 
Draw; 6; 11/2; 11/2; 6; 31/5; 6; 11/2; 11/2; 11/2; 5; 11/2; 6; 11/2; 21/4; 6; 29/5; 11/2; 6; 53/10; 31/5; 31/5; 32/5; ; ; ; 
Getafe; 12; 12; 12; 11; 12; 13; 12; 12; 23/2; 12; 11; 11; 12; 13; 10; 12; 23/2; 12; 11; 23/2; 12; 12; 47/4; 69/5; 66/5; 71/5
META; spain/la-liga-primera/real-madrid-v-getafe; 2018-03-03 22:18:48 GMT+2; 2018-03-03 19:45; Nothing; Xlenovo
Real Madrid; 1/18; 1/12; 1/11; 1/14; 9/100; 1/14; 1/20; 1/14; 1/14; 1/14; 1/14; 1/12; 1/12; 2/25; 1/20; 1/16; 1/20; 1/12; 1/14; 1/12; 1/16; 1/12; 1/12; 1/12
Draw; 10; 10; 10; 19/2; 11; 21/2; 10; 10; 10; 9; 9; 10; 19/2; 19/2; 21/2; 10; 10; 62/5; 61/5; 59/5; ; ; ; 
Getafe; 33; 40; 33; 28; 30; 45; 30; 40; 40; 33; 33; 28; 28; 28; 28; 57/2; 40; 30; 40; 28; 115/4; 39; 54; 33
