META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-21 14:19:15 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-07 14:21:27 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 2/11; 1/6; ; ; 2/13; 1/8; ; 1/6; 1/6; 2/11; 1/6; 1/7; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 1/6; ; ; 1/6; 1/6; 
Draw; 15/2; 13/2; 6; 13/2; ; ; 7; 15/2; ; 13/2; 13/2; 6; 13/2; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 36/5; 34/5; 
Espanyol; 18; 12; 15; 14; ; ; 16; 17; ; 18; 18; 12; 14; 18; 14; ; ; ; 65/4; 35/2; 13; ; 16; 14; ; ; 18; 35/2; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-07 22:20:29 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/6; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/11; ; 1/8; 1/6; ; ; 2/11; 1/6; 
Draw; 15/2; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 7; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 37/5; 15/2; 
Espanyol; 18; 12; 15; 14; ; ; 18; 17; ; 18; 18; 14; 14; 18; 14; ; ; ; 33/2; 35/2; 13; ; 16; 14; ; ; 18; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-08 02:20:43 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/6; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/11; ; 1/8; 1/6; ; ; 1/6; 1/6; 
Draw; 15/2; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 7; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 37/5; 36/5; 
Espanyol; 18; 12; 15; 14; ; ; 18; 17; ; 18; 18; 14; 14; 18; 14; ; ; ; 33/2; 35/2; 13; ; 16; 14; ; ; 88/5; 18; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-08 10:20:24 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 1/6; 1/6; ; ; 1/6; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/11; ; 1/8; 1/6; ; ; 2/11; 1/6; 
Draw; 15/2; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 7; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 36/5; 36/5; 
Espanyol; 18; 12; 15; 14; ; ; 18; 17; ; 18; 18; 14; 14; 18; 14; ; ; ; 67/4; 35/2; 13; ; 16; 14; ; ; 18; 17; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-08 14:20:15 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/7; 2/11; 2/11; 1/6; ; ; 1/6; 1/8; ; 1/6; 1/6; 1/6; 1/6; 1/7; 1/6; ; ; ; 1/7; 9/50; 2/11; ; 1/8; 1/6; ; ; 2/11; 1/6; 
Draw; 15/2; 13/2; 13/2; 13/2; ; ; 15/2; 15/2; ; 13/2; 13/2; 6; 7; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 37/5; 36/5; 
Espanyol; 18; 12; 17; 14; ; ; 18; 17; ; 16; 18; 14; 14; 18; 14; ; ; ; 67/4; 35/2; 13; ; 16; 14; ; ; 17; 35/2; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-08 18:20:22 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 1/6; 2/11; ; 1/6; 2/11; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 9/50; 2/11; ; 1/8; 1/6; ; ; 2/11; 1/6; 
Draw; 7; 6; 13/2; 13/2; ; ; 7; 13/2; ; 13/2; 13/2; 6; 7; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 36/5; 36/5; 
Espanyol; 16; 12; 16; 14; ; ; 18; 12; ; 16; 16; 14; 14; 16; 14; ; ; ; 33/2; 35/2; 13; ; 16; 14; ; ; 83/5; 35/2; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-08 22:20:38 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 1/6; 2/11; ; 1/6; 1/6; 1/6; 1/6; 1/6; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/8; 1/6; ; ; 2/11; 1/6; 
Draw; 7; 6; 13/2; 13/2; ; ; 7; 13/2; ; 13/2; 13/2; 6; 7; 15/2; 13/2; ; ; ; 7; 39/5; 7; ; 8; 13/2; ; ; 36/5; 36/5; 
Espanyol; 16; 14; 16; 14; ; ; 18; 12; ; 16; 18; 14; 14; 16; 14; ; ; ; 65/4; 35/2; 13; ; 16; 14; ; ; 83/5; 17; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-09 02:20:21 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 1/6; 1/7; ; 1/6; 1/6; 1/6; 1/6; 2/13; 1/6; ; ; ; 2/13; 9/50; 2/11; ; 1/6; 1/6; ; ; 1/6; 1/6; 
Draw; 7; 6; 13/2; 13/2; ; ; 7; 7; ; 13/2; 13/2; 6; 7; 7; 13/2; ; ; ; 7; 39/5; 7; ; 13/2; 13/2; ; ; 36/5; 7; 
Espanyol; 16; 14; 17; 14; ; ; 19; 16; ; 18; 18; 14; 14; 20; 14; ; ; ; 65/4; 35/2; 13; ; 14; 14; ; ; 17; 35/2; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-09 10:20:19 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/6; 2/13; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 2/13; 2/13; 2/13; 1/6; ; ; ; 1/7; 9/50; 3/19; ; 1/6; 2/13; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 7; 13/2; ; ; 15/2; 13/2; ; 7; 7; 13/2; 15/2; 7; 7; ; ; ; 29/4; 39/5; 38/5; ; 7; 7; ; ; 38/5; 38/5; 
Espanyol; 16; 14; 18; 14; ; ; 20; 18; ; 20; 20; 16; 16; 18; 14; ; ; ; 17; 35/2; 15; ; 16; 14; ; ; 18; 92/5; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-09 14:20:31 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/6; 1/8; 1/6; ; ; 2/13; 1/6; ; 1/8; 1/7; 2/13; 1/7; 2/13; 2/13; ; ; ; 1/7; 17/100; 2/13; ; 2/13; 2/15; ; ; 1/6; 1/6; 
Draw; 7; 13/2; 15/2; 13/2; ; ; 8; 6; ; 15/2; 15/2; 13/2; 8; 8; 7; ; ; ; 29/4; 83/10; 39/5; ; 15/2; 7; ; ; 41/5; 39/5; 
Espanyol; 16; 14; 20; 14; ; ; 18; 16; ; 22; 22; 16; 16; 18; 16; ; ; ; 17; 18; 31/2; ; 18; 16; ; ; 19; 19; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-09 18:20:16 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/7; 1/7; 1/6; ; ; 1/7; 1/6; ; 2/17; 1/8; 1/8; 2/15; 2/13; 2/15; ; ; ; 1/9; 17/100; 1/8; ; 2/15; 2/15; ; ; 2/13; 1/6; 
Draw; 7; 7; 8; 13/2; ; ; 17/2; 6; ; 8; 8; 7; 8; 8; 8; ; ; ; 8; 81/10; 17/2; ; 8; 15/2; ; ; 17/2; 39/5; 
Espanyol; 16; 16; 22; 14; ; ; 19; 16; ; 22; 22; 18; 18; 18; 16; ; ; ; 83/4; 37/2; 35/2; ; 20; 18; ; ; 21; 20; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-09-09 22:19:57 GMT+3; 2017-09-09 19:45; In Play; Xlenovo
Barcelona; 1/22; 1/25; 1/20; 1/40; ; 1/28; 1/28; 1/33; ; 2/17; 1/22; ; 1/25; ; 1/25; ; 1/33; ; ; ; ; ; 1/25; ; 1/7; ; 1/6; ; 
Draw; 14; 16; 11; 16; ; 13; 14; 17; ; 7; 14; ; 14; ; 21/2; ; 12; ; ; ; ; ; 12; ; 6; ; 36/5; ; 41/5
Espanyol; 28; 80; 33; 40; ; 40; 35; 66; ; 22; 55; ; 40; ; 41; ; 40; ; ; ; ; ; 40; ; 20; ; 22; ; 
