META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-21 14:19:15 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-22 18:22:13 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-22 22:23:29 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-23 02:21:39 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-23 10:21:22 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-23 14:22:39 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-23 18:22:53 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-23 22:22:55 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-24 02:22:16 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-24 10:21:49 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-24 14:22:15 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-24 18:23:30 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-24 22:22:06 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-25 02:19:48 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-25 10:20:53 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-25 14:21:06 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-25 18:20:49 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-25 22:20:27 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-26 02:21:26 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-26 10:24:21 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-26 14:25:17 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; 1/5; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/2; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; 11; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-26 18:25:47 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; 1/5; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/2; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; 11; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-26 22:24:53 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; 1/5; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/2; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; 11; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-27 02:25:14 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; 1/5; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/2; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; 11; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-27 10:25:10 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; 1/5; 2/11; ; ; ; ; ; ; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/2; 21/4; ; ; ; ; ; ; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; 11; 16; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-27 14:25:27 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; 1/5; 2/11; ; ; ; ; ; 3/16; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/2; 21/4; ; ; ; ; ; 29/5; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; 11; 16; ; ; ; ; ; 10; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-27 18:25:19 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; ; ; ; ; ; ; ; ; ; ; ; 1/5; 2/11; ; ; ; ; ; 3/16; 23/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/2; 21/4; ; ; ; ; ; 29/5; 33/5; ; ; ; ; ; ; ; ; 
Espanyol; ; ; ; ; ; ; ; ; ; ; ; 11; 16; ; ; ; ; ; 10; 13; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-27 22:26:01 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 2/11; ; ; ; ; ; 1/6; ; ; ; ; 2/11; 1/6; ; ; ; ; ; 3/16; 23/100; ; ; ; ; ; ; 1/10; ; 
Draw; 6; ; ; ; ; ; 13/2; ; ; ; ; 6; 13/2; ; ; ; ; ; 61/11; 33/5; ; ; ; ; ; ; 3/10; ; 
Espanyol; 12; ; ; ; ; ; 17; ; ; ; ; 12; 14; ; ; ; ; ; 23/2; 13; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-28 02:24:33 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 2/11; ; ; ; ; ; 1/6; ; ; ; ; 1/6; 1/6; ; ; ; ; ; 2/11; 2/11; 3/19; ; ; ; ; ; 1/10; ; 
Draw; 6; ; ; ; ; ; 6; ; ; ; ; 6; 13/2; ; ; ; ; ; 91/17; 38/5; 6; ; ; ; ; ; 3/10; ; 
Espanyol; 12; ; ; ; ; ; 18; ; ; ; ; 16; 14; ; ; ; ; ; 51/4; 18; 12; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-28 10:24:23 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; ; ; ; ; ; 2/13; ; ; ; ; 1/6; 1/6; ; 1/6; ; ; ; 1/6; 2/11; 3/19; ; ; ; ; ; 2/13; ; 
Draw; 13/2; ; ; ; ; ; 13/2; ; ; ; ; 6; 13/2; ; 13/2; ; ; ; 57/10; 38/5; 6; ; ; ; ; ; 3/10; ; 
Espanyol; 12; ; ; ; ; ; 18; ; ; ; ; 14; 14; ; 14; ; ; ; 51/4; 18; 12; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-28 14:24:52 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; ; 1/6; 1/7; ; ; ; 2/11; 1/6; 1/6; 1/5; ; ; ; 3/19; 2/11; 3/19; ; ; ; ; ; 2/13; ; 
Draw; 13/2; ; ; 13/2; ; ; 13/2; 13/2; ; ; ; 11/2; 6; 7; 6; ; ; ; 113/19; 38/5; 6; ; ; ; ; ; 31/5; ; 
Espanyol; 12; ; ; 14; ; ; 16; 14; ; ; ; 14; 16; 16; 12; ; ; ; 53/4; 18; 12; ; ; ; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-28 18:24:53 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/5; 2/11; 1/6; ; ; 1/6; 1/7; ; ; ; 2/11; 1/6; 1/6; 1/5; ; ; ; 3/19; 2/11; 3/19; ; 2/11; ; ; ; 1/5; ; 
Draw; 13/2; 11/2; 6; 13/2; ; ; 13/2; 13/2; ; ; ; 6; 6; 7; 6; ; ; ; 113/19; 38/5; 6; ; 6; ; ; ; 31/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 14; ; ; ; 14; 16; 16; 12; ; ; ; 53/4; 18; 12; ; 14; ; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-28 22:23:41 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 1/5; 2/11; 1/6; ; ; 1/6; 1/6; ; ; ; 1/6; 1/6; 1/6; 1/5; ; ; ; 3/19; 19/100; 1/6; ; 2/11; ; ; ; 1/5; ; 
Draw; 13/2; 11/2; 6; 13/2; ; ; 13/2; 13/2; ; ; ; 6; 6; 7; 6; ; ; ; 6; 37/5; 61/10; ; 6; ; ; ; 31/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 17; 14; ; ; ; 14; 16; 16; 12; ; ; ; 27/2; 17; 11; ; 14; ; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-29 02:23:01 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 1/6; 1/6; ; ; ; 1/6; 1/6; 1/6; 1/5; ; ; ; 3/19; 19/100; 1/6; ; 2/11; ; ; ; 1/5; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 13/2; 13/2; ; ; ; 6; 6; 7; 6; ; ; ; 113/19; 37/5; 61/10; ; 6; ; ; ; 31/5; ; 
Espanyol; 12; 14; 15; 14; ; ; 17; 14; ; ; ; 14; 16; 16; 12; ; ; ; 55/4; 17; 11; ; 14; ; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-29 10:22:51 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 1/6; 1/6; ; ; ; 1/6; 1/6; 1/6; 1/5; ; ; ; 3/19; 19/100; 1/6; ; 2/11; ; ; ; 2/13; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 13/2; 13/2; ; ; ; 6; 6; 7; 6; ; ; ; 6; 37/5; 61/10; ; 6; ; ; ; 31/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 17; 14; ; ; ; 14; 16; 16; 12; ; ; ; 27/2; 17; 11; ; 14; ; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-29 14:23:16 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 2/11; 1/6; ; ; 1/6; 1/6; ; 1/6; 1/6; 1/6; 1/6; 1/6; 1/5; ; ; ; 3/19; 19/100; 1/6; ; 2/11; ; ; ; 2/13; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 13/2; 13/2; ; 6; 11/2; 6; 6; 7; 6; ; ; ; 6; 37/5; 61/10; ; 6; ; ; ; 31/5; ; 
Espanyol; 12; 12; 15; 14; ; ; 16; 14; ; 16; 16; 14; 16; 16; 12; ; ; ; 27/2; 17; 11; ; 14; ; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-29 18:23:42 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/5; ; ; ; 1/7; 19/100; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 6; ; ; ; 25/4; 37/5; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 12; 16; 14; ; ; 17; 16; ; 18; 16; 16; 16; 16; 12; ; ; ; 14; 17; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-29 22:23:47 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/5; ; ; ; 1/7; 19/100; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 6; ; ; ; 25/4; 37/5; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 12; 16; 14; ; ; 16; 16; ; 18; 16; 14; 16; 16; 12; ; ; ; 14; 17; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-30 02:20:50 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/5; ; ; ; 1/7; 1/5; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 6; ; ; ; 25/4; 34/5; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 12; 16; 14; ; ; 16; 16; ; 18; 16; 14; 16; 16; 12; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-30 14:22:30 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/5; ; ; ; 1/7; 1/5; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 6; ; ; ; 25/4; 34/5; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 18; 16; 14; 16; 16; 12; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-30 18:22:20 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 1/5; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
Draw; 13/2; 6; 6; 13/2; ; ; 7; 7; ; 6; 6; 6; 6; 7; 13/2; ; ; ; 25/4; 34/5; 63/10; ; 6; 13/2; ; ; 31/5; ; 
Espanyol; 12; 14; 16; 14; ; ; 16; 16; ; 16; 16; 14; 16; 16; 14; ; ; ; 14; 35/2; 12; ; 14; 14; ; ; 71/5; ; 
META; spain/la-liga-primera/barcelona-v-espanyol; 2017-08-30 22:21:58 GMT+3; 2017-09-09 19:45; Nothing; Xlenovo
Barcelona; 1/6; 2/11; 1/6; 1/6; ; ; 2/13; 1/7; ; 2/13; 2/13; 1/6; 1/6; 2/13; 1/6; ; ; ; 1/7; 1/5; 2/13; ; 2/11; 1/6; ; ; 1/6; ; 
