META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-02 17:42:52 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-03 22:19:37 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 5/6; 87/00; 5/6; 4/5; 8/11; 4/5; 5/6; 4/5; 5/6; 17/20; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 8/11
Draw; 12/5; 23/10; 11/5; 13/5; 23/10; 23/10; 21/10; 12/5; 11/5; 9/4; 9/4; 5/2; 23/10; 12/5; 12/5; 23/10; 47/20; 23/10; 21/10; 
Leganes; 15/4; 4; 19/5; 79/20; 4; 15/4; 7/2; 37/10; 19/5; 4; 7/2; 4; 39/11; 7/2; 37/10; 17/4; 15/4; 18/5; 7/2; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-04 02:19:26 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 4/5; 87/00; 5/6; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 8/11
Draw; 12/5; 23/10; 11/5; 13/5; 23/10; 23/10; 21/10; 12/5; 11/5; 12/5; 9/4; 9/4; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 47/20; 23/10; 21/10; 
Leganes; 15/4; 4; 79/20; 4; 15/4; 7/2; 37/10; 4; 19/5; 4; 15/4; 4; 39/11; 7/2; 7/2; 37/10; 4; 15/4; 18/5; 7/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-04 10:19:30 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 4/5; 87/00; 5/6; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 8/11
Draw; 12/5; 23/10; 11/5; 13/5; 23/10; 23/10; 21/10; 12/5; 11/5; 12/5; 9/4; 9/4; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 47/20; 23/10; 21/10; 
Leganes; 15/4; 4; 79/20; 4; 15/4; 7/2; 37/10; 4; 19/5; 4; 15/4; 4; 39/11; 7/2; 7/2; 37/10; 4; 15/4; 18/5; 7/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-04 14:19:32 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 4/5; 5/6; 41/50; 5/6; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 3/4; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 8/11
Draw; 12/5; 23/10; 11/5; 11/5; 133/0; 23/10; 23/10; 21/10; 12/5; 11/5; 12/5; 9/4; 9/4; 12/5; 9/4; 12/5; 23/10; 12/5; 12/5; 47/20; 23/10; 21/10; 
Leganes; 15/4; 4; 4; 21/5; 4; 15/4; 7/2; 37/10; 4; 19/5; 4; 15/4; 15/4; 39/11; 7/2; 7/2; 37/10; 4; 15/4; 18/5; 7/2; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-04 18:19:20 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 4/5; 5/6; 41/50; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 5/6; 3/4; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 8/11
Draw; 12/5; 23/10; 11/5; 11/5; 133/0; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 12/5; 9/4; 12/5; 9/4; 12/5; 23/10; 12/5; 12/5; 47/20; 23/10; 11/5; 
Leganes; 15/4; 4; 4; 21/5; 4; 15/4; 7/2; 37/10; 4; 19/5; 4; 15/4; 4; 15/4; 15/4; 18/5; 7/2; 7/2; 37/10; 4; 15/4; 18/5; 7/2; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-04 22:18:53 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 4/5; 5/6; 41/50; 4/5; 4/5; 8/11; 5/6; 4/5; 4/5; 4/5; 5/6; 5/6; 5/6; 3/4; 5/6; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 8/11
Draw; 12/5; 23/10; 11/5; 11/5; 133/0; 12/5; 23/10; 9/4; 12/5; 11/5; 12/5; 9/4; 12/5; 9/4; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; 12/5; 47/20; 23/10; 11/5
Leganes; 15/4; 4; 4; 21/5; 4; 15/4; 7/2; 37/10; 4; 19/5; 4; 15/4; 4; 15/4; 15/4; 62/17; 7/2; 7/2; 37/10; 4; 15/4; 62/17; 3; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-05 02:19:11 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 4/5; 5/6; 41/50; 4/5; 4/5; 8/11; 5/6; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 8/11
Draw; 12/5; 23/10; 11/5; 11/5; 133/0; 12/5; 9/4; 9/4; 12/5; 11/5; 12/5; 21/10; 23/10; 9/4; 12/5; 21/10; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 23/10; 11/5
Leganes; 15/4; 4; 4; 21/5; 4; 15/4; 7/2; 37/10; 19/5; 19/5; 4; 4; 15/4; 15/4; 37/10; 7/2; 7/2; 37/10; 4; 37/10; 3; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-05 10:19:10 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/5; 4/5; 5/6; 81/00; 4/5; 4/5; 8/11; 5/6; 4/5; 4/5; 5/6; 5/6; 5/6; 4/5; 5/6; 4/5; 5/6; 5/6; 4/5; 4/5; 5/6; 8/11; 
Draw; 12/5; 9/4; 11/5; 11/5; 13/5; 12/5; 9/4; 9/4; 12/5; 11/5; 12/5; 11/5; 23/10; 9/4; 12/5; 21/10; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 11/5
Leganes; 15/4; 4; 4; 22/5; 4; 15/4; 7/2; 37/10; 4; 19/5; 4; 15/4; 15/4; 15/4; 7/2; 4; 37/10; 4; 19/5; 3; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-05 14:19:27 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 3/4; 4/5; 5/6; 5/6; 10/11; 4/5; 4/5; 8/11; 5/6; 4/5; 4/5; 5/6; 17/20; 5/6; 4/5; 5/6; 4/5; 5/6; 5/6; 4/5; 4/5; 5/6; 8/11; 5/6; 
Draw; 12/5; 9/4; 11/5; 11/5; 61/25; 12/5; 9/4; 9/4; 12/5; 11/5; 23/10; 21/10; 23/10; 9/4; 12/5; 21/10; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 23/10; 11/5; 23/10
Leganes; 4; 19/5; 4; 4; 15/4; 7/2; 37/10; 19/5; 4; 4; 15/4; 15/4; 19/5; 7/2; 4; 37/10; 4; 50/13; 3; 7/2; ; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-05 18:19:30 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 3/4; 5/6; 5/6; 5/6; 9/10; 4/5; 4/5; 8/11; 5/6; 4/5; 4/5; 17/20; 17/20; 5/6; 4/5; 5/6; 4/5; 5/6; 5/6; 4/5; 4/5; 5/6; 8/11; 4/5; 5/6; 
Draw; 12/5; 11/5; 11/5; 11/5; 121/0; 12/5; 9/4; 9/4; 12/5; 11/5; 23/10; 21/10; 9/4; 11/5; 12/5; 21/10; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 11/5; 2; 23/10
Leganes; 4; 19/5; 4; 41/10; 4; 15/4; 7/2; 37/10; 19/5; 4; 4; 15/4; 15/4; 50/13; 7/2; 4; 37/10; 4; 39/10; 3; 7/2; 4; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-05 22:19:34 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 3/4; 5/6; 5/6; 5/6; 9/10; 4/5; 5/6; 8/11; 5/6; 4/5; 4/5; 17/20; 17/20; 5/6; 4/5; 5/6; 4/5; 6/7; 5/6; 5/6; 4/5; 5/6; 8/11; 5/6; 
Draw; 12/5; 11/5; 11/5; 11/5; 121/0; 12/5; 9/4; 9/4; 12/5; 11/5; 23/10; 21/10; 9/4; 11/5; 12/5; 21/10; 9/4; 12/5; 12/5; 40/17; 23/10; 23/10; 9/4; 11/5; 23/10
Leganes; 4; 19/5; 4; 41/10; 4; 15/4; 7/2; 37/10; 19/5; 4; 15/4; 19/5; 15/4; 15/4; 19/5; 7/2; 37/10; 37/10; 4; 50/13; 3; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-06 02:19:25 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 3/4; 17/20; 5/6; 5/6; 9/10; 4/5; 5/6; 8/11; 5/6; 4/5; 4/5; 17/20; 17/20; 5/6; 4/5; 5/6; 4/5; 6/7; 5/6; 5/6; 4/5; 5/6; 8/11; 5/6; 5/6; 
Draw; 12/5; 11/5; 11/5; 11/5; 121/0; 12/5; 9/4; 9/4; 12/5; 11/5; 23/10; 21/10; 9/4; 11/5; 12/5; 21/10; 9/4; 12/5; 12/5; 40/17; 23/10; 23/10; 9/4; 11/5; 2; 23/10
Leganes; 4; 19/5; 19/5; 4; 41/10; 4; 15/4; 7/2; 37/10; 19/5; 4; 15/4; 19/5; 15/4; 15/4; 50/13; 7/2; 37/10; 37/10; 4; 50/13; 3; 7/2; 4; ; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-06 10:19:20 GMT+2; 2018-03-11 17:30; Nothing; Xlenovo
Villarreal; 11/10; 23/20; 23/20; 6/5; 123/00; 23/20; 6/5; 11/10; 6/5; 23/20; 11/10; 23/20; 6/5; 6/5; 6/5; 11/10; 15/13; 11/10; 8/7; 6/5; 23/20; 23/20; 15/13; 21/20; 10/9; 23/20
Las Palmas; 12/5; 9/4; 23/10; 11/5; 63/25; 12/5; 23/10; 9/4; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10; 47/20; 40/17; 11/5; 21/10; 12/5
Draw; 12/5; 12/5; 12/5; 12/5; 127/0; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 40/17; 5/2; 27/10; 12/5; 5/2; 12/5; 40/17; 11/5; 21/10; 12/5
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-06 14:19:24 GMT+2; 2018-03-11 17:30; Nothing; Xlenovo
Villarreal; 11/10; 23/20; 23/20; 6/5; 119/00; 23/20; 11/10; 11/10; 6/5; 11/10; 11/10; 11/10; 6/5; 23/20; 23/20; 11/10; 11/10; 11/10; 8/7; 6/5; 11/10; 11/10; 21/20; 10/9; 23/20
Draw; 12/5; 12/5; 23/10; 12/5; 63/25; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; 40/17; 5/2; 5/2; 12/5; 12/5; 40/17; 9/4; 11/5; 12/5
Las Palmas; 12/5; 9/4; 12/5; 11/5; 53/20; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 9/4; 12/5; 9/4; 27/11; 23/10; 49/20; 27/11; 9/4; 9/4; 5/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-06 18:19:28 GMT+2; 2018-03-11 17:30; Nothing; Xlenovo
Villarreal; 11/10; 23/20; 23/20; 6/5; 119/00; 23/20; 11/10; 11/10; 6/5; 11/10; 11/10; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 8/7; 6/5; 23/20; 11/10; 11/10; 21/20; 11/10; 23/20
Draw; 12/5; 12/5; 23/10; 12/5; 63/25; 12/5; 23/10; 11/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; 40/17; 5/2; 5/2; 12/5; 5/2; 12/5; 40/17; 9/4; 23/10; 12/5
Las Palmas; 12/5; 23/10; 12/5; 11/5; 53/20; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 9/4; 12/5; 9/4; 27/11; 23/10; 23/10; 49/20; 27/11; 9/4; 23/10; 5/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-07 10:51:57 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 10/11; 10/11; 5/6; 47/50; 20/23; 20/23; 4/5; 5/6; 20/23; 17/20; 10/11; 19/20; 10/11; 17/20; 10/11; 4/5; 11/12; 5/6; 9/10; 17/20; 10/11; 4/5; 5/6; 10/11
Draw; 23/10; 21/10; 21/10; 11/5; 119/50; 12/5; 11/5; 11/5; 12/5; 21/10; 23/10; 2; 11/5; 23/10; 21/10; 9/4; 12/5; 12/5; 40/17; 23/10; 11/5; 9/4; 11/5; 19/10; 23/10
Leganes; 16/5; 18/5; 18/5; 4; 39/10; 18/5; 7/2; 10/3; 37/10; 7/2; 7/2; 15/4; 7/2; 7/2; 33/10; 18/5; 7/2; 17/5; 37/10; 18/5; 15/4; 62/17; 7/2; 10/3; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-07 14:19:24 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 17/20; 10/11; 5/6; 47/50; 20/23; 20/23; 5/6; 5/6; 20/23; 17/20; 10/11; 10/11; 10/11; 17/20; 10/11; 4/5; 11/12; 5/6; 9/10; 17/20; 10/11; 4/5; 5/6; 10/11
Draw; 23/10; 21/10; 21/10; 11/5; 119/0; 12/5; 11/5; 23/10; 12/5; 21/10; 23/10; 2; 9/4; 23/10; 21/10; 9/4; 12/5; 12/5; 40/17; 23/10; 11/5; 9/4; 11/5; 21/10; 23/10
Leganes; 16/5; 18/5; 18/5; 4; 39/10; 18/5; 7/2; 7/2; 37/10; 7/2; 7/2; 15/4; 7/2; 7/2; 7/2; 18/5; 7/2; 17/5; 37/10; 18/5; 15/4; 62/17; 7/2; 7/2; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-07 18:19:34 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 17/20; 10/11; 10/11; 19/20; 20/23; 20/23; 5/6; 5/6; 20/23; 17/20; 10/11; 19/20; 19/20; 10/11; 17/20; 10/11; 4/5; 11/12; 5/6; 9/10; 17/20; 10/11; 4/5; 9/10; 10/11; 10/11
Draw; 23/10; 21/10; 21/10; 11/5; 47/20; 12/5; 11/5; 23/10; 12/5; 21/10; 23/10; 2; 11/5; 23/10; 21/10; 11/5; 12/5; 23/10; 40/17; 9/4; 11/5; 9/4; 21/10; 19/10; 9/4; 9/4; 
Leganes; 16/5; 18/5; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 37/10; 7/2; 7/2; 15/4; 7/2; 7/2; 7/2; 7/2; 39/11; 7/2; 39/11; 37/10; 18/5; 15/4; 18/5; 7/2; 3; 7/2; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-07 22:19:19 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 10/11; 10/11; 10/11; 19/20; 20/23; 9/10; 5/6; 9/10; 20/23; 17/20; 10/11; 19/20; 19/20; 10/11; 17/20; 10/11; 4/5; 11/12; 8/9; 9/10; 17/20; 10/11; 4/5; 9/10; 10/11; 10/11
Draw; 23/10; 21/10; 21/10; 11/5; 47/20; 12/5; 11/5; 23/10; 23/10; 21/10; 23/10; 2; 11/5; 23/10; 21/10; 11/5; 12/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 19/10; 9/4; 9/4; 
Leganes; 16/5; 18/5; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 37/10; 7/2; 7/2; 15/4; 7/2; 7/2; 7/2; 33/10; 39/11; 7/2; 39/11; 18/5; 18/5; 15/4; 18/5; 7/2; 3; 7/2; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-08 02:19:13 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 10/11; 10/11; 10/11; 19/20; 20/23; 9/10; 5/6; 9/10; 20/23; 9/10; 10/11; 19/20; 19/20; 10/11; 17/20; 10/11; 4/5; 11/12; 8/9; 9/10; 17/20; 10/11; 4/5; 9/10; 10/11; 10/11
Draw; 23/10; 21/10; 21/10; 11/5; 47/20; 12/5; 11/5; 23/10; 23/10; 21/10; 9/4; 2; 11/5; 23/10; 21/10; 11/5; 12/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 19/10; 9/4; 9/4; 
Leganes; 16/5; 18/5; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 37/10; 7/2; 7/2; 15/4; 7/2; 7/2; 7/2; 7/2; 39/11; 7/2; 39/11; 18/5; 18/5; 15/4; 18/5; 7/2; 3; 7/2; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-08 10:19:13 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 19/20; 10/11; 10/11; 10/11; 19/20; 20/23; 9/10; 5/6; 9/10; 20/23; 10/11; 19/20; 19/20; 10/11; 17/20; 10/11; 4/5; 11/12; 8/9; 9/10; 9/10; 10/11; 4/5; 10/11; 10/11; 
Draw; 23/10; 21/10; 21/10; 11/5; 47/20; 12/5; 11/5; 23/10; 23/10; 21/10; 9/4; 2; 11/5; 23/10; 21/10; 11/5; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 21/10; 9/4; 9/4; 
Leganes; 10/3; 18/5; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 37/10; 7/2; 7/2; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 39/11; 18/5; 7/2; 15/4; 62/17; 7/2; 7/2; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-08 14:19:23 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 19/20; 10/11; 10/11; 10/11; 19/20; 20/23; 9/10; 5/6; 9/10; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 4/5; 11/12; 8/9; 9/10; 9/10; 10/11; 4/5; 9/10; 10/11; 10/11
Draw; 23/10; 21/10; 21/10; 11/5; 47/20; 12/5; 11/5; 23/10; 23/10; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 12/5; 23/10; 9/4; 9/4; 21/10; 11/5; 21/10; 9/4; 9/4; ; 
Leganes; 10/3; 18/5; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 37/10; 18/5; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 39/11; 18/5; 18/5; 15/4; 18/5; 7/2; 7/2; 7/2; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-08 18:19:24 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 19/20; 10/11; 10/11; 10/11; 19/20; 20/23; 9/10; 9/10; 10/11; 10/11; 4/5; 19/20; 10/11; 10/11; 10/11; 4/5; 13/14; 8/9; 9/10; 9/10; 4/5; 1/100; 10/11; 10/11; 
Draw; 23/10; 21/10; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 2; 5/2; 23/10; 21/10; 11/5; 12/5; 23/10; 9/4; 9/4; 21/10; 21/10; 9/4; 9/4; 9/4
Leganes; 10/3; 18/5; 18/5; 7/2; 39/10; 4; 7/2; 37/10; 18/5; 18/5; 15/4; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 39/11; 18/5; 18/5; 15/4; 7/2; 7/2; 7/2; 7/2
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-08 22:19:06 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 10/11; 19/20; 10/11; 103/00; 19/20; 20/21; 10/11; 9/10; 19/20; 19/20; 20/21; 4/5; 19/20; 19/20; 19/20; 10/11; 4/5; 8/9; 20/21; 19/20; 9/10; 20/21; 20/21; 1
Draw; 23/10; 21/10; 21/10; 11/5; 23/10; 9/4; 21/10; 21/10; 23/10; 21/10; 11/5; 21/10; 5/2; 43/20; 9/4; 21/10; 11/5; 12/5; 9/4; 9/4; 11/5; 2; 21/10; 11/5; 9/4
Leganes; 7/2; 18/5; 10/3; 7/2; 71/20; 18/5; 10/3; 37/10; 10/3; 10/3; 10/3; 7/2; 7/2; 100/0; 10/3; 18/5; 7/2; 18/5; 10/3; 7/2; 3; 10/3; 10/3; 7/2; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-09 02:19:15 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 10/11; 10/11; 10/11; 97/00; 19/20; 10/11; 10/11; 9/10; 19/20; 9/10; 10/11; 4/5; 10/11; 19/20; 10/11; 10/11; 4/5; 22/23; 8/9; 10/11; 10/11; 10/11; 9/10; 10/11; 20/21
Draw; 23/10; 21/10; 21/10; 11/5; 58/25; 9/4; 11/5; 21/10; 23/10; 21/10; 11/5; 21/10; 5/2; 43/20; 9/4; 11/5; 11/5; 12/5; 23/10; 9/4; 9/4; 11/5; 2; 19/10; 11/5; 9/4
Leganes; 7/2; 18/5; 7/2; 7/2; 77/20; 18/5; 7/2; 37/10; 7/2; 7/2; 7/2; 7/2; 37/10; 100/0; 7/2; 18/5; 7/2; 17/5; 18/5; 18/5; 15/4; 10/3; 11/4; 7/2; 7/2; 
META; spain/la-liga-primera/athletic-bilbao-v-leganes; 2018-03-09 10:19:13 GMT+2; 2018-03-11 19:45; Nothing; Xlenovo
Athletic Bilbao; 10/11; 10/11; 10/11; 10/11; 97/00; 19/20; 10/11; 10/11; 9/10; 19/20; 9/10; 10/11; 4/5; 10/11; 19/20; 10/11; 10/11; 10/11; 22/23; 8/9; 10/11; 10/11; 9/10; 9/10; 10/11; 20/21
Draw; 23/10; 21/10; 21/10; 11/5; 58/25; 9/4; 11/5; 21/10; 23/10; 21/10; 11/5; 21/10; 5/2; 43/20; 9/4; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 11/5; 2; 19/10; 11/5; 9/4
Leganes; 7/2; 18/5; 7/2; 7/2; 77/20; 18/5; 7/2; 37/10; 7/2; 7/2; 7/2; 7/2; 37/10; 100/0; 7/2; 18/5; 18/5; 17/5; 18/5; 18/5; 15/4; 10/3; 10/3; 7/2; 7/2; 
