META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-21 22:19:34 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; ; ; ; 31/20; 13/8; 8/5; 13/8; ; ; ; ; ; ; ; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 13/8; 28/17; 6/5; ; 
Athletic Bilbao; 8/5; ; ; ; 101/ 50; 7/4; 13/8; 17/10; ; ; ; ; ; ; ; 7/4; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Draw; 12/5; ; ; ; 121/ 50; 12/5; 9/4; 23/10; ; ; ; ; ; ; ; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 17/10; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 02:19:30 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; ; ; ; 83/50; 13/8; 8/5; 13/8; ; ; ; ; ; ; ; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 13/8; 28/17; 6/5; ; 
Athletic Bilbao; 8/5; ; ; ; 19/10; 7/4; 13/8; 17/10; ; ; ; ; ; ; ; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 27/20; ; 
Draw; 12/5; ; ; ; 12/5; 12/5; 9/4; 23/10; ; ; ; ; ; ; ; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 10:19:43 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; ; ; ; 83/50; 13/8; 8/5; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Athletic Bilbao; 8/5; ; ; ; 19/10; 9/5; 13/8; 7/4; ; ; ; ; ; ; ; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 13/10; ; 
Draw; 12/5; ; ; ; 12/5; 12/5; 9/4; 12/5; ; ; ; ; ; ; ; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 14:19:41 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; 13/8; ; 13/8; 83/50; 13/8; 8/5; 8/5; ; ; ; 13/8; ; 33/20; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Athletic Bilbao; 8/5; 13/8; ; 17/10; 19/10; 9/5; 13/8; 7/4; ; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 12/5; 9/4; 12/5; ; ; ; 23/10; ; 9/4; 12/5; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 23/10; 13/8; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 18:19:43 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; 13/8; ; 13/8; 83/50; 17/10; 13/8; 17/10; ; ; ; 13/8; ; 33/20; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; ; 13/8; 13/8; 33/20; 28/17; 5/4; ; 
Athletic Bilbao; 8/5; 13/8; ; 17/10; 19/10; 7/4; 13/8; 17/10; ; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; ; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; ; ; ; 23/10; ; 9/4; 12/5; 12/5; 11/5; 9/4; 11/5; 5/2; ; 23/10; 12/5; 23/10; 9/4; 7/4; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-22 22:19:44 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 13/8; 13/8; ; 13/8; 83/50; 17/10; 13/8; 17/10; 8/5; ; ; 13/8; ; 33/20; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 5/4; ; 
Athletic Bilbao; 8/5; 13/8; ; 17/10; 19/10; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 23/10; ; 9/4; 12/5; 12/5; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 02:19:33 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 13/8; 17/10; 8/5; ; ; 13/8; ; 33/20; 13/8; 17/10; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 23/10; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 10:19:35 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; ; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 5/4; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 8/5; 17/10; 8/5; ; ; 13/8; ; 33/20; 13/8; 17/10; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 5/4; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 23/10; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 14:19:35 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 17/10; 13/8; 17/10; 17/10; ; ; 17/10; ; 17/10; 17/10; 8/5; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 8/5; 17/10; 8/5; ; ; 13/8; ; 17/10; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 11/5; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 18:19:36 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 17/10; 13/8; 17/10; 17/10; ; ; 17/10; ; 17/10; 17/10; 8/5; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; 6/5; ; 
Girona; 13/8; 13/8; ; 13/8; 179/ 100; 17/10; 13/8; 17/10; 8/5; ; ; 13/8; ; 17/10; 13/8; 8/5; 8/5; 8/5; 8/5; 52/35; 8/5; 13/8; 13/8; 33/20; 28/17; 23/20; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; ; ; 11/5; ; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 5/2; 9/4; 23/10; 12/5; 23/10; 9/4; 9/5; ; 
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-01-23 22:19:38 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Athletic Bilbao; 8/5; 13/8; ; 17/10; 44/25; 17/10; 13/8; 17/10; 17/10; ; ; 17/10; ; 33/20; 17/10; 8/5; 17/10; 8/5; 17/10; 17/11; 17/10; 13/8; 17/10; 13/8; 8/5; ; 6/5; ; 
Girona; 7/5; 6/4; 16/11; 6/4; 159/100; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 6/4; 23/15; 6/4; 6/4; 29/20; 6/4; 6/4; ; 7/5; ; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 103/50; ; ; 15/8; 2; 2; 19/10; 19/10; 9/5; 2; 19/10; 19/10; 37/19; 19/10; 2; 37/19; 15/8; 2; 19/10; 2; ; 15/8; ; 2
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 28/13; 9/4; 9/4; 28/13; 11/5; 23/10; 21/10; 11/5; ; 21/10; ; 23/10
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-02 22:19:04 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 6/4; 16/11; 6/4; 159/100; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 6/4; 23/15; 6/4; 6/4; 31/20; 6/4; 6/4; ; 6/4; 6/4; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 103/50; ; ; 15/8; 2; 2; 19/10; 19/10; 9/5; 2; 19/10; 19/10; 37/19; 19/10; 2; 37/19; 15/8; 2; 19/10; 2; ; 19/10; 2; 2
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 28/13; 9/4; 9/4; 28/13; 11/5; 23/10; 21/10; 11/5; ; 21/10; 11/5; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-03 02:18:44 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 7/5; 16/11; 6/4; 159/100; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 6/4; 23/15; 6/4; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 103/50; ; ; 15/8; 2; 2; 19/10; 19/10; 9/5; 2; 19/10; 19/10; 37/19; 19/10; 2; 37/19; 15/8; 2; 19/10; 2; ; 19/10; 19/10; 2
Draw; 23/10; 9/4; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 28/13; 9/4; 9/4; 28/13; 11/5; 23/10; 21/10; 11/5; ; 21/10; 21/10; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-03 10:18:55 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 7/5; 16/11; 6/4; 159/100; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 6/4; 23/15; 6/4; 6/4; 31/20; 6/4; 6/4; ; 6/4; 6/4; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 103/50; ; ; 15/8; 2; 2; 19/10; 19/10; 9/5; 2; 19/10; 19/10; 37/19; 19/10; 2; 37/19; 15/8; 2; 19/10; 2; ; 19/10; 19/10; 2
Draw; 23/10; 9/4; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 28/13; 9/4; 9/4; 28/13; 11/5; 23/10; 21/10; 11/5; ; 2; 2; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-03 14:19:38 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 7/5; 16/11; 6/4; 159/100; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 6/4; 31/20; 8/5; 7/5; 6/4; 6/4; 23/15; 6/4; 6/4; 31/20; 6/4; 6/4; ; 6/4; 6/4; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 103/50; ; ; 15/8; 2; 2; 19/10; 19/10; 2; 39/20; 19/10; 2; 37/19; 19/10; 2; 37/19; 15/8; 2; 19/10; 2; ; 19/10; 2; 2
Draw; 23/10; 9/4; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 28/13; 9/4; 9/4; 28/13; 11/5; 23/10; 21/10; 11/5; ; 2; 2; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-03 18:18:53 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 7/5; 16/11; 6/4; 77/50; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 6/4; 31/20; 8/5; 7/5; 6/4; 6/4; 23/15; 6/4; 6/4; 31/20; 6/4; 6/4; ; 6/4; 6/4; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 107/50; ; ; 15/8; 2; 2; 19/10; 19/10; 2; 39/20; 19/10; 2; 2; 19/10; 2; 37/19; 2; 2; 2; 2; ; 19/10; 2; 2
Draw; 23/10; 9/4; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 28/13; 9/4; 9/4; 28/13; 11/5; 23/10; 21/10; 11/5; ; 21/10; 9/4; 11/5
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-03 22:18:19 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 6/4; 16/11; 6/4; 77/50; ; ; 6/4; 17/11; 6/4; 29/20; 6/4; 6/4; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; ; 31/20; ; 16/11; ; 6/4; 6/4; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 107/50; ; ; 15/8; 2; 2; 19/10; 19/10; 2; 39/20; 19/10; 2; 37/19; 19/10; 2; 37/19; 15/8; 2; 2; 2; ; 19/10; 19/10; 2
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 28/13; ; 23/10; ; 11/5; ; 11/5; 9/4; 23/10
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-04 02:18:13 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 7/5; 6/4; 6/4; 6/4; 8/5; ; ; 6/4; 17/11; 6/4; 29/20; 31/20; 6/4; 31/20; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; ; 31/20; 6/4; 6/4; ; 6/4; 7/5; 6/4
Athletic Bilbao; 2; 19/10; 19/10; 19/10; 51/25; ; ; 15/8; 2; 19/10; 19/10; 19/10; 2; 39/20; 19/10; 2; 37/19; 19/10; 2; 37/19; 15/8; 2; 39/20; 37/19; ; 19/10; 19/10; 21/10
Draw; 23/10; 11/5; 21/10; 11/5; 58/25; ; ; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 28/13; ; 23/10; 9/4; 11/5; ; 21/10; 21/10; 9/4
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-04 10:18:13 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 6/4; 6/4; 6/4; 6/4; 161/100; ; ; 6/4; 17/11; 31/20; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 6/4; 6/4; 23/15; 6/4; ; 31/20; 6/4; 17/11; ; ; 8/5; 13/8
Athletic Bilbao; 15/8; 9/5; 28/15; 19/10; 103/50; ; ; 15/8; 2; 15/8; 15/8; 2; 15/8; 2; 19/10; 19/10; 37/19; 19/10; 19/10; 37/19; 15/8; 2; 39/20; 37/19; ; 19/10; 2; 2
Draw; 11/5; 9/4; 21/10; 11/5; 57/25; ; ; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 11/5; 21/10; 11/5; 28/13; 9/4; 23/10; 28/13; 11/5; 23/10; 9/4; 11/5; ; ; 9/4; 9/4
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-04 14:18:15 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 11/8; 6/4; 23/17; 11/8; 36/25; ; ; 11/8; 23/17; 27/20; 11/8; 11/8; 11/8; 11/8; 13/10; 7/5; 23/17; 7/5; 15/11; 4/3; 13/10; 7/5; 11/8; 23/17; ; 11/8; 7/5; 7/5
Athletic Bilbao; 21/10; 9/5; 21/10; 21/10; 111/50; ; ; 2; 11/5; 21/10; 21/10; 21/10; 11/5; 43/20; 11/5; 2; 28/13; 21/10; 11/5; 28/13; 85/40; 11/5; 21/10; 28/13; ; 21/10; 9/4; 9/4
Draw; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 9/4; 23/10; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 23/10; 23/10; 9/4; ; 11/5; 23/10; 23/10
META; spain/la-liga-primera/girona-v-athletic-bilbao; 2018-02-04 18:18:00 GMT+2; 2018-02-04 17:30; Nothing; Xlenovo
Girona; 11/8; 13/10; 23/17; 11/8; 71/50; ; ; 13/10; 23/17; 27/20; 11/8; 13/10; 11/8; 27/20; 13/10; 7/5; 23/17; 7/5; 23/17; 4/3; 13/10; 7/5; 27/20; 23/17; ; 27/20; 11/8; 7/5
Athletic Bilbao; 21/10; 21/10; 11/5; 21/10; 58/25; ; ; 21/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 21/10; 9/4; 28/13; 11/5; 11/5; 11/5; 11/5; ; 21/10; 9/4; 23/10
Draw; 11/5; 9/4; 11/5; 11/5; 58/25; ; ; 9/4; 23/10; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 23/10; 11/5; ; 9/4; 23/10; 23/10
