META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-13 18:16:39 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Real Sociedad; 9; 10; 39/4; 19/2; 9; 17/2; 17/2; 10; 9; 10; 17/2; 83/10; 8; 10; 17/2; 37/5; 36/5; 44/5; 46/5; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-14 22:16:39 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/4; 1/4; 2/9; 6/25; 2/9; 1/5; 1/6; 3/13; 2/9; 2/9; 2/9; 2/9; 2/9; 4/17; 4/17; 3/13; 2/9; 4/17; 2/9; 2/11; 2/9; 2/9
Draw; 5; 11/2; 6; 33/5; 13/2; 6; 11/2; 6; 6; 11/2; 6; 13/2; 60/11; 32/5; 23/4; 6; 11/2; 31/5; 24/5; 31/5; 32/5; 
Real Sociedad; 9; 10; 39/4; 10; 17/2; 10; 10; 10; 10; 17/2; 83/10; 19/2; 10; 35/4; 41/5; 38/5; 44/5; 46/5; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-15 02:16:39 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/4; 1/4; 2/9; 6/25; 2/9; 1/5; 1/6; 2/9; 2/9; 2/9; 2/9; 2/9; 2/9; 4/17; 4/17; 2/9; 2/9; 4/17; 2/9; 2/11; 2/9; 2/9
Draw; 5; 11/2; 6; 33/5; 13/2; 6; 11/2; 13/2; 6; 11/2; 6; 13/2; 61/11; 32/5; 13/2; 6; 28/5; 31/5; 24/5; 31/5; 32/5; 
Real Sociedad; 9; 10; 39/4; 10; 17/2; 19/2; 10; 10; 10; 17/2; 83/10; 9; 10; 17/2; 41/5; 38/5; 44/5; 46/5; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-15 10:16:55 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/11; 1/4; 1/5; 23/00; 2/9; 2/11; 1/6; 2/9; 1/5; 1/5; 1/5; 1/5; 2/9; 1/5; 3/14; 2/9; 2/11; 3/14; 1/5; 2/9; 2/9; 2/9
Draw; 6; 11/2; 13/2; 34/5; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 6; 13/2; 25/4; 34/5; 13/2; 13/2; 25/4; 31/5; 29/5; 31/5; 33/5; 
Real Sociedad; 12; 12; 41/4; 10; 10; 17/2; 19/2; 11; 10; 11; 11; 19/2; 19/2; 9; 12; 19/2; 52/5; 46/5; 44/5; 49/5; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-15 14:17:13 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/11; 1/4; 1/5; 23/00; 1/5; 2/11; 1/7; 2/9; 1/5; 1/5; 1/5; 1/5; 2/9; 1/5; 2/11; 3/14; 2/9; 2/11; 3/14; 2/9; 1/5; 2/9; 2/9
Draw; 6; 11/2; 13/2; 34/5; 13/2; 13/2; 6; 13/2; 6; 6; 13/2; 25/4; 6; 34/5; 13/2; 13/2; 25/4; 33/5; 29/5; 31/5; 33/5; ; 
Real Sociedad; 12; 12; 41/4; 12; 10; 10; 19/2; 12; 11; 11; 11; 19/2; 23/2; 19/2; 9; 12; 19/2; 52/5; 46/5; 44/5; 49/5; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-15 18:17:21 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/11; 1/4; 1/5; 2/9; 23/00; 1/5; 2/11; 1/6; 2/9; 1/5; 1/5; 1/5; 1/5; 2/9; 1/5; 2/11; 3/14; 2/9; 2/11; 1/5; 2/9; 2/11; 1/4; 2/9
Draw; 6; 11/2; 13/2; 6; 69/10; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 13/2; 6; 13/2; 25/4; 6; 34/5; 13/2; 13/2; 25/4; 29/5; 26/5; 32/5; 33/5
Real Sociedad; 12; 10; 10; 10; 10; 19/2; 9; 10; 10; 11; 19/2; 23/2; 19/2; 9; 12; 19/2; 23/5; 44/5; 46/5; 49/5; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-15 22:16:58 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/11; 2/9; 1/5; 2/9; 23/00; 1/5; 2/11; 1/6; 3/13; 1/5; 1/5; 1/5; 2/9; 2/9; 3/14; 2/11; 3/14; 3/13; 1/5; 3/14; 2/9; 1/5; 1/4; 2/9
Draw; 6; 6; 69/10; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 6; 13/2; 13/2; 6; 34/5; 6; 13/2; 13/2; 32/5; 28/5; 32/5; 33/5; ; ; 
Real Sociedad; 12; 9; 10; 10; 10; 9; 10; 10; 11; 10; 23/2; 19/2; 17/2; 11; 10; 10; 44/5; 46/5; 56/5; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-16 02:16:48 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 2/9; 1/5; 2/9; 6/25; 1/5; 1/5; 1/6; 3/13; 1/5; 1/5; 2/9; 2/9; 2/9; 2/9; 2/11; 3/14; 3/13; 1/5; 2/9; 2/9; 2/9; 1/4; 1/4
Draw; 6; 6; 67/10; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 6; 13/2; 25/4; 13/2; 34/5; 6; 13/2; 13/2; 31/5; 28/5; 32/5; 34/5; ; ; 
Real Sociedad; 10; 9; 19/2; 10; 19/2; 9; 9; 10; 10; 19/2; 21/2; 19/2; 17/2; 11; 19/2; 19/2; 44/5; 46/5; 56/5; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-16 10:16:55 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/6; 3/13; 2/9; 1/5; 2/9; 2/9; 2/9; 2/9; 2/11; 3/13; 3/13; 1/5; 2/9; 2/9; 2/11; 1/4; 2/9
Draw; 6; 6; 67/10; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 6; 13/2; 25/4; 13/2; 13/2; 6; 13/2; 13/2; 31/5; 5; 32/5; 34/5; ; ; 
Real Sociedad; 10; 9; 19/2; 10; 19/2; 9; 17/2; 10; 10; 10; 19/2; 21/2; 83/10; 17/2; 21/2; 19/2; 19/2; 41/5; 46/5; 56/5; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-16 14:17:25 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 2/9; 2/9; 2/9; 6/25; 1/5; 1/5; 1/6; 3/13; 2/9; 1/5; 2/9; 2/9; 2/9; 3/14; 2/11; 3/13; 3/13; 1/5; 2/9; 2/9; 2/9; 1/4; 2/9
Draw; 6; 6; 67/10; 13/2; 13/2; 6; 13/2; 6; 13/2; 6; 13/2; 25/4; 13/2; 13/2; 6; 13/2; 13/2; 31/5; 27/5; 32/5; 34/5; ; ; 
Real Sociedad; 10; 9; 19/2; 10; 19/2; 10; 17/2; 10; 10; 10; 19/2; 21/2; 83/10; 17/2; 11; 19/2; 19/2; 42/5; 46/5; 56/5; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-17 10:27:44 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 2/9; 1/5; 2/9; 23/100; 1/5; 2/11; 1/6; 3/13; 1/5; 1/5; 1/5; 1/4; 1/5; 2/9; 3/14; 2/11; 2/9; 3/13; 2/11; 3/14; 2/9; 2/9; 1/4; 2/9
Draw; 6; 6; 69/10; 13/2; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 13/2; 13/2; 33/5; 6; 13/2; 13/2; 31/5; 28/5; 32/5; 34/5; ; ; 
Real Sociedad; 10; 10; 10; 10; 10; 10; 10; 10; 10; 15/2; 11; 39/4; 21/2; 87/10; 17/2; 12; 39/4; 52/5; 46/5; 46/5; 59/5; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-17 14:17:27 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 2/9; 2/9; 23/00; 1/5; 2/11; 1/6; 3/13; 1/5; 1/5; 1/4; 1/5; 2/9; 3/14; 3/16; 3/14; 3/13; 2/11; 3/14; 2/9; 2/9; 1/4; 1/4
Draw; 6; 6; 69/10; 13/2; 13/2; 6; 13/2; 13/2; 6; 6; 13/2; 13/2; 25/4; 69/10; 6; 13/2; 13/2; 6; 31/5; 32/5; 33/5; ; 
Real Sociedad; 10; 9; 10; 10; 19/2; 10; 10; 10; 15/2; 11; 39/4; 10; 19/2; 17/2; 12; 39/4; 52/5; 46/5; 46/5; 56/5; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-17 18:17:00 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 2/9; 1/5; 2/9; 23/00; 1/5; 2/11; 1/6; 3/13; 1/5; 1/5; 1/5; 1/4; 2/9; 2/9; 3/14; 3/16; 3/14; 3/13; 1/5; 3/14; 2/9; 2/9; 1/4; 1/4
Draw; 6; 6; 69/10; 13/2; 13/2; 13/2; 13/2; 13/2; 13/2; 6; 13/2; 13/2; 13/2; 25/4; 69/10; 6; 13/2; 13/2; 31/5; 32/5; 32/5; 34/5; ; ; 
Real Sociedad; 10; 10; 10; 11; 10; 10; 10; 10; 11; 15/2; 11; 39/4; 10; 19/2; 17/2; 11; 39/4; 52/5; 49/5; 46/5; 56/5; ; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-17 22:17:00 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 1/4; 2/9; 2/9; 13/50; 1/5; 2/9; 1/6; 3/13; 1/4; 1/5; 1/4; 1/4; 2/7; 1/4; 3/13; 2/9; 1/4; 3/13; 2/9; 3/13; 2/9; 2/9; 1/4; 1/4
Draw; 6; 11/2; 11/2; 6; 63/10; 13/2; 6; 13/2; 6; 13/2; 11/2; 6; 13/2; 25/4; 23/4; 31/5; 6; 13/2; 25/4; 6; 31/5; 32/5; 34/5; ; 
Real Sociedad; 10; 17/2; 9; 89/10; 10; 17/2; 10; 17/2; 9; 15/2; 9; 15/2; 17/2; 9; 79/10; 17/2; 9; 35/4; 52/5; 51/5; 41/5; 54/5; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-18 02:17:00 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 1/5; 1/4; 2/9; 2/9; 1/4; 1/5; 2/9; 1/6; 4/17; 1/4; 1/5; 1/4; 1/4; 2/9; 1/4; 3/13; 2/9; 1/4; 4/17; 2/9; 3/13; 2/9; 2/9; 1/4; 1/4
Draw; 6; 11/2; 11/2; 6; 67/10; 13/2; 6; 13/2; 6; 13/2; 11/2; 6; 13/2; 25/4; 23/4; 31/5; 6; 13/2; 25/4; 6; 32/5; 34/5; ; ; 
Real Sociedad; 10; 17/2; 9; 89/10; 10; 17/2; 10; 17/2; 9; 15/2; 11; 15/2; 17/2; 9; 79/10; 15/2; 9; 35/4; 52/5; 46/5; 41/5; 54/5; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-18 10:17:02 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 2/9; 2/9; 1/4; 1/5; 2/9; 1/6; 4/17; 1/4; 2/9; 2/9; 1/4; 2/9; 1/4; 3/13; 2/9; 1/4; 4/17; 2/9; 3/13; 2/9; 2/9; 1/4; 1/4
Draw; 6; 11/2; 11/2; 6; 67/10; 13/2; 6; 13/2; 6; 11/2; 6; 13/2; 25/4; 25/4; 31/5; 6; 13/2; 25/4; 6; 32/5; 34/5; ; ; ; 
Real Sociedad; 10; 17/2; 9; 89/10; 10; 17/2; 10; 17/2; 9; 10; 15/2; 11; 15/2; 17/2; 19/2; 79/10; 15/2; 9; 35/4; 17/2; 46/5; 41/5; 49/5; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-18 14:17:05 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 2/9; 1/4; 1/4; 1/5; 2/9; 1/6; 4/17; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; 3/13; 2/9; 1/4; 4/17; 2/9; 3/13; 2/9; 1/4; 1/4; 1/4; 1/4
Draw; 6; 11/2; 11/2; 5; 67/10; 13/2; 6; 13/2; 6; 11/2; 6; 13/2; 25/4; 25/4; 31/5; 6; 25/4; 6; 31/5; 32/5; 34/5; ; ; ; ; 
Real Sociedad; 10; 17/2; 10; 89/10; 10; 17/2; 10; 17/2; 9; 10; 15/2; 11; 15/2; 17/2; 19/2; 79/10; 15/2; 10; 35/4; 8; 46/5; 41/5; 49/5; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-18 18:17:09 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 2/9; 1/4; 1/4; 1/5; 2/9; 1/6; 4/17; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; 3/13; 2/9; 4/17; 4/17; 2/9; 3/13; 2/9; 1/4; 1/4; 1/4; 1/4
Draw; 6; 11/2; 6; 67/10; 13/2; 6; 13/2; 6; 11/2; 6; 13/2; 25/4; 25/4; 63/10; 6; 25/4; 6; 31/5; 32/5; 34/5; ; ; ; ; ; 
Real Sociedad; 10; 17/2; 10; 89/10; 10; 17/2; 10; 17/2; 9; 10; 15/2; 11; 15/2; 17/2; 19/2; 81/10; 15/2; 10; 35/4; 8; 19/2; 46/5; 41/5; 49/5; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-18 22:17:04 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 2/9; 1/4; 1/4; 1/5; 2/9; 1/6; 1/4; 2/9; 2/9; 2/9; 1/4; 2/9; 1/4; 3/13; 2/9; 1/4; 4/17; 2/9; 3/13; 2/9; 1/4; 1/4; 1/4; 1/4
Draw; 6; 11/2; 6; 67/10; 13/2; 6; 13/2; 6; 11/2; 6; 13/2; 25/4; 25/4; 32/5; 6; 13/2; 25/4; 6; 31/5; 32/5; 34/5; ; ; ; ; 
Real Sociedad; 10; 17/2; 10; 89/10; 10; 17/2; 10; 42/5; 17/2; 9; 10; 15/2; 11; 15/2; 17/2; 19/2; 83/10; 8; 21/2; 35/4; 8; 17/2; 44/5; 42/5; 49/5; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-19 02:17:00 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 2/9; 1/4; 1/4; 1/5; 2/9; 1/6; 1/4; 2/9; 2/9; 2/9; 2/9; 2/9; 1/4; 3/13; 2/9; 1/4; 4/17; 2/9; 3/13; 2/9; 1/4; 1/4; 1/4; 1/4
Draw; 6; 11/2; 6; 67/10; 13/2; 6; 13/2; 6; 11/2; 11/2; 6; 13/2; 25/4; 25/4; 32/5; 6; 13/2; 25/4; 6; 31/5; 32/5; 31/5; ; ; ; 
Real Sociedad; 10; 17/2; 10; 89/10; 10; 17/2; 10; 42/5; 17/2; 9; 10; 11; 15/2; 17/2; 19/2; 83/10; 8; 21/2; 35/4; 8; 19/2; 49/5; 49/5; 49/5; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-19 10:17:04 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 2/9; 1/4; 1/4; 1/5; 2/9; 1/6; 1/4; 2/9; 2/9; 2/9; 2/9; 2/9; 1/4; 3/13; 2/9; 1/4; 4/17; 2/9; 3/13; 2/9; 1/4; 1/4; 1/4; 1/4
Draw; 6; 11/2; 6; 67/10; 13/2; 6; 13/2; 6; 6; 11/2; 6; 13/2; 25/4; 25/4; 32/5; 6; 13/2; 25/4; 6; 31/5; 32/5; 31/5; ; ; ; 
Real Sociedad; 10; 17/2; 10; 89/10; 10; 17/2; 10; 42/5; 17/2; 9; 8; 11; 15/2; 17/2; 19/2; 83/10; 8; 21/2; 35/4; 8; 19/2; 49/5; 49/5; 51/5; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-19 14:17:16 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 2/9; 1/4; 1/4; 1/5; 2/9; 1/6; 1/4; 2/9; 2/9; 2/9; 2/9; 2/9; 1/4; 3/13; 2/9; 1/4; 4/17; 2/9; 3/13; 2/9; 1/4; 1/4; 1/4; 1/4
Draw; 6; 11/2; 6; 67/10; 13/2; 6; 13/2; 6; 6; 11/2; 6; 13/2; 25/4; 25/4; 32/5; 6; 13/2; 25/4; 6; 31/5; 32/5; 6; ; ; ; 
Real Sociedad; 10; 17/2; 10; 89/10; 10; 17/2; 10; 42/5; 17/2; 9; 8; 11; 15/2; 17/2; 19/2; 83/10; 8; 21/2; 35/4; 8; 49/5; 49/5; 51/5; ; ; 
META; spain/la-liga-primera/barcelona-v-real-sociedad; 2018-05-19 18:17:04 GMT+3; 2018-05-20 19:45; Nothing; Xlenovo
Barcelona; 2/9; 1/4; 1/4; 1/4; 31/00; 2/9; 2/9; 2/9; 1/4; 1/4; 2/9; 2/9; 1/4; 3/10; 2/7; 3/11; 2/9; 4/17; 1/4; 3/11; 1/4; 2/7; 1/4; 2/7; 3/10
Draw; 6; 11/2; 11/2; 5; 23/4; 13/2; 6; 13/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 25/4; 6; 13/2; 28/5; 11/2; 11/2; 26/5; 28/5; 15/8; ; 
Real Sociedad; 10; 8; 10; 37/5; 11; 17/2; 17/2; 42/5; 8; 9; 15/2; 8; 31/4; 19/2; 8; 31/4; 7; 17/2; 44/5; 37/5; 49/5; ; ; ; 
