META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-13 18:16:29 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 2/5; 2/5; 4/9; 41/00; 4/11; 4/11; 1/3; 3/8; 4/11; 4/11; 2/5; 2/5; 4/9; 3/8; 2/5; 3/8; 3/8; 4/11; 3/8; 4/11; 1/3; 2/5; 4/9
Draw; 7/2; 4; 4; 21/5; 4; 4; 43/10; 4; 4; 4; 77/19; 15/4; 43/10; 21/5; 17/4; 41/10; 7/2; 10/3; 21/5; 7/2; ; ; ; 
Deportivo La Coruna; 8; 11/2; 13/2; 5; 32/5; 13/2; 6; 13/2; 13/2; 6; 11/2; 6; 11/2; 27/4; 6; 61/10; 6; 13/2; 7; 29/5; 26/5; 34/5; 34/5; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-16 14:16:44 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 2/5; 2/5; 4/9; 41/00; 4/11; 4/11; 1/3; 3/8; 2/5; 4/11; 2/5; 2/5; 4/9; 3/8; 2/5; 3/8; 3/8; 4/11; 3/8; 4/11; 4/11; 2/5; 4/9
Draw; 7/2; 4; 4; 21/5; 4; 4; 43/10; 4; 4; 4; 77/19; 15/4; 43/10; 21/5; 17/4; 41/10; 7/2; 10/3; 21/5; 4; ; ; ; 
Deportivo La Coruna; 8; 13/2; 5; 32/5; 13/2; 6; 13/2; 13/2; 13/2; 7; 11/2; 6; 11/2; 27/4; 6; 61/10; 6; 13/2; 7; 27/5; 34/5; 34/5; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-17 10:27:14 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 2/5; 4/11; 2/5; 19/50; 4/11; 7/20; 1/3; 3/8; 2/5; 4/11; 2/5; 4/11; 2/5; 2/5; 4/11; 2/5; 3/8; 3/8; 2/5; 4/11; 4/11; 4/11; 4/11; 2/5
Draw; 7/2; 4; 4; 87/20; 4; 4; 43/10; 4; 15/4; 4; 17/4; 54/13; 15/4; 43/10; 21/5; 17/4; 21/5; 7/2; 7/2; 21/5; 4; ; ; ; 
Deportivo La Coruna; 8; 13/2; 11/2; 7; 13/2; 13/2; 13/2; 13/2; 13/2; 7; 13/2; 6; 13/2; 6; 29/4; 6; 61/10; 6; 29/4; 32/5; 28/5; 37/5; 37/5; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-17 14:16:52 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 7/20; 1/3; 10/29; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 3/8; 10/29; 4/11; 10/29; 4/11; 1/3; 4/11; 4/11
Draw; 15/4; 4; 21/5; 9/2; 91/20; 4; 17/4; 4; 9/2; 21/5; 4; 4; 17/4; 9/2; 43/10; 15/4; 43/10; 22/5; 9/2; 74/17; 7/2; 7/2; 9/2; 21/5; 
Deportivo La Coruna; 8; 13/2; 13/2; 6; 36/5; 7; 13/2; 15/2; 7; 7; 13/2; 7; 13/2; 15/2; 7; 61/10; 7; 13/2; 15/2; 32/5; 32/5; 38/5; 38/5; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-17 18:16:40 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 7/20; 1/3; 10/29; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 7/19; 10/29; 1/3; 10/29; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 4; 21/5; 9/2; 91/20; 4; 17/4; 4; 9/2; 21/5; 4; 4; 17/4; 9/2; 43/10; 15/4; 22/5; 22/5; 9/2; 74/17; 7/2; 7/2; 9/2; 22/5; 
Deportivo La Coruna; 8; 13/2; 6; 36/5; 7; 13/2; 15/2; 7; 15/2; 13/2; 13/2; 13/2; 13/2; 15/2; 7; 32/5; 7; 15/2; 7; 38/5; 39/5; ; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-17 22:16:50 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 4/11; 4/11; 4/11; 37/00; 4/11; 7/20; 1/3; 6/17; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 7/19; 6/17; 1/3; 10/29; 4/11; 4/11; 1/3; 4/11
Draw; 15/4; 4; 21/5; 9/2; 89/20; 4; 17/4; 4; 17/4; 21/5; 4; 4; 17/4; 9/2; 17/4; 15/4; 22/5; 41/10; 9/2; 43/10; 7/2; 7/2; 9/2; 22/5; 
Deportivo La Coruna; 8; 7; 71/10; 7; 13/2; 15/2; 7; 15/2; 13/2; 13/2; 7; 13/2; 15/2; 7; 32/5; 7; 31/4; 7; 39/5; 39/5; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-18 02:16:50 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 4/11; 4/11; 4/11; 37/00; 4/11; 7/20; 1/3; 6/17; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 7/19; 6/17; 1/3; 10/29; 4/11; 3/10; 4/11; 1/3
Draw; 15/4; 4; 21/5; 9/2; 89/20; 4; 17/4; 4; 17/4; 21/5; 4; 4; 17/4; 9/2; 17/4; 15/4; 22/5; 41/10; 9/2; 43/10; 7/2; 7/2; 9/2; 9/2; 
Deportivo La Coruna; 8; 13/2; 7; 71/10; 7; 13/2; 15/2; 7; 15/2; 13/2; 13/2; 7; 13/2; 15/2; 7; 32/5; 7; 31/4; 7; 31/5; 39/5; 39/5; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-18 10:16:52 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 2/5; 4/11; 4/11; 4/11; 37/00; 4/11; 7/20; 1/3; 6/17; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 7/19; 6/17; 1/3; 10/29; 4/11; 1/3; 4/11; 1/3
Draw; 15/4; 4; 21/5; 9/2; 89/20; 4; 17/4; 4; 17/4; 21/5; 4; 4; 17/4; 9/2; 43/10; 4; 22/5; 41/10; 9/2; 43/10; 7/2; 7/2; 9/2; 9/2; 
Deportivo La Coruna; 7; 13/2; 6; 71/10; 7; 13/2; 15/2; 7; 13/2; 13/2; 7; 13/2; 15/2; 15/2; 32/5; 7; 15/2; 7; 31/5; 39/5; 39/5; ; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-18 14:16:55 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 2/5; 4/11; 4/11; 4/11; 37/00; 4/11; 7/20; 1/3; 6/17; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 7/19; 6/17; 2/5; 6/17; 1/3; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 4; 21/5; 7/2; 89/20; 4; 17/4; 4; 17/4; 21/5; 4; 4; 17/4; 9/2; 17/4; 4; 22/5; 41/10; 22/5; 43/10; 17/4; 4; 9/2; 9/2; ; 
Deportivo La Coruna; 7; 13/2; 17/2; 71/10; 7; 13/2; 15/2; 7; 13/2; 13/2; 7; 13/2; 15/2; 15/2; 32/5; 7; 15/2; 7; 37/5; 38/5; 8; 39/5; ; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-18 18:16:58 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 4/11; 4/11; 4/11; 19/50; 4/11; 7/20; 1/3; 6/17; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 6/17; 4/11; 4/11; 6/17; 4/11; 6/17; 1/3; 4/11; 4/11; 4/11; 4/11
Draw; 17/4; 4; 21/5; 7/2; 43/10; 4; 4; 17/4; 21/5; 4; 4; 17/4; 9/2; 17/4; 4; 22/5; 41/10; 22/5; 17/4; 4; 4; 21/5; 21/5; ; ; 
Deportivo La Coruna; 8; 13/2; 17/2; 71/10; 7; 13/2; 15/2; 7; 13/2; 13/2; 7; 13/2; 29/4; 15/2; 13/2; 7; 15/2; 7; 37/5; 8; 38/5; 39/5; ; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-18 22:16:53 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 4/11; 4/11; 4/11; 9/25; 1/3; 7/20; 3/10; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 3/8; 4/11; 2/5; 10/29; 1/3; 4/11; 1/3; 4/11; 4/11
Draw; 17/4; 4; 21/5; 7/2; 9/2; 9/2; 4; 43/10; 21/5; 4; 4; 17/4; 9/2; 43/10; 4; 22/5; 21/5; 22/5; 43/10; 4; 4; 22/5; 22/5; ; ; 
Deportivo La Coruna; 8; 13/2; 17/2; 37/5; 8; 15/2; 15/2; 13/2; 7; 13/2; 6; 13/2; 15/2; 15/2; 32/5; 7; 15/2; 7; 37/5; 34/5; 39/5; 39/5; ; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-19 02:16:50 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 2/5; 4/11; 4/11; 37/00; 4/11; 7/20; 1/3; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 10/29; 4/11; 3/8; 4/11; 2/5; 10/29; 1/3; 4/11; 1/3; 4/11; 4/11
Draw; 17/4; 4; 21/5; 7/2; 22/5; 9/2; 4; 43/10; 21/5; 4; 4; 17/4; 9/2; 43/10; 4; 22/5; 21/5; 22/5; 43/10; 4; 4; 22/5; 22/5; ; ; 
Deportivo La Coruna; 8; 13/2; 17/2; 73/10; 15/2; 7; 15/2; 13/2; 7; 13/2; 6; 13/2; 15/2; 15/2; 32/5; 7; 15/2; 7; 34/5; 39/5; 39/5; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-19 10:16:53 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 2/5; 4/11; 4/11; 19/50; 4/11; 7/20; 1/3; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 6/17; 4/11; 3/8; 6/17; 2/5; 6/17; 1/3; 4/11; 1/3; 4/11; 4/11
Draw; 17/4; 4; 7/2; 43/10; 9/2; 4; 43/10; 21/5; 4; 4; 17/4; 9/2; 17/4; 4; 22/5; 17/4; 22/5; 43/10; 4; 7/2; 22/5; 21/5; ; ; ; 
Deportivo La Coruna; 7; 13/2; 17/2; 71/10; 15/2; 7; 15/2; 13/2; 7; 13/2; 6; 13/2; 29/4; 15/2; 32/5; 15/2; 7; 29/4; 13/2; 7; 33/5; 38/5; 39/5; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-19 14:17:06 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 2/5; 4/11; 4/11; 9/25; 1/3; 7/20; 3/10; 6/17; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 1/3; 4/11; 7/19; 6/17; 4/11; 10/29; 1/3; 4/11; 4/11; 1/3; 1/3
Draw; 17/4; 4; 21/5; 7/2; 22/5; 9/2; 17/4; 4; 22/5; 17/4; 4; 4; 17/4; 9/2; 74/17; 4; 22/5; 17/4; 22/5; 22/5; 17/4; 4; 21/5; 9/2; 9/2; 
Deportivo La Coruna; 7; 7; 17/2; 38/5; 8; 15/2; 130/7; 7; 15/2; 7; 13/2; 15/2; 13/2; 15/2; 15/2; 67/10; 15/2; 15/2; 31/4; 7; 33/5; 38/5; 8; ; ; 
META; spain/la-liga-primera/valencia-v-deportivo-la-coruna; 2018-05-19 18:16:53 GMT+3; 2018-05-20 11:00; Nothing; Xlenovo
Valencia; 4/11; 4/11; 1/3; 4/11; 7/20; 1/3; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 4/11; 6/17; 6/17; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 4/11
Draw; 17/4; 17/4; 17/4; 7/2; 9/2; 9/2; 17/4; 9/2; 22/5; 17/4; 4; 17/4; 9/2; 9/2; 49/11; 4; 22/5; 17/4; 9/2; 49/11; 17/4; 4; 21/5; 9/2; 24/5; 
Deportivo La Coruna; 7; 13/2; 15/2; 17/2; 39/5; 8; 15/2; 130/7; 15/2; 15/2; 15/2; 13/2; 15/2; 13/2; 31/4; 15/2; 15/2; 15/2; 15/2; 31/4; 15/2; 37/5; 7; 41/5; 41/5; 
