META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-08 22:19:57 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Draw; 9/4; 5/2; 23/10; 9/4; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 12/5; 23/10; 19/10
Real Sociedad; 13/5; 63/20; 13/5; 13/5; 13/5; 14/5; 11/4; 13/5; 14/5; 45/17; 28/11; 11/4; 45/17; 11/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-09 22:19:57 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 19/10
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 14/5; 27/10; 13/5; 11/4; 13/5; 28/11; 11/4; 11/4; 45/17; 9/4
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-10 02:19:41 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 19/10
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 14/5; 27/10; 13/5; 11/4; 13/5; 28/11; 11/4; 11/4; 45/17; 9/4
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-10 10:19:47 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 4/5; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 2
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 13/5; 27/10; 13/5; 11/4; 13/5; 28/11; 11/4; 11/4; 45/17; 5/2
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-10 14:20:01 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 5/6; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 21/10
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 9/4
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-10 18:20:00 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 21/10
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-10 22:19:55 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 21/10
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 13/5; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-11 02:19:43 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 4/5; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 21/10
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-11 10:19:50 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 1; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 45/17; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-11 14:19:57 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-11 18:19:53 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-11 22:19:44 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-12 02:19:38 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 8/11; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 12/5; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-12 10:19:35 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 1; 5/6; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 7/4
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 45/17; 28/11; 11/4; 11/4; 27/10; 11/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-12 14:19:50 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 11/10; 10/11; 21/20; 10/11; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 5/6; 
Draw; 9/4; 123/50; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 7/4
Real Sociedad; 13/5; 3; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 28/11; 11/4; 11/4; 45/17; 11/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-12 18:19:48 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 119/100; 21/20; 11/10; 1; 21/20; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 13/12; 21/20; 11/10; 11/10; 5/6
Draw; 9/4; 61/25; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 9/4; 40/17; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 137/50; 11/4; 5/2; 13/5; 11/4; 13/5; 5/2; 5/2; 5/2; 13/5; 27/11; 23/10; 11/4; 13/5; 27/11; 11/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-12 22:19:43 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 119/100; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 23/20; 23/20; 11/10; 11/10; 21/20; 21/20; 11/10; 5/6
Draw; 9/4; 61/25; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 137/50; 11/4; 5/2; 13/5; 11/4; 11/4; 5/2; 5/2; 5/2; 13/5; 5/2; 11/4; 27/10; 5/2; 11/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-13 02:19:23 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 119/100; 21/20; 11/10; 1; 21/20; 11/10; 11/10; 5/4; 23/20; 11/10; 11/10; 21/20; 23/20; 15/13; 5/6
Draw; 9/4; 61/25; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 1/4
Real Sociedad; 13/5; 137/50; 11/4; 5/2; 13/5; 11/4; 13/5; 5/2; 47/20; 5/2; 13/5; 27/11; 11/4; 12/5; 27/11; 11/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-13 10:19:22 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 11/10; 6/5; 5/4; 23/20; 11/10; 11/10; 7/6; 21/20; 23/20; 15/13; 5/6; 5/6
Draw; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 19/10; 1/12
Real Sociedad; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 13/5; 12/5; 47/20; 5/2; 5/2; 27/11; 21/10; 11/4; 12/5; 27/11; 11/5; 1/3
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-13 14:19:46 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 23/20; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 23/20; 11/10; 6/5; 5/4; 23/20; 11/10; 6/5; 7/6; 21/20; 23/20; 6/5; 21/20; 10/9
Draw; 11/5; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 23/10; 40/17; 40/17; 23/10; 12/5; 40/17; 21/10; 9/4
Real Sociedad; 12/5; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 12/5; 5/2; 12/5; 47/20; 5/2; 5/2; 9/4; 21/10; 11/4; 12/5; 23/10; 12/5; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-13 18:19:54 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 11/10; 23/20; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 23/20; 11/10; 11/10; 5/4; 23/20; 11/10; 6/5; 7/6; 21/20; 23/20; 6/5; 21/20; 11/10
Draw; 9/4; 11/5; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 40/17; 40/17; 23/10; 12/5; 40/17; 21/10; 11/5; 
Real Sociedad; 13/5; 12/5; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 12/5; 5/2; 5/2; 47/20; 5/2; 13/5; 9/4; 21/10; 11/4; 12/5; 23/10; 12/5; 13/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-13 22:19:50 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 23/20; 11/10; 11/10; 5/4; 23/20; 11/10; 11/10; 11/10; 7/6; 21/20; 23/20; 15/13; 21/20; 10/9
Draw; 9/4; 11/5; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 21/10; 11/5
Real Sociedad; 5/2; 12/5; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 12/5; 5/2; 5/2; 47/20; 5/2; 13/5; 27/11; 12/5; 21/10; 11/4; 12/5; 27/11; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-14 02:19:25 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 23/20; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 23/20; 6/5; 5/4; 23/20; 11/10; 11/10; 11/10; 7/6; 21/20; 23/20; 15/13; 21/20; 10/9; 
Draw; 11/5; 9/4; 11/5; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10; 21/10; 11/5; 
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 12/5; 5/2; 12/5; 47/20; 5/2; 5/2; 5/2; 12/5; 21/10; 11/4; 12/5; 5/2; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-14 10:19:32 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 23/20; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 23/20; 6/5; 5/4; 23/20; 11/10; 11/10; 11/10; 7/6; 21/20; 23/20; 21/20; 10/9; ; 
Draw; 11/5; 9/4; 11/5; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; 40/17; 23/10; 12/5; 21/10; 11/5; 
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 12/5; 5/2; 12/5; 47/20; 5/2; 5/2; 27/11; 12/5; 21/10; 11/4; 12/5; 27/11; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-14 14:20:07 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 23/20; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 23/20; 11/10; 6/5; 5/4; 23/20; 11/10; 11/10; 11/10; 7/6; 21/20; 23/20; 15/13; 21/20; 10/9
Draw; 11/5; 9/4; 11/5; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; 40/17; 23/10; 12/5; 21/10; 11/5; 
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 12/5; 5/2; 12/5; 47/20; 5/2; 5/2; 27/11; 12/5; 21/10; 11/4; 12/5; 27/11; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-14 18:19:37 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 23/20; 11/10; 119/100; 23/20; 11/10; 1; 21/20; 23/20; 11/10; 6/5; 5/4; 23/20; 11/10; 11/10; 11/10; 7/6; 21/20; 23/20; 15/13; 21/20; 10/9
Draw; 11/5; 9/4; 11/5; 9/4; 61/25; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; 40/17; 23/10; 12/5; 21/10; 11/5; 
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 137/50; 13/5; 5/2; 12/5; 11/4; 12/5; 5/2; 12/5; 47/20; 5/2; 5/2; 27/11; 12/5; 21/10; 11/4; 12/5; 27/11; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-14 22:18:42 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 23/20; 11/10; 117/100; 11/10; 11/10; 1; 21/20; 23/20; 11/10; 11/10; 5/4; 23/20; 11/10; 15/13; 11/10; 21/20; 23/20; 15/13; 21/20; 10/9
Draw; 11/5; 9/4; 11/5; 9/4; 61/25; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 23/10; 12/5; 40/17; 21/10; 23/10
Real Sociedad; 5/2; 5/2; 5/2; 13/5; 14/5; 27/10; 5/2; 5/2; 11/4; 12/5; 5/2; 5/2; 47/20; 5/2; 13/5; 5/2; 12/5; 11/4; 12/5; 28/11; 12/5; 27/10
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-15 02:18:30 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 6/5; 11/10; 119/100; 11/10; 11/10; 1; 21/20; 23/20; 11/10; 23/20; 5/4; 23/20; 11/10; 15/13; 11/10; 7/6; 21/20; 23/20; 15/13; 21/20; 6/5
Draw; 11/5; 9/4; 11/5; 9/4; 62/25; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 23/10; 40/17; 23/10; 40/17; 23/10; 12/5; 40/17; 21/10; 12/5
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 67/25; 27/10; 5/2; 5/2; 11/4; 12/5; 5/2; 5/2; 47/20; 5/2; 5/2; 27/11; 12/5; 21/10; 11/4; 12/5; 5/2; 12/5; 13/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-15 10:18:31 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 6/5; 11/10; 119/100; 11/10; 11/10; 1; 21/20; 23/20; 11/10; 6/5; 5/4; 23/20; 11/10; 15/13; 11/10; 7/6; 21/20; 23/20; 15/13; 21/20; 6/5
Draw; 11/5; 9/4; 11/5; 9/4; 62/25; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 23/10; 40/17; 23/10; 40/17; 23/10; 12/5; 40/17; 21/10; 12/5
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 67/25; 27/10; 5/2; 5/2; 11/4; 12/5; 5/2; 12/5; 47/20; 5/2; 5/2; 27/11; 12/5; 21/10; 11/4; 12/5; 5/2; 12/5; 13/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-15 14:18:35 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 6/5; 11/10; 119/100; 11/10; 11/10; 1; 21/20; 23/20; 11/10; 6/5; 5/4; 23/20; 11/10; 15/13; 11/10; 7/6; 21/20; 23/20; 15/13; 21/20; 6/5
Draw; 11/5; 9/4; 11/5; 9/4; 62/25; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 23/10; 40/17; 23/10; 40/17; 23/10; 12/5; 40/17; 9/4; 12/5
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 67/25; 27/10; 5/2; 5/2; 11/4; 12/5; 5/2; 12/5; 47/20; 5/2; 5/2; 27/11; 12/5; 21/10; 11/4; 12/5; 5/2; 5/2; 13/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-15 18:18:15 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 23/20; 23/20; 6/5; 11/10; 119/100; 23/20; 11/10; 11/10; 21/20; 23/20; 11/10; 23/20; 5/4; 23/20; 11/10; 15/13; 11/10; 21/20; 23/20; 15/13; 21/20; 6/5
Draw; 11/5; 9/4; 11/5; 9/4; 62/25; 23/10; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 23/10; 40/17; 23/10; 23/10; 12/5; 40/17; 9/4; 12/5
Real Sociedad; 5/2; 5/2; 12/5; 13/5; 67/25; 13/5; 5/2; 5/2; 11/4; 12/5; 5/2; 5/2; 47/20; 5/2; 5/2; 27/11; 12/5; 11/4; 12/5; 5/2; 5/2; 13/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-15 22:18:28 GMT+3; 2018-04-17 15:00; Nothing; Xlenovo
Atletico Madrid; 6/5; 23/20; 5/4; 11/10; 129/100; 6/5; 5/4; 11/10; 6/5; 5/4; 6/5; 5/4; 27/20; 13/10; 6/5; 5/4; 11/10; 7/6; 6/5; 5/4; 5/4; 10/9; 5/4
Draw; 11/5; 9/4; 11/5; 9/4; 49/20; 23/10; 9/4; 9/4; 40/17; 11/5; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 40/17; 40/17; 23/10; 40/17; 9/4; 23/10
Real Sociedad; 12/5; 5/2; 9/4; 5/2; 123/50; 12/5; 9/4; 23/10; 9/4; 9/4; 23/10; 11/5; 11/5; 11/5; 12/5; 9/4; 12/5; 21/10; 9/4; 23/10; 9/4; 21/10; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-16 02:18:27 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 6/5; 5/4; 5/4; 11/10; 13/10; 6/5; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 13/10; 13/10; 5/4; 5/4; 11/10; 7/6; 5/4; 5/4; 5/4; 6/5; 6/5; 10/9; 5/4; 5/4
Draw; 11/5; 9/4; 11/5; 9/4; 61/25; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 21/10; 11/5; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 23/10; 23/10; 9/4; 9/4; 19/10; 23/10; 23/10
Real Sociedad; 12/5; 23/10; 9/4; 5/2; 123/50; 12/5; 11/5; 23/10; 23/10; 23/10; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 21/10; 23/10; 23/10; 23/10; 9/4; 11/5; 9/5; 12/5; 12/5
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-16 10:18:27 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
Atletico Madrid; 5/4; 5/4; 6/5; 11/10; 13/10; 5/4; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 13/10; 6/5; 5/4; 11/10; 17/14; 5/4; 6/5; 5/4; 5/4; 21/20; 6/5; 5/4; 13/10
Draw; 23/10; 9/4; 11/5; 9/4; 61/25; 23/10; 9/4; 11/5; 23/10; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 9/4; 9/4; 21/10; 23/10; 23/10
Real Sociedad; 23/10; 23/10; 23/10; 5/2; 123/50; 12/5; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 47/20; 11/5; 12/5; 9/4; 12/5; 12/5; 23/10; 23/10; 23/10; 12/5; 2; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-atletico-madrid; 2018-04-16 14:18:54 GMT+3; 2018-04-19 18:30; Nothing; Xlenovo
