META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 02:20:10 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 10:20:07 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 14:20:14 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 18:19:41 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 22:19:26 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-02 02:19:17 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-02 10:19:44 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; 13/18; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; 21/5; ; ; ; ; ; ; ; ; ; ; 4; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-02 18:19:59 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; ; ; 5/6; 9/10; 5/6; ; ; ; ; ; ; 10/11; ; 4/5; 13/15; 49/50; 11/13; ; ; 17/20; ; ; ; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-13 14:22:18 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-13 18:20:49 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 5/6; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-13 22:21:42 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 27/10; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-14 02:20:55 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 14/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-14 10:20:59 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 14/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-14 14:21:11 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-14 18:20:40 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 14/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-14 22:20:11 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; 17/20; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; ; ; 9/10; 17/20; 17/20; 13/15; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; ; ; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; 18/5; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; ; ; 7/2; 18/5; 7/2; 17/5; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-15 02:20:35 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; 17/20; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 9/10; 17/20; 13/15; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; 18/5; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 10/3; 7/2; 17/5; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-15 10:20:17 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; 17/20; 9/10; 20/23; ; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; ; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; 18/5; 15/4; 10/3; ; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-15 14:20:16 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; 17/20; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 5/6; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; 18/5; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 33/10; 7/2; 17/5; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 38/11; ; 11/4; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-15 18:19:44 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; 17/20; 10/11; 20/23; 5/6; 9/10; ; 10/11; 9/10; 10/11; 9/10; 10/11; 17/20; 13/15; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 23/10; ; 11/5; 23/10; 12/5; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; 18/5; 7/2; 10/3; 7/2; 7/2; ; 7/2; 7/2; 16/5; 18/5; 7/2; 33/10; 17/5; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-15 22:20:13 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; 17/20; 10/11; 20/23; 5/6; 11/13; ; 10/11; 9/10; 10/11; 9/10; 10/11; 17/20; 13/15; 5/6; 10/11; 11/13; 11/13; 9/10; 17/20; 17/20; 5/6; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; ; 11/5; 23/10; 12/5; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 40/17; 23/10; 12/5; 23/10; 40/17; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 7/2; 16/5; 18/5; 7/2; 33/10; 17/5; 17/5; 77/20; 31/10; 37/10; 7/2; 18/5; 7/2; 17/5; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-16 02:20:04 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; 17/20; 10/11; 20/23; 5/6; 11/13; ; 10/11; 9/10; 10/11; 9/10; 10/11; 17/20; 13/15; 5/6; 47/50; 11/13; 11/13; 9/10; 17/20; 17/20; 13/15; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; ; 11/5; 23/10; 12/5; 23/10; 23/10; 21/10; 9/4; 23/10; 63/25; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; ; 15/8; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 18/5; 16/5; 18/5; 7/2; 33/10; 17/5; 57/17; 73/20; 31/10; 37/10; 7/2; 18/5; 7/2; 57/17; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-16 10:20:01 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; 13/15; 19/20; 17/20; 10/11; 20/23; 5/6; 11/13; 20/23; 10/11; 9/10; 10/11; 9/10; 10/11; 17/20; 13/15; 5/6; 47/50; 11/13; 11/13; 9/10; 17/20; 17/20; 5/6; ; 4/7; ; 
Draw; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; 11/5; 11/5; 23/10; 12/5; 23/10; 23/10; 21/10; 9/4; 23/10; 63/25; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; 7/2; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; 17/5; 7/2; 18/5; 16/5; 18/5; 7/2; 33/10; 17/5; 17/5; 73/20; 31/10; 37/10; 7/2; 18/5; 7/2; 38/11; ; 11/4; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-16 14:20:31 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; 13/15; 19/20; 17/20; 10/11; 20/23; 5/6; 11/13; 17/20; 20/23; 9/10; 10/11; 9/10; 10/11; 4/5; 13/15; 5/6; 47/50; 11/13; 11/13; 9/10; 17/20; 17/20; 5/6; ; 8/13; 4/5; 
Draw; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 63/25; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; ; 9/5; 21/10; 
Celta Vigo; 7/2; 18/5; 7/2; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; 7/2; 7/2; 18/5; 16/5; 18/5; 7/2; 33/10; 17/5; 17/5; 73/20; 31/10; 37/10; 7/2; 18/5; 7/2; 38/11; ; 13/5; 3; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-16 18:19:59 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; 13/15; 19/20; 17/20; 10/11; 20/23; 5/6; 11/13; 20/23; 20/23; 9/10; 10/11; 9/10; 10/11; 4/5; 13/15; 5/6; 47/50; 11/13; 11/13; 9/10; 17/20; 17/20; 5/6; ; 4/7; 4/5; 
Draw; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 63/25; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; ; 9/5; 11/5; 
Celta Vigo; 7/2; 18/5; 7/2; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; 17/5; 7/2; 18/5; 16/5; 18/5; 7/2; 33/10; 17/5; 17/5; 73/20; 31/10; 37/10; 7/2; 18/5; 7/2; 17/5; ; 5/2; 3; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-16 22:20:00 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; 19/20; 17/20; 10/11; 20/23; 5/6; 11/13; ; 20/23; 9/10; 10/11; 9/10; 10/11; 4/5; 13/15; 5/6; 47/50; ; 11/13; 9/10; 17/20; 17/20; 5/6; ; 4/7; 4/5; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; ; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 63/25; ; 40/17; 23/10; 12/5; 23/10; 23/10; ; 9/5; 11/5; 
Celta Vigo; 7/2; 18/5; ; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 18/5; 16/5; 18/5; 7/2; 33/10; 17/5; 17/5; 73/20; ; 37/10; 7/2; 18/5; 7/2; 17/5; ; 13/5; 3; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-17 02:19:52 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; 19/20; 17/20; 10/11; 20/23; 5/6; 11/13; ; 20/23; 9/10; 10/11; 9/10; 10/11; 4/5; 13/15; 5/6; 93/100; 6/7; 11/13; 9/10; 17/20; 17/20; 5/6; ; 4/7; 4/5; 
Draw; 23/10; 23/10; ; 9/4; 12/5; 12/5; 23/10; 23/10; 40/17; ; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 63/25; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; ; 9/5; 11/5; 
Celta Vigo; 7/2; 18/5; ; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 18/5; 16/5; 18/5; 7/2; 33/10; 17/5; 17/5; 37/10; 31/10; 37/10; 7/2; 18/5; 7/2; 17/5; ; 11/4; 3; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-17 10:20:06 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; 19/20; 17/20; 10/11; 17/20; 5/6; 11/13; ; 20/23; 9/10; 10/11; 20/23; 10/11; 4/5; 13/15; 5/6; 89/100; 16/19; 11/13; 9/10; 5/6; 17/20; 5/6; ; 4/7; 4/5; 
Draw; 23/10; 23/10; ; 9/4; 5/2; 12/5; 23/10; 12/5; 40/17; ; 23/10; 23/10; 12/5; 5/2; 23/10; 9/4; 9/4; 23/10; 129/50; 12/5; 40/17; 23/10; 5/2; 23/10; 40/17; ; 2; 11/5; 
Celta Vigo; 7/2; 18/5; ; 16/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 18/5; 16/5; 18/5; 7/2; 33/10; 17/5; 38/11; 77/20; 31/10; 37/10; 7/2; 18/5; 7/2; 7/2; ; 13/5; 3; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-17 14:20:21 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; 17/20; 17/20; 10/11; 17/20; 5/6; 11/13; ; 20/23; 9/10; 10/11; 20/23; 17/20; 4/5; 13/15; 5/6; 89/100; 16/19; 11/13; 9/10; 5/6; 17/20; 5/6; ; 5/6; 5/6; 
Draw; 23/10; 23/10; ; 23/10; 5/2; 12/5; 23/10; 12/5; 40/17; ; 23/10; 23/10; 12/5; 5/2; 5/2; 9/4; 9/4; 23/10; 129/50; 12/5; 40/17; 23/10; 5/2; 23/10; 40/17; ; 2; 11/5; 
Celta Vigo; 7/2; 18/5; ; 18/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 18/5; 16/5; 18/5; 7/2; 7/2; 17/5; 38/11; 77/20; 31/10; 37/10; 7/2; 18/5; 7/2; 7/2; ; 3; 3; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-17 18:20:46 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; 17/20; 17/20; 10/11; 17/20; 5/6; 11/13; ; 20/23; 9/10; ; 20/23; 17/20; 4/5; 13/15; 5/6; 9/10; 16/19; 11/13; 9/10; 17/20; 17/20; 5/6; ; 5/6; 5/6; 
Draw; 23/10; 23/10; ; 23/10; 12/5; 12/5; 23/10; 12/5; 40/17; ; 23/10; 23/10; ; 5/2; 5/2; 9/4; 9/4; 40/17; 64/25; 12/5; 40/17; 23/10; 12/5; 23/10; 12/5; ; 9/5; 11/5; 
Celta Vigo; 7/2; 18/5; ; 18/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 18/5; ; 18/5; 7/2; 7/2; 17/5; 7/2; 19/5; 31/10; 37/10; 7/2; 18/5; 7/2; 39/11; ; 12/5; 3; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-17 22:20:39 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; 17/20; 17/20; 10/11; 17/20; 5/6; 11/13; ; 5/6; 17/20; ; 20/23; 17/20; 4/5; 13/15; 5/6; 9/10; 16/19; 11/13; 9/10; 17/20; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 23/10; 23/10; ; 23/10; 12/5; 12/5; 23/10; 12/5; 40/17; ; 23/10; 23/10; ; 5/2; 5/2; 9/4; 9/4; 40/17; 127/50; 12/5; 40/17; 23/10; 12/5; 23/10; 40/17; ; 9/5; 11/5; 12/5
Celta Vigo; 7/2; 18/5; ; 18/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 37/10; ; 18/5; 7/2; 7/2; 17/5; 39/11; 77/20; 39/10; 37/10; 7/2; 18/5; 7/2; 17/5; ; 12/5; 3; 7/2
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-18 02:19:36 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; 17/20; 17/20; 10/11; 17/20; 5/6; 11/13; ; 5/6; 17/20; ; 20/23; 17/20; 4/5; 13/15; 5/6; 9/10; 16/19; 11/13; 9/10; 17/20; 17/20; 5/6; ; 5/6; 5/6; 5/6
Draw; 23/10; 23/10; ; 23/10; 12/5; 12/5; 23/10; 12/5; 40/17; ; 23/10; 23/10; ; 5/2; 5/2; 9/4; 9/4; 40/17; 127/50; 12/5; 40/17; 23/10; 12/5; 23/10; 40/17; ; 9/5; 11/5; 12/5
Celta Vigo; 7/2; 18/5; ; 18/5; 18/5; 7/2; 10/3; 7/2; 37/10; ; 7/2; 37/10; ; 7/2; 7/2; 7/2; 17/5; 39/11; 77/20; 39/10; 37/10; 7/2; 18/5; 7/2; 18/5; ; 14/5; 3; 14/5
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-18 11:39:10 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
